Fragrance Name, Cost,Paid in Full / Credit,20%,25%,30%,35%,40%,Competitiion (Liverpool), Price,Margin,Sales paid in Full,GMV,Profit
MICHAEL KORS SPORTY CITRUS 100 ML EDP SPRAY," $ 1,134.00 ", Paid in Full," $ 1,360.80 "," $ 1,417.50 "," $ 1,474.20 "," $ 1,530.90 "," $ 1,587.60 "," $ 1,850.00 "," $ 1,450.00 ",28%,0, $ -   , $ -   
MONT BLANC LADY EMBLEM 75 ML EDP SPRAY NUEVO, $ 688.00 , Paid in Full, $ 825.60 , $ 860.00 , $ 894.40 , $ 928.80 , $ 963.20 , $ 990.00 , $ 790.00 ,15%,0, $ -   , $ -   
MONT BLANC PRESENCE 75 ML, $ 574.00 , Paid in Full, $ 688.80 , $ 717.50 , $ 746.20 , $ 774.90 , $ 803.60 , $ 990.00 , $ 790.00 ,38%,0, $ -   , $ -   
MONT BLANC FEMME, $ 562.00 , Paid in Full, $ 674.40 , $ 702.50 , $ 730.60 , $ 758.70 , $ 786.80 , $ 990.00 , $ 790.00 ,41%,0, $ -   , $ -   
MONT BLANC INDIVIDUALLE , $ 574.00 , Paid in Full, $ 688.80 , $ 717.50 , $ 746.20 , $ 774.90 , $ 803.60 ," $ 1,200.00 ", $ 900.00 ,57%,0, $ -   , $ -   
MONT BLANC LEGEND 100 ML, $ 539.00 , Paid in Full, $ 646.80 , $ 673.75 , $ 700.70 , $ 727.65 , $ 754.60 ," $ 1,200.00 ", $ 900.00 ,67%,1, $ 900.00 , $ 361.00 
MOSCHINO CHEAP & CHIC 100 ML, $ 620.00 , Paid in Full, $ 744.00 , $ 775.00 , $ 806.00 , $ 837.00 , $ 868.00 ,, $ 850.00 ,37%,0, $ -   , $ -   
MOSCHINO CHIC PETALS 100 ML EDT , $ 644.00 , Paid in Full, $ 772.80 , $ 805.00 , $ 837.20 , $ 869.40 , $ 901.60 ,, $ 950.00 ,48%,0, $ -   , $ -   
MOSCHINO FUNNY 100 ML , $ 631.00 , Paid in Full, $ 757.20 , $ 788.75 , $ 820.30 , $ 851.85 , $ 883.40 ,, $ 950.00 ,51%,0, $ -   , $ -   
MOSCHINO GLAMOUROUS           , $ 593.00 , Paid in Full, $ 711.60 , $ 741.25 , $ 770.90 , $ 800.55 , $ 830.20 ,, $ 950.00 ,60%,0, $ -   , $ -   
MOSCHINO HIPPY FIZZ, $ 592.00 , Paid in Full, $ 710.40 , $ 740.00 , $ 769.60 , $ 799.20 , $ 828.80 ,, $ 950.00 ,60%,0, $ -   , $ -   
MOSCHINO I LOVE LOVE, $ 644.00 , Paid in Full, $ 772.80 , $ 805.00 , $ 837.20 , $ 869.40 , $ 901.60 ,, $ 950.00 ,48%,0, $ -   , $ -   
MOSCHINO PINK BOUQUET 100 ML EDT SPRAY                       , $ 644.00 , Paid in Full, $ 772.80 , $ 805.00 , $ 837.20 , $ 869.40 , $ 901.60 ,, $ 950.00 ,48%,0, $ -   , $ -   
NINA LES DELICES 75 ML EDT SPRAY                                       , $ 727.00 , Paid in Full, $ 872.40 , $ 908.75 , $ 945.10 , $ 981.45 ," $ 1,017.80 ",, $ 950.00 ,31%,0, $ -   , $ -   
NINA RICCI EDITION OR DE LUJO EDT 80 ML, $ 829.00 , Paid in Full, $ 994.80 ," $ 1,036.25 "," $ 1,077.70 "," $ 1,119.15 "," $ 1,160.60 ",, $ 950.00 ,15%,0, $ -   , $ -   
NINA EDT 80 ML  DE NINA RICCI, $ 841.00 , Paid in Full," $ 1,009.20 "," $ 1,051.25 "," $ 1,093.30 "," $ 1,135.35 "," $ 1,177.40 ",, $ 950.00 ,13%,0, $ -   , $ -   
NINA L'EAU 80 ML EDT, $ 736.00 , Paid in Full, $ 883.20 , $ 920.00 , $ 956.80 , $ 993.60 ," $ 1,030.40 ",, $ 990.00 ,35%,0, $ -   , $ -   
NINA LA TENTACION  L EAU 80 ML EDT               , $ 829.00 , Paid in Full, $ 994.80 ," $ 1,036.25 "," $ 1,077.70 "," $ 1,119.15 "," $ 1,160.60 ",, $ 990.00 ,19%,0, $ -   , $ -   
ONE DIRECTION  OUR MOMENT EDP 100 ML        , $ 343.00 , Paid in Full, $ 411.60 , $ 428.75 , $ 445.90 , $ 463.05 , $ 480.20 , $ 650.00 , $ 500.00 ,46%,0, $ -   , $ -   
ONE DIRECTION THAT MOMENT 100 ML EDP            , $ 446.00 , Paid in Full, $ 535.20 , $ 557.50 , $ 579.80 , $ 602.10 , $ 624.40 , $ 650.00 , $ 500.00 ,12%,0, $ -   , $ -   
OSCAR DE LA RENTA  100 ML EDP, $ 631.00 , Paid in Full, $ 757.20 , $ 788.75 , $ 820.30 , $ 851.85 , $ 883.40 ,, $ 900.00 ,43%,0, $ -   , $ -   
OSCAR DE LA RENTA VOLUPTE  100 ML EDT SPRAY, $ 446.00 , Paid in Full, $ 535.20 , $ 557.50 , $ 579.80 , $ 602.10 , $ 624.40 ,, $ 700.00 ,57%,0, $ -   , $ -   
OSCAR DE RENTA ROSAMOR 100 ML EDT SPRAY, $ 332.00 , Paid in Full, $ 398.40 , $ 415.00 , $ 431.60 , $ 448.20 , $ 464.80 ,, $ 550.00 ,66%,0, $ -   , $ -   
PACO RABANNE   LADY MILLION EDP 80 ML ," $ 1,020.00 ", Paid in Full," $ 1,224.00 "," $ 1,275.00 "," $ 1,326.00 "," $ 1,377.00 "," $ 1,428.00 "," $ 1,650.00 "," $ 1,350.00 ",32%,0, $ -   , $ -   
PACO RABANNE   LADY MILLION EAU MY GOLD 80 ML EDT  , $ 892.00 , Paid in Full," $ 1,070.40 "," $ 1,115.00 "," $ 1,159.60 "," $ 1,204.20 "," $ 1,248.80 "," $ 1,650.00 "," $ 1,350.00 ",51%,0, $ -   , $ -   
PACO RABANNE XS BLACK + CREMA PERFUMADA 100 ML, $ 803.00 , Paid in Full, $ 963.60 ," $ 1,003.75 "," $ 1,043.90 "," $ 1,084.05 "," $ 1,124.20 "," $ 1,650.00 "," $ 1,350.00 ",68%,0, $ -   , $ -   
TOMMY SUMMER 100 ML, $ 407.00 , Paid in Full, $ 488.40 , $ 508.75 , $ 529.10 , $ 549.45 , $ 569.80 ,, $ 600.00 ,47%,0, $ -   , $ -   
TOUS GARDEN 100 ML, $ 608.00 , Paid in Full, $ 729.60 , $ 760.00 , $ 790.40 , $ 820.80 , $ 851.20 ," $ 1,050.00 ", $ 900.00 ,48%,0, $ -   , $ -   
TOUS IN HEAVEN 100 ML EDT, $ 378.00 , Paid in Full, $ 453.60 , $ 472.50 , $ 491.40 , $ 510.30 , $ 529.20 ," $ 1,050.00 ", $ 500.00 ,32%,0, $ -   , $ -   
TOUS KIDS GIRL 100 ML, $ 395.00 , Paid in Full, $ 474.00 , $ 493.75 , $ 513.50 , $ 533.25 , $ 553.00 ," $ 1,050.00 ", $ 500.00 ,27%,0, $ -   , $ -   
TOUS LOVE MOMENTS 90 ML                               , $ 548.00 , Paid in Full, $ 657.60 , $ 685.00 , $ 712.40 , $ 739.80 , $ 767.20 ," $ 1,050.00 ", $ 780.00 ,42%,0, $ -   , $ -   
TOUS SENSUAL 100 ML, $ 585.00 , Paid in Full, $ 702.00 , $ 731.25 , $ 760.50 , $ 789.75 , $ 819.00 ," $ 1,050.00 ", $ 780.00 ,33%,0, $ -   , $ -   
TOUS SILVER 90 ML EDT SPRAY, $ 569.00 , Paid in Full, $ 682.80 , $ 711.25 , $ 739.70 , $ 768.15 , $ 796.60 ," $ 1,050.00 ", $ 780.00 ,37%,0, $ -   , $ -   
TOUS TOUCH  100 ML EDT SPRAY, $ 580.00 , Paid in Full, $ 696.00 , $ 725.00 , $ 754.00 , $ 783.00 , $ 812.00 ," $ 1,050.00 ", $ 780.00 ,34%,0, $ -   , $ -   
VERSACE BRIGHT CRYSTAL 90 ML DAMA, $ 816.00 , Paid in Full, $ 979.20 ," $ 1,020.00 "," $ 1,060.80 "," $ 1,101.60 "," $ 1,142.40 "," $ 1,450.00 "," $ 1,070.00 ",31%,1," $ 1,070.00 ", $ 254.00 
VERSACE BRIGHT CRYSTAL ABSOLU 90 ML EDP    , $ 835.00 , Paid in Full," $ 1,002.00 "," $ 1,043.75 "," $ 1,085.50 "," $ 1,127.25 "," $ 1,169.00 "," $ 1,450.00 "," $ 1,070.00 ",28%,0, $ -   , $ -   
VERSACE EROS POUR FEMME 100 ML EDP SPRAY                             ," $ 1,007.00 ", Paid in Full," $ 1,208.40 "," $ 1,258.75 "," $ 1,309.10 "," $ 1,359.45 "," $ 1,409.80 "," $ 1,450.00 "," $ 1,070.00 ",6%,0, $ -   , $ -   
VERSACE POUR FEMME 100ML EDP, $ 714.00 , Paid in Full, $ 856.80 , $ 892.50 , $ 928.20 , $ 963.90 , $ 999.60 ," $ 1,200.00 ", $ 900.00 ,26%,0, $ -   , $ -   
VERSACE RED JEANS, $ 370.00 , Paid in Full, $ 444.00 , $ 462.50 , $ 481.00 , $ 499.50 , $ 518.00 ," $ 1,200.00 ", $ 650.00 ,76%,0, $ -   , $ -   
VERSACE VANITAS EDT 100 ML, $ 765.00 , Paid in Full, $ 918.00 , $ 956.25 , $ 994.50 ," $ 1,032.75 "," $ 1,071.00 "," $ 1,350.00 "," $ 1,050.00 ",37%,1," $ 1,050.00 ", $ 285.00 
VERSACE VERSENSE 100 ML , $ 676.00 , Paid in Full, $ 811.20 , $ 845.00 , $ 878.80 , $ 912.60 , $ 946.40 ," $ 1,350.00 ", $ 950.00 ,41%,0, $ -   , $ -   
VERSACE VERSUS 100 ML EDT, $ 612.00 , Paid in Full, $ 734.40 , $ 765.00 , $ 795.60 , $ 826.20 , $ 856.80 ," $ 1,350.00 ", $ 950.00 ,55%,0, $ -   , $ -   
VERSACE YELLOW DIAMOND 90 ML EDT SPRAY , $ 816.00 , Paid in Full, $ 979.20 ," $ 1,020.00 "," $ 1,060.80 "," $ 1,101.60 "," $ 1,142.40 "," $ 1,450.00 "," $ 1,050.00 ",29%,0, $ -   , $ -   
VERSACE CRYSTAL NOIR 90 ML EDT, $ 816.00 , Paid in Full, $ 979.20 ," $ 1,020.00 "," $ 1,060.80 "," $ 1,101.60 "," $ 1,142.40 "," $ 1,430.00 "," $ 1,250.00 ",53%,0, $ -   , $ -   
212  EDT 100 ML  DAMA," $ 1,007.00 ", Credit," $ 1,208.40 "," $ 1,258.75 "," $ 1,309.10 "," $ 1,359.45 "," $ 1,409.80 "," $ 1,440.00 "," $ 1,664.00 ",65%,0,$0.00,$0.00
212 SEXY  EDP 100 ML DAMA," $ 1,007.00 ", Credit," $ 1,208.40 "," $ 1,258.75 "," $ 1,309.10 "," $ 1,359.45 "," $ 1,409.80 "," $ 1,440.00 "," $ 1,664.00 ",65%,0,$0.00,$0.00
212 VIP EDP 80 ML   DAMA," $ 1,007.00 ", Credit," $ 1,208.40 "," $ 1,258.75 "," $ 1,309.10 "," $ 1,359.45 "," $ 1,409.80 "," $ 1,440.00"," $ 1,664.00 ",65%,0,$0.00,$0.00
212 VIP ROSE EDP 100 ML  DAMA," $ 1,058.00 ", Credit," $ 1,269.60 "," $ 1,322.50 "," $ 1,375.40 "," $ 1,428.30 "," $ 1,481.20 "," $ 1,440.00"," $ 1,690.00 ",60%,0,$0.00,$0.00
TRIO   360 30 ML+PURPLE 30 ML+360 RED 30 ML  DAMA, $ 485.00 , Credit, $ 582.00 , $ 606.25 , $ 630.50 , $ 654.75 , $ 679.00 ,," $ 1,001.00 ",106%,0,$0.00,$0.00
360  COLLECTION 100 ML EDP SPRAY   DAMA                        NEW, $ 586.00 , Credit, $ 703.20 , $ 732.50 , $ 761.80 , $ 791.10 , $ 820.40 ,," $ 1,001.00 ",71%,0,$0.00,$0.00
360 100 ML   DAMA, $ 497.00 , Credit, $ 596.40 , $ 621.25 , $ 646.10 , $ 670.95 , $ 695.80 , $ 900.00 ," $ 1,001.00 ",101%,0,$0.00,$0.00
360 CORAL 100 ML   DAMA, $ 574.00 , Credit, $ 688.80 , $ 717.50 , $ 746.20 , $ 774.90 , $ 803.60 , $ 950.00 ," $ 1,040.00 ",81%,0,$0.00,$0.00
360 RED 100 ML DAMA, $ 453.00 , Credit, $ 543.60 , $ 566.25 , $ 588.90 , $ 611.55 , $ 634.20 ,," $ 1,001.00 ",121%,0,$0.00,$0.00
360  WHITE 100 ML DAMA, $ 446.00 , Credit, $ 535.20 , $ 557.50 , $ 579.80 , $ 602.10 , $ 624.40 ,," $ 1,001.00 ",124%,0,$0.00,$0.00
360 PINK 100ML EDP  DAMA, $ 459.00 , Credit, $ 550.80 , $ 573.75 , $ 596.70 , $ 619.65 , $ 642.60 , $ 950.00 ," $ 1,027.00 ",124%,0,$0.00,$0.00
360  PINK+CREMA+GEL DE BAÑO+MINIATURA DAMA, $ 599.00 , Credit, $ 718.80 , $ 748.75 , $ 778.70 , $ 808.65 , $ 838.60 ,," $ 1,001.00 ",67%,0,$0.00,$0.00
360  PURPLE 100 ML DAMA, $ 539.00 , Credit, $ 646.80 , $ 673.75 , $ 700.70 , $ 727.65 , $ 754.60 , $ 950.00 , $ 975.00 ,81%,0,$0.00,$0.00
AGATHA RUIZ DE LA PRADA FLOREVER 80 ML EDT + BODY LOTION 100 ML DAMA, $ 319.00 , Credit, $ 382.80 , $ 398.75 , $ 414.70 , $ 430.65 , $ 446.60 , $ 570.00 , $ 585.00 ,83%,0,$0.00,$0.00
AGATHA RUIZ DE LA PRADA FLOR 80 ML DAMA, $ 300.00 , Credit, $ 360.00 , $ 375.00 , $ 390.00 , $ 405.00 , $ 420.00 , $ 570.00 , $ 585.00 ,95%,0,$0.00,$0.00
AGATHA RUIZ DE LA PRADA LOVE FOREVER LOVE 80 ML  DAMA, $ 300.00 , Credit, $ 360.00 , $ 375.00 , $ 390.00 , $ 405.00 , $ 420.00 , $ 570.00 , $ 585.00 ,95%,0,$0.00,$0.00
AIRES DEL TIEMPO EDT 100 ML  DAMA, $ 811.00 , Credit, $ 973.20 ," $ 1,013.75 "," $ 1,054.30 "," $ 1,094.85 "," $ 1,135.40 "," $ 1,440.00 "," $ 1,430.00 ",76%,0,$0.00,$0.00
AMOR AMOR DAMA, $ 736.00 , Credit, $ 883.20 , $ 920.00 , $ 956.80 , $ 993.60 ," $ 1,030.40 "," $ 1,340.00 "," $ 1,365.00 ",85%,0,$0.00,$0.00
AMOR AMOR FORBIDDEN KISS   DAMA, $ 758.00 , Credit, $ 909.60 , $ 947.50 , $ 985.40 ," $ 1,023.30 "," $ 1,061.20 "," $ 1,340.00 "," $ 1,391.00 ",84%,0,$0.00,$0.00
AMOR AMOR IN FLASH 100 ML   DAMA, $ 863.00 , Credit," $ 1,035.60 "," $ 1,078.75 "," $ 1,121.90 "," $ 1,165.05 "," $ 1,208.20 "," $ 1,340.00 "," $ 1,391.00 ",61%,0,$0.00,$0.00
AMOR AMOR L´EAU 100 ML EDT SPRAY NUEVO, $ 682.00 , Credit, $ 818.40 , $ 852.50 , $ 886.60 , $ 920.70 , $ 954.80 ,," $ 1,144.00 ",68%,0,$0.00,$0.00
ANTONIO BANDERAS BLUE SEDUCTION FOR WOMAN 100 ML EDT  NUEVO, $ 287.00 , Credit, $ 344.40 , $ 358.75 , $ 373.10 , $ 387.45 , $ 401.80 , $ 520.00 , $ 546.00 ,90%,0,$0.00,$0.00
ANTONIO BANDERAS GOLDEN SECRET 80 ML EDT SPRAY , $ 344.00 , Credit, $ 412.80 , $ 430.00 , $ 447.20 , $ 464.40 , $ 481.60 , $ 590.00 , $ 585.00 ,70%,0,$0.00,$0.00
HER GOLDEN SECRET 2 PZS 80 ML EDT SPRAY / DESODORANTE 150 ML , $ 319.00 , Credit, $ 382.80 , $ 398.75 , $ 414.70 , $ 430.65 , $ 446.60 , $ 590.00 , $ 546.00 ,71%,0,$0.00,$0.00
ANTONIO BANDERAS HER SECRET 80 ML EDT SPRAY , $ 344.00 , Credit, $ 412.80 , $ 430.00 , $ 447.20 , $ 464.40 , $ 481.60 ,, $ 585.00 ,70%,0,$0.00,$0.00
ANTONIO BANDERAS HER SECRET GAME 80 ML EDT SPRAY , $ 287.00 , Credit, $ 344.40 , $ 358.75 , $ 373.10 , $ 387.45 , $ 401.80 , $ 590.00 , $ 585.00 ,104%,0,$0.00,$0.00
ANAIS ANAIS  100 ML DAMA, $ 701.00 , Credit, $ 841.20 , $ 876.25 , $ 911.30 , $ 946.35 , $ 981.40 ," $ 1,400.00 "," $ 1,417.00 ",102%,0,$0.00,$0.00
ANAIS ANAIS DELICE L ÉAU 100 ML EDT SPRAY NUEVO, $ 682.00 , Credit, $ 818.40 , $ 852.50 , $ 886.60 , $ 920.70 , $ 954.80 ,," $ 1,170.00 ",72%,0,$0.00,$0.00
ANAIS ANAIS PREMIER DELICE 100 ML EDT SPRAY NUEVO, $ 874.00 , Credit," $ 1,048.80 "," $ 1,092.50 "," $ 1,136.20 "," $ 1,179.90 "," $ 1,223.60 "," $ 1,340.00 "," $ 1,430.00 ",64%,0,$0.00,$0.00
ALIEN 90 ML EDP DAMA," $ 1,236.00 ", Credit," $ 1,483.20 "," $ 1,545.00 "," $ 1,606.80 "," $ 1,668.60 "," $ 1,730.40 "," $ 1,640.00 "," $ 1,937.00 ",57%,0,$0.00,$0.00
ANGEL 100 ML EDP REFILABLE DAMA," $ 1,281.00 ", Credit," $ 1,537.20 "," $ 1,601.25 "," $ 1,665.30 "," $ 1,729.35 "," $ 1,793.40 "," $ 1,720.00 "," $ 1,976.00 ",54%,0,$0.00,$0.00
ANIMALE ANIMALE DAMA, $ 412.00 , Credit, $ 494.40 , $ 515.00 , $ 535.60 , $ 556.20 , $ 576.80 ,, $ 767.00 ,86%,0,$0.00,$0.00
ANIMALE INTENSE 100 ML DAMA, $ 544.00 , Credit, $ 652.80 , $ 680.00 , $ 707.20 , $ 734.40 , $ 761.60 ,, $ 897.00 ,65%,0,$0.00,$0.00
ANIMAL INTENSE  100 ML EDP + 90 ML CREMA + GEL DE BAÑO+ MINIATURA DAMA, $ 446.00 , Credit, $ 535.20 , $ 557.50 , $ 579.80 , $ 602.10 , $ 624.40 ,, $ 897.00 ,101%,0,$0.00,$0.00
ANIMALE TEMPTATION 3 PZS 100 ML EDT /BODY LOTION 100 , $ 357.00 , Credit, $ 428.40 , $ 446.25 , $ 464.10 , $ 481.95 , $ 499.80 ,, $ 637.00 ,78%,0,$0.00,$0.00
ARMANI ACQUA DI GIOIA 100 ML EDP        DAMA," $ 1,134.00 ", Credit," $ 1,360.80 "," $ 1,417.50 "," $ 1,474.20 "," $ 1,530.90 "," $ 1,587.60 "," $ 1,600.00 "," $ 1,807.00 ",59%,0,$0.00,$0.00
ARMANI CODE EDP 75 ML DAMA," $ 1,096.00 ", Credit," $ 1,315.20 "," $ 1,370.00 "," $ 1,424.80 "," $ 1,479.60 "," $ 1,534.40 "," $ 1,680.00 "," $ 1,755.00 ",60%,0,$0.00,$0.00
ARMANI EMPORIO   100 ML EDP SPRAY  DAMA, $ 981.00 , Credit," $ 1,177.20 "," $ 1,226.25 "," $ 1,275.30 "," $ 1,324.35 "," $ 1,373.40 "," $ 1,495.00 "," $ 1,677.00 ",71%,0,$0.00,$0.00
ARMANI EMPORIO DIAMONDS 100  ML EDP SPRAY  DAMA, $ 962.00 , Credit," $ 1,154.40 "," $ 1,202.50 "," $ 1,250.60 "," $ 1,298.70 "," $ 1,346.80 "," $ 1,420.00 "," $ 1,677.00 ",74%,0,$0.00,$0.00
AROMATICS ELIXIR 45 ML EDP SPRAY DAMA, $ 574.00 , Credit, $ 688.80 , $ 717.50 , $ 746.20 , $ 774.90 , $ 803.60 , $ 840.00 , $ 962.00 ,68%,0,$0.00,$0.00
BANANA CLASSIC 125 ML EDT SPRAY , $ 395.00 , Credit, $ 474.00 , $ 493.75 , $ 513.50 , $ 533.25 , $ 553.00 ,, $ 715.00 ,81%,0,$0.00,$0.00
BANANA REPUBLIC MODERN WOMAN  100 ML EDP SPRAY NUEVO, $ 459.00 , Credit, $ 550.80 , $ 573.75 , $ 596.70 , $ 619.65 , $ 642.60 ,, $ 767.00 ,67%,0,$0.00,$0.00
BEBE EDP 100 ML DAMA, $ 370.00 , Credit, $ 444.00 , $ 462.50 , $ 481.00 , $ 499.50 , $ 518.00 ,, $ 741.00 ,100%,0,$0.00,$0.00
BEBE GOLD EDP 100 ML DAMA, $ 370.00 , Credit, $ 444.00 , $ 462.50 , $ 481.00 , $ 499.50 , $ 518.00 ,, $ 780.00 ,111%,0,$0.00,$0.00
BEBE LOVE  100 ML DAMA, $ 370.00 , Credit, $ 444.00 , $ 462.50 , $ 481.00 , $ 499.50 , $ 518.00 ,, $ 741.00 ,100%,0,$0.00,$0.00
BEBE SHEER EDP 100 ML DAMA, $ 370.00 , Credit, $ 444.00 , $ 462.50 , $ 481.00 , $ 499.50 , $ 518.00 ," $ 1,050.00 ", $ 871.00 ,135%,0,$0.00,$0.00
BEBE NOUVEAU 100 ML EDP SPRAY , $ 370.00 , Credit, $ 444.00 , $ 462.50 , $ 481.00 , $ 499.50 , $ 518.00 ,, $ 780.00 ,111%,0,$0.00,$0.00
BEBE NOUVEAU CHIC 100 ML EDP SPRAY , $ 370.00 , Credit, $ 444.00 , $ 462.50 , $ 481.00 , $ 499.50 , $ 518.00 ,, $ 780.00 ,111%,0,$0.00,$0.00
BENETTON HOT 100 ML DAMA, $ 217.00 , Credit, $ 260.40 , $ 271.25 , $ 282.10 , $ 292.95 , $ 303.80 ,, $ 429.00 ,98%,0,$0.00,$0.00
BENETTON JUST UNITED FOR HER 80 ML EDT SPRAY NUEVO, $ 268.00 , Credit, $ 321.60 , $ 335.00 , $ 348.40 , $ 361.80 , $ 375.20 ,, $ 481.00 ,79%,0,$0.00,$0.00
UNITED DREAMS GREEN LIVE FREE 80 ML EDT + DESODORANTE 150 ML, $ 281.00 , Credit, $ 337.20 , $ 351.25 , $ 365.30 , $ 379.35 , $ 393.40 , $ 520.00 , $ 507.00 ,80%,0,$0.00,$0.00
UNITED DREAMS ORANGE STAY POSITIVE 80 ML EDT +DESODORANTE 150 ml DAMA, $ 281.00 , Credit, $ 337.20 , $ 351.25 , $ 365.30 , $ 379.35 , $ 393.40 , $ 520.00 , $ 507.00 ,80%,0,$0.00,$0.00
UNITED DREAMS PURPLE LOVE YOURSELF 80 ML EDT  + CREMA 100 ML + 15 ML MINI, $ 344.00 , Credit, $ 412.80 , $ 430.00 , $ 447.20 , $ 464.40 , $ 481.60 , $ 520.00 , $ 546.00 ,59%,0,$0.00,$0.00
"""90210"" 100 ML EDP SPRAY ", $ 147.00 , Credit, $ 176.40 , $ 183.75 , $ 191.10 , $ 198.45 , $ 205.80 ,, $ 312.00 ,112%,0,$0.00,$0.00
"""90210"" MAGIC 100 ML EDP SPRAY ", $ 147.00 , Credit, $ 176.40 , $ 183.75 , $ 191.10 , $ 198.45 , $ 205.80 ,, $ 312.00 ,112%,0,$0.00,$0.00
"""90210"" MOMENT 100 ML EDT SPRAY ", $ 147.00 , Credit, $ 176.40 , $ 183.75 , $ 191.10 , $ 198.45 , $ 205.80 ,, $ 312.00 ,112%,0,$0.00,$0.00
"""90210"" PURE SEXY 100 ML EDT SPRAY ", $ 147.00 , Credit, $ 176.40 , $ 183.75 , $ 191.10 , $ 198.45 , $ 205.80 ,, $ 312.00 ,112%,0,$0.00,$0.00
"""90210"" VERY SEXY 100 ML EDT SPRAY ", $ 147.00 , Credit, $ 176.40 , $ 183.75 , $ 191.10 , $ 198.45 , $ 205.80 ,, $ 312.00 ,112%,0,$0.00,$0.00
90210 GOLD JEANS 100 ML EDT SPRAY NUEVO, $ 122.00 , Credit, $ 146.40 , $ 152.50 , $ 158.60 , $ 164.70 , $ 170.80 ,, $ 312.00 ,156%,0,$0.00,$0.00
90210 WHITE  100 ML EDT SPRAY NUEVO, $ 122.00 , Credit, $ 146.40 , $ 152.50 , $ 158.60 , $ 164.70 , $ 170.80 ,, $ 260.00 ,113%,0,$0.00,$0.00
BODY MIST BRITNEY CURIOUS 236 ML DAMA, $ 160.00 , Credit, $ 192.00 , $ 200.00 , $ 208.00 , $ 216.00 , $ 224.00 ,, $ 312.00 ,95%,0,$0.00,$0.00
BODY MIST GIRLFRIEND JUSTIN BEBIER 236 ML DAMA, $ 160.00 , Credit, $ 192.00 , $ 200.00 , $ 208.00 , $ 216.00 , $ 224.00 ,, $ 312.00 ,95%,0,$0.00,$0.00
BOUCHERON  100 ML EDP SPRAY   DAMA                                  NEW, $ 727.00 , Credit, $ 872.40 , $ 908.75 , $ 945.10 , $ 981.45 ," $ 1,017.80 ",," $ 1,287.00 ",77%,0,$0.00,$0.00
BOUCHERON  100 ML EDT SPRAY   DAMA                                 NEW , $ 650.00 , Credit, $ 780.00 , $ 812.50 , $ 845.00 , $ 877.50 , $ 910.00 ,," $ 1,287.00 ",98%,0,$0.00,$0.00
BRITNEY BELIEVE DAMA, $ 384.00 , Credit, $ 460.80 , $ 480.00 , $ 499.20 , $ 518.40 , $ 537.60 ,, $ 637.00 ,66%,0,$0.00,$0.00
BRITNEY CIRCUS EDP DAMA, $ 360.00 , Credit, $ 432.00 , $ 450.00 , $ 468.00 , $ 486.00 , $ 504.00 ,, $ 637.00 ,77%,0,$0.00,$0.00
BRITNEY COSMIC RADIANCE - 100 ML EDP DAMA, $ 395.00 , Credit, $ 474.00 , $ 493.75 , $ 513.50 , $ 533.25 , $ 553.00 ,, $ 715.00 ,81%,0,$0.00,$0.00
BRITNEY CURIOUS 100 ML DAMA, $ 408.00 , Credit, $ 489.60 , $ 510.00 , $ 530.40 , $ 550.80 , $ 571.20 ,, $ 715.00 ,75%,0,$0.00,$0.00
BRITNEY CURIOUS 100ML           3 PIEZAS       DAMA, $ 510.00 , Credit, $ 612.00 , $ 637.50 , $ 663.00 , $ 688.50 , $ 714.00 ,, $ 910.00 ,78%,0,$0.00,$0.00
BRITNEY FANTASY EDP 100 ML    DAMA, $ 557.00 , Credit, $ 668.40 , $ 696.25 , $ 724.10 , $ 751.95 , $ 779.80 ," $ 1,250.00 "," $ 1,261.00 ",126%,0,$0.00,$0.00
BRITNEY FANTASY HIDDEN DAMA, $ 378.00 , Credit, $ 453.60 , $ 472.50 , $ 491.40 , $ 510.30 , $ 529.20 ,, $ 806.00 ,113%,0,$0.00,$0.00
BRITNEY FANTASY MIDNIGHT EDP 100 ML DAMA, $ 516.00 , Credit, $ 619.20 , $ 645.00 , $ 670.80 , $ 696.60 , $ 722.40 ,," $ 1,183.00 ",129%,0,$0.00,$0.00
BURBERRY  100 ML EDP SPRAY  (CAJA BEIGE) DAMA, $ 676.00 , Credit, $ 811.20 , $ 845.00 , $ 878.80 , $ 912.60 , $ 946.40 ," $ 1,400.00 "," $ 1,430.00 ",112%,0,$0.00,$0.00
BURBERRY BODY 85 ML EDT SPRAY DAMA, $ 612.00 , Credit, $ 734.40 , $ 765.00 , $ 795.60 , $ 826.20 , $ 856.80 ,," $ 1,430.00 ",134%,0,$0.00,$0.00
BURBERRY BODY 85ML EDP SPRAY DAMA, $ 765.00 , Credit, $ 918.00 , $ 956.25 , $ 994.50 ," $ 1,032.75 "," $ 1,071.00 "," $ 1,600.00 "," $ 1,534.00 ",101%,0,$0.00,$0.00
BURBERRY BODY ROSE GOLD EDITION 85 ML EDP  DAMA, $ 676.00 , Credit, $ 811.20 , $ 845.00 , $ 878.80 , $ 912.60 , $ 946.40 ,," $ 1,534.00 ",127%,0,$0.00,$0.00
BURBERRY BODY TENDER 85 ML EDT SPRAY  DAMA, $ 650.00 , Credit, $ 780.00 , $ 812.50 , $ 845.00 , $ 877.50 , $ 910.00 ," $ 1,400.00 "," $ 1,534.00 ",136%,0,$0.00,$0.00
