Payment Date,Date Impacted,Details, Card Amount,Clasification,Payment Plan,Card,Bank
2-ago,2-ago,Deduc.Impositivas,"  9.383,93 ",Impuesto,No aplica,VISA,GALICIA
2-ago,2-ago,Serv.Cobro Anticipado,"  287,88 ",Cobro Anticipado,No aplica,VISA,GALICIA
3-ago,3-ago,Arancel,"  3.270,95 ",Arancel,No aplica,VISA,GALICIA
3-ago,3-ago,Serv.Costos Financieros,"  29.922,90 ",Costos Financieros,No aplica,VISA,GALICIA
3-ago,3-ago,Deduc.Impositivas,"  12.153,26 ",Impuesto,No aplica,VISA,GALICIA
3-ago,3-ago,Serv.Cobro Anticipado,"  695,26 ",Cobro Anticipado,No aplica,VISA,GALICIA
4-ago,4-ago,Arancel,"  1.548,71 ",Arancel,No aplica,VISA,GALICIA
4-ago,4-ago,Serv.Costos Financieros,"  10.898,87 ",Costos Financieros,No aplica,VISA,GALICIA
4-ago,4-ago,Deduc.Impositivas,"  5.687,67 ",Impuesto,No aplica,VISA,GALICIA
4-ago,4-ago,Serv.Cobro Anticipado,"  291,91 ",Cobro Anticipado,No aplica,VISA,GALICIA
7-ago,7-ago,Arancel,"  3.931,88 ",Arancel,No aplica,VISA,GALICIA
7-ago,7-ago,Serv.Costos Financieros,"  32.345,53 ",Costos Financieros,No aplica,VISA,GALICIA
7-ago,7-ago,Deduc.Impositivas,"  13.669,02 ",Impuesto,No aplica,VISA,GALICIA
7-ago,7-ago,Serv.Cobro Anticipado,"  857,30 ",Cobro Anticipado,No aplica,VISA,GALICIA
8-ago,8-ago,Arancel,"  6.404,21 ",Arancel,No aplica,VISA,GALICIA
8-ago,8-ago,Serv.Costos Financieros,"  31.214,18 ",Costos Financieros,No aplica,VISA,GALICIA
8-ago,8-ago,Servicio PAYWAY,"  4.731,22 ",Servicio PAYWAY,No aplica,VISA,GALICIA
8-ago,8-ago,Deduc.Impositivas,"  27.931,90 ",Impuesto,No aplica,VISA,GALICIA
8-ago,8-ago,Serv.Cobro Anticipado,"  693,76 ",Cobro Anticipado,No aplica,VISA,GALICIA
9-ago,9-ago,Arancel,"  1.495,26 ",Arancel,No aplica,VISA,GALICIA
9-ago,9-ago,Serv.Costos Financieros,"  10.441,87 ",Costos Financieros,No aplica,VISA,GALICIA
9-ago,9-ago,Deduc.Impositivas,"  6.071,38 ",Impuesto,No aplica,VISA,GALICIA
9-ago,9-ago,Serv.Cobro Anticipado,"  135,29 ",Cobro Anticipado,No aplica,VISA,GALICIA
10-ago,10-ago,Arancel,"  2.986,70 ",Arancel,No aplica,VISA,GALICIA
10-ago,10-ago,Serv.Costos Financieros,"  22.158,23 ",Costos Financieros,No aplica,VISA,GALICIA
10-ago,10-ago,Deduc.Impositivas,"  13.715,63 ",Impuesto,No aplica,VISA,GALICIA
10-ago,10-ago,Serv.Cobro Anticipado,"  571,59 ",Cobro Anticipado,No aplica,VISA,GALICIA
11-ago,11-ago,Arancel,"  1.465,98 ",Arancel,No aplica,VISA,GALICIA
11-ago,11-ago,Serv.Costos Financieros,"  12.358,19 ",Costos Financieros,No aplica,VISA,GALICIA
11-ago,11-ago,Deduc.Impositivas,"  5.119,13 ",Impuesto,No aplica,VISA,GALICIA
11-ago,11-ago,Serv.Cobro Anticipado,"  330,99 ",Cobro Anticipado,No aplica,VISA,GALICIA
14-ago,14-ago,Arancel,"  7.500,96 ",Arancel,No aplica,VISA,GALICIA
14-ago,14-ago,Serv.Costos Financieros,"  94.585,13 ",Costos Financieros,No aplica,VISA,GALICIA
14-ago,14-ago,Deduc.Impositivas,"  28.266,97 ",Impuesto,No aplica,VISA,GALICIA
14-ago,14-ago,Serv.Cobro Anticipado,"  1.545,16 ",Cobro Anticipado,No aplica,VISA,GALICIA
15-ago,15-ago,Arancel,"  2.240,07 ",Arancel,No aplica,VISA,GALICIA
15-ago,15-ago,Serv.Costos Financieros,"  20.582,51 ",Costos Financieros,No aplica,VISA,GALICIA
15-ago,15-ago,Deduc.Impositivas,"  7.976,69 ",Impuesto,No aplica,VISA,GALICIA
15-ago,15-ago,Serv.Cobro Anticipado,"  524,90 ",Cobro Anticipado,No aplica,VISA,GALICIA
16-ago,16-ago,Arancel,"  1.325,06 ",Arancel,No aplica,VISA,GALICIA
16-ago,16-ago,Serv.Costos Financieros,"  8.903,95 ",Costos Financieros,No aplica,VISA,GALICIA
16-ago,16-ago,Deduc.Impositivas,"  4.988,35 ",Impuesto,No aplica,VISA,GALICIA
16-ago,16-ago,Serv.Cobro Anticipado,"  229,67 ",Cobro Anticipado,No aplica,VISA,GALICIA
18-ago,18-ago,Arancel,"  252,90 ",Arancel,No aplica,VISA,GALICIA
18-ago,18-ago,Serv.Costos Financieros,"  2.369,63 ",Costos Financieros,No aplica,VISA,GALICIA
18-ago,18-ago,Deduc.Impositivas,"  807,24 ",Impuesto,No aplica,VISA,GALICIA
18-ago,18-ago,Serv.Cobro Anticipado,"  64,71 ",Cobro Anticipado,No aplica,VISA,GALICIA
22-ago,22-ago,Arancel,"  676,80 ",Arancel,No aplica,VISA,GALICIA
22-ago,22-ago,Serv.Costos Financieros,"  6.341,50 ",Costos Financieros,No aplica,VISA,GALICIA
22-ago,22-ago,Deduc.Impositivas,"  2.255,45 ",Impuesto,No aplica,VISA,GALICIA
22-ago,22-ago,Serv.Cobro Anticipado,"  173,17 ",Cobro Anticipado,No aplica,VISA,GALICIA
23-ago,23-ago,Arancel,"  6.844,41 ",Arancel,No aplica,VISA,GALICIA
23-ago,23-ago,Serv.Costos Financieros,"  55.062,22 ",Costos Financieros,No aplica,VISA,GALICIA
23-ago,23-ago,Deduc.Impositivas,"  22.765,62 ",Impuesto,No aplica,VISA,GALICIA
23-ago,23-ago,Serv.Cobro Anticipado,"  1.460,96 ",Cobro Anticipado,No aplica,VISA,GALICIA
24-ago,24-ago,Arancel,"  372,60 ",Arancel,No aplica,VISA,GALICIA
24-ago,24-ago,Serv.Costos Financieros,"  4.314,93 ",Costos Financieros,No aplica,VISA,GALICIA
24-ago,24-ago,Deduc.Impositivas,"  1.872,56 ",Impuesto,No aplica,VISA,GALICIA
24-ago,24-ago,Serv.Cobro Anticipado,"  109,94 ",Cobro Anticipado,No aplica,VISA,GALICIA
25-ago,25-ago,Arancel,"  4.810,14 ",Arancel,No aplica,VISA,GALICIA
25-ago,25-ago,Serv.Costos Financieros,"  49.841,12 ",Costos Financieros,No aplica,VISA,GALICIA
25-ago,25-ago,Deduc.Impositivas,"  17.985,18 ",Impuesto,No aplica,VISA,GALICIA
25-ago,25-ago,Serv.Cobro Anticipado,"  1.319,49 ",Cobro Anticipado,No aplica,VISA,GALICIA
28-ago,28-ago,Arancel,"  3.408,94 ",Arancel,No aplica,VISA,GALICIA
28-ago,28-ago,Serv.Costos Financieros,"  27.471,98 ",Costos Financieros,No aplica,VISA,GALICIA
28-ago,28-ago,Deduc.Impositivas,"  13.210,08 ",Impuesto,No aplica,VISA,GALICIA
28-ago,28-ago,Serv.Cobro Anticipado,"  727,28 ",Cobro Anticipado,No aplica,VISA,GALICIA
29-ago,29-ago,Arancel,"  8.101,25 ",Arancel,No aplica,VISA,GALICIA
29-ago,29-ago,Serv.Costos Financieros,"  82.551,73 ",Costos Financieros,No aplica,VISA,GALICIA
29-ago,29-ago,Deduc.Impositivas,"  30.835,75 ",Impuesto,No aplica,VISA,GALICIA
29-ago,29-ago,Serv.Cobro Anticipado,"  2.103,64 ",Cobro Anticipado,No aplica,VISA,GALICIA
30-ago,30-ago,Arancel,"  2.255,90 ",Arancel,No aplica,VISA,GALICIA
30-ago,30-ago,Serv.Costos Financieros,"  18.459,52 ",Costos Financieros,No aplica,VISA,GALICIA
30-ago,30-ago,Deduc.Impositivas,"  9.976,05 ",Impuesto,No aplica,VISA,GALICIA
30-ago,30-ago,Serv.Cobro Anticipado,"  348,19 ",Cobro Anticipado,No aplica,VISA,GALICIA
31-ago,31-ago,Arancel,"  1.456,35 ",Arancel,No aplica,VISA,GALICIA
31-ago,31-ago,Serv.Costos Financieros,"  13.585,80 ",Costos Financieros,No aplica,VISA,GALICIA
31-ago,31-ago,Deduc.Impositivas,"  5.528,92 ",Impuesto,No aplica,VISA,GALICIA
31-ago,31-ago,Serv.Cobro Anticipado,"  346,20 ",Cobro Anticipado,No aplica,VISA,GALICIA
26-jul,26-jul,Arancel,"  26,82 ",Arancel,Plan Z,NARANJA,NARANJA X
25-jul,25-jul,Arancel,"  426,42 ",Arancel,Plan Z,NARANJA,NARANJA X
26-jul,26-jul,Arancel,"  124,20 ",Arancel,Plan Z,NARANJA,NARANJA X
26-jul,26-jul,Arancel,"  1.242,00 ",Arancel,Plan Z,NARANJA,NARANJA X
27-jul,27-jul,Arancel,"  534,06 ",Arancel,Plan Z,NARANJA,NARANJA X
27-jul,27-jul,Arancel,"  207,00 ",Arancel,Plan Z,NARANJA,NARANJA X
28-jul,28-jul,Arancel,"  362,25 ",Arancel,Plan Z,NARANJA,NARANJA X
28-jul,28-jul,Arancel,"  363,60 ",Arancel,Plan Z,NARANJA,NARANJA X
29-jul,29-jul,Arancel,"  391,23 ",Arancel,Plan Z,NARANJA,NARANJA X
31-jul,31-jul,Arancel,"  149,04 ",Arancel,Plan Z,NARANJA,NARANJA X
31-jul,31-jul,Arancel,"  1.142,64 ",Arancel,Plan Z,NARANJA,NARANJA X
6-jul,5-jul,Liq. N° 00037661 - Lote N° 0045 1 Venta Tj. Débito,"  25.000,00 ",Débito,No aplica,CABAL,GALICIA
27-jul,26-jul,Liq. N° 00038743 - Lote N° 0080 1 Venta en 3 pagos - Plan Cuotas,"  51.750,00 ",Crédito,Plan 3 pagos,CABAL,GALICIA
28-jul,27-jul,Liq. N° 00037152 - Lote N° 0083 1 Venta en 1 pago,"  9.600,00 ",Crédito,Plan 1 pagos,CABAL,GALICIA
6-jul,6-jul,Arancel,"  200,00 ",Arancel,No aplica,CABAL,GALICIA
6-jul,6-jul,Deduc.Impositivas,"  917,00 ",Impuesto,No aplica,CABAL,GALICIA
27-jul,27-jul,Arancel,"  931,50 ",Arancel,No aplica,CABAL,GALICIA
27-jul,27-jul,Serv.Costos Financieros,"  9.147,89 ",Costos Financieros,No aplica,CABAL,GALICIA
27-jul,27-jul,Deduc.Impositivas,"  3.154,14 ",Impuesto,No aplica,CABAL,GALICIA
28-jul,28-jul,Arancel,"  172,80 ",Arancel,No aplica,CABAL,GALICIA
28-jul,28-jul,Serv.Costos Financieros,"  373,70 ",Costos Financieros,No aplica,CABAL,GALICIA
28-jul,28-jul,Deduc.Impositivas,"  450,75 ",Impuesto,No aplica,CABAL,GALICIA
3-jul,30-jun,Liq. N° 00041271 - Lote N° 0036 Ventas en 3 pagos - Plan Cuotas,"  144.920,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
3-jul,30-jun,Liq. N° 00041271 - Lote N° 0037 3 Ventas en 3 pagos - Plan Cuotas,"  54.280,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
3-jul,30-jun,Liq. N° 00041273 - Lote N° 0036 1 Venta en 1 pago,"  1.400,00 ",Crédito,Plan 1 pagos,VISA,GALICIA
4-jul,3-jul,Liq. N° 00051614 - Lote N° 0038 Venta en 3 pagos - Plan Cuotas,"  7.820,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
4-jul,3-jul,Liq. N° 00051614 - Lote N° 0039 3 Ventas en 3 pagos - Plan Cuotas,"  34.730,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
4-jul,3-jul,Liq. N° 00051614 - Lote N° 0040 1 Venta en 3 pagos - Plan Cuotas,"  12.493,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
4-jul,3-jul,Liq. N° 00051614 - Lote N° 0041 1 Venta en 3 pagos - Plan Cuotas,"  10.350,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
4-jul,3-jul,Liq. N° 00051616 - Lote N° 0040 1 Venta Tj. Débito,"  25.000,00 ",Débito,No aplica,VISA,GALICIA
4-jul,3-jul,Liq. N° 00051617 - Lote N° 0038 1 Venta en 1 pago,"  10.000,00 ",Crédito,Plan 1 pagos,VISA,GALICIA
4-jul,3-jul,Liq. N° 00051617 - Lote N° 0040 1 Venta en 1 pago,"  20.000,00 ",Crédito,Plan 1 pagos,VISA,GALICIA
5-jul,4-jul,Liq. N° 00040400 - Lote N° 0042 Ventas en 3 pagos - Plan Cuotas,"  43.460,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
5-jul,4-jul,Liq. N° 00040402 - Lote N° 0042 2 Ventas Tj.Débito,"  24.800,00 ",Débito,No aplica,VISA,GALICIA
5-jul,4-jul,Liq. N° 00040403 - Lote N° 0042 1 Venta en 1 pago,"  35.000,00 ",Crédito,Plan 1 pagos,VISA,GALICIA
6-jul,5-jul,Liq. N° 00037657 - Lote N° 0044 3 Ventas en 3 pagos - Plan Cuotas,"  63.250,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
6-jul,5-jul,Liq. N° 00037657 - Lote N° 0045 3 Ventas en 3 pagos - Plan Cuotas,"  82.482,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
6-jul,5-jul,Liq. N° 00037659 - Lote N° 0044 3 Ventas Tj.Débito,"  22.500,00 ",Débito,No aplica,VISA,GALICIA
6-jul,5-jul,Liq. N° 00037659 - Lote N° 0045 1 Venta Tj. Débito,"  21.800,00 ",Débito,No aplica,VISA,GALICIA
6-jul,5-jul,Liq. N° 00037660 - Lote N° 0044 1 Venta en 1 pago,"  3.500,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
7-jul,6-jul,Liq. N° 00037657 - Lote N° 0044 3 Ventas en 3 pagos - Plan Cuotas,"  70.150,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
7-jul,6-jul,Liq. N° 00038304 - Lote N° 0047 2 Ventas en 3 pagos - Plan Cuotas,"  23.575,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
7-jul,6-jul,Liq. N° 00038306 - Lote N° 0046 5 Ventas Tj.Débito,"  164.200,00 ",Débito,No aplica,VISA,GALICIA
7-jul,6-jul,Liq. N° 00038306 - Lote N° 0047 7 Ventas Tj.Débito,"  74.900,00 ",Débito,No aplica,VISA,GALICIA
10-jul,6-jul,Liq. N° 00042066 - Lote N° 0047 1 Venta en 3 pagos - Plan Cuotas,"  21.045,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
10-jul,7-jul,Liq. N° 00042067 - Lote N° 0048 3 Ventas en 3 pagos - Plan Cuotas,"  60.375,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
10-jul,7-jul,Liq. N° 00042067 - Lote N° 0049 1 Venta en 3 pagos - Plan Cuotas,"  10.005,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
10-jul,7-jul,Liq. N° 00042069 - Lote N° 0048 6 Ventas Tj.Débito,"  123.500,00 ",Débito,No aplica,VISA,GALICIA
10-jul,7-jul,Liq. N° 00042069 - Lote N° 0049 1 Venta Tj. Débito,"  17.500,00 ",Débito,No aplica,VISA,GALICIA
10-jul,7-jul,Liq. N° 00042070 - Lote N° 0048 1 Venta en 1 pago,"  19.200,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052017 - Lote N° 0050 Venta en 3 pagos - Plan Cuotas,"  7.820,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052017 - Lote N° 0051 4 Ventas en 3 pagos - Plan Cuotas,"  79.925,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052017 - Lote N° 0052 4 Ventas en 3 pagos - Plan Cuotas,"  56.465,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052017 - Lote N° 0053 2 Ventas en 3 pagos - Plan Cuotas,"  78.200,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052019 - Lote N° 0050 1 Venta Tj. Débito,"  25.900,00 ",Débito,No aplica,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052019 - Lote N° 0051 3 Ventas Tj.Débito,"  38.300,00 ",Débito,No aplica,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052019 - Lote N° 0052 3 Ventas Tj.Débito,"  25.200,00 ",Débito,No aplica,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052019 - Lote N° 0053 2 Ventas Tj.Débito,"  26.500,00 ",Débito,No aplica,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052020 - Lote N° 0050 1 Venta en 1 pago,"  7.800,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052020 - Lote N° 0051 3 Ventas en 1 pago,"  41.800,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052020 - Lote N° 0052 1 Venta en 1 pago,"  9.500,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
11-jul,10-jul,Liq. N° 00052020 - Lote N° 0053 1 Venta en 1 pago,"  18.500,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
12-jul,10-jul,Liq. N° 00038842 - Lote N° 0050 Venta en 3 pagos - Plan Cuotas,"  6.900,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
12-jul,11-jul,Liq. N° 00038843 - Lote N° 0054 4 Ventas en 3 pagos - Plan Cuotas,"  73.600,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
12-jul,11-jul,Liq. N° 00038843 - Lote N° 0055 2 Ventas en 3 pagos - Plan Cuotas,"  64.630,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
12-jul,11-jul,Liq. N° 00038845 - Lote N° 0054 5 Ventas Tj.Débito,"  78.800,00 ",Débito,No aplica,VISA,GALICIA
12-jul,11-jul,Liq. N° 00038845 - Lote N° 0055 2 Ventas Tj.Débito,"  122.700,00 ",Débito,No aplica,VISA,GALICIA
13-jul,12-jul,Liq. N° 00036605 - Lote N° 0056 Venta en 3 pagos - Plan Cuotas,"  10.005,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
13-jul,12-jul,Liq. N° 00036605 - Lote N° 0057 3 Ventas en 3 pagos - Plan Cuotas,"  201.100,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
13-jul,12-jul,Liq. N° 00036607 - Lote N° 0056 1 Venta Tj. Débito,"  5.300,00 ",Débito,No aplica,VISA,GALICIA
13-jul,12-jul,Liq. N° 00036607 - Lote N° 0057 1 Venta Tj. Débito,"  9.300,00 ",Débito,No aplica,VISA,GALICIA
13-jul,12-jul,Liq. N° 00036608 - Lote N° 0056 1 Venta en 1 pago,"  7.900,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
13-jul,12-jul,Liq. N° 00036608 - Lote N° 0057 1 Venta en 1 pago,"  9.800,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
14-jul,13-jul,Liq. N° 00036290 - Lote N° 0058 3 Ventas en 3 pagos - Plan Cuotas,"  101.200,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
14-jul,13-jul,Liq. N° 00036290 - Lote N° 0059 1 Venta en 3 pagos - Plan Cuotas,"  41.400,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
14-jul,13-jul,Liq. N° 00036292 - Lote N° 0058 1 Venta Tj. Débito,"  11.000,00 ",Débito,No aplica,VISA,GALICIA
14-jul,13-jul,Liq. N° 00036292 - Lote N° 0059 1 Venta Tj. Débito,"  7.200,00 ",Débito,No aplica,VISA,GALICIA
14-jul,13-jul,Liq. N° 00036293 - Lote N° 0059 1 Venta en 1 pago,"  39.500,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
17-jul,14-jul,Liq. N° 00042653 - Lote N° 0060 Venta en 3 pagos - Plan Cuotas,"  13.685,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
17-jul,14-jul,Liq. N° 00042655 - Lote N° 0060 5 Ventas Tj.Débito,"  34.900,00 ",Débito,No aplica,VISA,GALICIA
17-jul,14-jul,Liq. N° 00042655 - Lote N° 0061 3 Ventas Tj.Débito,"  30.300,00 ",Débito,No aplica,VISA,GALICIA
18-jul,17-jul,Liq. N° 00051548 - Lote N° 0062 4 Ventas en 3 pagos - Plan Cuotas,"  102.680,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
18-jul,17-jul,Liq. N° 00051548 - Lote N° 0063 2 Ventas en 3 pagos - Plan Cuotas,"  91.655,50 ",Crédito,Plan 3 pagos,VISA,GALICIA
18-jul,17-jul,Liq. N° 00051548 - Lote N° 0063 2 Ventas en 3 pagos - Plan Cuotas,"  93.120,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
18-jul,17-jul,Liq. N° 00051548 - Lote N° 0065 3 Ventas en 3 pagos - Plan Cuotas,"  46.000,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
18-jul,17-jul,Liq. N° 00051550 - Lote N° 0062 7 Ventas Tj.Débito,"  113.000,00 ",Débito,No aplica,VISA,GALICIA
18-jul,17-jul,Liq. N° 00051550 - Lote N° 0063 3 Ventas Tj.Débito,"  55.100,00 ",Débito,No aplica,VISA,GALICIA
18-jul,17-jul,Liq. N° 00051550 - Lote N° 0064 7 Ventas Tj.Débito,"  85.900,00 ",Débito,No aplica,VISA,GALICIA
18-jul,17-jul,Liq. N° 00051551 - Lote N° 0062 1 Venta en 1 pago,"  28.900,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
18-jul,17-jul,Liq. N° 00051551 - Lote N° 0065 1 Venta en 1 pago,"  7.500,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
19-jul,18-jul,Liq. N° 00038508 - Lote N° 0066 2 Ventas en 3 pagos - Plan Cuotas,"  38.755,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
19-jul,18-jul,Liq. N° 00038508 - Lote N° 0067 1 Venta en 3 pagos - Plan Cuotas,"  5.750,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
19-jul,18-jul,Liq. N° 00038510 - Lote N° 0066 3 Ventas Tj.Débito,"  33.500,00 ",Débito,No aplica,VISA,GALICIA
19-jul,18-jul,Liq. N° 00038510 - Lote N° 0067 1 Venta Tj. Débito,"  5.000,00 ",Débito,No aplica,VISA,GALICIA
20-jul,19-jul,Liq. N° 00039792 - Lote N° 0068 3 Ventas en 3 pagos - Plan Cuotas,"  71.760,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
20-jul,19-jul,Liq. N° 00039792 - Lote N° 0069 1 Venta en 3 pagos - Plan Cuotas,"  14.375,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
20-jul,19-jul,Liq. N° 00039794 - Lote N° 0068 7 Ventas Tj.Débito,"  128.700,00 ",Débito,No aplica,VISA,GALICIA
21-jul,19-jul,Liq. N° 00037895 - Lote N° 0068 1 Venta en 3 pagos - Plan Cuotas,"  27.600,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
21-jul,19-jul,Liq. N° 00037895 - Lote N° 0069 1 Venta en 3 pagos - Plan Cuotas,"  32.660,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
21-jul,20-jul,Liq. N° 00037896 - Lote N° 0070 3 Ventas en 3 pagos - Plan Cuotas,"  49.335,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
21-jul,20-jul,Liq. N° 00037896 - Lote N° 0071 1 Venta en 3 pagos - Plan Cuotas,"  23.000,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
21-jul,20-jul,Liq. N° 00037898 - Lote N° 0070 4 Ventas Tj.Débito,"  41.100,00 ",Débito,No aplica,VISA,GALICIA
21-jul,20-jul,Liq. N° 00037898 - Lote N° 0071 2 Ventas Tj.Débito,"  29.300,00 ",Débito,No aplica,VISA,GALICIA
21-jul,20-jul,Liq. N° 00037899 - Lote N° 0071 1 Venta en 1 pago,"  10.000,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
24-jul,20-jul,Liq. N° 00039934 - Lote N° 0071 1 Venta en 3 pagos - Plan Cuotas,"  18.280,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
24-jul,21-jul,Liq. N° 00039935 - Lote N° 0072 3 Ventas en 3 pagos - Plan Cuotas,"  37.635,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
24-jul,21-jul,Liq. N° 00039935 - Lote N° 0073 1 Venta en 3 pagos - Plan Cuotas,"  8.050,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
24-jul,21-jul,Liq. N° 00039937 - Lote N° 0072 10 Ventas Tj.Débito,"  121.700,00 ",Débito,No aplica,VISA,GALICIA
24-jul,21-jul,Liq. N° 00039938 - Lote N° 0072 1 Venta en 1 pago,"  14.700,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
25-jul,24-jul,Liq. N° 00051084 - Lote N° 0074 Ventas en 3 pagos - Plan Cuotas,"  73.220,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
25-jul,24-jul,Liq. N° 00051084 - Lote N° 0075 1 Venta en 3 pagos - Plan Cuotas,"  23.575,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
25-jul,24-jul,Liq. N° 00051084 - Lote N° 0076 7 Ventas en 3 pagos - Plan Cuotas,"  131.560,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
25-jul,24-jul,Liq. N° 00051086 - Lote N° 0074 6 Ventas Tj.Débito,"  71.700,00 ",Débito,No aplica,VISA,GALICIA
25-jul,24-jul,Liq. N° 00051086 - Lote N° 0075 1 Venta Tj. Débito,"  9.900,00 ",Débito,No aplica,VISA,GALICIA
25-jul,24-jul,Liq. N° 00051086 - Lote N° 0076 5 Ventas Tj.Débito,"  115.200,00 ",Débito,No aplica,VISA,GALICIA
25-jul,24-jul,Liq. N° 00051086 - Lote N° 0077 1 Venta Tj. Débito,"  13.500,00 ",Débito,No aplica,VISA,GALICIA
25-jul,24-jul,Liq. N° 00051087 - Lote N° 0074 1 Venta en 1 pago,"  4.625,00 ",Crédito,Plan 1 Pago,VISA,GALICIA
26-jul,25-jul,Liq. N° 00037058 - Lote N° 0078 3 Ventas en 3 pagos - Plan Cuotas,"  49.335,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
26-jul,25-jul,Liq. N° 00037058 - Lote N° 0079 3 Ventas en 3 pagos - Plan Cuotas,"  42.205,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
26-jul,25-jul,Liq. N° 00037060 - Lote N° 0078 5 Ventas Tj.Débito,"  26.200,00 ",Débito,No aplica,VISA,GALICIA
26-jul,25-jul,Liq. N° 00037060 - Lote N° 0079 1 Venta Tj. Débito,"  13.500,00 ",Débito,No aplica,VISA,GALICIA
27-jul,26-jul,Liq. N° 00038740 - Lote N° 0081 2 Ventas en 3 pagos - Plan Cuotas,"  52.210,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
27-jul,26-jul,Liq. N° 00038742 - Lote N° 0080 3 Ventas Tj.Débito,"  75.800,00 ",Débito,No aplica,VISA,GALICIA
28-jul,27-jul,Liq. N° 00037149 - Lote N° 0082 3 Ventas en 3 pagos - Plan Cuotas,"  136.160,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
28-jul,27-jul,Liq. N° 00037149 - Lote N° 0083 2 Ventas en 3 pagos - Plan Cuotas,"  38.525,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
28-jul,27-jul,Liq. N° 00037151 - Lote N° 0082 2 Ventas Tj.Débito,"  59.500,00 ",Débito,No aplica,VISA,GALICIA
31-jul,28-jul,Liq. N° 00039107 - Lote N° 0084 4 Ventas en 3 pagos - Plan Cuota,"  185.800,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
31-jul,28-jul,Liq. N° 00039107 - Lote N° 0085 1 Venta en 3 pagos - Plan Cuotas,"  15.000,00 ",Crédito,Plan 3 pagos,VISA,GALICIA
