Animal status,National Dairy Registry,Date of birth,Animal ID,Rodeo Number,Milking 1,Milking 2,Milking 3,Production sum,Production avg,Production max
Milk production,0051-01,5/24/2021,8124,1,13,"10,6","9,2","32,8","10,9",13
Milk production,0051-01,5/5/2021,8126,1,15,"11,4","10,6",37,"12,3",15
Milk production,0051-01,5/1/2021,8127,1,9,7,6,22,"7,3",9
Milk production,0051-01,3/24/2021,8129,1,"15,8","10,4","11,8",38,"12,7","15,8"
Milk production,0051-01,3/23/2021,8132,1,14,"11,8","10,4","36,2","12,1",14
Milk production,0051-01,5/23/2021,8134,1,14,"9,8","11,8","35,6","11,9",14
Milk production,0051-01,5/21/2021,8135,1,"12,4","8,8","12,6","33,8","11,3","12,6"
Milk production,0051-01,3/26/2021,8136,1,"10,2","8,8",9,28,"9,3","10,2"
Milk production,0051-01,7/29/2021,8139,1,"13,2","10,4","14,6","38,2","12,7","14,6"
Milk production,0051-01,4/28/2021,8140,1,"11,4","8,4",11,"30,8","10,3","11,4"
Milk production,0051-01,3/14/2021,8141,1,"12,2","10,4","9,8","32,4","10,8","12,2"
Milk production,0051-01,5/22/2021,8143,1,"11,8","12,8","13,4",38,"12,7","13,4"
Milk production,0051-01,5/4/2021,8144,1,"10,2",9,"7,8",27,"9,0","10,2"
Milk production,0051-01,3/25/2021,8154,1,14,"10,4",9,"33,4","11,1",14
Milk production,0051-01,5/23/2021,8155,1,"12,8","8,8","12,2","33,8","11,3","12,8"
Milk production,0051-01,5/18/2021,8157,1,"14,6",10,"11,8","36,4","12,1","14,6"
Milk production,0051-01,4/5/2021,8162,1,14,10,"11,4","35,4","11,8",14
Milk production,0051-01,5/8/2021,8163,1,"11,2",9,9,"29,2","9,7","11,2"
Milk production,0051-01,4/11/2021,8165,1,10,9,10,29,"9,7",10
Milk production,0051-01,4/6/2021,8166,1,"14,8","10,2","11,2","36,2","12,1","14,8"
Milk production,0051-01,5/6/2021,8169,1,"13,8",9,"13,6","36,4","12,1","13,8"
Milk production,0051-01,5/25/2021,8171,1,"12,6",15,"13,8","41,4","13,8",15
Milk production,0051-01,8/28/2021,8188,1,"16,6",10,"11,4",38,"12,7","16,6"
Milk production,0051-01,7/7/2021,8189,1,"17,4","14,8","12,2","44,4","14,8","17,4"
Milk production,0051-01,4/3/2021,8190,1,15,"11,4",13,"39,4","13,1",15
Milk production,0051-01,5/14/2021,8195,1,11,9,"11,8","31,8","10,6","11,8"
Milk production,0051-01,5/3/2021,8196,1,"13,2","11,2",10,"34,4","11,5","13,2"
Milk production,0051-01,5/1/2021,8198,2,"15,6",11,"11,2","37,8","12,6","15,6"
Milk production,0051-01,4/7/2021,8204,1,"15,2",11,10,"36,2","12,1","15,2"
Milk production,0051-01,8/23/2021,8206,1,"7,2","6,2",6,"19,4","6,5","7,2"
Milk production,0051-01,5/21/2021,8207,1,"15,8","12,8",14,"42,6","14,2","15,8"
Milk production,0051-01,5/8/2021,8210,1,"10,2","9,2",11,"30,4","10,1",11
Milk production,0051-01,5/20/2021,8211,1,11,"7,6","7,8","26,4","8,8",11
Milk production,0051-01,8/25/2021,8215,1,"12,8","10,6","10,2","33,6","11,2","12,8"
Milk production,0051-01,8/25/2021,8216,1,"14,2","10,2","12,4","36,8","12,3","14,2"
Milk production,0051-01,5/14/2021,8217,1,"10,6","7,2","7,6","25,4","8,5","10,6"
Milk production,0051-01,5/16/2021,8220,1,"17,8","12,2","12,4","42,4","14,1","17,8"
Milk production,0051-01,3/17/2021,8221,1,"15,6",12,"13,2","40,8","13,6","15,6"
Milk production,0051-01,8/24/2021,8224,1,8,"9,8",8,"25,8","8,6","9,8"
Milk production,0051-01,7/13/2021,8225,1,"15,6","11,4","14,6","41,6","13,9","15,6"
Milk production,0051-01,4/29/2021,8226,1,12,"11,8","10,8","34,6","11,5",12
Milk production,0051-01,3/13/2021,8227,1,"9,2",7,"8,2","24,4","8,1","9,2"
Milk production,0051-01,5/2/2021,8229,1,"10,2","8,8","10,2","29,2","9,7","10,2"
Milk production,0051-01,3/13/2021,8235,1,13,"9,6","9,2","31,8","10,6",13
Milk production,0051-01,5/22/2021,8236,1,14,"11,8","12,6","38,4","12,8",14
Milk production,0051-01,5/9/2021,8238,1,"12,2","10,4",12,"34,6","11,5","12,2"
Milk production,0051-01,5/18/2021,8241,1,"13,8","11,2","11,8","36,8","12,3","13,8"
Milk production,0051-01,5/29/2021,8242,1,"12,4",10,"9,2","31,6","10,5","12,4"
Milk production,0051-01,5/21/2021,8243,1,"12,2","8,2","9,6",30,"10,0","12,2"
Milk production,0051-01,5/14/2021,8244,1,"11,8",11,"9,8","32,6","10,9","11,8"
Milk production,0051-01,8/25/2021,8245,1,"12,8",9,12,"33,8","11,3","12,8"
Milk production,0051-01,8/30/2021,8249,3,9,"7,2","8,2","24,4","8,1",9
Milk production,0051-01,5/12/2021,8250,1,"14,8","11,8",12,"38,6","12,9","14,8"
Milk production,0051-01,5/21/2021,8253,1,"10,6","9,8","9,4","29,8","9,9","10,6"
Milk production,0051-01,7/13/2021,8254,1,"11,8","7,6","10,4","29,8","9,9","11,8"
Milk production,0051-01,4/30/2021,8257,1,"16,2","11,8","12,6","40,6","13,5","16,2"
Milk production,0051-01,5/8/2021,8259,1,13,"13,2","11,8",38,"12,7","13,2"
Milk production,0051-01,5/26/2021,8261,1,17,"11,6","11,8","40,4","13,5",17
Milk production,0051-01,5/7/2021,8262,1,"17,4","11,6",13,42,"14,0","17,4"
Milk production,0051-01,5/9/2021,8265,1,14,"11,4","13,6",39,"13,0",14
Milk production,0051-01,5/25/2021,8267,1,11,"9,8",10,"30,8","10,3",11
Milk production,0051-01,3/25/2021,8268,1,"13,8","11,2",12,37,"12,3","13,8"
Milk production,0051-01,5/23/2021,8269,2,"10,2","7,6","10,6","28,4","9,5","10,6"
Milk production,0051-01,5/28/2021,8275,1,"16,6","11,8",14,"42,4","14,1","16,6"
Milk production,0051-01,5/3/2021,8276,1,14,"10,8",10,"34,8","11,6",14
Milk production,0051-01,8/21/2021,8277,1,12,8,10,30,"10,0",12
Milk production,0051-01,5/7/2021,8278,1,14,11,"10,8","35,8","11,9",14
Milk production,0051-01,5/26/2021,8281,1,"14,8","11,6",11,"37,4","12,5","14,8"
Milk production,0051-01,5/20/2021,8282,1,"11,8",8,"8,2",28,"9,3","11,8"
Milk production,0051-01,5/10/2021,8283,1,"12,4","11,2",11,"34,6","11,5","12,4"
Milk production,0051-01,5/22/2021,8284,1,12,10,"10,2","32,2","10,7",12
Milk production,0051-01,5/27/2021,8290,1,"12,6",10,11,"33,6","11,2","12,6"
Milk production,0051-01,5/10/2021,8291,1,20,16,"16,6","52,6","17,5",20
Milk production,0051-01,5/22/2021,8293,1,"12,2",9,"12,8",34,"11,3","12,8"
Milk production,0051-01,5/25/2021,8295,1,9,10,"9,8","28,8","9,6",10
Milk production,0051-01,7/12/2021,8296,1,"12,2",7,8,"27,2","9,1","12,2"
Milk production,0051-01,5/21/2021,8306,1,"13,2",10,"13,8",37,"12,3","13,8"
Milk production,0051-01,5/26/2021,8310,1,"14,8","13,8","11,4",40,"13,3","14,8"
Milk production,0051-01,5/20/2021,8312,1,9,11,12,32,"10,7",12
Milk production,0051-01,8/24/2021,8314,1,14,"9,6",11,"34,6","11,5",14
Milk production,0051-01,8/24/2021,8315,1,"7,6","6,8","8,4","22,8","7,6","8,4"
Milk production,0051-01,5/22/2021,8318,1,"13,2","9,8","11,6","34,6","11,5","13,2"
Milk production,0051-01,8/25/2021,8319,3,"10,2","8,6",8,"26,8","8,9","10,2"
Milk production,0051-01,6/3/2021,8327,1,14,"9,4","11,2","34,6","11,5",14
Milk production,0051-01,5/18/2021,8329,1,"11,2",9,"8,8",29,"9,7","11,2"
Milk production,0051-01,7/16/2021,8330,1,"13,2",11,"13,6","37,8","12,6","13,6"
Milk production,0051-01,5/22/2021,8332,1,"13,6","11,8","11,2","36,6","12,2","13,6"
Milk production,0051-01,8/18/2021,8334,1,"10,4",7,"8,2","25,6","8,5","10,4"
Milk production,0051-01,5/19/2021,8336,1,"12,2","9,2","11,8","33,2","11,1","12,2"
Milk production,0051-01,4/23/2021,8339,1,11,"9,2",10,"30,2","10,1",11
Milk production,0051-01,5/20/2021,8344,1,10,9,"7,6","26,6","8,9",10
Milk production,0051-01,5/7/2021,8345,1,14,10,9,33,"11,0",14
Milk production,0051-01,7/11/2021,8347,1,"18,2",13,"14,2","45,4","15,1","18,2"
Milk production,0051-01,8/24/2021,8357,1,"11,2",8,"8,6","27,8","9,3","11,2"
Milk production,0051-01,8/24/2021,8359,2,11,"8,4","8,4","27,8","9,3",11
Milk production,0051-01,8/24/2021,8371,1,"11,2","8,8",11,31,"10,3","11,2"
Milk production,0051-01,8/22/2021,8374,1,"12,4",10,"11,6",34,"11,3","12,4"
Milk production,0051-01,8/22/2021,8375,1,11,10,11,32,"10,7",11
Milk production,0051-01,9/6/2021,8385,1,"11,2",8,"8,8",28,"9,3","11,2"
Milk production,0051-01,8/27/2021,8389,1,11,7,"8,6","26,6","8,9",11
Milk production,0051-01,9/9/2021,8392,1,"6,8","7,4",7,"21,2","7,1","7,4"
Milk production,0051-01,9/1/2021,8398,1,"11,2",8,"10,8",30,"10,0","11,2"
Milk production,0051-01,9/4/2021,8402,1,"9,2",7,"6,6","22,8","7,6","9,2"
Milk production,0051-01,9/4/2021,8409,1,8,7,"6,8","21,8","7,3",8
Milk production,0051-01,8/21/2021,8416,1,"12,8","9,2","8,2","30,2","10,1","12,8"
Milk production,0051-01,8/27/2021,8417,1,"11,2",8,"9,6","28,8","9,6","11,2"
Milk production,0051-01,9/11/2021,8423,1,9,"10,4","9,4","28,8","9,6","10,4"
Milk production,0051-01,9/3/2021,8431,1,"7,6","6,4",7,21,"7,0","7,6"
Milk production,0051-01,9/3/2021,8439,1,"8,8","7,8","8,6","25,2","8,4","8,8"
Milk production,0051-01,8/26/2021,8444,1,7,"7,2",8,"22,2","7,4",8
Milk production,0051-01,8/1/2021,8446,1,"14,4","11,8",11,"37,2","12,4","14,4"
Milk production,0051-01,9/6/2021,8456,1,"9,8","8,6",10,"28,4","9,5",10
Milk production,0051-01,8/20/2021,8460,1,"11,6",8,"10,6","30,2","10,1","11,6"
Milk production,0051-01,7/7/2021,8767,2,"18,8","13,8",15,"47,6","15,9","18,8"
Milk production,0051-01,3/8/2021,8877,2,"13,2",10,"9,8",33,"11,0","13,2"
Milk production,0051-01,1/30/2021,8899,2,13,"9,2",13,"35,2","11,7",13
Milk production,0051-01,5/18/2021,8900,2,"13,2","9,8","12,4","35,4","11,8","13,2"
Milk production,0051-01,3/13/2021,8930,1,10,7,9,26,"8,7",10
Milk production,0051-01,3/27/2021,8967,1,"14,6",10,12,"36,6","12,2","14,6"
Milk production,0051-01,8/5/2021,9500,2,"17,2",13,"12,8",43,"14,3","17,2"
Milk production,0051-01,4/21/2021,9610,1,"12,6","10,2",10,"32,8","10,9","12,6"
Milk production,0051-01,4/7/2021,61970,1,"14,6",11,"10,8","36,4","12,1","14,6"
