ID,continente,tipo_producto,canal_venta,prioridad,fecha_pedido,id_pedido,fecha_envio,unidades, precio_unidad, costo_unidad, venta_total, costo_total, beneficio_total, %_ganancia
9270,Europa,Bebida,Offline,Baja,4/2/2022,927084577,4/16/2022,3783, $  37.01 , $  24.80 ," $  140,012.61 "," $  93,804.02 "," $  46,208.59 ",33.00%
4157,África,Verduras,Online,Crítica,8/6/2021,415760695,8/18/2021,1684, $  120.17 , $  70.93 ," $  202,360.89 "," $  119,438.37 "," $  82,922.52 ",40.98%
8936,África,Cereales,Online,Media,7/29/2021,893604600,8/29/2021,6314, $  160.45 , $  91.35 ," $  1,013,056.04 "," $  576,757.38 "," $  436,298.66 ",43.07%
6137,Centroamérica y Caribe,Ropa,Offline,Baja,8/12/2022,613790118,9/18/2022,2991, $  85.24 , $  27.96 ," $  254,948.05 "," $  83,614.00 "," $  171,334.05 ",67.20%
1498,Asia,Cuidado personal,Offline,Alta,8/31/2022,149803578,9/7/2022,9063, $  63.75 , $  44.20 ," $  577,760.81 "," $  400,608.16 "," $  177,152.65 ",30.66%
1454,África,Snacks,Offline,Media,7/14/2021,145443809,7/26/2021,8910, $  119.01 , $  76.00 ," $  1,060,400.48 "," $  677,188.51 "," $  383,211.97 ",36.14%
8648,Australia y Oceanía,Ropa,Offline,Crítica,4/9/2022,864822137,5/11/2022,8943, $  85.24 , $  27.96 ," $  762,287.01 "," $  250,003.35 "," $  512,283.66 ",67.20%
8423,Australia y Oceanía,Material de oficina,Online,Alta,3/10/2021,842362391,4/14/2021,2606, $  507.94 , $  409.47 ," $  1,323,701.54 "," $  1,067,075.69 "," $  256,625.85 ",19.39%
9328,África,Snacks,Online,Baja,9/18/2020,932800900,9/21/2020,5370, $  119.01 , $  76.00 ," $  639,096.59 "," $  408,137.18 "," $  230,959.40 ",36.14%
2611,Asia,Alimento infantil,Online,Alta,4/3/2022,261186492,4/13/2022,9742, $  199.12 , $  124.35 ," $  1,939,811.45 "," $  1,211,394.32 "," $  728,417.13 ",37.55%
2728,África,Doméstico,Offline,Media,11/23/2021,272880494,12/31/2021,257, $  521.25 , $  391.98 ," $  133,961.40 "," $  100,739.17 "," $  33,222.24 ",24.80%
6835,Asia,Ropa,Online,Alta,5/30/2020,683556735,6/8/2020,8483, $  85.24 , $  27.96 ," $  723,077.35 "," $  237,143.96 "," $  485,933.39 ",67.20%
8292,África,Bebida,Online,Baja,11/5/2021,829201543,11/15/2021,8018, $  37.01 , $  24.80 ," $  296,754.20 "," $  198,815.93 "," $  97,938.27 ",33.00%
1161,Europa,Bebida,Online,Media,8/18/2020,116113746,9/1/2020,9493, $  37.01 , $  24.80 ," $  351,345.42 "," $  235,390.33 "," $  115,955.10 ",33.00%
2709,África,Cereales,Offline,Media,3/6/2020,270904672,3/14/2020,5567, $  160.45 , $  91.35 ," $  893,202.88 "," $  508,522.07 "," $  384,680.81 ",43.07%
3904,Asia,Cereales,Offline,Media,1/7/2020,390498149,1/26/2020,5935, $  160.45 , $  91.35 ," $  952,247.01 "," $  542,137.32 "," $  410,109.69 ",43.07%
9921,Europa,Cosméticos,Offline,Media,1/28/2020,992130506,3/3/2020,2319, $  341.02 , $  205.40 ," $  790,816.10 "," $  476,316.57 "," $  314,499.53 ",39.77%
8633,Europa,Snacks,Offline,Crítica,2/10/2022,863350570,3/14/2022,3474, $  119.01 , $  76.00 ," $  413,449.08 "," $  264,035.12 "," $  149,413.96 ",36.14%
2120,África,Cosméticos,Offline,Baja,7/28/2022,212019670,7/29/2022,187, $  341.02 , $  205.40 ," $  63,769.99 "," $  38,409.31 "," $  25,360.68 ",39.77%
2163,Centroamérica y Caribe,Material de oficina,Online,Crítica,8/5/2022,216311633,8/27/2022,274, $  507.94 , $  409.47 ," $  139,176.60 "," $  112,194.45 "," $  26,982.15 ",19.39%
7747,Europa,Doméstico,Online,Alta,11/6/2020,774712789,12/11/2020,3585, $  521.25 , $  391.98 ," $  1,868,683.40 "," $  1,405,252.60 "," $  463,430.80 ",24.80%
9560,Norteamérica,Alimento infantil,Online,Crítica,9/17/2020,956021964,10/8/2020,6999, $  199.12 , $  124.35 ," $  1,393,629.68 "," $  870,308.85 "," $  523,320.83 ",37.55%
3493,Europa,Cosméticos,Online,Alta,3/26/2020,349350488,4/19/2020,9428, $  341.02 , $  205.40 ," $  3,215,098.85 "," $  1,936,486.69 "," $  1,278,612.16 ",39.77%
4141,Asia,Cosméticos,Online,Alta,2/26/2022,414122188,3/23/2022,6813, $  341.02 , $  205.40 ," $  2,323,342.01 "," $  1,399,372.49 "," $  923,969.52 ",39.77%
4300,Australia y Oceanía,Doméstico,Offline,Baja,1/17/2021,430073392,2/5/2021,7129, $  521.25 , $  391.98 ," $  3,715,995.53 "," $  2,794,433.97 "," $  921,561.55 ",24.80%
6472,Europa,Cuidado personal,Online,Media,11/18/2021,647252929,12/28/2021,5380, $  63.75 , $  44.20 ," $  342,971.77 "," $  237,809.99 "," $  105,161.78 ",30.66%
9360,Asia,Frutas,Offline,Alta,6/20/2021,936022126,7/24/2021,8602, $  7.28 , $  5.40 ," $  62,600.19 "," $  46,430.16 "," $  16,170.04 ",25.83%
3370,África,Material de oficina,Offline,Baja,4/17/2021,337054812,5/24/2021,864, $  507.94 , $  409.47 ," $  438,863.44 "," $  353,781.04 "," $  85,082.40 ",19.39%
2113,Europa,Cárnicos,Offline,Crítica,5/24/2020,211337316,7/8/2020,8263, $  329.07 , $  284.46 ," $  2,719,140.11 "," $  2,350,478.11 "," $  368,662.01 ",13.56%
1901,Australia y Oceanía,Snacks,Offline,Media,6/30/2022,190168464,8/15/2022,3929, $  119.01 , $  76.00 ," $  467,599.72 "," $  298,616.57 "," $  168,983.15 ",36.14%
4251,África,Ropa,Offline,Media,4/16/2020,425159585,5/26/2020,3024, $  85.24 , $  27.96 ," $  257,760.92 "," $  84,536.52 "," $  173,224.40 ",67.20%
2382,Asia,Cárnicos,Online,Baja,8/7/2022,238234508,8/21/2022,7740, $  329.07 , $  284.46 ," $  2,547,034.31 "," $  2,201,706.47 "," $  345,327.84 ",13.56%
3716,Europa,Cosméticos,Offline,Alta,6/26/2021,371629559,7/16/2021,2300, $  341.02 , $  205.40 ," $  784,336.80 "," $  472,414.02 "," $  311,922.78 ",39.77%
7378,Asia,Alimento infantil,Offline,Baja,4/13/2022,737893569,5/30/2022,7960, $  199.12 , $  124.35 ," $  1,584,982.46 "," $  989,806.90 "," $  595,175.57 ",37.55%
8698,África,Ropa,Online,Crítica,2/25/2022,869887864,4/15/2022,8005, $  85.24 , $  27.96 ," $  682,333.39 "," $  223,781.38 "," $  458,552.02 ",67.20%
3707,Europa,Cuidado personal,Offline,Alta,2/1/2020,370786273,2/16/2020,2753, $  63.75 , $  44.20 ," $  175,502.10 "," $  121,689.76 "," $  53,812.34 ",30.66%
2640,Asia,Cereales,Offline,Alta,3/10/2021,264075124,3/11/2021,4552, $  160.45 , $  91.35 ," $  730,350.19 "," $  415,806.08 "," $  314,544.11 ",43.07%
7435,Australia y Oceanía,Frutas,Online,Baja,12/22/2020,743553245,12/22/2020,2783, $  7.28 , $  5.40 ," $  20,253.00 "," $  15,021.52 "," $  5,231.48 ",25.83%
7233,África,Cuidado personal,Online,Crítica,1/24/2021,723331964,2/11/2021,8857, $  63.75 , $  44.20 ," $  564,628.44 "," $  391,502.43 "," $  173,126.01 ",30.66%
9878,Europa,Snacks,Offline,Media,1/23/2022,987835109,3/13/2022,1215, $  119.01 , $  76.00 ," $  144,600.07 "," $  92,343.89 "," $  52,256.18 ",36.14%
1417,Asia,Material de oficina,Offline,Alta,2/7/2022,141799008,3/28/2022,333, $  507.94 , $  409.47 ," $  169,145.29 "," $  136,353.11 "," $  32,792.18 ",19.39%
4602,Asia,Snacks,Online,Alta,3/1/2021,460272490,3/16/2021,3713, $  119.01 , $  76.00 ," $  441,893.04 "," $  282,199.88 "," $  159,693.16 ",36.14%
2386,Europa,Material de oficina,Offline,Media,6/25/2022,238616883,7/2/2022,893, $  507.94 , $  409.47 ," $  453,593.81 "," $  365,655.64 "," $  87,938.18 ",19.39%
5425,África,Cuidado personal,Offline,Alta,7/17/2022,542506015,8/7/2022,8440, $  63.75 , $  44.20 ," $  538,044.94 "," $  373,069.94 "," $  164,974.99 ",30.66%
2579,Centroamérica y Caribe,Verduras,Online,Alta,2/4/2021,257926213,2/23/2021,4953, $  120.17 , $  70.93 ," $  595,186.16 "," $  351,293.51 "," $  243,892.65 ",40.98%
1411,África,Alimento infantil,Online,Media,8/2/2022,141176307,9/20/2022,6061, $  199.12 , $  124.35 ," $  1,206,856.62 "," $  753,670.80 "," $  453,185.82 ",37.55%
5688,África,Cárnicos,Online,Media,5/31/2020,568867623,6/22/2020,9426, $  329.07 , $  284.46 ," $  3,101,853.41 "," $  2,681,302.99 "," $  420,550.42 ",13.56%
1879,Europa,Bebida,Online,Media,4/5/2021,187923991,5/17/2021,9740, $  37.01 , $  24.80 ," $  360,487.14 "," $  241,514.99 "," $  118,972.15 ",33.00%
8655,África,Cereales,Online,Alta,10/4/2020,865581738,10/23/2020,3726, $  160.45 , $  91.35 ," $  597,821.80 "," $  340,354.45 "," $  257,467.35 ",43.07%
9393,Europa,Bebida,Offline,Alta,2/8/2022,939389693,2/15/2022,5140, $  37.01 , $  24.80 ," $  190,236.54 "," $  127,452.47 "," $  62,784.07 ",33.00%
1672,Asia,Alimento infantil,Online,Crítica,4/24/2020,167209184,5/16/2020,9768, $  199.12 , $  124.35 ," $  1,944,988.53 "," $  1,214,627.36 "," $  730,361.17 ",37.55%
1772,Asia,Cosméticos,Online,Media,10/20/2020,177214038,11/6/2020,427, $  341.02 , $  205.40 ," $  145,613.83 "," $  87,704.69 "," $  57,909.14 ",39.77%
4178,África,Snacks,Offline,Alta,10/29/2020,417890584,11/6/2020,1965, $  119.01 , $  76.00 ," $  233,859.37 "," $  149,346.29 "," $  84,513.08 ",36.14%
4080,Europa,Ropa,Online,Baja,4/27/2022,408037650,4/27/2022,6263, $  85.24 , $  27.96 ," $  533,848.10 "," $  175,083.42 "," $  358,764.68 ",67.20%
1867,Centroamérica y Caribe,Cosméticos,Online,Alta,11/28/2021,186766564,12/12/2021,7232, $  341.02 , $  205.40 ," $  2,466,227.71 "," $  1,485,434.00 "," $  980,793.72 ",39.77%
7635,Asia,Cárnicos,Offline,Alta,11/27/2020,763501155,12/2/2020,5813, $  329.07 , $  284.46 ," $  1,912,908.32 "," $  1,653,555.52 "," $  259,352.81 ",13.56%
9679,Asia,Bebida,Online,Media,1/10/2021,967977750,2/22/2021,4982, $  37.01 , $  24.80 ," $  184,388.80 "," $  123,534.67 "," $  60,854.13 ",33.00%
6002,Europa,Snacks,Offline,Crítica,2/7/2020,600245177,3/14/2020,4742, $  119.01 , $  76.00 ," $  564,356.80 "," $  360,407.17 "," $  203,949.63 ",36.14%
8806,África,Cosméticos,Offline,Baja,1/28/2022,880664765,2/3/2022,7129, $  341.02 , $  205.40 ," $  2,431,103.06 "," $  1,464,278.06 "," $  966,825.00 ",39.77%
3999,Norteamérica,Cereales,Online,Media,4/20/2021,399910342,5/4/2021,1212, $  160.45 , $  91.35 ," $  194,460.55 "," $  110,711.11 "," $  83,749.44 ",43.07%
9689,África,Cárnicos,Offline,Media,2/4/2021,968968236,3/8/2021,8088, $  329.07 , $  284.46 ," $  2,661,552.13 "," $  2,300,697.92 "," $  360,854.21 ",13.56%
8691,Europa,Verduras,Offline,Baja,11/24/2020,869137275,12/15/2020,5889, $  120.17 , $  70.93 ," $  707,662.29 "," $  417,679.68 "," $  289,982.60 ",40.98%
7020,África,Verduras,Online,Crítica,7/19/2020,702028787,7/25/2020,4773, $  120.17 , $  70.93 ," $  573,556.14 "," $  338,526.93 "," $  235,029.20 ",40.98%
2395,África,Frutas,Offline,Baja,9/19/2021,239566600,9/20/2021,1935, $  7.28 , $  5.40 ," $  14,081.77 "," $  10,444.36 "," $  3,637.41 ",25.83%
6739,Asia,Ropa,Online,Crítica,10/5/2020,673987042,11/7/2020,6598, $  85.24 , $  27.96 ," $  562,402.96 "," $  184,448.41 "," $  377,954.55 ",67.20%
5678,África,Cárnicos,Offline,Media,8/1/2021,567838943,8/14/2021,5017, $  329.07 , $  284.46 ," $  1,650,965.26 "," $  1,427,126.79 "," $  223,838.47 ",13.56%
8039,Asia,Ropa,Online,Crítica,10/9/2022,803983628,11/1/2022,5477, $  85.24 , $  27.96 ," $  466,850.72 "," $  153,110.63 "," $  313,740.09 ",67.20%
5355,Centroamérica y Caribe,Cosméticos,Offline,Media,11/21/2021,535594928,12/17/2021,3296, $  341.02 , $  205.40 ," $  1,123,988.74 "," $  676,989.83 "," $  446,998.91 ",39.77%
3361,África,Alimento infantil,Online,Media,8/14/2022,336159169,8/17/2022,5823, $  199.12 , $  124.35 ," $  1,159,466.44 "," $  724,076.07 "," $  435,390.37 ",37.55%
8494,Australia y Oceanía,Cárnicos,Offline,Crítica,11/21/2021,849475181,12/12/2021,7438, $  329.07 , $  284.46 ," $  2,447,653.90 "," $  2,115,800.09 "," $  331,853.81 ",13.56%
5396,África,Ropa,Offline,Media,10/6/2022,539654290,10/18/2022,4552, $  85.24 , $  27.96 ," $  388,005.20 "," $  127,252.07 "," $  260,753.13 ",67.20%
6411,Asia,Cereales,Online,Alta,7/20/2021,641120326,9/3/2021,606, $  160.45 , $  91.35 ," $  97,230.28 "," $  55,355.55 "," $  41,874.72 ",43.07%
2086,Asia,Verduras,Offline,Crítica,9/4/2020,208609616,9/5/2020,1076, $  120.17 , $  70.93 ," $  129,299.48 "," $  76,315.73 "," $  52,983.75 ",40.98%
1671,África,Cárnicos,Offline,Alta,7/20/2021,167170989,7/22/2021,8465, $  329.07 , $  284.46 ," $  2,785,613.10 "," $  2,407,938.66 "," $  377,674.44 ",13.56%
1621,Australia y Oceanía,Cárnicos,Online,Crítica,4/3/2020,162165772,5/6/2020,7311, $  329.07 , $  284.46 ," $  2,405,861.48 "," $  2,079,673.90 "," $  326,187.58 ",13.56%
8092,África,Cosméticos,Online,Crítica,6/5/2020,809267795,6/20/2020,9179, $  341.02 , $  205.40 ," $  3,130,185.86 "," $  1,885,342.73 "," $  1,244,843.13 ",39.77%
5444,Europa,Alimento infantil,Online,Crítica,5/22/2020,544463384,6/25/2020,7669, $  199.12 , $  124.35 ," $  1,527,039.01 "," $  953,621.74 "," $  573,417.27 ",37.55%
5740,África,Bebida,Online,Alta,4/17/2020,574051368,5/1/2020,3411, $  37.01 , $  24.80 ," $  126,244.52 "," $  84,579.84 "," $  41,664.68 ",33.00%
8246,África,Frutas,Online,Crítica,9/10/2020,824643075,10/23/2020,9066, $  7.28 , $  5.40 ," $  65,976.91 "," $  48,934.64 "," $  17,042.27 ",25.83%
3931,África,Cuidado personal,Offline,Media,2/11/2021,393162333,3/29/2021,4326, $  63.75 , $  44.20 ," $  275,779.90 "," $  191,220.45 "," $  84,559.46 ",30.66%
6968,África,Frutas,Online,Alta,6/28/2021,696845471,7/8/2021,915, $  7.28 , $  5.40 ," $  6,658.82 "," $  4,938.80 "," $  1,720.02 ",25.83%
5232,Centroamérica y Caribe,Ropa,Offline,Alta,9/18/2020,523241317,10/3/2020,7588, $  85.24 , $  27.96 ," $  646,788.98 "," $  212,124.06 "," $  434,664.92 ",67.20%
9802,África,Cereales,Offline,Baja,12/15/2020,980211198,12/15/2020,5131, $  160.45 , $  91.35 ," $  823,248.43 "," $  468,695.30 "," $  354,553.13 ",43.07%
5459,Australia y Oceanía,Doméstico,Online,Baja,6/27/2020,545928943,8/10/2020,1361, $  521.25 , $  391.98 ," $  709,422.07 "," $  533,486.41 "," $  175,935.65 ",24.80%
9188,África,Verduras,Online,Baja,11/5/2020,918880879,12/13/2020,6127, $  120.17 , $  70.93 ," $  736,261.98 "," $  434,559.93 "," $  301,702.06 ",40.98%
2678,Centroamérica y Caribe,Verduras,Offline,Alta,7/18/2022,267865836,7/30/2022,6308, $  120.17 , $  70.93 ," $  758,012.17 "," $  447,397.42 "," $  310,614.75 ",40.98%
8819,Europa,Material de oficina,Online,Alta,10/8/2020,881995141,10/20/2020,817, $  507.94 , $  409.47 ," $  414,990.08 "," $  334,536.01 "," $  80,454.08 ",19.39%
6206,Europa,Cuidado personal,Online,Crítica,2/17/2021,620692622,3/6/2021,5595, $  63.75 , $  44.20 ," $  356,677.89 "," $  247,313.55 "," $  109,364.35 ",30.66%
5636,Asia,Cárnicos,Online,Media,1/19/2021,563694608,2/11/2021,8616, $  329.07 , $  284.46 ," $  2,835,303.31 "," $  2,450,891.85 "," $  384,411.46 ",13.56%
9610,Centroamérica y Caribe,Bebida,Online,Alta,8/26/2022,961049926,9/9/2022,4885, $  37.01 , $  24.80 ," $  180,798.74 "," $  121,129.44 "," $  59,669.30 ",33.00%
7831,Australia y Oceanía,Material de oficina,Online,Baja,9/24/2022,783119904,10/30/2022,1437, $  507.94 , $  409.47 ," $  729,915.24 "," $  588,406.67 "," $  141,508.58 ",19.39%
8705,Centroamérica y Caribe,Cuidado personal,Online,Alta,10/13/2022,870578372,11/6/2022,2341, $  63.75 , $  44.20 ," $  149,237.35 "," $  103,478.29 "," $  45,759.06 ",30.66%
7844,África,Snacks,Offline,Media,11/3/2021,784411656,11/29/2021,3695, $  119.01 , $  76.00 ," $  439,750.82 "," $  280,831.82 "," $  158,918.99 ",36.14%
1559,Asia,Doméstico,Offline,Crítica,10/10/2020,155918586,11/7/2020,8629, $  521.25 , $  391.98 ," $  4,497,871.43 "," $  3,382,405.77 "," $  1,115,465.65 ",24.80%
9367,África,Cosméticos,Offline,Crítica,11/7/2020,936710488,12/8/2020,2304, $  341.02 , $  205.40 ," $  785,700.86 "," $  473,235.61 "," $  312,465.25 ",39.77%
6487,Asia,Snacks,Online,Media,4/24/2022,648711192,5/16/2022,6912, $  119.01 , $  76.00 ," $  822,613.71 "," $  525,334.12 "," $  297,279.59 ",36.14%
9341,Europa,Doméstico,Online,Crítica,2/1/2020,934157025,2/3/2020,6678, $  521.25 , $  391.98 ," $  3,480,911.51 "," $  2,617,650.45 "," $  863,261.05 ",24.80%
8055,Norteamérica,Ropa,Online,Crítica,5/11/2022,805596816,5/23/2022,2855, $  85.24 , $  27.96 ," $  243,355.63 "," $  79,812.10 "," $  163,543.54 ",67.20%
6958,Centroamérica y Caribe,Cereales,Online,Alta,7/30/2020,695891892,8/3/2020,8730, $  160.45 , $  91.35 ," $  1,400,693.58 "," $  797,448.83 "," $  603,244.75 ",43.07%
2082,Asia,Cuidado personal,Offline,Baja,4/24/2022,208216083,5/13/2022,4621, $  63.75 , $  44.20 ," $  294,585.98 "," $  204,260.21 "," $  90,325.76 ",30.66%
3660,Europa,Cereales,Offline,Crítica,3/25/2021,366055715,4/5/2021,2875, $  160.45 , $  91.35 ," $  461,282.25 "," $  262,619.18 "," $  198,663.08 ",43.07%
4632,África,Cárnicos,Online,Baja,6/3/2021,463209617,6/27/2021,2874, $  329.07 , $  284.46 ," $  945,759.25 "," $  817,532.87 "," $  128,226.38 ",13.56%
3137,Europa,Cosméticos,Online,Media,8/25/2021,313789117,9/7/2021,6028, $  341.02 , $  205.40 ," $  2,055,644.45 "," $  1,238,135.53 "," $  817,508.92 ",39.77%
7022,Asia,Cereales,Offline,Crítica,7/6/2022,702218043,7/29/2022,779, $  160.45 , $  91.35 ," $  124,987.43 "," $  71,158.38 "," $  53,829.06 ",43.07%
2332,Australia y Oceanía,Cárnicos,Online,Alta,2/26/2022,233232724,3/8/2022,7601, $  329.07 , $  284.46 ," $  2,501,292.99 "," $  2,162,166.78 "," $  339,126.22 ",13.56%
2818,Centroamérica y Caribe,Alimento infantil,Offline,Baja,7/20/2020,281881988,8/11/2020,3999, $  199.12 , $  124.35 ," $  796,274.48 "," $  497,266.05 "," $  299,008.43 ",37.55%
9435,África,Snacks,Online,Media,12/6/2020,943527162,12/22/2020,9509, $  119.01 , $  76.00 ," $  1,131,688.91 "," $  722,714.43 "," $  408,974.48 ",36.14%
5838,Europa,Cárnicos,Offline,Media,8/24/2022,583842074,10/4/2022,699, $  329.07 , $  284.46 ," $  230,022.87 "," $  198,836.28 "," $  31,186.58 ",13.56%
7888,África,Alimento infantil,Online,Alta,8/3/2022,788813054,8/9/2022,6167, $  199.12 , $  124.35 ," $  1,227,963.17 "," $  766,851.65 "," $  461,111.52 ",37.55%
5147,Asia,Cuidado personal,Online,Crítica,5/4/2022,514738929,5/16/2022,1543, $  63.75 , $  44.20 ," $  98,365.32 "," $  68,204.61 "," $  30,160.71 ",30.66%
1382,Europa,Frutas,Offline,Media,1/7/2021,138231027,1/28/2021,4487, $  7.28 , $  5.40 ," $  32,653.69 "," $  24,219.03 "," $  8,434.66 ",25.83%
1062,Centroamérica y Caribe,Cereales,Online,Crítica,6/13/2022,106213176,7/15/2022,9694, $  160.45 , $  91.35 ," $  1,555,363.52 "," $  885,506.19 "," $  669,857.34 ",43.07%
4859,Asia,Snacks,Offline,Media,4/6/2022,485921704,4/15/2022,3885, $  119.01 , $  76.00 ," $  462,363.17 "," $  295,272.43 "," $  167,090.74 ",36.14%
5149,Asia,Material de oficina,Online,Alta,10/18/2020,514905440,10/22/2020,817, $  507.94 , $  409.47 ," $  414,990.08 "," $  334,536.01 "," $  80,454.08 ",19.39%
8510,Asia,Cuidado personal,Online,Baja,8/23/2021,851025712,9/27/2021,6275, $  63.75 , $  44.20 ," $  400,027.49 "," $  277,371.32 "," $  122,656.17 ",30.66%
4224,Australia y Oceanía,Alimento infantil,Offline,Baja,8/24/2021,422456347,8/26/2021,3076, $  199.12 , $  124.35 ," $  612,488.20 "," $  382,493.22 "," $  229,994.98 ",37.55%
4776,África,Cosméticos,Offline,Alta,11/29/2020,477683675,12/23/2020,6069, $  341.02 , $  205.40 ," $  2,069,626.10 "," $  1,246,556.82 "," $  823,069.28 ",39.77%
5355,Australia y Oceanía,Ropa,Online,Baja,5/19/2021,535506522,5/25/2021,7135, $  85.24 , $  27.96 ," $  608,175.98 "," $  199,460.35 "," $  408,715.63 ",67.20%
6350,Asia,Cereales,Online,Baja,7/15/2022,635036218,7/31/2022,184, $  160.45 , $  91.35 ," $  29,522.06 "," $  16,807.63 "," $  12,714.44 ",43.07%
8856,Australia y Oceanía,Cárnicos,Offline,Baja,10/31/2022,885696589,11/11/2022,6158, $  329.07 , $  284.46 ," $  2,026,438.92 "," $  1,751,693.60 "," $  274,745.33 ",13.56%
1172,África,Verduras,Offline,Baja,2/14/2021,117223966,2/25/2021,8031, $  120.17 , $  70.93 ," $  965,059.57 "," $  569,601.89 "," $  395,457.68 ",40.98%
8296,África,Ropa,Offline,Alta,12/16/2020,829667174,1/9/2021,5809, $  85.24 , $  27.96 ," $  495,149.87 "," $  162,391.76 "," $  332,758.11 ",67.20%
6433,Centroamérica y Caribe,Bebida,Offline,Crítica,7/28/2020,643387544,8/20/2020,1527, $  37.01 , $  24.80 ," $  56,515.80 "," $  37,863.80 "," $  18,652.00 ",33.00%
8490,Australia y Oceanía,Snacks,Offline,Baja,1/9/2020,849058902,1/25/2020,4252, $  119.01 , $  76.00 ," $  506,040.72 "," $  323,165.61 "," $  182,875.12 ",36.14%
5576,Asia,Material de oficina,Offline,Baja,8/19/2022,557667577,9/15/2022,5083, $  507.94 , $  409.47 ," $  2,581,878.34 "," $  2,081,329.91 "," $  500,548.43 ",19.39%
7505,Asia,Ropa,Offline,Crítica,2/15/2022,750512397,3/4/2022,2151, $  85.24 , $  27.96 ," $  183,347.80 "," $  60,131.64 "," $  123,216.16 ",67.20%
2292,Asia,Verduras,Online,Media,3/13/2021,229204690,3/25/2021,5616, $  120.17 , $  70.93 ," $  674,856.75 "," $  398,317.05 "," $  276,539.70 ",40.98%
5656,Europa,Frutas,Offline,Alta,7/10/2021,565668284,8/3/2021,2671, $  7.28 , $  5.40 ," $  19,437.94 "," $  14,416.99 "," $  5,020.95 ",25.83%
2521,Centroamérica y Caribe,Snacks,Offline,Media,4/23/2022,252139508,5/23/2022,2538, $  119.01 , $  76.00 ," $  302,053.47 "," $  192,896.12 "," $  109,157.35 ",36.14%
5511,África,Snacks,Offline,Alta,10/1/2021,551167190,11/13/2021,1474, $  119.01 , $  76.00 ," $  175,424.28 "," $  112,028.72 "," $  63,395.56 ",36.14%
5456,África,Doméstico,Offline,Crítica,4/16/2021,545612657,5/29/2021,7765, $  521.25 , $  391.98 ," $  4,047,510.91 "," $  3,043,734.02 "," $  1,003,776.89 ",24.80%
2886,África,Snacks,Offline,Baja,5/7/2021,288649737,6/20/2021,6727, $  119.01 , $  76.00 ," $  800,596.41 "," $  511,273.53 "," $  289,322.89 ",36.14%
3537,Centroamérica y Caribe,Cuidado personal,Online,Baja,9/30/2022,353764760,10/27/2022,5709, $  63.75 , $  44.20 ," $  363,945.32 "," $  252,352.64 "," $  111,592.68 ",30.66%
4847,África,Frutas,Offline,Media,6/5/2022,484756553,6/14/2022,9091, $  7.28 , $  5.40 ," $  66,158.84 "," $  49,069.58 "," $  17,089.26 ",25.83%
9457,Europa,Bebida,Online,Media,7/30/2020,945736443,8/20/2020,3285, $  37.01 , $  24.80 ," $  121,581.14 "," $  81,455.52 "," $  40,125.62 ",33.00%
2711,África,Bebida,Offline,Baja,2/2/2022,271128261,3/7/2022,1732, $  37.01 , $  24.80 ," $  64,103.05 "," $  42,947.02 "," $  21,156.03 ",33.00%
2156,Centroamérica y Caribe,Alimento infantil,Offline,Baja,10/26/2020,215668332,11/21/2020,9907, $  199.12 , $  124.35 ," $  1,972,665.99 "," $  1,231,911.67 "," $  740,754.32 ",37.55%
8044,Europa,Frutas,Online,Alta,1/9/2021,804405486,2/1/2021,314, $  7.28 , $  5.40 ," $  2,285.10 "," $  1,694.85 ", $  590.26 ,25.83%
7827,África,Cárnicos,Online,Media,8/26/2021,782701051,9/1/2021,7489, $  329.07 , $  284.46 ," $  2,464,436.68 "," $  2,130,307.46 "," $  334,129.22 ",13.56%
7662,Europa,Doméstico,Offline,Crítica,8/15/2020,766228854,10/3/2020,3000, $  521.25 , $  391.98 ," $  1,563,751.80 "," $  1,175,943.60 "," $  387,808.20 ",24.80%
9909,Australia y Oceanía,Frutas,Online,Media,12/21/2021,990975224,1/27/2022,445, $  7.28 , $  5.40 ," $  3,238.44 "," $  2,401.93 ", $  836.51 ,25.83%
8632,África,Cereales,Online,Media,2/20/2020,863238990,4/3/2020,455, $  160.45 , $  91.35 ," $  73,002.93 "," $  41,562.34 "," $  31,440.59 ",43.07%
3096,Europa,Cuidado personal,Offline,Media,5/22/2021,309631478,5/27/2021,5690, $  63.75 , $  44.20 ," $  362,734.09 "," $  251,512.79 "," $  111,221.29 ",30.66%
2270,Centroamérica y Caribe,Verduras,Offline,Baja,5/24/2022,227076518,7/13/2022,5843, $  120.17 , $  70.93 ," $  702,134.61 "," $  414,417.11 "," $  287,717.50 ",40.98%
2328,Asia,Cuidado personal,Online,Crítica,3/23/2020,232810437,4/6/2020,2637, $  63.75 , $  44.20 ," $  168,107.17 "," $  116,562.26 "," $  51,544.91 ",30.66%
9143,África,Bebida,Online,Crítica,5/10/2022,914382064,6/6/2022,4827, $  37.01 , $  24.80 ," $  178,652.10 "," $  119,691.26 "," $  58,960.84 ",33.00%
6796,África,Verduras,Online,Crítica,5/17/2022,679652726,6/13/2022,3200, $  120.17 , $  70.93 ," $  384,533.76 "," $  226,961.28 "," $  157,572.48 ",40.98%
7067,Europa,Cereales,Online,Baja,6/2/2021,706796252,7/16/2021,5572, $  160.45 , $  91.35 ," $  894,005.11 "," $  508,978.80 "," $  385,026.31 ",43.07%
8942,Europa,Frutas,Online,Media,1/8/2021,894298970,1/26/2021,1793, $  7.28 , $  5.40 ," $  13,048.38 "," $  9,677.90 "," $  3,370.48 ",25.83%
