Name,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem name,Lineitem price,Billing Zip,Billing Province,Billing Country,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Cancelled at,Payment Method,Vendor,Id,Billing Province Name,Shipping Province Name
#1035,paid,2021-02-05 15:13:07 -0600,fulfilled,2021-02-10 23:11:34 -0600,yes,MXN,550,135,75.86,685,,0,Standard Express,2021-02-05 15:09:12 -0600,Military Green Saffiano - iPhone 11,550,64346,NL,MX,Monterrey,64346,NL,MX,,PayPal Express Checkout,Bold21,3196954443936,Nuevo León,Nuevo León
#1034,paid,2021-02-04 22:53:24 -0600,fulfilled,2021-02-10 23:11:24 -0600,no,MXN,550,135,0,685,,0,Standard Express,2021-02-04 21:49:32 -0600,Tarjetero Saffiano - Negro,550,1790,DF,MX,Mexico,1790,DF,MX,,PayPal Express Checkout,Bold21,3191622762656,Ciudad de Mexico,Ciudad de Mexico
#1033,paid,2021-01-16 15:24:28 -0600,fulfilled,2021-01-18 18:32:27 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2021-01-16 10:11:57 -0600,Rose Gold Saffiano - iPhone 11,550,66220,NL,MX,Monterrey,66220,NL,MX,,PayPal Express Checkout,Bold21,3083923685536,Nuevo León,Nuevo León
#1032,paid,2021-01-11 15:23:28 -0600,fulfilled,2021-01-13 21:41:21 -0600,no,MXN,1100,135,151.72,1235,,0,Standard Express,2021-01-11 15:04:22 -0600,Red Saffiano - iPhone 6/7/8 Plus,550,66413,NL,MX,San nicolas de los garza,66413,NL,MX,,PayPal Express Checkout,Bold21,3055452094624,Nuevo León,Nuevo León
#1032,,,,,,,,,,,,,,2021-01-11 15:04:22 -0600,Red Saffiano - iPhone 11 Pro Max,550,,,,,,,,,,Bold21,,,
#1031,paid,2021-01-10 16:43:04 -0600,fulfilled,2021-01-13 21:41:12 -0600,no,MXN,990,135,136.55,1125,enero10,110,Standard Express,2021-01-10 16:26:07 -0600,Baby Blue Saffiano - iPhone X,550,30187,CHIS,MX,Ciudad de México,14389,DF,MX,,PayPal Express Checkout,Bold21,3051147853984,Chiapas,Ciudad de Mexico
#1031,,,,,,,,,,,,,,2021-01-10 16:26:07 -0600,Navy Blue Saffiano - iPhone 11 Pro Max,550,,,,,,,,,,Bold21,,,
#1030,paid,2020-12-19 09:40:31 -0600,fulfilled,2020-12-21 23:23:23 -0600,no,MXN,400,135,55.17,535,,0,Standard Express,2020-12-18 19:49:11 -0600,Rose Gold Saffiano - iPhone 6/7/8,400,64925,NL,MX,Monterrey,64925,NL,MX,,PayPal Express Checkout,Bold21,2976775962784,Nuevo León,Nuevo León
#1029,paid,2020-12-16 15:04:37 -0600,fulfilled,2020-12-19 09:40:13 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2020-12-16 12:23:48 -0600,Baby Blue Saffiano - iPhone 6/7/8 Plus,550,64920,NL,MX,Monterrey,64920,NL,MX,,PayPal Express Checkout,Bold21,2971140456608,Nuevo León,Nuevo León
#1028,paid,2020-12-15 15:02:36 -0600,fulfilled,2020-12-17 21:49:48 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2020-12-15 13:39:19 -0600,Rose Gold Saffiano - iPhone 11,550,14000,DF,MX,Tlalpan Centro,14000,DF,MX,,PayPal Express Checkout,Bold21,2968489296032,Ciudad de Mexico,Ciudad de Mexico
#1027,paid,2020-12-04 14:13:46 -0600,fulfilled,2020-12-07 19:43:19 -0600,no,MXN,600,135,82.76,735,,0,Standard Express,2020-12-04 13:06:17 -0600,Crema Saffiano - iPhone 12 Pro Max,600,50110,MEX,MX,Toluca,50110,MEX,MX,,PayPal Express Checkout,Bold21,2935621583008,Mexico State,Mexico State
#1026,paid,2020-11-17 21:14:45 -0600,fulfilled,2020-11-19 21:15:07 -0600,no,MXN,440,135,60.69,575,BuenFin20,110,Standard Express,2020-11-17 20:33:40 -0600,Baby Blue Saffiano - iPhone 11,550,66230,NL,MX,San Pedro Garza García,66230,NL,MX,,PayPal Express Checkout,Bold21,2882400420000,Nuevo León,Nuevo León
#1025,paid,2020-11-04 09:58:10 -0600,fulfilled,2020-11-05 18:19:21 -0600,no,MXN,1100,135,151.72,1235,,0,Standard Express,2020-11-04 09:45:40 -0600,Rose Gold Saffiano - iPhone 11,550,47170,JAL,MX,San Julián,47170,JAL,MX,,PayPal Express Checkout,Bold21,2851349987488,Jalisco,Jalisco
#1025,,,,,,,,,,,,,,2020-11-04 09:45:40 -0600,Black Saffiano - iPhone 11,550,,,,,,,,,,Bold21,,,
#1024,paid,2020-10-27 21:56:09 -0600,fulfilled,2020-10-28 17:00:42 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2020-10-27 17:56:46 -0600,Navy Blue Saffiano - iPhone 11 pro,550,52787,MEX,MX,México,52787,MEX,MX,,PayPal Express Checkout,Bold21,2835957514400,Mexico State,Mexico State
#1023,paid,2020-10-07 11:35:15 -0500,fulfilled,2020-10-07 20:17:38 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2020-10-06 18:16:36 -0500,Rose Gold Saffiano - iPhone 11,550,4980,DF,MX,Ciudad de México,4980,DF,MX,,PayPal Express Checkout,Bold21,2787567927456,Ciudad de Mexico,Ciudad de Mexico
#1022,paid,2020-10-05 11:32:40 -0500,fulfilled,2020-10-06 17:51:37 -0500,no,MXN,1100,135,151.72,1235,,0,Standard Express,2020-10-04 20:50:32 -0500,Black Saffiano - iPhone 11 Pro Max,550,83246,SON,MX,Hermosillo,83246,SON,MX,,PayPal Express Checkout,Bold21,2782757912736,Sonora,Sonora
#1022,,,,,,,,,,,,,,2020-10-04 20:50:32 -0500,Black Saffiano - iPhone 11 Pro,550,,,,,,,,,,Bold21,,,
#1021,paid,2020-09-07 12:24:04 -0500,fulfilled,2020-09-12 11:32:09 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2020-09-05 02:29:37 -0500,Military Green Saffiano - iPhone 11 Pro,550,52787,MEX,MX,México,52787,MEX,MX,,PayPal Express Checkout,Bold21,2694858080416,Mexico State,Mexico State
#1020,paid,2020-07-17 19:58:39 -0500,fulfilled,2020-07-20 16:54:56 -0500,yes,MXN,550,135,75.86,685,,0,Standard Express,2020-07-16 21:23:38 -0500,Black Saffiano - iPhone 11,550,91190,VER,MX,Xalapa,91190,VER,MX,,PayPal Express Checkout,Bold21,2581078442144,Veracruz,Veracruz
#1019,paid,2020-07-14 12:07:05 -0500,fulfilled,2020-07-15 20:51:11 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2020-07-13 23:02:16 -0500,Black Saffiano - iPhone 11 Pro Max,550,66054,NL,MX,General Escobedo,66054,NL,MX,,PayPal Express Checkout,Bold21,2574609350816,Nuevo León,Nuevo León
#1018,paid,2020-07-09 13:45:03 -0500,fulfilled,2020-07-13 15:04:16 -0500,no,MXN,1100,135,151.72,1235,,0,Standard Express,2020-07-09 11:45:49 -0500,Black Saffiano - iPhone X,550,66254,NL,MX,San Pedro Garza García,66254,NL,MX,,PayPal Express Checkout,Bold21,2564395172000,Nuevo León,Nuevo León
#1018,,,,,,,,,,,,,,2020-07-09 11:45:49 -0500,Crema Saffiano - iPhone X,550,,,,,,,,,,Bold21,,,
#1017,paid,2020-07-09 13:38:34 -0500,fulfilled,2020-07-13 14:51:53 -0500,no,MXN,1650,135,227.59,1785,,0,Standard Express,2020-07-08 23:49:04 -0500,Baby Blue Saffiano - iPhone 11,550,66220,NL,MX,San Pedro Garza Garcia,66220,NL,MX,,PayPal Express Checkout,Bold21,2563541696672,Nuevo León,Nuevo León
#1017,,,,,,,,,,,,,,2020-07-08 23:49:04 -0500,Baby Blue Saffiano - iPhone 11,550,,,,,,,,,,Bold21,,,
#1017,,,,,,,,,,,,,,2020-07-08 23:49:04 -0500,Black Saffiano - iPhone 11,550,,,,,,,,,,Bold21,,,
#1016,paid,2020-06-18 12:06:33 -0500,fulfilled,2020-06-19 11:53:54 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2020-06-18 10:25:56 -0500,Navy Blue Saffiano - iPhone X,550,91919,VER,MX,Veracruz,91919,VER,MX,,PayPal Express Checkout,Bold21,2516139114656,Veracruz,Veracruz
#1015,paid,2020-06-15 17:13:57 -0500,fulfilled,2020-06-17 13:53:25 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2020-06-15 17:11:36 -0500,Red Saffiano - iPhone 11,550,1900,DF,MX,ciudad de mexico,1900,DF,MX,,PayPal Express Checkout,Bold21,2511184461984,Ciudad de Mexico,Ciudad de Mexico
#1014,paid,2020-06-11 22:45:38 -0500,fulfilled,2020-06-13 11:49:50 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2020-06-11 19:00:19 -0500,Crema Saffiano - iPhone 11,550,45116,JAL,MX,Zapopan,45116,JAL,MX,,PayPal Express Checkout,Bold21,2504334344352,Jalisco,Jalisco
#1013,paid,2020-06-10 21:17:52 -0500,fulfilled,2020-06-11 13:23:59 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2020-06-10 18:52:53 -0500,Black Saffiano - iPhone XR,550,52990,MEX,MX,México,52990,MEX,MX,,PayPal Express Checkout,Bold21,2502611402912,Mexico State,Mexico State
#1012,paid,2020-06-10 12:26:27 -0500,fulfilled,2020-06-11 13:26:10 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2020-06-10 11:55:47 -0500,Black Saffiano - iPhone 11 Pro Max,550,66280,NL,MX,Monterrey,66280,NL,MX,,PayPal Express Checkout,Bold21,2501989761184,Nuevo León,Nuevo León
#1011,paid,2020-06-07 11:41:19 -0500,fulfilled,2020-06-09 19:22:20 -0500,no,MXN,1100,135,151.72,1235,,0,Standard Express,2020-06-06 22:20:04 -0500,Black Saffiano - iPhone X,550,64630,NL,MX,Monterrey,64630,NL,MX,,PayPal Express Checkout,Bold21,2495187943584,Nuevo León,Nuevo León
#1011,,,,,,,,,,,,,,2020-06-06 22:20:04 -0500,Rose Gold Saffiano - iPhone XR,550,,,,,,,,,,Bold21,,,
#1010,paid,2020-06-06 10:41:56 -0500,fulfilled,2020-06-09 19:21:25 -0500,no,MXN,650,135,89.66,785,,0,Standard Express,2020-06-05 17:32:20 -0500,Protector de pantalla (vidrio) - iphone 6/7/8,100,52785,MEX,MX,Huixquilucan,52785,MEX,MX,,PayPal Express Checkout,Bold21,2492734341280,Mexico State,Mexico State
#1010,,,,,,,,,,,,,,2020-06-05 17:32:20 -0500,Crema Saffiano - iPhone 6/7/8 Plus,550,,,,,,,,,,Bold21,,,
#1009,paid,2020-06-06 10:38:16 -0500,fulfilled,2020-06-09 19:20:13 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2020-06-05 12:30:39 -0500,Black Saffiano - iPhone 11 Pro,550,67115,NL,MX,Guadalupe,67115,NL,MX,,PayPal Express Checkout,Bold21,2492251308192,Nuevo León,Nuevo León
#1008,paid,2020-06-04 11:55:31 -0500,fulfilled,2020-06-04 18:18:18 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2020-06-03 20:48:44 -0500,Black Saffiano - iPhone XsMax,550,45645,JAL,MX,Tlajomulco de Zuñiga,45645,JAL,MX,,PayPal Express Checkout,Bold21,2489196019872,Jalisco,Jalisco
#1007,paid,2020-06-04 11:55:07 -0500,fulfilled,2020-06-04 17:59:13 -0500,no,MXN,450,135,62.07,585,,0,Standard Express,2020-06-03 16:54:38 -0500,Azul Marino 1er Colección - iPhone XR,450,66636,NL,MX,MONTERREY,66636,NL,MX,,PayPal Express Checkout,Bold21,2488900354208,Nuevo León,Nuevo León
#1006,paid,2020-05-31 12:29:18 -0500,fulfilled,2020-05-31 12:45:39 -0500,yes,MXN,550,135,75.86,685,,0,Standard Express,2020-05-30 20:43:07 -0500,Crema Saffiano - iPhone 11,550,22785,BC,MX,Ensenada,22785,BC,MX,,PayPal Express Checkout,Bold21,2482664341664,Baja California,Baja California
#1005,paid,2020-05-05 23:59:38 -0500,fulfilled,2020-05-07 20:01:45 -0500,no,MXN,429,135,59.17,564,Bold21,121,Standard Express,2020-05-05 15:06:23 -0500,Rose Gold Saffiano - iPhone 6/7/8 Plus,550,66290,NL,MX,San Pedro,66290,NL,MX,,PayPal Express Checkout,Bold21,2222564180100,Nuevo León,Nuevo León
#1004,voided,,unfulfilled,,no,MXN,429,135,59.17,564,Bold21,121,Standard Express,2020-05-05 14:45:45 -0500,Rose Gold Saffiano - iPhone 6/7/8,550,66290,NL,MX,San Pedro,66290,NL,MX,2020-05-05 15:02:19 -0500,PayPal Express Checkout,Bold21,2222497497220,Nuevo León,Nuevo León
#1003,paid,2020-05-05 22:53:00 -0500,fulfilled,2020-05-05 22:52:38 -0500,no,MXN,390,135,53.79,525,Bold21,110,Standard Express,2020-05-02 16:02:15 -0500,Protector de pantalla (vidrio) - iphone 6/7/8 Plus,100,64190,NL,MX,Monterrey,64190,NL,MX,,PayPal Express Checkout,Bold21,2212789813380,Nuevo León,Nuevo León
#1003,,,,,,,,,,,,,,2020-05-02 16:02:15 -0500,Baby Pink Saffiano - iPhone 6/7/8 Plus,400,,,,,,,,,,Bold21,,,
#1002,paid,2020-04-21 15:20:11 -0500,fulfilled,2020-04-23 13:26:50 -0500,no,MXN,1100,135,151.72,1235,,0,Standard Express,2020-04-21 15:18:55 -0500,Rose Gold Saffiano - iPhone 6/7/8 Plus,550,83288,SON,MX,Hermosillo,83288,SON,MX,,PayPal Express Checkout,Bold21,2169801375876,Sonora,Sonora
#1002,,,,,,,,,,,,,,2020-04-21 15:18:55 -0500,Black Saffiano - iPhone XsMax,550,,,,,,,,,,Bold21,,,
#1001,paid,2020-03-27 20:43:08 -0600,fulfilled,2020-03-30 11:30:17 -0600,no,MXN,450,135,62.07,585,,0,Standard Express,2020-03-27 19:00:59 -0600,Blanco 1er Colección - iPhone XsMax,450,75710,PUE,MX,Tehuacán,75710,PUE,MX,,PayPal Express Checkout,Bold21,2096987963524,Puebla,Puebla
