Item Id,Sold Date,Canceled Date,Completed Date,Item Title,Order Status,Shipped to State,Shipped from State,Item Price,Buyer Shipping Fee,Gross Payments,Seller Shipping Fee,Mercari Selling Fee,Payment Processing Fee,Shipping Adjustment Fee,Seller Sales Profit,Sales Tax Charged to Buyer,,West coast
m86331946044,1/30/2021,,2/5/2021,Adidas Bomber Jacket in Black,Completed,Maryland,Minnesota,12,3.49,15.49,0,1.2,0.65,0,10.15,0.72,,
m27576862680,2/3/2021,,2/11/2021,XXL 2x Calvin Klein Long Sleeve Pullover,Completed,Maryland,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,0.9,,
m17236258909,2/17/2021,,2/21/2021,Stainless steel red starbucks tumbler,Completed,Maryland,Minnesota,11,0,11,3.49,1.1,0.62,0,5.79,0.66,,
m30107064516,2/21/2021,,2/26/2021,"Tim the Llama 8"" Squishmallow NWT",Completed,Maryland,Minnesota,24,3.49,27.49,0,2.4,1,0,20.6,1.44,,
m69123731322,2/17/2021,,3/2/2021,Leggings Bundle Black Small Womens,Completed,Maryland,Minnesota,12,3.49,15.49,0,1.2,0.65,0,10.15,0.72,,
m14467743105,3/22/2021,,3/28/2021,Starbucks Black Stainless Steel Tumbler,Completed,Maryland,Minnesota,18,3.65,21.65,0,1.8,0.82,0,15.38,1.08,,
m18211082232,3/18/2021,,3/28/2021,Athleta Blue Leggings Medium,Completed,Maryland,Minnesota,19,0,19,3.65,1.9,0.85,0,12.6,1.14,,
m43438312804,3/23/2021,,4/9/2021,2 Lace Cap Sleeve Bralettes Medium,Completed,Maryland,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,0.9,,
m13100689648,4/5/2021,,4/12/2021,Adidas Black Leggings Girls Medium,Completed,Maryland,Minnesota,14,3.65,17.65,0,1.4,0.71,0,11.89,0.84,,
m41545750005,4/21/2021,,4/29/2021,Converse Waterproof Hi Top Boots Black,Completed,Maryland,Minnesota,51,5.99,56.99,0,5.1,1.78,0,44.12,3.06,,
m37851340717,7/20/2021,,7/29/2021,Audubon Backyard Birds Singing Plush Set,Completed,Maryland,Minnesota,38,0,5.99,3.8,1.4,0,26.81,2.28,0,,
m95103420000,11/19/2021,,11/30/2021,Bath and Body Works Cocktail Drink Wallflower Plug In Margarita Daiquiri,Completed,Maryland,Minnesota,16,0,3.65,1.6,0.76,0,9.99,0.96,0,,
m39089426095,1/12/2021,,1/19/2021,24 oz Venti Starbucks Clear Tumbler,Completed,Massachusetts,Minnesota,9,4.6,13.6,0,0.9,0.56,0,7.54,0.56,,
m57235474026,2/9/2021,,2/18/2021,"Sam the Dog 16"" Squishmallow",Completed,Massachusetts,Minnesota,40,0,40,4.99,4,1.46,0,29.55,2.5,,
m93382287503,2/27/2021,,3/6/2021,NWT Philosophy Leggings Black Medium,Completed,Massachusetts,Minnesota,25,0,25,3.49,2.5,1.03,0,17.98,0,,
m65887445458,3/7/2021,,3/15/2021,VS PINK Black Leggings High Waisted,Completed,Massachusetts,Minnesota,15,3.49,18.49,0,1.5,0.74,0,12.76,0,,
m44786929281,3/13/2021,,3/21/2021,Gray Sherpa Hoodie Womens Medium,Completed,Massachusetts,Minnesota,10,3.49,13.49,0,1,0.59,0,8.41,0,,
m63011109174,3/18/2021,,3/23/2021,Ivory Ella Long Sleeve Pink Mandala Smal,Completed,Massachusetts,Minnesota,20,0,20,3.49,2,0.88,0,13.63,0,,
m38805190184,4/1/2021,,4/5/2021,Teal Adidas Fleece Lined Hoodie,Completed,Massachusetts,Minnesota,16,0,16,3.65,1.6,0.76,0,9.99,0,,
m13005926560,4/28/2021,,5/4/2021,Black Nike Air Force 1 W8 6Y,Completed,Massachusetts,Minnesota,28,0,28,7.99,2.8,1.11,0,16.1,0,,
m43131092631,5/2/2021,,5/10/2021,Women XS Summer Athletic Clothing Bundle,Completed,Massachusetts,Minnesota,40,5.99,45.99,0,4,1.46,0,34.54,0,,
m17173582906,5/4/2021,,5/13/2021,Calvin Klein Performance Sweatshirt LG,Completed,Massachusetts,Minnesota,14,0,14,3.65,1.4,0.71,0,8.24,0,,
m56033752228,6/20/2021,,7/1/2021,Black Nike Flex Contact Womens Shoes 8.5,Completed,Massachusetts,Minnesota,18,0,3.65,1.8,0.82,0,11.73,0,0,,
m79630300903,6/26/2021,,7/6/2021,W7 Hot Pink Classic Crocs Clogs Sandals,Completed,Massachusetts,Minnesota,30,4.8,0,3,1.17,0,25.83,0,0,,
m22294857615,7/30/2021,,8/2/2021,Starbucks Magenta Pink Replacement Lid,Completed,Massachusetts,Minnesota,12,3.65,0,1.2,0.65,0,10.15,0.75,0,,
m17409012988,7/31/2021,,8/7/2021,Pyrex 401 Harvest Wheat Orange Mini Bowl,Completed,Massachusetts,Minnesota,13,5.99,0,1.3,0.68,0,11.02,0.81,0,,
m92403836978,8/29/2021,,9/3/2021,Red V Neck Fit n Flare Long Sleeve Dress,Completed,Massachusetts,Minnesota,17,0,3.65,1.7,0.79,2.34,8.52,0,0,,
m36657458165,10/15/2021,,10/18/2021,VS PINK Gray Black Sequin Hoodie Leopard Print Medium Oversized,Completed,Massachusetts,Minnesota,35,0,3.65,3.5,1.32,8.35,18.18,0,0,,
m12656086285,1/25/2021,,1/31/2021,Womens 7 Vans Slip Ons Slides White,Completed,Michigan,Minnesota,18,0,18,4.6,1.8,0.82,0,10.78,1.08,,
m61385871155,1/25/2021,,2/1/2021,The North Face Womens Hoodie Purple XL,Completed,Michigan,Minnesota,24,3.49,27.49,0,2.4,1,0,20.6,1.65,,
m54490748661,1/26/2021,,2/1/2021,Adidas Superstars Rose Gold 6.5,Completed,Michigan,Minnesota,12,0,12,4.99,1.2,0.65,0,5.16,0.72,,
m25209087735,1/28/2021,,2/4/2021,XL T Packers Hoodie Womens Mens NFL,Completed,Michigan,Minnesota,28,4.99,32.99,0,2.8,1.11,0,24.09,1.98,,
m45370998375,2/6/2021,,2/12/2021,Medium Womens Pink Black Sherpa Jacket,Completed,Michigan,Minnesota,11,4.99,15.99,0,1.1,0.62,0,9.28,0.96,,
m38875386946,2/21/2021,,2/24/2021,Black Rainbow Crocs W 8 Like New,Completed,Michigan,Minnesota,35,0,35,3.49,3.5,1.32,0,26.69,2.1,,
m42358395056,3/27/2021,,4/2/2021,Nike Blue Capri Leggings Medium,Completed,Michigan,Minnesota,27,0,27,3.65,2.7,1.08,0,19.57,1.62,,
m73958010314,4/1/2021,,4/6/2021,Black Floral Sweatpants Womens Small,Completed,Michigan,Minnesota,9,0,9,3.65,0.9,0.56,0,3.89,0.54,,
m89218674646,3/30/2021,,4/6/2021,New Fuzzy Floral Crocs Freesail W9 Gray,Completed,Michigan,Minnesota,34,0,34,5.99,3.4,1.29,0,23.32,2.04,,
m37340988421,4/11/2021,,4/16/2021,Womens Small Luxury Leggings Bundle,Completed,Michigan,Minnesota,25,4.8,29.8,0,2.5,1.03,0,21.47,1.79,,
m43066335948,4/21/2021,,4/26/2021,Green Bay Packers T Shirt Womens Small,Completed,Michigan,Minnesota,10,3.49,13.49,0,1,0.59,0,8.41,0.81,,
m24098639555,5/6/2021,,5/11/2021,Lululemon Navy Blue Zip Up Jacket,Completed,Michigan,Minnesota,16,0,16,3.65,1.6,0.76,0,9.99,0.96,,
m97930108471,5/9/2021,,5/14/2021,2 Pairs Aerie Black Leggings Medium New,Completed,Michigan,Minnesota,20,0,20,3.65,2,0.88,0,13.47,1.2,,
m28867437366,6/20/2021,,6/29/2021,Birkenstock Salina Black sz 39 womens,Completed,Michigan,Minnesota,45,0,4.8,4.5,1.61,7.2,26.89,2.7,0,,
m57407651289,6/26/2021,,7/3/2021,Pyrex 13 Snowflake Divided Dish with Lid,Completed,Michigan,Minnesota,50,9.99,0,5,1.75,0,43.25,3.6,0,,
m63269713589,6/30/2021,,7/10/2021,Set of 5 Pyrex Casserole Bowl Glass Lids,Completed,Michigan,Minnesota,40,9.99,0,4,1.46,0,34.54,3,0,,
m34174010287,10/23/2021,,10/31/2021,Crocs W4 Black Monterey Bead Flip Flops,Completed,Michigan,Minnesota,17,5.99,0,1.7,0.79,0,14.51,1.38,0,,
m93108984122,11/4/2021,,11/9/2021,Ugg Australia Bailey Boots Triplet Triple Button Chestnut Suede Sheepskin 7.5,Completed,Michigan,Minnesota,31,12,0,3.1,1.2,0,26.7,2.58,2,,
m35108383060,1/22/2021,,1/27/2021,Rose Apothecary Schitts Creek Long sleev,Completed,Minnesota,Minnesota,12,4.99,16.99,0,1.2,0.65,0,10.15,0,,
m39850504442,1/28/2021,,2/4/2021,Adidas Crop Jacket Long Sleeve Large,Completed,Minnesota,Minnesota,14,0,14,3.49,1.4,0.71,0,8.4,0,,
m18517518846,2/11/2021,,2/14/2021,Black Adidas Cloudfoam Shoes Women's 10,Completed,Minnesota,Minnesota,25,0,25,3.49,2.5,1.03,0,17.98,0,,
m39423127990,2/9/2021,,2/14/2021,NDSU Pullover Hoodie North Dakota Medium,Completed,Minnesota,Minnesota,20,0,20,3.49,2,0.88,0,13.63,0,,
m33331619069,2/12/2021,,2/19/2021,Athleta Black Leggings Womens Large,Completed,Minnesota,Minnesota,30,0,30,3.49,3,1.17,0,22.34,0,,
m27706764671,4/3/2021,,4/7/2021,Satin Floral Bomber Jacket Large,Completed,Minnesota,Minnesota,21,0,21,3.65,2.1,0.91,0,14.34,0,,
m48710569606,4/8/2021,,4/14/2021,Totoro Studio Ghibli t Shirt Medium,Completed,Minnesota,Minnesota,22,0,22,3.65,2.2,0.94,0,15.21,0,,
m93784128987,7/13/2021,,7/16/2021,New FSU Seminoles Tervis Tumbler 16 oz,Completed,Minnesota,Minnesota,13,0,4.8,1.3,0.68,0,6.22,0.96,0,,
m93405825410,7/25/2021,,8/2/2021,Minnesota Twins Crocs W8 M7 W9 M6 MLB,Completed,Minnesota,Minnesota,27,0,5.99,2.7,1.08,0,17.23,0,0,,
m14039788540,8/8/2021,,8/13/2021,Patagonia Neutral Fitz Roy Hoodie Medium,Completed,Minnesota,Minnesota,40,0,3.65,4,1.46,0,30.89,0,0,,
m82429056498,8/11/2021,,8/15/2021,University of Minnesota Hoodie xl Gray,Completed,Minnesota,Minnesota,26,0,4.8,2.6,1.05,0,17.55,0,0,,
m84595389582,8/25/2021,,9/2/2021,Starbucks Cold To Go Tumbler Lid Replace,Completed,Minnesota,Minnesota,10,3.65,0,1,0.59,0,8.41,0.94,0,,
m40996786794,9/20/2021,,9/27/2021,Vintage Pyrex Harvest Wheat Small Casserole Set Orange with Lids 471 472 473 HTF,Completed,Minnesota,Minnesota,53,9.99,0,5.3,1.84,0,45.86,4.49,0,,
m55668169433,10/15/2021,,10/24/2021,PYREX Flameware 6-Cup Coffee Pot #7826B,Completed,Minnesota,Minnesota,18,9.99,0,1.8,0.82,0,15.38,2.11,0,,
m27985690092,1/24/2021,,1/30/2021,Patagonia Polo Mens xl,Completed,Mississippi,Minnesota,8,4.99,12.99,0,0.8,0.53,0,6.67,0.91,,
m17947771468,2/24/2021,,3/4/2021,Nike Flex Contact Womens 10 Running Shoe,Completed,Mississippi,Minnesota,33,0,33,3.49,3.3,1.26,0,24.95,2.31,,
m64518942287,2/17/2021,,3/6/2021,Adidas 3-Stripes Shorts Classic Small,Completed,Mississippi,Minnesota,10,0,10,3.49,1,0.59,0,4.92,0.7,,
m50198630260,3/19/2021,,3/26/2021,Vera Bradley Wristlet Wallet Blue Green,Completed,Mississippi,Minnesota,18,0,18,3.65,1.8,0.82,0,11.73,1.26,,
m25425592208,3/28/2021,,4/3/2021,Under Armour Drive 4 TB Black Gold Shoes,Completed,Mississippi,Minnesota,31,5.99,36.99,0,3.1,1.2,0,26.7,2.59,,
m56439413307,4/4/2021,,4/9/2021,NWT Free People Lace Bralette Floral XS,Completed,Mississippi,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,1.05,,
m32702877502,5/3/2021,,5/11/2021,Starbucks Reserve Bundle Venti Grande,Completed,Mississippi,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,1.05,,
m58396763041,6/18/2021,,6/21/2021,Chacos W6 Sandals Gray Orange Mint Six,Completed,Mississippi,Minnesota,25,0,4.8,2.5,1.03,0,16.67,1.75,0,,
m15820307366,6/26/2021,,7/2/2021,Pyrex Big Bertha 664 Butterfly Gold Dish,Completed,Mississippi,Minnesota,90,13,0,9,2.91,0,78.09,7.21,0,,
m99464346289,7/31/2021,,8/6/2021,Pyrex White Fridgie w/ bubble lid 7 x 5,Completed,Mississippi,Minnesota,10,12,0,1,0.59,0,8.41,1.54,0,,
m62778987307,8/16/2021,,8/21/2021,Vera Bradley Chandelier Noir Lunch Bag,Completed,Mississippi,Minnesota,20,0,3.65,2,0.88,0,13.47,1.4,0,,
m12277964017,10/8/2021,,10/17/2021,Nike Free RN Flyknit Running Shoe Gray 8,Completed,Mississippi,Minnesota,23,0,4.8,2.3,0.97,0,14.93,1.61,0,,
m22263739352,10/17/2021,,10/26/2021,Adidas Womens Running 3-Stripes Shorts Gray Black Teal Small,Completed,Mississippi,Minnesota,13,0,3.65,1.3,0.68,0,7.37,0.91,0,,
m22036795422,1/31/2021,,2/7/2021,Converse Shoreline Slip Ons Womens 7,Completed,Missouri,Minnesota,28,0,28,3.49,2.8,1.11,0,20.6,0,,
m69845605714,2/14/2021,,2/19/2021,Sherpa Fuzzy Unicorn Slippers,Completed,Missouri,Minnesota,13,0,13,3.49,1.3,0.68,0,7.53,0,,
m33100244053,3/3/2021,,3/8/2021,NWOT Calvin Klein Athletic Leggings,Completed,Missouri,Minnesota,22,0,22,3.49,2.2,0.94,0,15.37,0,,
m36817695415,3/6/2021,,3/14/2021,NEW Calvin Klein Pajama Set Medium,Completed,Missouri,Minnesota,22,3.49,25.49,0,2.2,0.94,0,18.86,0,,
m31277662632,3/19/2021,,3/23/2021,OPI Nail Polish New Glitter Bundle,Completed,Missouri,Minnesota,24,3.65,27.65,0,2.4,1,0,20.6,0,,
m21930468168,3/15/2021,,4/10/2021,Essie Nail Polish Bundle Set of 4,Completed,Missouri,Minnesota,9,3.65,12.65,0,0.9,0.56,0,7.54,0,,
m28056486110,4/4/2021,,4/10/2021,New H&M Navy Blue Satin Romper Medium,Completed,Missouri,Minnesota,17,0,17,3.65,1.7,0.79,0,10.86,0,,
m96478854576,4/11/2021,,4/18/2021,New Maroon Old Navy Athletic Joggers XL,Completed,Missouri,Minnesota,22,0,22,3.65,2.2,0.94,0,15.21,0,,
m58169809381,4/12/2021,,4/19/2021,Nike Dri-FIT Shorts in Grey/Multicolor,Completed,Missouri,Minnesota,22,0,22,3.65,2.2,0.94,0,15.21,0,,
m41610853019,4/28/2021,,4/30/2021,Columbia Black Leggings Medium,Completed,Missouri,Minnesota,19,0,19,3.65,1.9,0.85,0,12.6,0,,
m53375979264,4/30/2021,,5/7/2021,Women's Medium Tops and Tees Bundle,Completed,Missouri,Minnesota,50,0,50,7.99,5,1.75,0,35.26,0,,
m43607813323,8/25/2021,,9/3/2021,Starbucks Light Pink Replacement Lid,Completed,Missouri,Minnesota,10,3.65,0,1,0.59,0,8.41,1.17,0,,
m27280308348,2/14/2021,,2/26/2021,The North Face Black Leggings Small,Completed,Montana,Minnesota,26,0,26,3.49,2.6,1.05,0,18.86,0,,
m82468459756,3/10/2021,,3/13/2021,VS Pink Leggings High Waist Yoga Small,Completed,Montana,Minnesota,13,3.49,16.49,0,1.3,0.68,0,11.02,0,,
m89777455357,4/9/2021,,4/16/2021,Plush Faux Fur Sherpa Hoodie Sweatshirt,Completed,Montana,Minnesota,32,0,32,4.8,3.2,1.23,0,22.77,0,,
m45123166859,8/7/2021,,8/16/2021,Dog is Good Pink Baseball Hat Cap Womens,Completed,Montana,Minnesota,16,3.65,0,1.6,0.76,0,13.64,0,0,,
m10480802601,2/25/2021,,3/3/2021,Zara Gray Joggers w Paperbag Waist Small,Completed,Nebraska,Minnesota,13,3.49,16.49,0,1.3,0.68,0,11.02,1.15,,
m58125919326,3/4/2021,,3/9/2021,Nike Sweatshirt Womens XL Gray,Completed,Nebraska,Minnesota,23,3.49,26.49,0,2.3,0.97,0,19.73,1.85,,
m32757520003,3/16/2021,,3/23/2021,XL Green Bay Packers Fleece Pullover,Completed,Nebraska,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,1.05,,
m76733982721,5/10/2021,,,Perfect Brownie Pan Set NEW,In process,Nebraska,Minnesota,13,12,25,0,1.3,0.68,0,11.02,1.38,,
m32945285564,6/25/2021,,6/29/2021,Navy Blue Classic Crocs Sandals J2 W4,Completed,Nebraska,Minnesota,17,0,4.8,1.7,0.79,1.19,8.52,1.28,0,,
m60350225260,2/12/2021,,2/28/2021,VANS Dupe Multicolor Splatter Slip Ons 9,Completed,Nevada,Minnesota,14,0,14,3.49,1.4,0.71,0,8.4,1.16,,
m84168325531,2/22/2021,,3/2/2021,RESERVED,Completed,Nevada,Minnesota,25,4.99,29.99,0,2.5,1.03,0,21.47,2.09,,
m77644581982,5/7/2021,,5/13/2021,Nike SB Dunks Delta Force Gray M10,Completed,Nevada,Minnesota,45,0,45,5.99,4.5,1.61,0,32.9,3.77,,
m92731153477,5/6/2021,,5/14/2021,Black Nike Capris Medium Sportswear,Completed,Nevada,Minnesota,14,0,14,3.65,1.4,0.71,0,8.24,1.16,,
m73997073895,7/23/2021,,7/31/2021,NWT Starbucks Teal Blue Jelly Tumbler,Completed,Nevada,Minnesota,225,4.8,0,22.5,6.83,0,195.67,18.84,0,,
m40651225666,7/7/2021,,8/21/2021,Starbucks Teavana Pool Ladies Tumbler,Completed,Nevada,Minnesota,26,4.8,0,2.6,1.05,0,22.35,2.18,0,,
m71822230233,8/3/2021,,8/6/2021,Vera Bradley Kensington XL Large Tote,Completed,New Hampshire,Minnesota,25,4.8,0,2.5,1.03,7.2,14.27,0,0,,
m58978028901,10/28/2021,,11/4/2021,PINK Cozy Sleep Jogger Jersey Knit Black Marled Joggers Medium,Completed,New Hampshire,Minnesota,20,0,3.65,2,0.88,0,13.47,0,0,,
m67393358486,2/3/2021,,2/10/2021,Nike Athletics Bundle Hoodie Leggings,Completed,New Jersey,Minnesota,21,0,21,3.49,2.1,0.91,0,14.5,0,,
m27187750161,2/11/2021,,2/19/2021,Pusheen Pajama Bundle Womens Medium,Completed,New Jersey,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,0,,
m36930341276,2/27/2021,,3/7/2021,Two Pairs Nike Air Leggings Small Black,Completed,New Jersey,Minnesota,45,3.49,48.49,0,4.5,1.61,0,38.89,0,,
m78773517337,3/6/2021,,3/17/2021,Under Armour High Tops Basketball Black,Completed,New Jersey,Minnesota,15,0,15,4.99,1.5,0.74,0,7.77,0,,
m43551041142,3/28/2021,,4/3/2021,Body Shop Banana Body Scrub,Completed,New Jersey,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,0.99,,
m64826733068,5/2/2021,,5/7/2021,Vineyard Vines Pullover Sweatshirt Small,Completed,New Jersey,Minnesota,15,3.49,18.49,0,1.5,0.74,0,12.76,0,,
m70605348235,3/11/2021,,3/16/2021,Nike Black Leggings Medium,Completed,New Mexico,Minnesota,12,3.49,15.49,0,1.2,0.65,0,10.15,1.31,,
m34177359076,3/15/2021,,3/23/2021,Orange Poppy Starbucks Tumbler Grande,Completed,New Mexico,Minnesota,22,3.65,25.65,0,2.2,0.94,0,18.86,2.02,,
m86745643856,3/24/2021,,4/1/2021,Pink Nike Flex Contact Running Shoes 7.5,Completed,New Mexico,Minnesota,25,4.8,29.8,0,2.5,1.03,0,21.47,2.48,,
m57676778031,4/26/2021,,5/3/2021,American Eagle Vintage Hoodie Oversized,Completed,New Mexico,Minnesota,13,3.49,16.49,0,1.3,0.68,0,11.02,1.27,,
m15082194479,6/29/2021,,7/8/2021,Nike w9 Dual Fusion Run 3 Sneakers Shoes,Completed,New Mexico,Minnesota,20,0,4.8,2,0.88,0,12.32,1.54,0,,
m77032460179,7/31/2021,,8/7/2021,Vans Desert Floral Black Ball SF W8 shoe,Completed,New Mexico,Minnesota,15,4.8,0,1.5,0.74,0,12.76,1.61,0,,
m39219767813,11/12/2021,,11/22/2021,NEW Estee Lauder Red Square Makeup Bag,Completed,New Mexico,Minnesota,15,5.99,0,1.5,0.74,0,12.76,1.82,0,,
m87334641400,1/17/2021,,1/23/2021,2 pair pajama shorts Old Navy,Completed,New York,Minnesota,8,4.99,12.99,0,0.8,0.53,0,6.67,0.52,,
m35267726798,2/1/2021,,2/5/2021,Nike Half Zip Purple Womens Medium,Completed,New York,Minnesota,22,3.49,25.49,0,2.2,0.94,0,18.86,1.18,,
m11923527197,2/9/2021,,2/17/2021,Marc Jacobs Skinny Mom Jeans size 4,Completed,New York,Minnesota,12,0,12,3.49,1.2,0.65,0,6.66,0.56,,
m19859038472,2/19/2021,,2/25/2021,Burts Bees Honeybee Flip Flops,Completed,New York,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,0.69,,
m21761998443,2/25/2021,,3/5/2021,Gray Nike Hoodie Medium Fleece Oversized,Completed,New York,Minnesota,23,0,23,3.49,2.3,0.97,0,16.24,0,,
m57339923720,2/28/2021,,3/5/2021,NWT Black Wireless Lounge Casual Bra 36B,Completed,New York,Minnesota,9,3.49,12.49,0,0.9,0.56,0,7.54,0,,
m22751847886,2/8/2021,,3/10/2021,Sherpa Pullover Brown Womens Small,Completed,New York,Minnesota,24,0,24,3.49,2.4,1,0,17.11,0,,
m11413980139,3/4/2021,,3/12/2021,Starbucks Glass SS Tumblers NWT,Completed,New York,Minnesota,22,0,22,4.8,2.2,0.94,0,14.06,1.95,,
m33349029297,3/8/2021,,3/15/2021,Grey's Anatomy Sweatshirt sz large,Completed,New York,Minnesota,18,0,18,3.49,1.8,0.82,0,11.89,0.83,,
m62590858775,3/13/2021,,3/20/2021,Calvin Klein Floral Hoodie Sweatshirt XL,Completed,New York,Minnesota,30,0,30,3.65,3,1.17,0,22.18,1.2,,
m82552215751,3/18/2021,,3/22/2021,Starbucks Black Visor Hat,Completed,New York,Minnesota,15,0,15,3.65,1.5,0.74,0,9.11,1.33,,
m32573877398,3/19/2021,,3/27/2021,Unicorns Are Real Sweatshirt Medium,Completed,New York,Minnesota,12,0,12,3.65,1.2,0.65,0,6.5,0.48,,
m62735562813,4/11/2021,,4/20/2021,Sally Hansen Insta Dri Nail Polish Set,Completed,New York,Minnesota,15,0,15,3.65,1.5,0.74,0,9.11,1.33,,
m24130087169,4/28/2021,,5/4/2021,Wet Brush Shine Enhancer Detangler Men,Completed,New York,Minnesota,6,3.49,9.49,0,0.6,0.47,0,4.93,0.84,,
m90570281707,5/2/2021,,5/7/2021,Cuddl Duds Pajama Set Womens Small Gray,Completed,New York,Minnesota,8,0,8,3.49,0.8,0.53,0,3.18,0.32,,
m49936237463,5/6/2021,,5/10/2021,Insta Dri Sally Hansen Nail Polish Set,Completed,New York,Minnesota,10,0,10,3.65,1,0.59,0,4.76,0.88,,
m32977418418,5/13/2021,,,Starbucks Rainbow Dome Tumbler,In process,New York,Minnesota,38,0,38,5.99,3.8,1.4,0,26.81,2.85,,
m90871498851,6/22/2021,,6/28/2021,Starbucks matte black studded tumbler,Completed,New York,Minnesota,25,4.8,0,2.5,1.03,0,21.47,2.38,0,,
m98907929338,6/21/2021,,6/29/2021,SET White Ceramic Mini Tasting Bowls,Completed,New York,Minnesota,17,5.99,0,1.7,0.79,11.76,2.75,1.98,0,,
m98585875346,6/28/2021,,7/6/2021,Crocs Swiftwater Black Clogs 8 Leather,Completed,New York,Minnesota,36,5.99,0,3.6,1.34,0,31.06,0,0,,
m26206591220,7/4/2021,,7/10/2021,Black + Gold Hello Kitty Slides Sandals,Completed,New York,Minnesota,19,0,4.8,1.9,0.85,0,11.45,0,0,,
m89169543762,7/23/2021,,8/2/2021,Set of 2 Golf Tervis Tumblers 24 oz 10 o,Completed,New York,Minnesota,13,0,5.99,1.3,0.68,0,5.03,1.04,0,,
m55806128555,7/26/2021,,8/2/2021,Mickey Mouse Disney Crocs C12 C13 Blue,Completed,New York,Minnesota,20,3.65,0,2,0.88,0,17.12,0,0,,
m58054837424,8/20/2021,,8/28/2021,Kate Spade New York Fish Bowl Rose Vase,Completed,New York,Minnesota,145,9.99,0,14.5,4.51,0,125.99,12.4,0,,
m24328905081,9/3/2021,,9/13/2021,A Day To Remember Band Bullfight T Shirt,Completed,New York,Minnesota,21,0,3.65,2.1,0.91,0,14.34,0.87,0,,
m54643325094,9/14/2021,,9/21/2021,Starbucks Europe Abstract Face Venti Cup,Completed,New York,Minnesota,34,7.99,0,3.4,1.29,0,29.31,3.67,0,,
m85364827429,10/2/2021,,10/8/2021,Starbucks Turquoise Blue Replacement Lid,Completed,New York,Minnesota,12,3.65,0,1.2,0.65,0,10.15,1.37,0,,
m51444907508,10/1/2021,,10/11/2021,Scentsy Morning Toast Retro Wax Warmer,Completed,New York,Minnesota,24,7.99,0,2.4,1,0,20.6,2.56,0,,
m54430570463,10/6/2021,,10/16/2021,PINK Box Logo Long Sleeve Oversized Medium Pink Black Victorias Secret Lounge,Completed,New York,Minnesota,18,0,3.65,1.8,0.82,0,11.73,0.72,0,,
m32481332530,10/13/2021,,10/18/2021,Disney Minnie Mouse Fleece Jacket Large,Completed,New York,Minnesota,19,0,4.8,1.9,0.85,1.19,10.26,0.76,0,,
m68585974758,10/18/2021,,10/24/2021,Vintage Vans Pullover Sweatshirt Crewneck Gray Sage Green Soft Large Retro,Completed,New York,Minnesota,21,4.8,0,2.1,0.91,0,17.99,1.03,0,,
m40262108310,10/15/2021,,10/25/2021,Le Creuset Dark Blue Pan 14 France,Completed,New York,Minnesota,30,9.99,0,3,1.17,0,25.83,3.5,0,,
m84330723370,11/7/2021,,11/13/2021,Vintage Pooky Bear Dakin Toys Plush 1983,Completed,New York,Minnesota,11,4.8,0,1.1,0.62,0,9.28,1.4,0,,
m80680162940,1/26/2021,,1/31/2021,Nike Hat Black Buckle Heritage 86,Completed,North Carolina,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,1.01,,
m80609279029,2/7/2021,,2/16/2021,UGG Australia Black Tall Suede Boots 9,Completed,North Carolina,Minnesota,42,0,42,4.6,4.2,1.52,0,31.68,2.94,,
m95489384911,2/17/2021,,2/26/2021,Blue Nike Long Sleeve Tee Womens Medium,Completed,North Carolina,Minnesota,8,3.49,11.49,0,0.8,0.53,0,6.67,0.83,,
m26630245578,3/2/2021,,3/9/2021,PINK yoga leggings black XS,Completed,North Carolina,Minnesota,10,0,10,3.49,1,0.59,0,4.92,0.7,,
m67376958081,3/4/2021,,3/10/2021,NWT Terrier Dog Coffee Mug Food Network,Completed,North Carolina,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,1.05,,
m93489588427,3/14/2021,,3/22/2021,Rae Dunn Love T-Shirt Women's Medium,Completed,North Carolina,Minnesota,16,3.49,19.49,0,1.6,0.76,0,13.64,1.32,,
m28962929306,3/21/2021,,3/25/2021,reserved,Completed,North Carolina,Minnesota,25,3.65,28.65,0,2.5,1.03,0,21.47,2.01,,
m22538123004,4/14/2021,,4/24/2021,New Vanity Fair 40DD Leopard Print Bra,Completed,North Carolina,Minnesota,30,0,30,3.65,3,1.17,0,22.18,2.03,,
m70716236068,6/28/2021,,7/3/2021,Vintage Oversized T Shirt Alaska XL,Completed,North Carolina,Minnesota,22,0,3.65,2.2,0.94,0,15.21,1.49,0,,
m32686296939,9/28/2021,,10/5/2021,Vera Bradley Imperial Rose Zip Wallet,Completed,North Carolina,Minnesota,10,0,3.65,1,0.59,0,4.76,0.7,0,,
m26762928693,10/15/2021,,10/19/2021,Vintage Harley Davidson Motor Parts Full Zip Jacket Womens Motorcycle Zip-Up euc,Completed,North Carolina,Minnesota,51,0,3.65,5.1,1.78,2.34,38.13,3.83,0,,
