Material,Texto breve de material,UMB,Precio,por,Moneda,Valor UNI
14008513,DIPLOMATICO AÑEJO,UN,"116,010",100,CLP," $  1,160 "
14008514,DIPLOMATICO RESERVA,UN,"65,700",100,CLP, $  657 
14008525,SAV/DUO CANNELLONI DEL OCEANO & RATATO,UN,"141,936",100,CLP," $  1,419 "
14008576,C/SUSHI SASHI. MAGURO 3,UN,"154,121",100,CLP," $  1,541 "
14008577,C/SUSHI SASHI. MAGURO 6,UN,"287,978",100,CLP," $  2,880 "
14008642,MATUSALEM 7 AÑOS,UN,"87,370",100,CLP, $  874 
14008644,RON SANTA TERESA GRAN RESERVA,UN,"59,340",100,CLP, $  593 
14008645,RON SANTA TERESA ORANGE,UN,"141,650",100,CLP," $  1,417 "
14008646,RON SANTA TERESA ARAKU,UN,"100,220",100,CLP," $  1,002 "
14008647,WHISKY BALVENIE 12 AÑOS,UN,"530,285",100,CLP," $  5,303 "
14008649,VODKA DANSKA CURRANT,UN,"100,520",100,CLP," $  1,005 "
14008651,C/MISC CAVIAR SERVIDO EN HIELO,UN,"2,531,947",100,CLP," $  25,319 "
14008653,C/A FUEGO EMPANADA DE PINO,UN,"229,690",100,CLP," $  2,297 "
14008654,C/A FUEGO PAILLARD DE FILETE DE 200 GR,UN,"175,159",100,CLP," $  1,752 "
14008655,C/A FUEGO LOMO LISO MARIPOSA 280 GR,UN,"239,111",100,CLP," $  2,391 "
14008656,C/A FUEGO CHURRASCO DE CUADRIL AL ACETO,UN,"192,480",100,CLP," $  1,925 "
14008657,C/A FUEGO LOMO A LO POBRE,UN,"276,808",100,CLP," $  2,768 "
14008658,C/A FUEGO PICANHA A LA ESPADA,UN,"477,201",100,CLP," $  4,772 "
14008659,C/A FUEGO BON RIBS SELLADO AL OLIVA 300G,UN,"218,925",100,CLP," $  2,189 "
14008660,DANSKA CITRUS,UN,"55,180",100,CLP, $  552 
14008661,VODKA DANSKA RED,UN,"93,700",100,CLP, $  937 
14008662,VODKA DANSKA BLUE,UN,"90,100",100,CLP, $  901 
14008663,VODKA XENIA BLACK,UN,"289,008",100,CLP," $  2,890 "
14008665,VODKA XENIA CARAMEL,UN,"87,750",100,CLP, $  878 
14008670,C/BARQ ENSALADITA,UN,"64,387",100,CLP, $  644 
14008671,C/BARQ SOUP DE LENGUAJE,UN,"35,345",100,CLP, $  353 
14008672,C/ BARQ CROCANTE DE QUESO,UN,"58,444",100,CLP, $  584 
14008673,C/BARQ ESPADITAS DE RES,UN,"116,752",100,CLP," $  1,168 "
14008674,C/BARQ PETIT FILET DE RES,UN,"140,955",100,CLP," $  1,410 "
14008675,C/BARQ PETIT FILETE DE AVE,UN,"93,217",100,CLP, $  932 
14008676,C/BARQ BURGUER HOUSE,UN,"147,078",100,CLP," $  1,471 "
14008677,C/BARQ CROCANTE DE PESCADO,UN,"100,498",100,CLP," $  1,005 "
14008678,C/BARQ SPAGUETTI CON SALSA,UN,"53,312",100,CLP, $  533 
14008679,C/BARQ SALSA ALFREDO,UN,"53,911",100,CLP, $  539 
14008680,C/BARQ FARFALES AL HUEVO,UN,"32,577",100,CLP, $  326 
14008686,C/A FUEGO PRIETA CON MANZANAS Y NUECES,UN,"87,062",100,CLP, $  871 
14008687,C/A FUEGO MUNDO VERDE,UN,"51,429",100,CLP, $  514 
14008688,C/A FUEGO BALSAMICA,UN,"60,959",100,CLP, $  610 
14008689,C/A FUEGO CASTELAR,UN,"60,593",100,CLP, $  606 
14008690,"C/A FUEGO CAMARONES, MIX V, PALTA, TOM Z",UN,"76,522",100,CLP, $  765 
14008691,C/A FUEGO QUINUA Y PALTA,UN,"85,056",100,CLP, $  851 
14008692,C/A FUEGO AGRIDULCE,UN,"55,860",100,CLP, $  559 
14008693,C/A FUEGO ENSALADA DEL MERCADO,UN,"73,154",100,CLP, $  732 
14008700,C/A FUEGO T-BONE 400 GR,UN,"301,001",100,CLP," $  3,010 "
14008701,C/A FUEGO BONDIOLA CERDO A LAS FINAS HIE,UN,"106,770",100,CLP," $  1,068 "
14008702,C/A FUEGO CHULETA CERDO PARRI AL LIMON P,UN,"98,741",100,CLP, $  987 
14008703,C/A FUEGO POLLO ORGANICO AL PAPEL CON LI,UN,"143,750",100,CLP," $  1,438 "
14008704,C/A FUEGO POLLO DESHUESADO C CHIMICHUR,UN,"103,772",100,CLP," $  1,038 "
14008705,C/A FUEGO WAGYU BIFE ANCHO AL ROMERO,UN,"831,496",100,CLP," $  8,315 "
14008706,C/A FUEGO WAGYU ASADO DE COSTILLA,UN,"225,647",100,CLP," $  2,256 "
14008708,C/A FUEGO COSTILLA LARGA DE JABALI ASADA,UN,"245,672",100,CLP," $  2,457 "
14008709,C/A FUEGO CHULETA CORDERO A LA PARRILLA,UN,"413,558",100,CLP," $  4,136 "
14008710,C/A FUEGO ASADO DE COSTILLA LARGA COCCI,UN,"332,426",100,CLP," $  3,324 "
14008711,C/A FUEGO BIFE A FUEGO,UN,"703,624",100,CLP," $  7,036 "
14008712,C/A FUEGO LECHONCITO ASADO LENTO,UN,"287,283",100,CLP," $  2,873 "
14008713,C/A FUEGO LOMO DE SALMON 250 GR CON MANT,UN,"177,023",100,CLP," $  1,770 "
14008714,"C/A FUEGO CANCATO DE ALBACORA CON LIMON,",UN,"169,152",100,CLP," $  1,692 "
14008715,C/A FUEGO MINI BEEF FILETE A LA PARRILLA,UN,"186,886",100,CLP," $  1,869 "
14008716,C/A FUEGO PAPA ASADA C HIERBAS ACOM CREM,UN,"62,792",100,CLP, $  628 
14008717,"C/A FUEGO BATATAS A FUEGO, APLASTADAS AL",UN,"49,457",100,CLP, $  495 
14008718,C/A FUEGO CEBOLLETAS RELLENAS AL RESCOLD,UN,"34,591",100,CLP, $  346 
14008719,C/A FUEGO TRIO DE TOMATES BERENJENAS Y,UN,"67,188",100,CLP, $  672 
14008720,C/A FUEGO PAPAS FRITAS CORTADAS A CUCHIL,UN,"60,665",100,CLP, $  607 
14008721,"C/A FUEGO PURE DE PAPAS A LA CREMA , AL",UN,"40,985",100,CLP, $  410 
14008722,C/A FUEGO ESPINACAS A LA CREMA CON TOMAT,UN,"104,042",100,CLP," $  1,040 "
14008723,"C/A FUEGO ARROZ AROMATICO, CON FINAS HIE",UN,"24,121",100,CLP, $  241 
14008724,"C/A FUEGO CALDERETA DE MANGOS, NARANJAS",UN,"63,481",100,CLP, $  635 
14008725,C/A FUEGO SUSPIRO LIMEÑO,UN,"56,819",100,CLP, $  568 
14008726,C/A FUEGO CHEESE CAKE SOBRE MASA DE QUIN,UN,"54,724",100,CLP, $  547 
14008727,C/A FUEGO ESPUMA DE LIMON DE PICA CON HE,UN,"39,794",100,CLP, $  398 
14008728,C/A FUEGO SEMI FRIO DE CHOCOLATE BITTER,UN,"108,044",100,CLP," $  1,080 "
14008741,VODKA XELLENT,UN,"365,200",100,CLP," $  3,652 "
14008742,RON BOTRAN SOLERA,UN,"236,344",100,CLP," $  2,363 "
14008743,APPLETON ESTATE RESERVA,UN,"91,380",100,CLP, $  914 
14008744,RON APPLETON EXTRA 12 AÑOS,UN,"81,740",100,CLP, $  817 
14008745,RON ROBLES,UN,"40,220",100,CLP, $  402 
14008746,RON STA TERESA SELECTO,UN,"97,530",100,CLP, $  975 
14008747,TEQUILA SEÑORIO 38°,UN,"91,330",100,CLP, $  913 
14008748,TEQUILA FADANDO 38°,UN,"236,344",100,CLP," $  2,363 "
14008750,TEQUILA OLMECA EXTRA AÑEJO,UN,"69,040",100,CLP, $  690 
14008751,GASTON LAGNAD,UN,"167,754",100,CLP," $  1,678 "
14008759,WHISKY GRANT'S 12 AÑOS,UN,"80,990",100,CLP, $  810 
14008760,JEREZ DRY SACK FINO,UN,"75,060",100,CLP, $  751 
14008761,JEREZ DRY SACK MEDIO,UN,"68,830",100,CLP, $  688 
14008763,JEREZ LA GITANA MANZANILLA,UN,"75,740",100,CLP, $  757 
14008764,TEQUILA SAUZA HACIENDA REPOSADO,UN,"236,344",100,CLP," $  2,363 "
14008894,WHISKY DEWARS 12 AÑOS,UN,"43,618",100,CLP, $  436 
14008900,PISCO MONTURA 46°,UN,"97,040",100,CLP, $  970 
14008913,GELAT/LECHE TURRON CON FRUTOS SECOS,L,"243,628",100,CLP," $  2,436 "
14008922,ROYAL SALUTE 100 CASK ,UN,"642,671",100,CLP," $  6,427 "
14008923,ROYAL SALUTE 38 AÑOS,UN,"642,671",100,CLP," $  6,427 "
14008924,JAMESON 12 AÑOS,UN,"642,671",100,CLP," $  6,427 "
14008925,JAMESON 18 AÑOS,UN,"642,671",100,CLP," $  6,427 "
14008926,SANDEMAN FOUNDRS OLD TAWNY 20 AÑOS,UN,"642,671",100,CLP," $  6,427 "
14008927,SANDEMAN FOUNDER RESERVE,UN,"642,671",100,CLP," $  6,427 "
14008944,LA BARQUERA AÑO NUEVO NIÑO,UN,100,100,CLP, $  1 
14008946,LA BARQUERA AÑO NUEVO ADULTO,UN,100,100,CLP, $  1 
14008948,BALLROOM AÑO NUEVO PAQUETE ADULTO,UN,100,100,CLP, $  1 
14008980,BALLROOM.AÑO NUEVO PAQUETE NIÑO,UN,100,100,CLP, $  1 
14008982,MISCANTI AÑO NUEVO ADULTO,UN,100,100,CLP, $  1 
14008983,MISCANTI AÑO NUEVO ADULTO ENJOY,UN,100,100,CLP, $  1 
14008984,MISCANTI AÑO NUEVO ADULTO ENJOY,UN,100,100,CLP, $  1 
14008985,MISCANTI OVO AÑO NUEVO ADULTO ENJOY,UN,100,100,CLP, $  1 
14009000,PICA- FRAMBUESA,UN,260,1,CLP, $  260 
14009001,PICA- PIÑA,UN,"41,474",100,CLP, $  415 
14009070,FINLANDIA GRAPEFRUIT,UN,"102,005",100,CLP," $  1,020 "
14009200,RON 10 CANE 40°,UN,"236,344",100,CLP," $  2,363 "
14009241,MISTRAL GRAN NOBEL,UN,"18,085",100,CLP, $  181 
14009252,EVE/ COCKTAIL PIACERE,UN,100,100,CLP, $  1 
14009297,EVE/ COFFEE CAPRICCIO,UN,100,100,CLP, $  1 
14009299,EVE/ COFFEE GIUSTO,UN,100,100,CLP, $  1 
14009302,EVE/ COFFEE PIACERE,UN,100,100,CLP, $  1 
14009496,NO USAR,UN,100,100,CLP, $  1 
14009497,EVE/ DESAYUNO CAPRICCIO,UN,100,100,CLP, $  1 
14009501,EVE/ DESAYUNO PIACERE,UN,100,100,CLP, $  1 
14009592,RUTA DE LAS CARNES NIÑO,UN,"157,636",100,CLP," $  1,576 "
14009593,RUTA DE LAS CARNES,UN,"283,853",100,CLP," $  2,839 "
14009594,PQTE - DISCOTEQUE TRAGO OVO,UN,"81,851",100,CLP, $  819 
14009597,PQTE - DESAYUNO BUFFET LA BARQUERA USD,UN,"226,108",100,CLP," $  2,261 "
14009602,PQTE  ATENCION CHAMPAÑA,UN,"18,686",100,CLP, $  187 
14009606,PQTE - ATENCION CHOCOLATES,UN,100,100,CLP, $  1 
14009608,PQTE - ATENCION FRUTAS,UN,100,100,CLP, $  1 
14009611,PQTE - ATENCION VINO,UN,"18,686",100,CLP, $  187 
14009613,PQTE - ATENCION AGUA MINERAL,UN,"18,686",100,CLP, $  187 
14009614,PQTE - ATENCION FRUTOS SECOS,UN,100,100,CLP, $  1 
14009616,PQTE - ATENCION TABLA QUESOS,UN,100,100,CLP, $  1 
14009619,PQTE - ATENCION TORTA CUMPLEAÑOS,UN,100,100,CLP, $  1 
14009632,PQTE - BOX LUNCH - VIANDA PARA OUT DOORS,UN,"42,664",100,CLP, $  427 
14009636,PQTE - SERVICIO DE TE TALINAY LA BARQUER,UN,"42,664",100,CLP, $  427 
14009638,PQTE - SERVICIO DE TE TALINAY ROOM SERVI,UN,"42,664",100,CLP, $  427 
14009658,PQTE - ALMUERZO ROMANTICO,UN,"42,664",100,CLP, $  427 
14009661,PQTE - CENA BUFFET LA BARQUERA/ BINGO,UN,"42,664",100,CLP, $  427 
14009663,PQTE - CENA CABURGUA/ LA BARQUERA,UN,"42,664",100,CLP, $  427 
14009669,PQTE - CENA MISCANTI,UN,"42,664",100,CLP, $  427 
14009672,PQTE - CENA EJECUTIVA,UN,"42,664",100,CLP, $  427 
14009673,PQTE - CENA NOVIOS LA BARQUERA CABURGA,UN,"42,664",100,CLP, $  427 
14009674,PQTE - CENA ROMANTICA LA BARQUERA,UN,"42,664",100,CLP, $  427 
14009676,PQTE - CENA ROMANTICA LA BARQUERA USD,UN,"42,664",100,CLP, $  427 
14009680,PQTE - CENA ROMANTICA MISCANTI,UN,"42,664",100,CLP, $  427 
14009682,PQTE - COCKTAIL ATARDECER LA BARQUERA,UN,"42,664",100,CLP, $  427 
14009683,PQTE - COCKTAIL ATARDECER MIRADOR,UN,"42,664",100,CLP, $  427 
14009685,PQTE - COCKTAIL MISCANTI,UN,"42,664",100,CLP, $  427 
14009740,C/ PIZZA AZZURRI,PRC,"153,111",100,CLP," $  1,531 "
14009742,C/ PIZZA MAREA ROJA,PRC,"222,571",100,CLP," $  2,226 "
14009743,C/ PIZZA AZTECA,PRC,"273,595",100,CLP," $  2,736 "
14009744,C/ PIZZA KAISER,PRC,"185,458",100,CLP," $  1,855 "
14009746,C/ PIZZA LE COQ,PRC,"238,059",100,CLP," $  2,381 "
14009747,C/ PIZZA GRINGA,PRC,"165,348",100,CLP," $  1,653 "
14009776,PAGO PROMO,UN,"173,677",100,CLP," $  1,737 "
14009926,CARNES ENTRAÑA,UN,"393,361",100,CLP," $  3,934 "
14010184,EVENT/ MOUSSE CHOCOLATE BLANCO,UN,"20,398",100,CLP, $  204 
14010548,HUEVO FRITO,PRC,218,1,CLP, $  218 
14010571,COGNAC REMY MARTIN XO,UN,"296,274",100,CLP," $  2,963 "
14010781,TRAGO MOJITO SANDIA,PRC,492,1,CLP, $  492 
14010901,BINGO LOMO VETADO A LA PARRILLA,UN,"264,180",100,CLP," $  2,642 "
14010923,C/BINGO RED CLUB,UN,"25,096",100,CLP, $  251 
14010924,C/BINGO PANNA COTTA  FRUTO DE LA PASIÓN,UN,"28,754",100,CLP, $  288 
14010925,C/BINGO PALLET DE  MANZANAS,UN,"25,757",100,CLP, $  258 
14010955,VODKA SMIRNOFF VAINILLA,UN,"82,664",100,CLP, $  827 
14010960,C/BINGO TEXAS BURGER,UN,"138,172",100,CLP," $  1,382 "
14010961,C/BINGO REACCIÓN EN CADENA,UN,"134,753",100,CLP," $  1,348 "
14010963,C/BINGO EXPLOSIÓN CÓSMICA,UN,"112,120",100,CLP," $  1,121 "
14010964,C/BINGO GRAN ARGENTINO,UN,"111,996",100,CLP," $  1,120 "
14010965,C/BINGO FORZA ITALIANA,UN,"146,053",100,CLP," $  1,461 "
14010966,C/BINGO NATURA,UN,"87,477",100,CLP, $  875 
14010967,C/BINGO CHACARERO TRADICIONAL,UN,"155,342",100,CLP," $  1,553 "
14010969,C/A FUEGO MOUSE ARROZ C/LECHE RELL.MORAS,UN,"37,045",100,CLP, $  370 
14010970,C/A FUEGO PIE D/MARACUYA C/HLDO DE MASCA,UN,"38,334",100,CLP, $  383 
14010971,C/A FUEGO PANNA COTTA DE PLATANO ASADOS,UN,"29,065",100,CLP, $  291 
14010972,C/A FUEGO HLDO DE DULCE D/LECHE ARG.Y FR,UN,"32,033",100,CLP, $  320 
14010973,C/A FUEGO CHOCLOS A LAS BRASAS C/MANTEQ.,UN,"46,222",100,CLP, $  462 
14010974,A FUEGO/ EMPANADA CAMARON QUESO CEBOLLIN,UN,"116,207",100,CLP," $  1,162 "
14010975,C/A FUEGO MEDITERRANEA,UN,"63,564",100,CLP, $  636 
14010976,C/A FUEGO CHILENA TRADICIONAL,UN,"35,635",100,CLP, $  356 
14010977,C/A FUEGO BROCHETS DE LOMO Y VEGETALES A,UN,"109,356",100,CLP," $  1,094 "
14010978,C/A FUEGO PLATEADA AL JUGO,UN,"168,473",100,CLP," $  1,685 "
14010979,C/A FUEGO CARNE DE CERDO EN REDUCCION A,UN,"119,094",100,CLP," $  1,191 "
14010980,C/A FUEGO PAMPLONA,UN,"140,770",100,CLP," $  1,408 "
14010981,C/A FUEGO OSOBUCO AL DISCO DE CAMPO,UN,"209,049",100,CLP," $  2,090 "
14010982,C/A FUEGO CORDERO ENTERO (8-10 PERSONAS),UN,"3,253,170",100,CLP," $  32,532 "
14010991,C/A FUEGO TRUCHA A LA PIEDRA 300 G. RELL,UN,"199,082",100,CLP," $  1,991 "
14010992,C/A FUEGO TABLA MAR A LA PARRILLA (S-A-P,UN,"413,954",100,CLP," $  4,140 "
14010993,C/A FUEGO MILANESA DE POLLO RELLE.QUESO,UN,"84,928",100,CLP, $  849 
14010994,C/A FUEGO CALDERETA  PAPAS ASADAS C/CHAM,UN,"43,606",100,CLP, $  436 
14010995,C/A FUEGO VEGETALES AL RESCOLDO MARINADO,UN,"29,872",100,CLP, $  299 
14010996,C/A FUEGO PAPAS ESPAÑOLA (SARTEN LAMINA),UN,"36,948",100,CLP, $  369 
14010997,C/A FUEGO TOMATES RELLENOS C/HUEVO Y TOC,UN,"45,829",100,CLP, $  458 
14010998,C/A FUEGO A LO POBRE (HUEVO FRITO-CEBOLL,UN,"54,291",100,CLP, $  543 
14010999,C/A FUEGO VEGETALES AL WOK,UN,"35,989",100,CLP, $  360 
14011000,C/ BARQ. MAREA Y TIERRA,UN,"147,606",100,CLP," $  1,476 "
14011001,C/ BARQ. I  CARCIOFI,UN,"160,606",100,CLP," $  1,606 "
14011002,C/ BARQ. MEDIO ORIENTE AUSTRAL,UN,"75,112",100,CLP, $  751 
14011003,C/ BARQ. DÚO DE CARPACCIO,UN,"156,655",100,CLP," $  1,567 "
14011004,C/ BARQ. PIANTE SULLA GRIGLIA E IL FORNO,UN,"73,594",100,CLP, $  736 
14011005,C/ BARQ. SALMONATA,UN,"163,222",100,CLP," $  1,632 "
14011006,C/ BARQ. POLPO DIL POETO,UN,"116,970",100,CLP," $  1,170 "
14011007,C/ BARQ.STELLINE APERTE AL NERO DI SEPIA,UN,"131,555",100,CLP," $  1,316 "
14011008,C/ BARQ. LASAGNA DI MANZO,UN,"121,576",100,CLP," $  1,216 "
14011009,C/ BARQ. CORTE DE CHITARRA,UN,"96,700",100,CLP, $  967 
14011010,C/ BARQ. DELLE COSTA SOBRE MALFALTI,UN,"226,801",100,CLP," $  2,268 "
14011011,C/ BARQ. FILETE ALLA ROMANA,UN,"295,879",100,CLP," $  2,959 "
14011012,C/ BARQ. DULCE  CACAO,UN,"118,506",100,CLP," $  1,185 "
14011013,C/ BARQ. PANNA COTTA FORZA ITALIA,UN,"40,766",100,CLP, $  408 
14011014,POS/POSTRE TIRAMISU,UN,"92,892",100,CLP, $  929 
14011015,C/ BARQ.  LA NONA,UN,"25,001",100,CLP, $  250 
14011016,C/ BARQ.  MILLEFOGLIE,UN,"45,700",100,CLP, $  457 
14011017,C/ BARQ. BANDIERA ITALIANA,UN,"13,668",100,CLP, $  137 
14011019,C/ BARQ.  STRACCITTA,UN,"57,581",100,CLP, $  576 
14011020,C/ BARQ. FRUTI DI  MARE,UN,"98,825",100,CLP, $  988 
14011021,C/ MISC CALABRESES,UN,"100,693",100,CLP," $  1,007 "
14011022,C/ MISC. TRICORNE DI ANATRA,UN,"300,570",100,CLP," $  3,006 "
14011023,C/ MISC. ZAFFERANE,UN,"231,533",100,CLP," $  2,315 "
14011025,C/ MISC. GAMBERETTI,UN,"233,780",100,CLP," $  2,338 "
14011026,C/ MISC. ANTICUATO CONTINENTE,UN,"124,896",100,CLP," $  1,249 "
14011027,C/ MISC. CEACH-I,UN,"2,710",100,CLP, $  27 
14011029,C/ MISC. ESPUMA DE MANGO,UN,"44,434",100,CLP, $  444 
14011030,C/ MISC. CREME BRULE DE MARACUJA,UN,"2,710",100,CLP, $  27 
14011031,C/ MISC. PARFAIT DE COCO,UN,"2,710",100,CLP, $  27 
14011033,C/ MISC. FAISAN DEL MAR,UN,"191,999",100,CLP," $  1,920 "
14011035,C/ MISC. OSAKA,UN,"345,004",100,CLP," $  3,450 "
14011036,C/ MISC. MERO CONFITADO,UN,"340,237",100,CLP," $  3,402 "
14011037,C/ MISC. MAHI MAHI AHUMADO,UN,"146,879",100,CLP," $  1,469 "
14011038,C/ MISC. CONGRIO RELLENO,UN,"273,929",100,CLP," $  2,739 "
14011039,C/ MISC. TUNA FISH BOREAL,UN,"186,647",100,CLP," $  1,866 "
14011041,C/ MISC. PATAGONIA MARINA TEXTURIZADA,UN,"157,361",100,CLP," $  1,574 "
14011042,C/ MISC. ROAST BEEF DE AVESTRUZ,UN,"259,150",100,CLP," $  2,592 "
14011043,C/ MISC. ANCAS DE RANAS,UN,"143,388",100,CLP," $  1,434 "
14011044,C/ MISC. AHUMADO,UN,"297,123",100,CLP," $  2,971 "
14011045,C/ MISC. CIERVO FILETE,UN,"389,280",100,CLP," $  3,893 "
14011046,C/ MISC. LOIN DE JABALI,UN,"272,927",100,CLP," $  2,729 "
14011047,C/ MISC. II CORDERO,UN,"428,398",100,CLP," $  4,284 "
14011048,C/ MISC. DELICATESEN,UN,"774,158",100,CLP," $  7,742 "
14011049,C/ MISC. SHABU-SHABU,UN,"610,319",100,CLP," $  6,103 "
14011050,C/ MISC. IL  COUSELLET,UN,"343,164",100,CLP," $  3,432 "
14011080,SANDWICH BIG FORZA ITALIA POLLO,UN,"71,383",100,CLP, $  714 
14011101,TABLA ARGENTINA,UN,"1,617",1,CLP," $  1,617 "
14011225,TEQUILA OLMECA TEZON,UN,"349,460",100,CLP," $  3,495 "
14011273,CURANTO,UN,"434,567",100,CLP," $  4,346 "
14011798,OIRE/LECHE NEVADA,UN,621,1,CLP, $  621 
14012025,FINLANDIA LIMA,UN,"104,755",100,CLP," $  1,048 "
14013623,PIZZA GERMANA,UN,"108,526",100,CLP," $  1,085 "
14013624,PIZZA CHILENA,UN,"99,556",100,CLP, $  996 
14013625,PIZZA AMERICANA,UN,"107,268",100,CLP," $  1,073 "
14013626,PIZZA LATINA,UN,"111,748",100,CLP," $  1,117 "
14013627,PIZZA ORIENTAL,UN,"130,034",100,CLP," $  1,300 "
15000079,INDIVIDUAL PLAY N KIDS,UN,10,1,CLP, $  10 
15000090,INDIVIDUAL RESTAURANT NIÑOS (INCL. MENÚ),UN,14,1,CLP, $  14 
15000667,CARPETA NATURA VITALE WELLNESS,UN,613,1,CLP, $  613 
15000681,IMPRES PROMOC HTEL CUPONES DESCUENTO,UN,108,1,CLP, $  108 
15000807,ENCENDEDOR C/LOGO ENJOY,UN,130,1,CLP, $  130 
15000820,FOSFOROS C/LOGO ENJOY,UN,77,1,CLP, $  77 
15001309,IMPRESO MKTG DIRECTO DIPTICO,UN,97,1,CLP, $  97 
15001327,BOLIGRAFO C/LOGO ENJOY,UN,143,1,CLP, $  143 
15001329,ENCENDEDOR C/LOGO ENJOY,UN,165,1,CLP, $  165 
15001338,LAPIZ MINA REDONDO LOGO HDD,UN,97,1,CLP, $  97 
15001516,POSAVASO TELA LOGO ENJOY (ESTRELLAS),UN,32,1,CLP, $  32 
15001650,PAPELERIA SEPARADOR LIBRO NATURA VITALE,UN,68,1,CLP, $  68 
15001830,CUPON FUGADO,UN,49,1,CLP, $  49 
15001870,CUPONES DE JUEGO ENJOY CLUB CENTER,UN,"3,252",100,CLP, $  33 
15002080,WELCOME DRINK TRADICIONAL,UN,158,1,CLP, $  158 
15002084,WELCOME DRINK LUJO,UN,158,1,CLP, $  158 
15002085,ALMUERZO BUFFET,UN,158,1,CLP, $  158 
15002086,ALMUERZO TRADICIONAL,UN,158,1,CLP, $  158 
15002087,ALMUERZO DE LUJO,UN,158,1,CLP, $  158 
15002089,CENA  TRADICIONAL,UN,158,1,CLP, $  158 
15002090,CENA DE LUJO,UN,158,1,CLP, $  158 
15002091,TRATAMIENTO DE BELLEZA  TRADICIONAL,UN,158,1,CLP, $  158 
15002092,TRATAMIENTO DE BELLEZA  LUJO,UN,158,1,CLP, $  158 
15002093,TRATAMIENTO DE SPA TRADICIONAL,UN,158,1,CLP, $  158 
15002094,TRATAMIENTO DE SPA LUJO,UN,158,1,CLP, $  158 
15002095,OUTDOOR DE TRADICIONAL RELAJADO,UN,158,1,CLP, $  158 
15002096,OUTDOOR DE LUJO EXTREMO,UN,158,1,CLP, $  158 
15002097,OUTDOOR DE LUJO RELAJADO,UN,158,1,CLP, $  158 
15002110,CUPON CUMPLEAÑOS CENA,UN,350,1,CLP, $  350 
15002130,VOUCHER GENERICO DE JUEGO $ 3.000,UN,30,1,CLP, $  30 
15002131,VOUCHER GENERICO DE JUEGO $ 5.000,UN,30,1,CLP, $  30 
15002132,VOUCHER GENERICO DE JUEGO $ 10.000,UN,30,1,CLP, $  30 
15002133,VOUCHER GENERICO DE JUEGO $ 15.000,UN,30,1,CLP, $  30 
15002134,VOUCHER GENERICO DE JUEGO $ 20.000,UN,30,1,CLP, $  30 
15002136,VOUCHER GENERICO DE JUEGO $ 30.000,UN,30,1,CLP, $  30 
15002137,VOUCHER GENERICO DE JUEGO $ 50.000,UN,30,1,CLP, $  30 
15002138,VOUCHER GENERICO DE JUEGO $ 100.000,UN,30,1,CLP, $  30 
15002232,CAJA CON TAPA BISAGRA FP-24 PCC,UN,"13,287",1,CLP," $  13,287 "
15002243,PK2 CUCHILLO/PAN CON SIERRA (NARANJO 1),UN,"4,900",1,CLP," $  4,900 "
15002244,PK2 CUCHILLO/SANDWICH SIERRA (MORADO 1),UN,"4,900",1,CLP," $  4,900 "
15002245,"PK2 CUCHILLO/FILETERO 9"" (FUXIA 4)",UN,"4,900",1,CLP," $  4,900 "
15002246,PK2 CUCHILLO/JITOMATE/QUESO (ROJO),UN,"4,100",1,CLP," $  4,100 "
15002247,PK2 CUCHILLO/FRUTAS CON SIERRA (AMARILL),UN,"4,100",1,CLP," $  4,100 "
15002248,PK2 JUEGO ESPECIAL-CAJA 6 CUCHILLOS,UN,"28,240",1,CLP," $  28,240 "
15002251,PK2 CUCHILLO/SANTOKU (ROSADO),UN,"4,900",1,CLP," $  4,900 "
15002252,PK2 CUCHILLO/PESCADO (AZUL),UN,"4,900",1,CLP," $  4,900 "
15002254,"PK2 CUCHILLO/DEL CHEF 8"" (FUXIA 3)",UN,"4,900",1,CLP," $  4,900 "
15002256,PK2 CUCHILLO/PELADOR (VERDE),UN,"4,100",1,CLP," $  4,100 "
15002257,PK2 CUCHILLO/MULTI-USOS (AZUL 2),UN,"4,900",1,CLP," $  4,900 "
15002286,ENTRADA OVO GENERAL HOMBRE,UN,13,1,CLP, $  13 
15002288,ENTRADA OVO GENERAL MUJER,UN,13,1,CLP, $  13 
15002289,ENTRADA OVO DESCUENTO HOMBRE,UN,13,1,CLP, $  13 
15002290,ENTRADA OVO DESCUENTO MUJER,UN,13,1,CLP, $  13 
15002432,DESCORCHADOR C/LOGO ENJOY,UN,967,1,CLP, $  967 
16000123,MONITOR LCD XP CERONIX 1908-LCD ARI MK6,UN,"630,111",1,CLP," $  630,111 "
16000323,TARJETA MADRE BAL S9,UN,"630,111",1,CLP," $  630,111 "
16000495,PARTIDOR UNIVERSAL TUBO FLUOREC,UN,190,1,CLP, $  190 
16000600,ALARGADOR 10 MT,UN,"5,880",1,CLP," $  5,880 "
16000615,ALARGADOR ZAPATILLA 5 TOMA 5 MT,UN,"4,961",1,CLP," $  4,961 "
16000649,BALLAST ELECTRON 2X18 220/240 VOLTS,UN,"6,976",1,CLP," $  6,976 "
16000655,CINTA HUINCHA AISLADORA 33M ROLLO 3M,ROL,"3,350",1,CLP," $  3,350 "
16000660,CINTA ADHESIVA,UN,625,1,CLP, $  625 
16000672,LINTERNA,UN,"5,500",1,CLP," $  5,500 "
16000734,TRANSFORMADOR ELECTRONICO 50W 12V 2 1,UN,"3,088",1,CLP," $  3,088 "
