object created,tracking number,rate__shipment__address_to__city,rate__shipment__address_to__state,rate__shipment__address_to__zip,parcel__weight,parcel__mass_unit,rate__amount,rate__currency,tracking_status
2023-02-14T20:01:23.568365+00:00,394620349503,Wheat Ridge,CO,80033,47.6,lb,22.9,USD,DELIVERED
2023-02-14T20:31:57.522325+00:00,394622152389,Fort Collins,CO,80525,6.13,lb,12.33,USD,DELIVERED
2023-02-14T20:45:35.314212+00:00,394622906109,golden,CO,80401,41.5,lb,20.47,USD,DELIVERED
2023-02-14T20:45:39.212945+00:00,394622908969,golden,CO,80401,41.5,lb,20.47,USD,DELIVERED
2023-02-14T20:45:40.854178+00:00,394622911093,golden,CO,80401,41.5,lb,20.47,USD,DELIVERED
2023-02-14T21:50:12.960384+00:00,394626206539,Denver,CO,80211,49.28,lb,22.92,USD,DELIVERED
2023-02-14T21:50:21.651368+00:00,394626212648,Denver,CO,80211,3.65,lb,10.19,USD,DELIVERED
2023-02-14T22:18:47.118175+00:00,394627452128,Crestone,CO,81131,33.63,lb,21.84,USD,DELIVERED
2023-02-15T00:22:50.072035+00:00,394631142202,Florence,CO,81226,11.6,lb,13.83,USD,DELIVERED
2023-02-15T01:38:36.150042+00:00,394632541534,Denver,CO,80220,11.25,lb,10.86,USD,DELIVERED
2023-02-15T01:38:40.665465+00:00,394632542942,Denver,CO,80220,42.95,lb,21.37,USD,DELIVERED
2023-02-15T02:28:19.485561+00:00,394633412200,Parker,CO,80134,24.4,lb,14.58,USD,DELIVERED
2023-02-15T03:13:07.376958+00:00,394634166595,Denver,CO,80212,17.53,lb,12.33,USD,DELIVERED
2023-02-15T03:13:12.936896+00:00,394634168153,Denver,CO,80212,35.6,lb,18.57,USD,DELIVERED
2023-02-15T06:56:42.407235+00:00,394636416570,Aurora,CO,80013,6.51,lb,10.26,USD,DELIVERED
2023-02-15T06:58:07.165272+00:00,394636426684,Frederick,CO,80516,14.5,lb,11.5,USD,DELIVERED
2023-02-15T06:58:13.675229+00:00,394636428790,Arvada,CO,80007,6.51,lb,10.26,USD,DELIVERED
2023-02-15T06:59:15.658263+00:00,394636436273,ARVADA,CO,80002,11.6,lb,10.86,USD,DELIVERED
2023-02-15T06:59:27.320270+00:00,394636437350,Lyons,CO,80540,12.2,lb,16.34,USD,DELIVERED
2023-02-15T07:00:54.569107+00:00,394636451034,Larkspur,CO,80118,23.2,lb,18.37,USD,DELIVERED
2023-02-15T07:01:18.900317+00:00,394636453368,Loveland,CO,80537,11.6,lb,10.86,USD,DELIVERED
2023-02-15T07:01:34.527532+00:00,394636456584,Evans,CO,80620,11.6,lb,10.86,USD,DELIVERED
2023-02-15T07:03:40.959938+00:00,394636473212,Denver,CO,80212,24.4,lb,14.58,USD,DELIVERED
2023-02-15T16:03:23.633643+00:00,394650315335,Englewood,CO,80110,11.67,lb,12.33,USD,DELIVERED
2023-02-15T16:50:41.998430+00:00,394653318506,Gunnison,CO,81230,39.97,lb,23.82,USD,PRE_TRANSIT
2023-02-15T17:01:51.861514+00:00,394654032677,Arvada,CO,80007,16.6,lb,11.91,USD,DELIVERED
2023-02-15T17:02:56.229075+00:00,394654101155,Mancos,CO,81328,11.55,lb,18.16,USD,DELIVERED
2023-02-15T17:15:21.079684+00:00,394654889288,Brighton,CO,80601,1.71,lb,10.19,USD,DELIVERED
2023-02-15T17:49:01.445056+00:00,394656940915,Longmont,CO,80501,26.8,lb,15.25,USD,DELIVERED
2023-02-15T22:10:29.887008+00:00,394672063263,Boulder,CO,80304,34.35,lb,18.2,USD,DELIVERED
2023-02-16T03:46:32.619158+00:00,394679829805,Longmont,CO,80501,16.9,lb,11.91,USD,DELIVERED
2023-02-16T06:57:18.560005+00:00,394681623797,Denver,CO,80210,24.4,lb,14.58,USD,PRE_TRANSIT
2023-02-16T06:57:26.562393+00:00,394681626260,Aurora,CO,80014,6.3,lb,10.26,USD,DELIVERED
2023-02-16T06:59:13.368079+00:00,394681639616,Denver,CO,80222,34.3,lb,18.2,USD,DELIVERED
2023-02-16T16:12:20.212070+00:00,394696355514,Colorado Springs,CO,80904,24.71,lb,14.58,USD,DELIVERED
2023-02-16T19:19:17.459636+00:00,394707879435,Lafayette,CO,80026,22.4,lb,13.78,USD,DELIVERED
2023-02-17T00:25:11.714440+00:00,394721372235,Gunnison,CO,81230,28.77,lb,20,USD,DELIVERED
2023-02-17T03:55:48.135522+00:00,394725980658,Paonia,CO,81428,22.4,lb,20.24,USD,DELIVERED
2023-02-17T14:14:01.027026+00:00,394735284780,Castle Rock,CO,80108,24.3,lb,14.55,USD,DELIVERED
2023-02-17T15:49:58.893328+00:00,394740370293,Denver,CO,80209,11.6,lb,10.84,USD,DELIVERED
2023-02-17T20:40:53.863449+00:00,394757554129,Denver,CO,80204,6.08,lb,10.72,USD,DELIVERED
2023-02-17T21:33:18.428855+00:00,394760208150,Lafayette,CO,80026,1.36,lb,10.17,USD,PRE_TRANSIT
2023-02-17T23:37:46.138702+00:00,394764782582,Louisville,CO,80027,1.36,lb,10.17,USD,PRE_TRANSIT
2023-02-18T00:44:20.068581+00:00,394766518651,Parker,CO,80134,20.81,lb,13.27,USD,DELIVERED
2023-02-18T03:59:34.838765+00:00,394768957788,Aurora,CO,80247,11.2,lb,12.31,USD,DELIVERED
2023-02-18T06:54:18.828196+00:00,394770099460,FORT COLLINS,CO,80521,42,lb,20.43,USD,DELIVERED
2023-02-18T06:54:54.576666+00:00,394770102161,Denver,CO,80202,24.4,lb,14.55,USD,DELIVERED
2023-02-18T06:55:11.637308+00:00,394770103981,Aurora,CO,80013,24.4,lb,14.55,USD,DELIVERED
2023-02-18T06:55:30.662213+00:00,394770104977,Evans,CO,80620,6.3,lb,10.24,USD,DELIVERED
2023-02-18T06:57:22.447200+00:00,394770111556,ARVADA,CO,80002,11.6,lb,10.84,USD,DELIVERED
2023-02-18T17:02:54.278433+00:00,394775778646,Commerce City,CO,80022,6.13,lb,12.31,USD,DELIVERED
2023-02-18T21:55:47.997683+00:00,394780600141,Ault,CO,80610,4.8,lb,14.72,USD,DELIVERED
2023-02-19T06:53:44.691198+00:00,394784072507,Clifton,CO,81520,31.24,lb,20.34,USD,DELIVERED
2023-02-19T06:55:18.090057+00:00,394784081637,Lakewood,CO,80226,22.4,lb,13.75,USD,DELIVERED
2023-02-19T16:08:08.713272+00:00,394787730336,Lakewood,CO,80228,47.8,lb,22.86,USD,DELIVERED
2023-02-19T16:08:11.691727+00:00,394787730163,Lakewood,CO,80228,47.8,lb,22.86,USD,DELIVERED
2023-02-19T16:08:14.333731+00:00,394787731825,Lakewood,CO,80228,41.5,lb,20.43,USD,DELIVERED
2023-02-19T16:08:14.483741+00:00,394787731148,Lakewood,CO,80228,41.5,lb,20.43,USD,DELIVERED
2023-02-19T16:08:15.010043+00:00,394787731928,Lakewood,CO,80228,48.21,lb,22.86,USD,DELIVERED
2023-02-19T16:08:23.776986+00:00,394787734000,Lakewood,CO,80228,41.5,lb,20.43,USD,DELIVERED
2023-02-20T06:56:52.111154+00:00,394800134222,Greeley,CO,80631,1.6,lb,10.17,USD,DELIVERED
2023-02-20T06:57:04.485639+00:00,394800136800,Colorado Springs,CO,80919,5.1,lb,10.72,USD,DELIVERED
2023-02-20T06:57:45.031329+00:00,394800145105,Vail,CO,81657,34.3,lb,24.72,USD,DELIVERED
2023-02-20T06:57:46.796113+00:00,394800144911,Boulder,CO,80304,42,lb,20.43,USD,DELIVERED
2023-02-20T07:01:06.182647+00:00,394800190760,Loveland,CO,80537,4.4,lb,10.17,USD,DELIVERED
2023-02-20T07:01:10.046744+00:00,394800191870,Denver,CO,80202,12.2,lb,12.31,USD,PRE_TRANSIT
2023-02-20T14:09:15.061841+00:00,394809746377,Golden,CO,80401,24.81,lb,14.55,USD,DELIVERED
2023-02-20T15:53:53.276749+00:00,394816616465,Larkspur,CO,80118,23.2,lb,18.33,USD,DELIVERED
2023-02-20T17:47:47.377116+00:00,394825129330,Westminster,CO,80021,35.25,lb,18.53,USD,DELIVERED
2023-02-20T18:01:14.357134+00:00,394826107398,Commerce City,CO,80022,11.13,lb,12.31,USD,DELIVERED
2023-02-20T20:30:34.334334+00:00,394836677837,Durango,CO,81301,12.2,lb,17.08,USD,DELIVERED
2023-02-20T21:18:55.805993+00:00,394839754128,Vail,CO,81657,12.61,lb,17.08,USD,DELIVERED
2023-02-21T06:53:21.433370+00:00,394853642011,Denver,CO,80220,21.5,lb,13.55,USD,DELIVERED
2023-02-21T06:55:39.059453+00:00,394853667357,Clifton,CO,81520,20,lb,14.83,USD,DELIVERED
2023-02-21T17:23:57.448307+00:00,394876320259,Denver,CO,80210,24.4,lb,14.55,USD,DELIVERED
2023-02-21T20:14:15.313724+00:00,394888873617,Loveland,CO,80537,11.6,lb,10.84,USD,DELIVERED
2023-02-22T02:38:02.964829+00:00,394904184306,Arvada,CO,80005,23.98,lb,14.33,USD,DELIVERED
2023-02-22T06:55:45.663931+00:00,394907536223,Superior,CO,80027,28.55,lb,15.96,USD,DELIVERED
2023-02-22T06:58:30.667463+00:00,394907568089,ALma,CO,80420,41.5,lb,24.43,USD,DELIVERED
2023-02-22T07:00:32.480757+00:00,394907591135,Denver,CO,80205,23.82,lb,14.33,USD,DELIVERED
2023-02-22T07:00:38.720077+00:00,394907592738,Colorado Springs,CO,80918,22.4,lb,15.22,USD,DELIVERED
2023-02-22T08:26:54.557086+00:00,394908579391,Wheat Ridge,CO,80033,43.4,lb,21.66,USD,DELIVERED
2023-02-22T15:15:11.488154+00:00,394919331219,Superior,CO,80027,41.5,lb,20.43,USD,DELIVERED
2023-02-22T15:15:19.646084+00:00,394919340073,Superior,CO,80027,41.5,lb,20.43,USD,DELIVERED
2023-02-22T15:49:05.112409+00:00,394921513064,Highlands Ranch,CO,80129,24.81,lb,14.55,USD,DELIVERED
2023-02-22T17:05:38.809653+00:00,394926684750,Longmont,CO,80503,7.92,lb,10.72,USD,DELIVERED
2023-02-22T17:05:42.316701+00:00,394926689979,Longmont,CO,80503,48.23,lb,22.86,USD,DELIVERED
2023-02-22T19:41:50.017033+00:00,394936988630,Broomfield,CO,80020,6.76,lb,10.24,USD,PRE_TRANSIT
2023-02-22T19:41:53.646503+00:00,394936991566,Broomfield,CO,80020,50.95,lb,64.2,USD,PRE_TRANSIT
2023-02-22T19:54:00.479113+00:00,394937788711,Denver,CO,80237,4.5,lb,10.72,USD,DELIVERED
2023-02-22T20:47:54.056597+00:00,394941028764,Lakewood,CO,80214,50.95,lb,64.2,USD,DELIVERED
2023-02-22T20:48:02.750443+00:00,394941035825,Lakewood,CO,80214,6.76,lb,10.24,USD,DELIVERED
2023-02-22T21:47:41.213413+00:00,394944202184,Wheat ridge,CO,80033,14.01,lb,11.48,USD,DELIVERED
2023-02-23T06:52:49.140641+00:00,394955404249,Denver,CO,80238,22.4,lb,15.22,USD,DELIVERED
2023-02-23T06:54:47.820030+00:00,394955427206,Boulder,CO,80304,24.4,lb,15.22,USD,DELIVERED
2023-02-23T06:59:23.166734+00:00,394955483239,Aurora,CO,80017,43.8,lb,21.66,USD,DELIVERED
2023-02-23T06:59:36.918366+00:00,394955485757,Arvada,CO,80004,11.6,lb,10.84,USD,DELIVERED
2023-02-23T06:59:50.761093+00:00,394955487782,Arvada,CO,80004,11.6,lb,10.84,USD,DELIVERED
2023-02-23T15:01:55.506450+00:00,394966548134,Loveland,CO,80537,11.64,lb,10.84,USD,DELIVERED
2023-02-23T15:03:47.240578+00:00,394966644830,Arvada,CO,80007,13.11,lb,11.19,USD,DELIVERED
2023-02-23T15:47:24.737920+00:00,394969232776,Arvada,CO,80007,12.35,lb,10.99,USD,DELIVERED
2023-02-23T18:35:32.291033+00:00,394979786060,Longmont,CO,80504,12.61,lb,15.22,USD,DELIVERED
2023-02-23T18:38:28.373113+00:00,394979965697,Loveland,CO,80538,11.2,lb,15.22,USD,DELIVERED
2023-02-23T18:57:52.213842+00:00,394981192254,Durango,CO,81301,1.55,lb,13.23,USD,DELIVERED
2023-02-23T19:48:55.979509+00:00,394984377638,Longmont,CO,80504,26.5,lb,15.22,USD,DELIVERED
2023-02-23T19:50:12.374676+00:00,394984454560,Highlands Ranch,CO,80129,2.68,lb,10.17,USD,DELIVERED
2023-02-23T19:51:04.442504+00:00,394984507762,BRECKENRIDGE,CO,80424,14.7,lb,19.22,USD,DELIVERED
2023-02-23T20:23:59.364567+00:00,394986463800,Denver,CO,80224,6.6,lb,10.24,USD,DELIVERED
2023-02-23T20:54:36.259306+00:00,394988186805,Strasburg,CO,80136,26.95,lb,19.22,USD,DELIVERED
2023-02-24T00:27:24.849066+00:00,394996326836,Buena Vista,CO,81211,2.51,lb,16.31,USD,DELIVERED
2023-02-24T02:02:36.543870+00:00,394998407137,Arvada,CO,80007,11.61,lb,15.22,USD,DELIVERED
2023-02-24T06:52:06.471330+00:00,395002163053,Fort Collins,CO,80524,33.8,lb,17.8,USD,DELIVERED
2023-02-24T06:52:56.704568+00:00,395002170504,Parker,CO,80134,13.34,lb,11.19,USD,DELIVERED
2023-02-24T06:55:25.505491+00:00,395002204388,Lakewood,CO,80232,33.78,lb,17.8,USD,DELIVERED
2023-02-24T06:58:04.253067+00:00,395002235939,Granby,CO,80446,41.5,lb,24.43,USD,DELIVERED
2023-02-24T06:59:48.061045+00:00,395002251590,Fort Collins,CO,80525,12.05,lb,10.99,USD,DELIVERED
2023-02-24T14:35:11.029364+00:00,395011513812,Bailey,CO,80421,24.4,lb,19.22,USD,DELIVERED
2023-02-24T14:46:46.492244+00:00,395012129574,Boulder,CO,80304,15.05,lb,12.31,USD,DELIVERED
2023-02-24T15:04:51.053051+00:00,395013166288,Lafayette,CO,80026,15.35,lb,12.31,USD,DELIVERED
2023-02-24T16:51:34.456516+00:00,395019756752,Boulder,CO,80301,42.3,lb,21.33,USD,PRE_TRANSIT
2023-02-24T18:09:35.437514+00:00,395024514680,Westminster,CO,80021,47.8,lb,22.86,USD,DELIVERED
2023-02-24T18:09:44.456641+00:00,395024524717,Westminster,CO,80021,41.01,lb,20.43,USD,DELIVERED
2023-02-24T18:28:07.380125+00:00,395025656160,Denver,CO,80247,47.6,lb,22.86,USD,DELIVERED
2023-02-24T18:28:08.162542+00:00,395025656939,Denver,CO,80247,11.25,lb,12.31,USD,DELIVERED
2023-02-24T21:16:15.012575+00:00,395035442147,Broomfield,CO,80020,48.43,lb,22.86,USD,DELIVERED
2023-02-24T21:16:16.250307+00:00,395035443901,Broomfield,CO,80020,12.5,lb,10.99,USD,DELIVERED
2023-02-25T01:58:02.265819+00:00,395043784106,Longmont,CO,80504,12.8,lb,10.99,USD,DELIVERED
2023-02-25T01:58:06.765780+00:00,395043784941,Longmont,CO,80504,50.81,lb,64.2,USD,DELIVERED
2023-02-25T02:18:22.828686+00:00,395044055883,Broomfield,CO,80023,22.2,lb,13.75,USD,DELIVERED
2023-02-25T02:42:31.746237+00:00,395044366525,Fort Collins,CO,80525,31.8,lb,16.65,USD,DELIVERED
2023-02-25T06:55:04.696701+00:00,395046411535,Brighton,CO,80601,10.45,lb,12.31,USD,DELIVERED
2023-02-25T06:55:07.524351+00:00,395046412027,Fort Collins,CO,80524,6.3,lb,10.24,USD,DELIVERED
2023-02-25T06:55:27.461181+00:00,395046414946,Steamboat Springs,CO,80487,37.05,lb,22.23,USD,DELIVERED
2023-02-25T06:55:28.252800+00:00,395046415140,Buena Vista,CO,81211,12.5,lb,14.99,USD,DELIVERED
2023-02-25T06:56:12.779921+00:00,395046420047,Loveland,CO,80538,21.4,lb,15.22,USD,DELIVERED
2023-02-25T06:58:12.706425+00:00,395046430287,Aurora,CO,80016,22.4,lb,15.22,USD,DELIVERED
2023-02-25T06:58:55.039431+00:00,395046435245,Fort Collins,CO,80526,22.4,lb,15.22,USD,DELIVERED
2023-02-25T06:59:16.537424+00:00,395046438792,Denver,CO,80209,22.4,lb,15.22,USD,DELIVERED
2023-02-25T06:59:59.207686+00:00,395046442637,Clifton,CO,81520,22.5,lb,18.35,USD,DELIVERED
2023-02-25T07:00:12.758031+00:00,395046444125,Lakewood,CO,80226,22.5,lb,15.22,USD,DELIVERED
2023-02-25T07:00:34.258554+00:00,395046445577,Aurora,CO,80018,24.3,lb,18.18,USD,DELIVERED
2023-02-25T07:01:24.240879+00:00,395046453200,Wheat Ridge,CO,80033,24.3,lb,15.22,USD,DELIVERED
2023-02-25T07:02:37.349811+00:00,395046459702,DENVER,CO,80238,22.4,lb,15.22,USD,DELIVERED
2023-02-25T07:03:25.497401+00:00,395046464458,Longmont,CO,80504,22.5,lb,15.22,USD,DELIVERED
2023-02-25T07:03:29.706346+00:00,395046464745,Greeley,CO,80631,44,lb,21.66,USD,DELIVERED
2023-02-25T07:03:44.384790+00:00,395046465454,Denver,CO,80205,43,lb,21.33,USD,DELIVERED
2023-02-25T07:05:50.562657+00:00,395046474780,Denver,CO,80204,24.3,lb,15.22,USD,DELIVERED
2023-02-25T15:39:14.736513+00:00,395051004288,Denver,CO,80218,22.8,lb,15.22,USD,DELIVERED
2023-02-25T15:59:32.864979+00:00,395051410593,Lafayette,CO,80026,6.3,lb,10.24,USD,DELIVERED
2023-02-25T22:51:42.497661+00:00,395058357550,Parker,CO,80134,2.93,lb,10.17,USD,DELIVERED
2023-02-26T01:22:52.417390+00:00,395059632274,Castle Pines,CO,80108,6.35,lb,10.24,USD,DELIVERED
2023-02-26T01:22:56.374600+00:00,395059633513,Castle Pines,CO,80108,48.21,lb,22.86,USD,DELIVERED
2023-02-26T02:47:11.052496+00:00,395060162314,Kremmling,CO,80459,24.3,lb,22.63,USD,DELIVERED
2023-02-26T05:51:10.572560+00:00,395061059470,Denver,CO,80209,26.04,lb,15.22,USD,DELIVERED
2023-02-26T06:52:49.347334+00:00,395061321327,Denver,CO,80216,22.4,lb,15.22,USD,DELIVERED
2023-02-26T06:55:00.855185+00:00,395061327108,Denver,CO,80212,12.35,lb,10.99,USD,DELIVERED
2023-02-26T06:55:58.625851+00:00,395061339167,Englewood,CO,80110,42,lb,20.43,USD,DELIVERED
2023-02-26T07:04:40.405796+00:00,395061372225,Denver,CO,80219,22.2,lb,13.75,USD,DELIVERED
2023-02-27T01:40:57.519462+00:00,395073620804,Grand Junction,CO,81501,3.35,lb,10.27,USD,DELIVERED
2023-02-27T04:52:38.131361+00:00,395076430327,Lafayette,CO,80026,47.8,lb,22.86,USD,DELIVERED
2023-02-27T06:56:59.689406+00:00,395077956280,Peyton,CO,80831,34.6,lb,21.12,USD,DELIVERED
2023-02-27T14:55:00.663076+00:00,395092055646,Greeley,CO,80634,42.3,lb,21.33,USD,DELIVERED
2023-02-27T18:45:36.332056+00:00,395111676422,Broomfield,CO,80023,11.6,lb,10.84,USD,DELIVERED
2023-02-27T19:00:59.753687+00:00,395113011811,Thornton,CO,80241,24.3,lb,15.22,USD,DELIVERED
2023-02-27T19:51:59.827563+00:00,395117292025,Buena Vista,CO,81211,2.1,lb,14.72,USD,PRE_TRANSIT
2023-02-27T21:45:47.003731+00:00,395125622326,Commerce City,CO,80022,7.84,lb,10.72,USD,DELIVERED
2023-02-27T22:08:51.921108+00:00,395127027221,Northglenn,CO,80233,18.62,lb,12.75,USD,DELIVERED
2023-02-27T23:06:01.324907+00:00,395129951874,Lakewood,CO,80232,1.36,lb,10.17,USD,DELIVERED
2023-02-27T23:12:21.729703+00:00,395130202447,Windsor,CO,80550,18.43,lb,12.75,USD,DELIVERED
2023-02-27T23:21:06.332212+00:00,395130543022,Thornton,CO,80229,7.22,lb,10.45,USD,DELIVERED
2023-02-28T00:50:44.166814+00:00,395133340347,Aurora,CO,80247,34.6,lb,18.16,USD,DELIVERED
2023-02-28T03:44:59.377569+00:00,395137117706,Yoder,CO,80864,45.8,lb,29.43,USD,DELIVERED
2023-02-28T06:54:48.051130+00:00,395139404096,Longmont,CO,80501,24.3,lb,15.22,USD,PRE_TRANSIT
2023-02-28T06:54:49.055575+00:00,395139404291,Lakewood,CO,80228,12.2,lb,15.22,USD,DELIVERED
2023-02-28T07:23:25.563891+00:00,395139705355,Colorado Springs,CO,80904,12.2,lb,15.22,USD,DELIVERED
2023-02-28T11:51:05.022027+00:00,395143278783,Boulder,CO,80304,23.1,lb,14.33,USD,DELIVERED
2023-02-28T20:56:42.874228+00:00,395175810583,Lakewood,CO,80232,35.18,lb,18.53,USD,PRE_TRANSIT
2023-02-28T20:56:50.998492+00:00,395175819878,Lakewood,CO,80232,25.11,lb,16.64,USD,DELIVERED
2023-02-28T21:07:14.497725+00:00,395176430710,Denver,CO,80220,11.25,lb,10.84,USD,DELIVERED
2023-02-28T21:07:19.554480+00:00,395176435078,Denver,CO,80220,49.67,lb,22.87,USD,DELIVERED
2023-02-28T22:00:49.896622+00:00,395179381717,Mancos,CO,81328,40.57,lb,28.92,USD,DELIVERED
2023-02-28T22:00:50.989031+00:00,395179382518,Mancos,CO,81328,28.62,lb,23.57,USD,DELIVERED
2023-03-01T00:15:32.422314+00:00,395184409220,Denver,CO,80205,42.31,lb,21.33,USD,DELIVERED
2023-03-01T06:53:42.486737+00:00,395190647508,Littleton,CO,80128,23.08,lb,14.33,USD,DELIVERED
2023-03-01T06:53:55.846833+00:00,395190649419,Evergreen,CO,80439,22.4,lb,18.18,USD,DELIVERED
2023-03-01T06:54:52.948193+00:00,395190659317,Thornton,CO,80602,22.4,lb,15.22,USD,DELIVERED
2023-03-01T06:56:50.953416+00:00,395190682407,Boulder,CO,80301,12.47,lb,10.99,USD,DELIVERED
2023-03-01T06:59:04.521958+00:00,395190703177,Louisville,CO,80027,22.2,lb,13.75,USD,DELIVERED
2023-03-01T06:59:12.132405+00:00,395190704699,Colorado Springs,CO,80921,6.35,lb,10.24,USD,DELIVERED
2023-03-01T07:01:41.397127+00:00,395190733640,Erie,CO,80516,11.25,lb,10.84,USD,DELIVERED
2023-03-01T08:01:49.330376+00:00,395191427665,Louisville,CO,80027,9.32,lb,10.72,USD,DELIVERED
2023-03-01T20:37:08.098942+00:00,395224279125,Glenwood Springs,CO,81601,21.58,lb,18.68,USD,DELIVERED
2023-03-02T00:14:35.510289+00:00,395233724193,Arvada,CO,80002,22.4,lb,15.22,USD,DELIVERED
2023-03-02T03:36:19.944836+00:00,395237724773,Peyton,CO,80831,32.6,lb,20.25,USD,DELIVERED
2023-03-02T06:52:54.408624+00:00,395239901141,Erie,CO,80516,22.4,lb,15.22,USD,DELIVERED
2023-03-02T06:55:53.083968+00:00,395239935117,Parker,CO,80134,7.4,lb,12.31,USD,DELIVERED
2023-03-02T13:34:15.575222+00:00,395247031961,Englewood,CO,80113,42,lb,20.43,USD,DELIVERED
2023-03-02T13:34:18.058262+00:00,395247034206,Englewood,CO,80113,21.5,lb,13.55,USD,PRE_TRANSIT
2023-03-02T21:11:45.006406+00:00,395275262473,Littleton,CO,80123,39,lb,19.77,USD,DELIVERED
2023-03-02T21:11:48.297618+00:00,395275265840,Littleton,CO,80123,39,lb,19.77,USD,DELIVERED
2023-03-03T00:54:59.115705+00:00,395283414648,Denver,CO,80218,21.5,lb,13.55,USD,DELIVERED
2023-03-03T04:46:34.950569+00:00,395287007272,Golden,CO,80401,42.4,lb,21.33,USD,DELIVERED
2023-03-03T15:00:59.557646+00:00,395299070716,DENVER,CO,80205,24,lb,14.31,USD,DELIVERED
2023-03-03T16:05:27.130937+00:00,395302831191,Lone Tree,CO,80124,11.25,lb,10.83,USD,DELIVERED
2023-03-03T19:02:24.409438+00:00,395314010221,Louisville,CO,80027,25.69,lb,15.2,USD,DELIVERED
2023-03-03T19:33:24.918069+00:00,395315847992,Broomfield,CO,80020,33.96,lb,17.77,USD,DELIVERED
2023-03-03T21:17:52.009150+00:00,395321734388,Centennial,CO,80121,50.2,lb,64.1,USD,DELIVERED
2023-03-03T21:46:44.762117+00:00,395323052998,Meredith,CO,81642,47.3,lb,31.63,USD,DELIVERED
2023-03-03T23:47:47.518148+00:00,395327478001,Breckenridge,CO,80424,24.4,lb,19.2,USD,DELIVERED
2023-03-04T03:09:46.936434+00:00,395330775280,Denver,CO,80231,22.4,lb,15.2,USD,DELIVERED
2023-03-04T06:56:28.409452+00:00,395332399315,Boulder,CO,80301,24.4,lb,15.2,USD,DELIVERED
2023-03-04T06:59:56.996590+00:00,395332422681,Louisville,CO,80027,1.41,lb,10.16,USD,DELIVERED
2023-03-04T18:10:58.984023+00:00,395339466159,Denver,CO,80218,11.6,lb,10.83,USD,DELIVERED
2023-03-04T20:28:53.461418+00:00,395341948381,Colorado SPRINGS,CO,80919,24.4,lb,15.2,USD,DELIVERED
2023-03-05T00:22:51.780799+00:00,395344605541,Longmont,CO,80501,11.6,lb,10.83,USD,DELIVERED
2023-03-05T03:40:25.686495+00:00,395345896846,Colorado Springs,CO,80906,22.4,lb,15.2,USD,DELIVERED
2023-03-05T06:54:52.073539+00:00,395346821086,Denver,CO,80210,42.9,lb,21.3,USD,DELIVERED
2023-03-05T06:54:53.292381+00:00,395346821097,Denver,CO,80210,31.75,lb,16.63,USD,PRE_TRANSIT
2023-03-05T06:55:38.740051+00:00,395346834866,Aurora,CO,80012,21.52,lb,13.53,USD,DELIVERED
2023-03-05T06:56:28.800978+00:00,395346839846,Westminster,CO,80003,15.35,lb,11.62,USD,DELIVERED
2023-03-05T06:58:29.685121+00:00,395346844959,Louisville,CO,80027,12.5,lb,10.97,USD,DELIVERED
2023-03-05T06:59:16.000399+00:00,395346847351,Longmont,CO,80501,12.2,lb,15.2,USD,DELIVERED
2023-03-05T07:00:43.053487+00:00,395346861870,Gunnison,CO,81230,24.4,lb,19.2,USD,DELIVERED
2023-03-05T14:46:30.656046+00:00,395349844454,Foxfield,CO,80016,24.4,lb,15.2,USD,DELIVERED
2023-03-05T15:02:43.599223+00:00,395350023973,Castle Rock,CO,80108,22.4,lb,15.2,USD,DELIVERED
2023-03-05T16:13:09.619986+00:00,395350924713,Littleton,CO,80125,21.5,lb,13.53,USD,DELIVERED
2023-03-05T17:41:39.488002+00:00,395352292412,Denver,CO,80222,21.5,lb,13.53,USD,DELIVERED
2023-03-05T17:48:49.719515+00:00,395352408017,Vail,CO,81657,24.4,lb,21.29,USD,DELIVERED
2023-03-05T17:55:42.826643+00:00,395352526030,Littleton,CO,80123,24.4,lb,15.2,USD,DELIVERED
2023-03-05T19:46:16.441867+00:00,395354609813,Silverthorne,CO,80498,12.2,lb,18.16,USD,DELIVERED
2023-03-05T22:46:30.765925+00:00,395357292583,FORT COLLINS,CO,80526,22.4,lb,15.2,USD,DELIVERED
2023-03-05T23:12:09.455718+00:00,395357655693,Golden,CO,80401,24,lb,14.31,USD,DELIVERED
2023-03-06T02:46:09.322132+00:00,395360382169,Westminster,CO,80021,40.55,lb,20.35,USD,DELIVERED
2023-03-06T06:54:58.662999+00:00,395363678174,Wheat ridge,CO,80033,18.6,lb,12.74,USD,DELIVERED
2023-03-06T06:56:02.237451+00:00,395363701853,Fountain,CO,80817,41.5,lb,20.41,USD,DELIVERED
2023-03-06T07:00:27.661719+00:00,395363767905,Louisville,CO,80027,22.4,lb,15.2,USD,DELIVERED
2023-03-06T07:01:40.528684+00:00,395363786500,Basalt,CO,81621,24.4,lb,21.29,USD,DELIVERED
2023-03-06T08:01:41.117678+00:00,395364719428,Golden,CO,80403,42,lb,23.37,USD,DELIVERED
2023-03-06T08:01:42.571124+00:00,395364720123,Golden,CO,80403,11.25,lb,13.79,USD,DELIVERED
2023-03-06T17:08:33.604064+00:00,395389822773,Denver,CO,80220,12.5,lb,10.97,USD,DELIVERED
2023-03-06T17:31:28.020948+00:00,395391756128,Mancos,CO,81328,20.68,lb,19.19,USD,DELIVERED
2023-03-06T19:03:34.049510+00:00,395399651503,Longmont,CO,80504,20,lb,15.2,USD,DELIVERED
