"order_itemid","orderid","partID","description","quantity","price","totalPrice"
"3594","271","10151329  ","TimeWise® Moisture Renewing Gel Mask","3","24.00","72.00"
"3595","271","10151985  ","CC Cream Sunscreen Broad Spectrum SPF15 Samples, strips/6 - Light to Medium Light to Medium","1","1.50","1.50"
"3596","271","10151986  ","CC Cream Sunscreen Broad Spectrum SPF15 Samples, strips/6 - Medium to Deep Medium to Deep","1","1.50","1.50"
"3597","271","10160886  ","Micellar Water","4","18.00","72.00"
"3598","271","10171886  ","TimeWise Replenishing Serum C+E®","1","60.00","60.00"
"3599","271","10190660  ","Indulge® Soothing Eye Gel","3","18.00","54.00"
"3600","271","10089643  ","Gel Semi-Matte Lipstick Powerful Pink","1","18.00","18.00"
"3601","272","10162409  ","Apple & Almond Scented Body Lotion Apple & Almond","1","14.00","14.00"
"3602","272","10162408  ","Apple & Almond Scented Shower Gel Apple & Almond","1","14.00","14.00"
"3603","272","10102790  ","Fragrance-Free Satin Hands® Nourishing Shea Cream Sample","1","0.00","0.00"
"3604","272","10101221  ","White Tea & Citrus Satin Hands® Nourishing Shea Cream Sample","1","0.00","0.00"
"3605","273","10092185  ","Undereye Corrector Undereye Corrector","1","16.00","16.00"
"3606","273","10029726  ","Oil-Free Eye Makeup Remover","2","18.00","36.00"
"3607","273","10101221  ","White Tea & Citrus Satin Hands® Nourishing Shea Cream Sample","1","0.00","0.00"
"3608","273","10102790  ","Fragrance-Free Satin Hands® Nourishing Shea Cream Sample","1","0.00","0.00"
"3609","274","10213876  ","02/23 Director Buzz Kit - Spanish","1","40.00","40.00"
"3610","275","10025868  ","Cream Eye Color Beach Blonde","4","8.00","32.00"
"3611","275","10025875  ","Cream Eye Color Pale Blush","4","8.00","32.00"
"3612","275","10169301  ","Limited-Edition  Mary Kay Unlimited„¢ Lip Gloss Hopeful Lilac","4","8.00","32.00"
"3613","275","10175579  ","Special-Edition  Scents Collection - Velvet Scent","4","28.00","112.00"
"3614","275","10179763  ","Limited-Edition  Heart-Shaped Lipstick Courageous Pink","3","12.00","36.00"
"3615","275","10179762  ","Limited-Edition  Heart-Shaped Lipstick Natural Confidence","3","12.00","36.00"
"3616","275","10173101  ","TimeWise® Age Minimize 3D® 4-in-1 Cleanser - Normal/Dry Normal/Dry","2","26.00","52.00"
"3617","275","10088998  ","TimeWise&reg; Age Minimize 3D&reg; 4-in-1 Cleanser - Combination/Oily Combination/Oily","4","26.00","104.00"
"3618","275","10082650  ","TimeWise® Firming Eye Cream","2","34.00","68.00"
"3619","275","10125872  ","Mint Bliss„¢ Energizing Lotion for Feet & Legs","6","12.00","72.00"
"3620","275","10136769  ","2-In-1 Body Wash & Shave","2","16.00","32.00"
"3621","275","10073789  ","Hydrating Lotion","2","16.00","32.00"
"3622","275","10120549  ","TimeWise Repair® Volu-Firm® Day Cream Sunscreen Broad Spectrum SPF 30*","2","54.00","108.00"
"3623","275","10143940  ","Travel Roll-Up Bag, (unfilled)","2","36.00","72.00"
"3624","275","10056743  ","Clear Proof® Blemish Control Toner**","1","16.00","16.00"
"3625","276","06229839  ","March 2023 Golden Rules wallet remake","1","0.00","0.00"
"3626","276","06231078  ","Love gift for March 2023 Golden Rules achievers- Masking miniset","1","0.00","0.00"
"3627","277","10075680  ","MK High Intensity® Sport Cologne Spray","1","46.00","46.00"
"3628","277","10095123  ","MK High Intensity Ocean® Cologne Spray","1","46.00","46.00"
"3629","277","10118434  ","TimeWise Repair® Volu-Firm® Set","1","215.00","215.00"
"3630","277","10188627  ","Limited-Edition  Blissful Pomegranate Satin Hands® Pampering Set","1","36.00","36.00"
"3631","277","10101221  ","White Tea & Citrus Satin Hands® Nourishing Shea Cream Sample","2","0.00","0.00"
"3632","278","10139028  ","TimeWise Repair® Ultimate Volu-Firm® Set","1","333.00","333.00"
"3633","278","10212680  ","Golden Rules - November 2022 Collection Piece","1","0.00","0.00"
"3634","278","10134679  ","TimeWise&reg; Ultimate Miracle Set 3D&trade; - Combination/Oily Combination/Oily","1","178.00","178.00"
"3635","278","10098324  ","White Tea & Citrus Satin Lips® Set","2","22.00","44.00"
"3636","278","10058977  ","Clear Proof® Acne System Set","1","50.00","50.00"
"3637","278","10094148  ","Clear Proof® Deep-Cleansing Charcoal Mask","2","25.00","50.00"
"3638","278","10029726  ","Oil-Free Eye Makeup Remover","6","18.00","108.00"
"3639","278","10143940  ","Travel Roll-Up Bag, (unfilled)","3","36.00","108.00"
"3640","278","10128064  ","Skinvigorate Sonic„¢ Skin Care System","1","75.00","75.00"
"3641","278","10090638  ","White Tea & Citrus Satin Hands® Pampering Set","1","36.00","36.00"
"3642","278","10188627  ","Limited-Edition  Blissful Pomegranate Satin Hands® Pampering Set","1","36.00","36.00"
"3643","278","10134681  ","Botanical Effects® Regimen","1","60.00","60.00"
"3644","278","10134368  ","Botanical Effects® Refreshing Toner","3","20.00","60.00"
"3645","278","10108837  ","TimeWise Repair® Volu-Firm® Advanced Lifting Serum","3","74.00","222.00"
"3646","278","10047376  ","TimeWise Repair® Volu-Firm® Eye Renewal Cream","1","44.00","44.00"
"3647","278","10120549  ","TimeWise Repair® Volu-Firm® Day Cream Sunscreen Broad Spectrum SPF 30*","1","54.00","54.00"
"3648","278","10110064  ","Mary Kay Naturally® Nourishing Oil","2","50.00","100.00"
"3649","278","10177906  ","Mary Kay Clinical Solutions® HA + Ceramide Hydrator","2","38.00","76.00"
"3650","278","10177899  ","Mary Kay Clinical Solutions® C + Resveratrol Line-Reducer","2","38.00","76.00"
"3651","278","10183102  ","Limited-Edition  Warm Hues Eye Shadow Palette Warm Hues","1","39.00","39.00"
"3652","278","10125872  ","Mint Bliss„¢ Energizing Lotion for Feet & Legs","18","12.00","216.00"
"3653","278","10099977  ","TimeWise® Matte 3D Foundation Beige C 220","2","25.00","50.00"
"3654","278","10089645  ","Gel Semi-Matte Lipstick Poppy Please","1","18.00","18.00"
"3655","278","10089646  ","Gel Semi-Matte Lipstick Midnight Red","1","18.00","18.00"
"3656","278","10157973  ","Gel Semi-Matte Lipstick Red Stiletto","2","18.00","36.00"
"3657","278","10017657  ","Ultimate Mascara„¢ Black","3","16.00","48.00"
"3658","278","10142038  ","Lash Love Fanorama„¢ Mascara I ¥ black","3","16.00","48.00"
"3659","278","10190660  ","Indulge® Soothing Eye Gel","1","18.00","18.00"
"3660","278","10136769  ","2-In-1 Body Wash & Shave","1","16.00","16.00"
"3661","278","10073789  ","Hydrating Lotion","1","16.00","16.00"
"3662","278","10204258  ","MKMen® Shave Foam","2","18.00","36.00"
"3663","278","10109684  ","Thinking of You® Eau de Parfum","1","36.00","36.00"
"3664","278","10072823  ","CC Cream Sunscreen Broad Spectrum SPF 15* Light to Medium","3","22.00","66.00"
"3665","278","10180436  ","Special-Edition  MKMen® Foaming Beard Wash ","2","18.00","36.00"
"3666","278","10025868  ","Cream Eye Color Beach Blonde","2","8.00","16.00"
"3667","278","10025875  ","Cream Eye Color Pale Blush","2","8.00","16.00"
"3668","278","10097538  ","White Tea & Citrus Satin Hands® Nourishing Shea Cream Sample ","1","8.00","8.00"
"3669","278","10210589  ","¡NUEVO! La Imagen (Invierno 2022), paq./10","1","4.50","4.50"
"3670","278","10099043  ","Satin Hands® Pampering Set Deluxe Mini - White Tea & Citrus","2","4.00","8.00"
"3671","278","10179677  ","TimeWise® Miracle Set 3D„¢ Sample Sets, pk./3 (Normal/Dry) Normal/Dry","3","4.00","12.00"
"3672","278","10179678  ","TimeWise® Miracle Set 3D„¢ Sample Sets, pk./3 (Combination/Oily) Combination/Oily","3","4.00","12.00"
"3673","278","10146629  ","TimeWise® Moisture Renewing Gel Mask Sample, pk./6","2","2.00","4.00"
"3674","278","10145845  ","Clear Proof® Deep-Cleansing Charcoal Mask Sample, pk./6","2","2.00","4.00"
"3675","278","10015137  ","Sheer Mineral Pressed Powder Beige 1","2","18.00","36.00"
"3676","278","10092185  ","Undereye Corrector Undereye Corrector","2","16.00","32.00"
"3677","279","10118434  ","TimeWise Repair® Volu-Firm® Set","1","215.00","215.00"
"3678","279","10151329  ","TimeWise® Moisture Renewing Gel Mask","1","24.00","24.00"
"3679","279","10101221  ","White Tea & Citrus Satin Hands® Nourishing Shea Cream Sample","1","0.00","0.00"
"3680","279","10217489  ","OPTIONAL - ¡NUEVO! La Imagen (Invierno 2022), paq./1","1","0.00","0.00"
"3681","280","10109288  ","1-year subscription to PWS","1","0.00","0.00"
"3682","281","06222732  ","SM22 Royalty Reception","1","0.00","0.00"
"3683","282","10190603  ","Limited-Edition  Vinyl Shine Liquid Lip Set Neutral - Brilliant Brown & Glowing Neutral","4","20.00","80.00"
"3684","282","10190604  ","Limited-Edition  Vinyl Shine Liquid Lip Set Bold - Vivid Berry & Luminous Red","4","20.00","80.00"
"3685","282","10078810  ","Extra Emollient Night Cream Sample","1","0.00","0.00"
"3686","282","10165084  ","Hydrogel Eye Patches Sample CDS Free","1","0.00","0.00"
"3687","283","08213430  ","Black Tumbler With Logo","2","10.00","20.00"
"3688","283","08213440  ","Metallic Pen Set With Logo","3","5.00","15.00"
"3689","283","10997700  ","Logo Pin","7","2.25","15.75"
"3690","283","08205339  ","Red Puffer Money Bag","2","5.00","10.00"
"3691","284","10134555  ","TimeWise® Ultimate Miracle Set 3D„¢ - Normal/Dry Normal/Dry","1","178.00","178.00"
"3692","284","10134679  ","TimeWise&reg; Ultimate Miracle Set 3D&trade; - Combination/Oily Combination/Oily","1","178.00","178.00"
"3693","284","10176089  ","TimeWise Miracle Set 3D&reg; - Normal/Dry Normal/Dry","1","120.00","120.00"
"3694","284","10176090  ","TimeWise Miracle Set 3D&reg; - Combination/Oily Combination/Oily","4","120.00","480.00"
"3695","284","10173101  ","TimeWise® Age Minimize 3D® 4-in-1 Cleanser - Normal/Dry Normal/Dry","2","26.00","52.00"
"3696","284","10088998  ","TimeWise&reg; Age Minimize 3D&reg; 4-in-1 Cleanser - Combination/Oily Combination/Oily","2","26.00","52.00"
"3697","284","10188627  ","Limited-Edition  Blissful Pomegranate Satin Hands® Pampering Set","3","36.00","108.00"
"3698","284","10090638  ","White Tea & Citrus Satin Hands® Pampering Set","1","36.00","36.00"
"3699","284","10151329  ","TimeWise® Moisture Renewing Gel Mask","3","24.00","72.00"
"3700","284","10094148  ","Clear Proof® Deep-Cleansing Charcoal Mask","2","25.00","50.00"
"3701","284","10029726  ","Oil-Free Eye Makeup Remover","8","18.00","144.00"
"3702","284","10166411  ","Special-Edition  Travel Color Bag","4","16.00","64.00"
"3703","284","10160886  ","Micellar Water","8","18.00","144.00"
"3704","284","10139838  ","Hydrogel Eye Patches, pk./30 pairs","2","40.00","80.00"
"3705","284","10098324  ","White Tea & Citrus Satin Lips® Set","4","22.00","88.00"
"3706","284","10125872  ","Mint Bliss„¢ Energizing Lotion for Feet & Legs","8","12.00","96.00"
"3707","284","10136769  ","2-In-1 Body Wash & Shave","3","16.00","48.00"
"3708","284","10073789  ","Hydrating Lotion","1","16.00","16.00"
"3709","284","10090131  ","Eyeliner MK Deep Brown","2","12.00","24.00"
"3710","284","10072824  ","CC Cream Sunscreen Broad Spectrum SPF 15* Medium to Deep","3","22.00","66.00"
"3711","284","10107635  ","Mary Kay Chromafusion® Eye Shadow Merlot","2","8.00","16.00"
"3712","284","10107629  ","Mary Kay Chromafusion® Eye Shadow Sunlit Rose","3","8.00","24.00"
"3713","284","10107627  ","Mary Kay Chromafusion® Eye Shadow Blossom","4","8.00","32.00"
"3714","284","10107602  ","Mary Kay Chromafusion® Eye Shadow Biscotti","4","8.00","32.00"
"3715","284","10094610  ","Gel Semi-Shine Lipstick Rosewood","3","18.00","54.00"
"3716","284","10143924  ","Mary Kay Chromafusion® Blush Rosy Nude","3","14.00","42.00"
"3717","284","10025868  ","Cream Eye Color Beach Blonde","2","8.00","16.00"
"3718","284","10025875  ","Cream Eye Color Pale Blush","2","8.00","16.00"
"3719","284","10206518  ","Limited-Edition Beauty Box -Winter","2","48.00","96.00"
"3720","284","10199615  ","Limited-Edition  Hint of Mint Lip Balm","4","10.00","40.00"
"3721","284","10003370  ","Ultimate Mascara„¢ Sample Wands, pk./15","1","1.50","1.50"
"3722","284","10179678  ","TimeWise® Miracle Set 3D„¢ Sample Sets, pk./3 (Combination/Oily) Combination/Oily","1","4.00","4.00"
"3723","284","10054108  ","Foundation Primer Sunscreen Broad Spectrum SPF 15* Sample","2","1.50","3.00"
"3724","284","10083368  ","Eyeliner Sample MK Black","2","1.50","3.00"
"3725","284","10068557  ","Ultimate Mascara„¢ Sample Black","1","3.00","3.00"
"3726","284","10124547  ","Doe-Foot Applicators","2","1.00","2.00"
"3727","284","10149098  ","Facial Cloths (Disposable), pk./30","2","2.25","4.50"
"3728","284","10160429  ","TimeWise® Microdermabrasion Plus Sample Set, pk./1","2","3.00","6.00"
"3729","284","10092185  ","Undereye Corrector Undereye Corrector","1","16.00","16.00"
"3730","284","10094641  ","Gel Semi-Shine Lipstick Berry Couture","1","18.00","18.00"
"3731","284","10099974  ","TimeWise® Matte 3D Foundation Beige N 190","2","25.00","50.00"
"3732","284","10145845  ","Clear Proof® Deep-Cleansing Charcoal Mask Sample, pk./6","4","2.00","8.00"
"3733","284","10210589  ","¡NUEVO! La Imagen (Invierno 2022), paq./10","2","4.50","9.00"
"3734","284","10206533  ","Limited Edition Gift-with-Purchase Mint Bliss„¢ Socks","8","0.00","0.00"
"3735","284","10215744  ","Golden Rules - October 2022 Collection Piece","1","0.00","0.00"
"3736","284","10097538  ","White Tea & Citrus Satin Hands® Nourishing Shea Cream Sample ","1","8.00","8.00"
"3737","284","10141909  ","Hydrogel Eye Patches Sample, pk./1","2","3.00","6.00"
"3738","284","10146629  ","TimeWise® Moisture Renewing Gel Mask Sample, pk./6","4","2.00","8.00"
"3739","284","10162408  ","Apple & Almond Scented Shower Gel Apple & Almond","2","14.00","28.00"
"3740","284","10162443  ","Berry & Vanilla Scented Shower Gel Berry & Vanilla","2","14.00","28.00"
"3741","284","10162409  ","Apple & Almond Scented Body Lotion Apple & Almond","2","14.00","28.00"
"3742","284","10162416  ","Berry & Vanilla Scented Body Lotion Berry & Vanilla","2","14.00","28.00"
"3743","285","06180100  ","Queen's Court - Sales Director Court of Personal Sales Sash","1","0.00","0.00"
"3744","286","10211399  ","The Look with Samplers “ English","17","0.90","15.30"
"3745","286","10211403  ","The Look with Samplers “ Spanish","16","0.90","14.40"
"3746","287","10091502  ","White Tea & Citrus Satin Body® Indulgent Shea Wash","1","20.00","20.00"
"3747","287","10125872  ","Mint Bliss„¢ Energizing Lotion for Feet & Legs","1","12.00","12.00"
"3748","287","10202992  ","Mary Kay Perfect Palette® (unfilled)","1","18.00","18.00"
"3749","287","10157973  ","Gel Semi-Matte Lipstick Red Stiletto","1","18.00","18.00"
"3750","287","10134452  ","Cosmetic Sponges","1","4.00","4.00"
"3751","287","10015136  ","Sheer Mineral Pressed Powder Ivory 2","1","18.00","18.00"
"3752","287","10091507  ","White Tea & Citrus Satin Body® Whipped Shea CrÃ¨me","1","24.00","24.00"
"3753","287","10091504  ","White Tea & Citrus Satin Body® Revitalizing Shea Scrub","1","20.00","20.00"
"3754","287","10101221  ","White Tea & Citrus Satin Hands® Nourishing Shea Cream Sample","1","0.00","0.00"
"3755","287","10078810  ","Extra Emollient Night Cream Sample","1","0.00","0.00"
"3756","288","10190604  ","Limited-Edition  Vinyl Shine Liquid Lip Set Bold - Vivid Berry & Luminous Red","1","20.00","20.00"
"3757","288","10190603  ","Limited-Edition  Vinyl Shine Liquid Lip Set Neutral - Brilliant Brown & Glowing Neutral","3","20.00","60.00"
"3758","288","10127613  ","Precision Brow Liner Brunette","2","14.00","28.00"
"3759","288","10101221  ","White Tea & Citrus Satin Hands® Nourishing Shea Cream Sample","1","0.00","0.00"
"3760","288","10078810  ","Extra Emollient Night Cream Sample","1","0.00","0.00"
"3761","289","10072825  ","CC Cream Sunscreen Broad Spectrum SPF 15* Deep","1","22.00","22.00"
"3762","289","10188627  ","Limited-Edition  Blissful Pomegranate Satin Hands® Pampering Set","2","36.00","72.00"
"3763","289","10190604  ","Limited-Edition  Vinyl Shine Liquid Lip Set Bold - Vivid Berry & Luminous Red","2","20.00","40.00"
"3764","289","10099967  ","TimeWise® Matte 3D Foundation Beige C 120","1","25.00","25.00"
"3765","289","10088998  ","TimeWise&reg; Age Minimize 3D&reg; 4-in-1 Cleanser - Combination/Oily Combination/Oily","1","26.00","26.00"
"3766","289","10125872  ","Mint Bliss„¢ Energizing Lotion for Feet & Legs","8","12.00","96.00"
"3767","289","10145845  ","Clear Proof® Deep-Cleansing Charcoal Mask Sample, pk./6","1","2.00","2.00"
"3768","289","10149098  ","Facial Cloths (Disposable), pk./30","2","2.25","4.50"
"3769","289","10188342  ","Limited-Edition  Masking Minis","3","18.00","54.00"
"3770","289","10134681  ","Botanical Effects® Regimen","1","60.00","60.00"
"3771","289","10058977  ","Clear Proof® Acne System Set","1","50.00","50.00"
"3772","289","10077871  ","Endless Performance® CrÃ¨me-to-Powder Foundation Beige 1","1","20.00","20.00"
"3773","289","10099982  ","TimeWise® Matte 3D Foundation Bronze W 140","1","25.00","25.00"
"3774","289","10171886  ","TimeWise Replenishing Serum C+E®","1","60.00","60.00"
"3775","289","10191932  ","Limited-Edition Highlight Brush & Contour Sponge Set","3","15.00","45.00"
"3776","289","10199621  ","Limited-Edition  Silkening Dry Oil","3","22.00","66.00"
"3777","289","10173123  ","TimeWise® Age Minimize 3D® Day Cream SPF 30 Broad Spectrum Sunscreen** - Normal/Dry Normal/Dry","2","34.00","68.00"
"3778","289","10210588  ","NEW! La Imagen (Fin de aÃ±o 2022), pk./10","1","4.50","4.50"
"3779","289","10207921  ","NEW! Limited-Edition Mary Kay Gift Box Set pk./3","2","8.00","16.00"
"3780","289","10107305  ","Essential Brush Collection","2","56.00","112.00"
"3781","289","10098324  ","White Tea & Citrus Satin Lips® Set","1","22.00","22.00"
"3782","289","10178735  ","Fragrance-Free Satin Hands® Shea Hand Sanitizer","3","8.00","24.00"
"3783","289","10214490  ","Holiday Glam&nbsp;Bundle","2","60.00","120.00"
"3784","289","10099971  ","TimeWise® Matte 3D Foundation Beige W 160","1","25.00","25.00"
"3785","289","10151985  ","CC Cream Sunscreen Broad Spectrum SPF15 Samples, strips/6 - Light to Medium Light to Medium","1","1.50","1.50"
"3786","289","10072823  ","CC Cream Sunscreen Broad Spectrum SPF 15* Light to Medium","1","22.00","22.00"
"3787","289","10160429  ","TimeWise® Microdermabrasion Plus Sample Set, pk./1","1","3.00","3.00"
"3788","289","10183102  ","Limited-Edition  Warm Hues Eye Shadow Palette Warm Hues","4","39.00","156.00"
"3789","289","10163069  ","Limited-Edition  MKMen® Hair and Body Wash Set","3","28.00","84.00"
"3790","289","10092185  ","Undereye Corrector Undereye Corrector","4","16.00","64.00"
"3791","289","10206533  ","Limited Edition Gift-with-Purchase Mint Bliss„¢ Socks","8","0.00","0.00"
"3792","289","10212678  ","Golden Rules - September 2022 Collection Piece","1","0.00","0.00"
"3793","290","06191879  ","2022 Regal Ivy Ring Size 7","1","0.00","0.00"
"3794","291","10090136  ","Eyeliner MK Black","1","0.00","0.00"
"3795","292","10209450  ","11/22 Director Buzz Kit - Spanish","1","40.00","40.00"
"3796","293","10204830  ","Skinvigorate Sonic„¢ Facial Cleansing Brush Heads, pk./2 - July 2022 Promo","1","20.00","20.00"
"3797","293","10204831  ","Skinvigorate Sonic„¢ Facial Massage Head, pk./1 - July 2022","1","25.00","25.00"
"3798","293","10205898  ","Limited-Edition  Beauty Box","3","48.00","144.00"
"3799","293","10190676  ","Special-Edition  2-Step Hydrating Sheet Mask, pk/8","1","40.00","40.00"
"3800","293","10183278  ","Gel Semi-Shine Lipstick Downtown Brown","6","18.00","108.00"
"3801","293","10183102  ","Limited-Edition  Warm Hues Eye Shadow Palette Warm Hues","4","39.00","156.00"
"3802","293","10173108  ","Timewise® Age Minimize 3D® Day Cream (Non SPF) - Combination/Oily Combination/Oily","1","34.00","34.00"
"3803","293","10199621  ","Limited-Edition  Silkening Dry Oil","2","22.00","44.00"
"3804","293","10188627  ","Limited-Edition  Blissful Pomegranate Satin Hands® Pampering Set","2","36.00","72.00"
"3805","293","10188613  ","Limited-Edition  Blissful Pomegranate Satin Hands® Nourishing Shea Cream","1","12.00","12.00"
"3806","293","10191932  ","Limited-Edition Highlight Brush & Contour Sponge Set","2","15.00","30.00"
"3807","293","10188342  ","Limited-Edition  Masking Minis","2","18.00","36.00"
"3808","293","10163069  ","Limited-Edition  MKMen® Hair and Body Wash Set","3","28.00","84.00"
"3809","293","10207921  ","NEW! Limited-Edition Mary Kay Gift Box Set pk./3","5","8.00","40.00"
"3810","293","10190603  ","Limited-Edition  Vinyl Shine Liquid Lip Set Neutral - Brilliant Brown & Glowing Neutral","2","20.00","40.00"
"3811","293","10190604  ","Limited-Edition  Vinyl Shine Liquid Lip Set Bold - Vivid Berry & Luminous Red","2","20.00","40.00"
"3812","293","10166411  ","Special-Edition  Travel Color Bag","4","16.00","64.00"
"3813","293","10183234  ","Gel Semi-Matte Lipstick Sample - Subdued Nude, pk./8 SUBDUED NUDE","2","1.50","3.00"
"3814","293","10183235  ","NEW! Gel Matte & Shine Lipstick Samples/strip of 8 - Downtown Brown DOWNTOWN BROWN","2","1.50","3.00"
"3815","293","10206532  ","Special-Edition  Sleep Mask","2","4.00","8.00"
"3816","293","10149098  ","Facial Cloths (Disposable), pk./30","2","2.25","4.50"
"3817","293","10093244  ","Starter Kit Bag","1","25.00","25.00"
"3818","293","10125872  ","Mint Bliss„¢ Energizing Lotion for Feet & Legs","4","12.00","48.00"
"3819","293","10058977  ","Clear Proof® Acne System Set","1","50.00","50.00"
"3820","293","10075138  ","Discover What You Love® Campaign Large Plastic Shopping Bags, pk./50","1","5.50","5.50"
"3821","293","10210588  ","NEW! La Imagen (Fin de aÃ±o 2022), pk./10","2","4.50","9.00"
"3822","293","10206533  ","Limited Edition Gift-with-Purchase Mint Bliss„¢ Socks","4","0.00","0.00"
"3823","293","10212677  ","Golden Rules - August 2022 Collection Piece","1","0.00","0.00"
"3824","293","10215137  ","Exclusive Seminar 2022 Bundle","1","44.00","44.00"
"3825","294","10173101  ","TimeWise® Age Minimize 3D® 4-in-1 Cleanser - Normal/Dry Normal/Dry","1","26.00","26.00"
"3826","294","10142038  ","Lash Love Fanorama„¢ Mascara I ¥ black","1","16.00","16.00"
"3827","294","10217485  ","NEW! The Look (Holiday 2022), pk./1 - CDS Free","1","0.00","0.00"
"3828","294","10217499  ","OPTIONAL - NEW! Semi-Matte Lipstick - Subdued Nude/pk/1 CDS FREE","1","0.00","0.00"
"3829","295","10211405  ","The Look with Samplers “ Spanish (CFL)","5","0.90","4.50"
"3830","295","10211408  ","The Look with Samplers “ English (CFL)","1","0.90","0.90"
"3831","296","10211402  ","The Look with Samplers “ Spanish","24","0.90","21.60"
"3832","296","10211398  ","The Look with Samplers “ English","24","0.90","21.60"
"3833","297","10160886  ","Micellar Water","1","18.00","18.00"
"3834","297","10102790  ","Fragrance-Free Satin Hands® Nourishing Shea Cream Sample","1","0.00","0.00"
"3835","297","10217484  ","OPTIONAL - NEW! The Look (Fall 2022), pk./1 / CDS Free","1","0.00","0.00"
"3836","298","10212682  ","Golden Rules - April 2023 Collection Piece","1","0.00","0.00"
"3837","298","10166411  ","Special-Edition  Travel Color Bag","2","16.00","32.00"
"3838","298","10219385  ","NUEVO! La Imagen (Primavera 2023), paq./10","1","4.50","4.50"
"3839","298","10220973  ","¡REVISADO! Tarjeta del Perfil de Belleza (VersiÃ³n 2/23), paq./30","1","1.25","1.25"
"3840","298","10177899  ","Mary Kay Clinical Solutions® C + Resveratrol Line-Reducer","1","38.00","38.00"
"3841","298","10171886  ","TimeWise Replenishing Serum C+E®","2","60.00","120.00"
"3842","298","10120549  ","TimeWise Repair® Volu-Firm® Day Cream Sunscreen Broad Spectrum SPF 30*","1","54.00","54.00"
"3843","298","10150071  ","TimeWise Body Targeted-Action® Toning Lotion","2","34.00","68.00"
"3844","298","10072682  ","Extra Emollient Night Cream","2","16.00","32.00"
"3845","298","10099977  ","TimeWise® Matte 3D Foundation Beige C 220","2","25.00","50.00"
"3846","298","10160886  ","Micellar Water","4","18.00","72.00"
"3847","298","10029726  ","Oil-Free Eye Makeup Remover","4","18.00","72.00"
"3848","298","10177902  ","Mary Kay Clinical Solutions® Ferulic + Niacinamide Brightener","2","38.00","76.00"
"3849","298","10134679  ","TimeWise&reg; Ultimate Miracle Set 3D&trade; - Combination/Oily Combination/Oily","4","178.00","712.00"
"3850","298","10176089  ","TimeWise Miracle Set 3D&reg; - Normal/Dry Normal/Dry","2","120.00","240.00"
"3851","298","10090638  ","White Tea & Citrus Satin Hands® Pampering Set","4","36.00","144.00"
"3852","298","10146244  ","Mary Kay Clinical Solutions® Retinol 0.5 Set","2","120.00","240.00"
"3853","298","10225021  ","Special-Edition<sup>  </sup><em>Mary Kay</em><sup>®</sup> 60th Anniversary Shopping Bags","2","8.00","16.00"
"3854","298","10203252  ","Special-Edition  Matte Liquid Lipstick Modern Nude","1","20.00","20.00"
"3855","298","10203251  ","Special-Edition  Matte Liquid Lipstick Must-Have Mauve","1","20.00","20.00"
"3856","298","10203250  ","Special-Edition  Matte Liquid Lipstick Rich Espresso","1","20.00","20.00"
"3857","298","10203249  ","Special-Edition  Matte Liquid Lipstick Burgundy Orchid","1","20.00","20.00"
"3858","298","10225054  ","Limited-Edition  Beauty Box Bundles, pk./4 “ Lips Bundle","1","12.00","12.00"
"3859","298","10222951  ","¡NUEVO! La Imagen (Verano 2023), paq./10","2","4.50","9.00"
"3860","298","10226632  ","Limited-Edition Fuzzy Headband","3","3.00","9.00"
"3861","298","10153486  ","Mary Kay Unlimited® Lip Gloss Fancy Nancy","2","16.00","32.00"
"3862","298","10220972  ","REVISED! Beauty Profile Cards (Version 2/23), pk./30","1","1.25","1.25"
"3863","298","10143940  ","Travel Roll-Up Bag, (unfilled)","1","36.00","36.00"
"3864","298","10099043  ","Satin Hands® Pampering Set Deluxe Mini - White Tea & Citrus","2","4.00","8.00"
"3865","298","10149098  ","Facial Cloths (Disposable), pk./30","2","2.25","4.50"
"3866","298","10211823  ","REVISED! enriching womens lives® Car Decal (Version 3/22)","4","0.75","3.00"
"3867","298","10202027  ","Limited-Edition  Lip Balm Set  Sweet Berry and Tropical Guava","1","16.00","16.00"
"3868","298","10203248  ","Special-Edition  Matte Liquid Lipstick Classic Red","1","20.00","20.00"
"3869","298","10041758  ","Beauty Blotters® Oil-Absorbing Tissues","2","8.00","16.00"
"3870","298","10179678  ","TimeWise® Miracle Set 3D„¢ Sample Sets, pk./3 (Combination/Oily) Combination/Oily","1","4.00","4.00"
"3871","298","10997700  ","Logo Pin","2","2.25","4.50"
"3872","298","10141205  ","Waterproof Liquid Eyeliner Pen Intense Black","1","18.00","18.00"
"3873","298","10088632  ","White Tea & Citrus Satin Hands® Nourishing Shea Cream","4","12.00","48.00"
"3874","298","10107605  ","Mary Kay Chromafusion® Eye Shadow Candlelight","1","8.00","8.00"
"3875","298","10177906  ","Mary Kay Clinical Solutions® HA + Ceramide Hydrator","2","38.00","76.00"
"3876","298","10203690  ","Limited-Edition  Lip & Cheek Cream Blush Mauve Sunset","1","14.00","14.00"
"3877","298","10203689  ","Limited-Edition  Lip & Cheek Cream Blush Peach Shimmer","1","14.00","14.00"
"3878","298","10203692  ","Limited-Edition  Lip & Cheek Cream Blush Spiced Berry","1","14.00","14.00"
"3879","298","10203691  ","Limited-Edition  Lip & Cheek Cream Blush Luxe Lilac","1","14.00","14.00"
"3880","299","10179756  ","Limited-Edition  Fresh Waterlily Satin Body® Whipped Shea CrÃ¨me Fresh Waterlily","1","24.00","24.00"
