Texto46,Texto44,Texto48,Date,receipt,third-party name,CUIT,Taxed ,VAT tax,withholdings,exempt,ITC tax,total amount,,,
,,,2/28/2023,FCC A-0003-00257527,BORSELLI CM SA,20-16576881-8,"$ 18,393.31","$ 3,862.60",$ 183.91,$ 0.00,$ 0.00,"$ 22,439.82",,,
,,,2/28/2023,FCC A-0005-00003176,BERTERO Y SUAREZ  SOCIEDA,30-71180013-8,"$ 8,500.00","$ 1,785.00",$ 0.00,$ 0.00,$ 0.00,"$ 10,285.00",,,
,,,2/28/2023,FCC A-0005-00018091,PASTORE JC SA,20-05270426-0,"$ 13,573.19","$ 2,850.37",$ 0.00,$ 0.00,$ 0.00,"$ 16,423.56",,,
,,,2/28/2023,FCC A-0006-00025724,BRAMUZZI CD SA,20-11785648-9,"$ 3,663.64",$ 769.36,$ 0.00,$ 0.00,$ 0.00,"$ 4,433.00",,,
,,,2/28/2023,FCC A-0010-00052167,CHESI JD SA,20-11377652-9,"$ 13,276.88","$ 2,788.12",$ 132.77,$ 0.00,$ 0.00,"$ 16,197.77",,,
,,,2/28/2023,FCC A-0021-00012664,FRIGORIFICO CORONEL MOLDES S.A,30-70846564-6,"$ 59,472.00","$ 12,489.12",$ 0.00,$ 0.00,$ 0.00,"$ 71,961.12",,,
,,,2/28/2023,FCC A-0021-00012698,FRIGORIFICO CORONEL MOLDES S.A,30-70846564-6,"$ 10,228.50","$ 2,147.99",$ 0.00,$ 0.00,$ 0.00,"$ 12,376.49",,,
,,,2/28/2023,FCC A-0047-00066342,ALONLFI S.R.L.,30-56783883-4,"$ 33,471.25","$ 7,028.96",$ 0.00,$ 0.00,$ 0.00,"$ 40,500.21",,,
,,,2/28/2023,FCC A-0047-00066347,ALONLFI S.R.L.,30-56783883-4,"$ 12,112.90","$ 2,358.94",$ 0.00,$ 0.00,$ 0.00,"$ 14,471.84",,,
,,,2/28/2023,FCC A-0080-00020873,Marijo SA,30-69854828-9,"$ 1,439.69",$ 302.33,$ 0.00,$ 258.00,$ 0.00,"$ 2,000.02",,,
,,,2/28/2023,FCC A-0159-00115388,CAFES LA VIRGINIA S A,30-50107713-1,"$ 35,154.35","$ 7,382.41","$ 1,406.18",$ 0.00,$ 0.00,"$ 43,942.94",,,
,,,2/28/2023,FCC A-2023-00000228,BANCO DE LA CIUDAD DE BUENOS AIRES,30-99903208-3,"$ 8,080.26","$ 1,696.85",$ 0.00,$ 0.00,$ 0.00,"$ 9,777.11",,,
,,,2/28/2023,FCC A-3000-00024124,DAMARFU SA,33-70854340-9,"$ 11,137.86","$ 1,169.48",$ 0.00,$ 0.00,$ 0.00,"$ 12,307.34",,,
,,,2/28/2023,FCC A-8056-02133194,LOGISTICA LA SERENISIMA SA,30-70721038-5,"$ 30,689.50","$ 6,444.80","$ 1,091.63",$ 0.00,$ 0.00,"$ 38,225.93",,,
,,,,,,,,,,,,,rate,taxable amount,VAT tax total
,,,,,,,,,,,,,0.1049999967,"18,884,611.50","1,982,883.50"
,,,,,,,,,,,,,0.2099999934,"33,568,265.73","7,002,715.60"
,,,,,,,,,,,,,0.2099999934,"-3,171,442.75","-666,003.51"
,,,,,,,,,,,,,0.2700000107,"71,269.14","19,242.67"
,,,,buy work,,,,,,,,,,"49,352,703.62","8,338,838.26"
,,,,purchase property,,,,,,,,,,,
,,,,buy grains,This month there is no,,,,,,,,,,
