name,brand,month,qty,price_unit,total_sales
CORREGIDORA 2 (QRO),HONOR,May,2,3576.7252585,7153.450517
VIA ALTA SUR (LEON),HONOR,February,2,3576.7250000000004,7153.450000000001
CORREGIDORA 3 (QRO),HONOR,July,2,3576.7250000000004,7153.450000000001
OBREGON (LEON),XIAOMI,September,2,3576.725,7153.45
URBAN (QRO),MOTO,January,2,3576.7249999999995,7153.449999999999
CORREGIDORA 4 (QRO),HISENSE,September,3,2384.197586333333,7152.592759
FIESTA (IRAPUATO),NOKIA,September,4,1787.9331897,7151.7327588
LEON CENTRO (LEON),LANIX,August,4,1787.9313789999999,7151.7255159999995
PLAZA PATIO (QRO),ZTE,July,4,1895.6879310000002,7151.713793000001
GUERRERO (QRO),BLU,October,9,794.1570856888889,7147.4137712
LA CRUZ (QRO),MOTO,February,1,7068.103448,7068.103448
PARQUE (CELAYA),MOTO,March,1,7068.1,7068.1
GUERRERO (QRO),MOTO,October,2,3533.625,7067.25
GUERRERO (QRO),MOTO,July,2,3533.625,7067.25
MADERO (LEON),HISENSE,September,2,3533.6231035,7067.246207
ANTEA (QRO),XIAOMI,February,2,3533.6227584999997,7067.245516999999
PLAZA PATIO (QRO),HUAWEI,April,2,3533.6222415,7067.244483
PARQUE (QRO),HONOR,April,2,3533.62,7067.24
VIA ALTA SUR (LEON),MOTO,January,2,3533.62,7067.24
PLAZA MAYOR (LEON),XIAOMI,September,3,2355.460689666667,7066.382069
PLAZA MAYOR (LEON),HISENSE,May,3,2355.46,7066.38
LA CRUZ (QRO),HISENSE,April,3,2355.4566666666665,7066.37
LEON CENTRO (LEON),ALCATEL,May,4,1766.3825,7065.53
GUERRERO (QRO),LANIX,April,4,1766.3790515,7065.516206
LA VICTORIA (QRO),ZTE,December,5,1412.9314482,7064.657241
CORREGIDORA 4 (QRO),NOKIA,December,5,1412.9313793200001,7064.6568966
GUERRERO (QRO),NOKIA,February,5,1412.9302732,7064.651366
ANDADOR (CELAYA),BLU,June,12,588.2183908166667,7058.6206898
GALERIAS (QRO),MOTO,September,2,3522.64,7045.28
FIESTA (IRAPUATO),HISENSE,August,3,2341.0935633333333,7023.28069
FIESTA (IRAPUATO),HISENSE,December,3,2341.0933333333337,7023.280000000001
MADERO (QRO),BLU,June,7,1002.8325125285713,7019.8275877
OBREGON (LEON),HISENSE,June,2,3491.37925,6982.7585
HIDALGO (CELAYA),HISENSE,November,2,3490.519655,6981.03931
LA VICTORIA (QRO),HONOR,July,2,3490.5177585,6981.035517
GALERIAS (QRO),MOTO,December,2,3490.5150000000003,6981.030000000001
CORREGIDORA 3 (QRO),MOTO,May,3,2326.7233333333334,6980.17
CORREGIDORA 3 (QRO),BLU,June,9,770.2107280444444,6931.8965524
ALAMEDA (QRO),HUAWEI,February,1,6895.69,6895.69
PARQUE (QRO),HISENSE,August,2,3447.416207,6894.832414
FIESTA (IRAPUATO),HONOR,April,2,3447.4137929999997,6894.827585999999
ANDADOR (CELAYA),HISENSE,January,2,3447.4137,6894.8274
GUERRERO (QRO),HONOR,June,2,3447.4127585,6894.825517
ANDADOR (CELAYA),MOTO,June,2,3447.4123999999997,6894.824799999999
ANTEA (QRO),XIAOMI,June,2,3447.4115515000003,6894.823103000001
MADERO (LEON),ALCATEL,May,4,1723.28,6893.12
ALAMEDA (QRO),XIAOMI,May,4,1723.2775,6893.11
ALAMEDA (QRO),ZTE,July,4,1723.2764655,6893.105862
CORREGIDORA 3 (QRO),KODAK,July,5,1378.448276,6892.24138
MADERO (LEON),KODAK,August,5,1378.448276,6892.24138
GALERIAS (QRO),SAM,October,1,6809.485172,6809.485172
MAYOREO (QRO),SAM,April,1,6809.482759,6809.482759
PARQUE (QRO),HUAWEI,April,2,3404.311895,6808.62379
ALAMEDA (QRO),HONOR,July,2,3404.3110345,6808.622069
MADERO (QRO),MOTO,April,2,3404.31,6808.62
ANTEA (QRO),XIAOMI,May,2,3404.31,6808.62
PLAZA PATIO (QRO),HONOR,September,2,3404.308793,6808.617586
PLAZA MAYOR (LEON),HONOR,July,2,3404.308793,6808.617586
GALERIAS (QRO),MOTO,August,2,3404.3072414999997,6808.614482999999
HIDALGO 2 (CELAYA),XIAOMI,October,3,2269.252864333333,6807.758593
ALLENDE (QRO),ZTE,April,5,1361.206,6806.03
ALAMEDA (QRO),BLU,April,10,680.1724139,6801.724139
GALERIAS (QRO),SAM,October,1,6766.38,6766.38
ALLENDE (CELAYA),HUAWEI,September,2,3361.2093105,6722.418621
CORREGIDORA 4 (QRO),HONOR,February,2,3361.2077584999997,6722.415516999999
PARQUE (QRO),SAM,April,2,3361.205,6722.41
PLAZA PATIO (QRO),HONOR,November,2,3361.205,6722.41
PARQUE (QRO),ZTE,July,5,1343.9653792000001,6719.8268960000005
CORREGIDORA 3 (QRO),NOKIA,December,6,1119.8274138666668,6718.9644832
GUERRERO (QRO),BLU,September,11,610.4233228363636,6714.6565512
LEON CENTRO (LEON),BLU,July,9,743.3904598777777,6690.5141389
MADERO (LEON),ZTE,September,5,1337.0700000000002,6685.35
OBREGON (LEON),HUAWEI,November,2,3318.53655,6637.0731
CONSTITUYENTES (QRO),MOTO,September,2,3318.105517,6636.211034
PARQUE (CELAYA),XIAOMI,October,2,3318.1039655,6636.207931
MADERO (QRO),XIAOMI,April,2,3318.1034485,6636.206897
MAYOREO (QRO),MOTO,November,2,3318.103276,6636.206552
ALAMEDA (QRO),XIAOMI,August,2,3318.102414,6636.204828
URBAN (QRO),SAM,June,2,3318.1020689999996,6636.204137999999
ALLENDE (QRO),HISENSE,November,3,2197.414827666667,6592.244483
HIDALGO (CELAYA),BLU,April,6,1024.99999996,6589.6551718
LEON CENTRO (LEON),BLU,August,11,598.6678333272728,6585.3461666
CORREGIDORA 2 (QRO),HONOR,April,2,3275.005,6550.01
ALLENDE (CELAYA),MOTO,November,2,3275.002414,6550.004828
GUERRERO (QRO),XIAOMI,March,2,3275.0,6550.0
PLAZA MAYOR (LEON),HONOR,March,2,3275.0,6550.0
PARQUE (CELAYA),SAM,October,2,3274.99995,6549.9999
HIDALGO 2 (CELAYA),HUAWEI,June,2,3274.9999499999994,6549.999899999999
URBAN (QRO),HISENSE,July,2,3274.999655,6549.99931
MADERO (LEON),HISENSE,April,3,2183.0466666666666,6549.14
CORREGIDORA 3 (QRO),HISENSE,February,3,2183.044367666667,6549.133103
FIESTA (IRAPUATO),ZTE,March,4,1637.0704309999999,6548.2817239999995
ANDADOR (CELAYA),XIAOMI,April,4,1637.07,6548.28
ALLENDE (QRO),XIAOMI,October,4,1637.07,6548.28
BOULEVARES (QRO),ZTE,October,4,1637.06887925,6548.275517
OBREGON (LEON),BLU,May,5,1309.48275878,6547.4137939
PARQUE (CELAYA),HONOR,October,2,3265.895,6531.79
MADERO (LEON),SAM,October,3,2160.06,6480.18
CONSTITUYENTES (QRO),XIAOMI,November,1,6464.66,6464.66
PLAZA PATIO (QRO),HISENSE,February,2,3231.9,6463.8
LEON CENTRO (LEON),MOTO,September,2,3231.8999999999996,6463.799999999999
BOULEVARES (QRO),HUAWEI,April,2,3231.898,6463.796
GUERRERO (QRO),HONOR,July,2,3231.8950000000004,6463.790000000001
MADERO (LEON),XIAOMI,January,3,2154.3133333333335,6462.9400000000005
PARQUE (QRO),MOTO,April,3,2154.3116093333333,6462.934828
CONSTITUYENTES (QRO),HISENSE,October,3,2154.310344666667,6462.931034
CORREGIDORA 2 (QRO),KODAK,December,5,1292.2411724,6461.205862000001
GUERRERO (QRO),KODAK,August,5,1292.2409656,6461.204828
GUERRERO (QRO),KODAK,July,5,1292.2409656,6461.204828
ALLENDE (QRO),KODAK,August,5,1292.2409656,6461.204828
CORREGIDORA 2 (QRO),BLU,October,9,717.5285441111112,6457.756897
GUERRERO (QRO),ZTE,June,6,1078.4479999999999,6425.86
OBREGON (LEON),HONOR,December,2,3189.226,6378.452
PORTAL (QRO),HONOR,July,2,3188.795517,6377.591034
HIDALGO (CELAYA),HONOR,February,2,3188.795517,6377.591034
VIA ALTA SUR (LEON),HONOR,June,2,3188.795517,6377.591034
URBAN (QRO),SAM,April,2,3188.795,6377.59
URBAN (QRO),XIAOMI,October,2,3188.7948275,6377.589655
LEON CENTRO (LEON),HONOR,June,2,3188.7927584999998,6377.5855169999995
MADERO (QRO),MOTO,December,2,3188.7924139999996,6377.584827999999
CORREGIDORA 4 (QRO),HISENSE,December,3,2125.576896666667,6376.73069
ANDADOR (CELAYA),ZTE,June,3,2125.574708,6376.724124
LEON CENTRO (LEON),SAM,November,3,2154.31,6376.719999999999
ALAMEDA (QRO),NOKIA,November,4,1593.9657725,6375.86309
GUERRERO (QRO),LANIX,September,4,1593.965086,6375.860344
PLAZA PATIO (QRO),NOKIA,July,4,1583.1899139999998,6332.759655999999
LA VICTORIA (QRO),XIAOMI,November,2,3152.535,6305.07
OBREGON (LEON),XIAOMI,November,2,3146.1212069999997,6292.242413999999
OBREGON (LEON),HONOR,July,2,3146.1191,6292.2382
HIDALGO (CELAYA),HISENSE,December,2,3145.69275,6291.3855
OBREGON (LEON),MOTO,August,2,3145.692414,6291.384828
CONSTITUYENTES (QRO),HISENSE,April,3,2096.838390666667,6290.515172
CORREGIDORA 3 (QRO),XIAOMI,April,3,1981.895,6290.509999999999
ANDADOR (CELAYA),NOKIA,May,4,1572.412575,6289.6503
LEON CENTRO (LEON),ALCATEL,October,3,2082.4733333333334,6247.42
ALLENDE (CELAYA),XIAOMI,May,1,6206.034483,6206.034483
GALERIAS (QRO),SAM,November,1,6206.033793,6206.033793
PLAZA PATIO (QRO),HUAWEI,May,1,6206.03,6206.03
OBREGON (LEON),HISENSE,April,3,2068.676633333333,6206.0298999999995
PORTAL (QRO),MOTO,July,2,3102.59,6205.18
BOULEVARES (QRO),HISENSE,February,2,3102.585,6205.17
PLAZA MAYOR (LEON),HONOR,February,2,3102.585,6205.17
CORREGIDORA 2 (QRO),ZTE,May,4,1551.08,6204.32
MADERO (LEON),LANIX,June,3,2068.1050413333332,6204.315124
ALAMEDA (QRO),LANIX,May,3,2068.1019539999998,6204.305861999999
FIESTA (IRAPUATO),MOTO,March,3,2068.1,6204.3
PARQUE (QRO),NOKIA,November,4,1550.86310345,6203.4524138
PARQUE (QRO),ZTE,August,4,1540.08594825,6160.343793
PLAZA PATIO (QRO),HUAWEI,June,1,6119.827586,6119.827586
HIDALGO 2 (CELAYA),MOTO,September,1,6119.8275,6119.8275
MADERO (QRO),HISENSE,February,2,3059.4839655,6118.967931
GUERRERO (QRO),XIAOMI,January,2,3059.48,6118.96
GUERRERO (QRO),NOKIA,September,3,2039.3708046,6118.1124138
ALAMEDA (QRO),ZTE,November,4,1529.3097415,6117.238966
LA CRUZ (QRO),ZTE,September,5,1223.276,6116.38
ANTEA (QRO),BLU,May,6,1102.58620696,6115.517241699999
OBREGON (LEON),NOKIA,April,4,1518.750775,6075.0031
CORREGIDORA 2 (QRO),NOKIA,December,6,1012.0683333333333,6072.41
GALERIAS (QRO),XIAOMI,July,1,6033.62069,6033.62069
ANDADOR (CELAYA),XIAOMI,August,1,6033.62069,6033.62069
LEON CENTRO (LEON),MOTOROLA,October,1,6033.62,6033.62
GALERIAS (QRO),SAM,August,1,6033.62,6033.62
ALLENDE (CELAYA),HISENSE,November,2,3016.385,6032.77
HIDALGO 2 (CELAYA),SAM,July,2,3016.3818499999998,6032.7636999999995
ANDADOR (CELAYA),SAM,April,2,3016.3818499999998,6032.7636999999995
MADERO (QRO),HISENSE,August,2,3016.381724,6032.763448
LA CRUZ (QRO),XIAOMI,May,2,3016.38,6032.76
CONSTITUYENTES (QRO),NOKIA,March,2,3016.37931,6032.75862
ANDADOR (CELAYA),MOTO,March,2,3016.379305,6032.75861
HIDALGO (CELAYA),MOTO,November,2,3016.3793,6032.7586
CONSTITUYENTES (QRO),XIAOMI,July,2,3016.378276,6032.756552
GALERIAS (QRO),HONOR,January,2,3016.3777585,6032.755517
HIDALGO 2 (CELAYA),HUAWEI,January,2,3016.3774,6032.7548
CORREGIDORA 2 (QRO),ZTE,February,3,2010.6303333333333,6031.891
CORREGIDORA 4 (QRO),LANIX,October,3,2007.7566666666664,6023.2699999999995
ANTEA (QRO),MOTO,December,1,5947.42,5947.42
FIESTA (IRAPUATO),MOTO,October,2,2973.2799999999997,5946.5599999999995
CORREGIDORA 3 (QRO),HONOR,May,2,2973.2777585000003,5946.555517000001
URBAN (QRO),HONOR,February,2,2973.2777585000003,5946.555517000001
ANTEA (QRO),HONOR,June,2,2973.2777585000003,5946.555517000001
CONSTITUYENTES (QRO),XIAOMI,May,2,2973.2749999999996,5946.549999999999
HIDALGO (CELAYA),LANIX,June,3,1981.8981446666664,5945.694433999999
LA VICTORIA (QRO),NOKIA,August,3,1981.8973562666667,5945.6920688
PLAZA MAYOR (LEON),NOKIA,August,6,990.5172415333333,5943.1034492
MADERO (LEON),HUAWEI,February,1,5861.21,5861.21
PLAZA PATIO (QRO),MOTO,July,2,2930.175,5860.35
PARQUE (QRO),MOTO,September,2,2930.175,5860.35
LA VICTORIA (QRO),NOKIA,July,2,2930.174828,5860.349656
FIESTA (IRAPUATO),HISENSE,September,2,2930.1713795,5860.342759
PLAZA PATIO (QRO),SAM,December,2,2930.17,5860.34
PLAZA MAYOR (LEON),SAM,November,2,2930.17,5860.34
FIESTA (IRAPUATO),NOKIA,June,3,1953.1631036666665,5859.489310999999
CORREGIDORA 2 (QRO),LANIX,June,3,1953.1625286666665,5859.487585999999
PARQUE (CELAYA),NOKIA,October,3,1953.16092,5859.48276
FIESTA (IRAPUATO),LANIX,September,3,1953.1599999999999,5859.48
ALLENDE (CELAYA),LANIX,January,3,1953.1599999999999,5859.48
MADERO (QRO),NOKIA,June,4,1464.6563793999999,5858.6255175999995
LA VICTORIA (QRO),NOKIA,December,4,1464.65534495,5858.6213798
HIDALGO 2 (CELAYA),NOKIA,May,4,1464.6539500000001,5858.6158000000005
ALAMEDA (QRO),NOKIA,October,4,1453.881207,5815.524828
LEON CENTRO (LEON),KODAK,May,5,1162.93,5814.650000000001
PARQUE (QRO),BLU,September,7,830.4190641142858,5812.9334488
FIESTA (IRAPUATO),HONOR,February,1,5775.002414,5775.002414
MADERO (LEON),MOTO,September,2,2887.075,5774.15
VIA ALTA SUR (LEON),MOTO,July,2,2887.075,5774.15
GALERIAS (QRO),XIAOMI,April,2,2887.07,5774.14
ANDADOR (CELAYA),XIAOMI,July,2,2887.0689655,5774.137931
PARQUE (CELAYA),XIAOMI,May,3,1924.4266666666665,5773.28
GUERRERO (QRO),XIAOMI,August,3,1924.4266666666665,5773.28
LA CRUZ (QRO),XIAOMI,November,3,1924.426092,5773.278276
ALLENDE (QRO),ZTE,February,4,1443.1025,5772.41
GUERRERO (QRO),LANIX,March,3,1921.8416093333333,5765.524828
PLAZA MAYOR (LEON),HISENSE,August,2,2865.5172415,5731.034483
CORREGIDORA 2 (QRO),NOKIA,March,2,2843.97,5687.94
PLAZA PATIO (QRO),HONOR,June,2,2843.965517,5687.931034
PLAZA MAYOR (LEON),HISENSE,April,2,2843.9651725,5687.930345
ALLENDE (CELAYA),NOKIA,December,2,2843.965155,5687.93031
GUERRERO (QRO),XIAOMI,December,2,2843.965,5687.93
ALLENDE (CELAYA),MOTO,August,3,1895.6924136666667,5687.077241
GUERRERO (QRO),LANIX,August,3,1895.6905746666664,5687.071723999999
FIESTA (IRAPUATO),NOKIA,November,3,1895.6899999999998,5687.07
CORREGIDORA 4 (QRO),BLU,April,4,1421.551724225,5686.2068969
ALAMEDA (QRO),BLU,June,7,811.9458129571428,5683.6206907
HIDALGO (CELAYA),BLU,July,7,811.9453693714286,5683.6175856
HIDALGO 2 (CELAYA),BLU,September,8,768.8423644857143,5639.6551721
PLAZA PATIO (QRO),BLU,December,8,704.956853475,5639.6548278
BOULEVARES (QRO),SOYEALINK,November,4,1402.25,5609.0
GALERIAS (QRO),HONOR,May,1,5602.59,5602.59
PARQUE (CELAYA),XIAOMI,October,2,2800.8658619999997,5601.731723999999
PARQUE (CELAYA),XIAOMI,February,2,2800.865,5601.73
CORREGIDORA 3 (QRO),HISENSE,August,2,2800.8644830000003,5601.728966000001
HIDALGO 2 (CELAYA),HISENSE,January,2,2800.8632294999998,5601.7264589999995
ANTEA (QRO),XIAOMI,July,2,2800.8627585000004,5601.725517000001
HIDALGO 2 (CELAYA),HISENSE,May,2,2800.862,5601.724
ALLENDE (QRO),LANIX,March,3,1866.952184,5600.856552
FIESTA (IRAPUATO),BLU,December,6,933.0462071000001,5598.2772426
ANDADOR (CELAYA),NOKIA,November,4,1389.2243967,5556.8975868
ANTEA (QRO),HUAWEI,May,1,5516.38,5516.38
MAYOREO (QRO),MOTO,May,1,5516.38,5516.38
CONSTITUYENTES (QRO),HUAWEI,September,1,5516.38,5516.38
GALERIAS (QRO),XIAOMI,February,1,5516.38,5516.38
ANTEA (QRO),HISENSE,October,2,2757.7601725,5515.520345
BOULEVARES (QRO),HISENSE,July,2,2757.76,5515.52
MADERO (LEON),MOTO,June,2,2757.76,5515.52
CORREGIDORA 4 (QRO),XIAOMI,August,2,2757.7599999999998,5515.5199999999995
URBAN (QRO),NOKIA,July,2,2757.7598275,5515.519655
CONSTITUYENTES (QRO),XIAOMI,March,2,2757.7586205,5515.517241
LEON CENTRO (LEON),SAM,October,2,2757.7586205,5515.517241
PLAZA MAYOR (LEON),SAM,April,2,2757.7586205,5515.517241
LA VICTORIA (QRO),ZTE,June,3,1838.218390666667,5514.655172000001
LA VICTORIA (QRO),ZTE,July,3,1838.2183699999998,5514.65511
CORREGIDORA 2 (QRO),LANIX,May,3,1838.217241333333,5514.651723999999
GALERIAS (QRO),KODAK,August,4,1378.448276,5513.793104
MADERO (LEON),ACER,December,4,1378.448276,5513.793104
FIESTA (IRAPUATO),LANIX,February,4,1378.4482755,5513.793102
FIESTA (IRAPUATO),BLU,October,9,612.1649020333333,5509.4841183
HIDALGO 2 (CELAYA),ZTE,September,3,1826.7251666666664,5480.175499999999
MADERO (LEON),SAM,July,2,2723.2786205,5446.557241
PLAZA PATIO (QRO),SAM,September,2,2723.275,5446.55
LA VICTORIA (QRO),XIAOMI,September,1,5446.0,5446.0
URBAN (QRO),MOTO,February,1,5430.17,5430.17
FIESTA (IRAPUATO),MOTO,April,2,2714.66,5429.32
HIDALGO (CELAYA),NOKIA,June,2,2714.6575865,5429.315173
ANDADOR (CELAYA),ZTE,September,2,2714.6562,5429.3124
CORREGIDORA 4 (QRO),HISENSE,April,2,2714.6551725,5429.310345
LA CRUZ (QRO),ZTE,April,4,1356.8975,5427.59
ANTEA (QRO),BLU,December,5,1085.34482754,5426.7241377
PLAZA PATIO (QRO),HUAWEI,July,2,2710.3448275,5420.689655
FIESTA (IRAPUATO),HISENSE,November,3,1795.1148276666665,5385.344483
MAYOREO (QRO),SAM,June,1,5343.96552,5343.96552
HIDALGO 2 (CELAYA),MOTO,April,1,5343.9655,5343.9655
PARQUE (CELAYA),XIAOMI,January,2,2671.5550000000003,5343.110000000001
PARQUE (CELAYA),HISENSE,October,2,2671.554138,5343.108276
CORREGIDORA 2 (QRO),REALME,June,2,2671.554138,5343.108276
GALERIAS (QRO),XIAOMI,May,2,2671.5520690000003,5343.104138000001
ANDADOR (CELAYA),NOKIA,August,2,2671.551724,5343.103448
FIESTA (IRAPUATO),REALME,January,2,2671.55,5343.1
PARQUE (CELAYA),HISENSE,January,2,2671.55,5343.1
ALLENDE (QRO),ZTE,March,2,2671.55,5343.1
CORREGIDORA 3 (QRO),XIAOMI,September,2,2671.55,5343.1
FIESTA (IRAPUATO),LANIX,December,3,1780.751954,5342.255862
ALLENDE (QRO),LANIX,September,3,1780.7483906666666,5342.245172
PLAZA MAYOR (LEON),ZTE,March,4,1335.345,5341.38
BOULEVARES (QRO),KODAK,August,4,1335.3448277500001,5341.379311000001
PARQUE (QRO),ZTE,March,4,1335.28534475,5341.141379
CORREGIDORA 3 (QRO),ZTE,February,4,1326.725,5306.9
OBREGON (LEON),LANIX,April,3,1766.9536666666665,5300.861
LEON CENTRO (LEON),KODAK,August,4,1324.5687070000001,5298.2748280000005
MADERO (LEON),KODAK,July,4,1270.6891380000002,5298.2748280000005
CORREGIDORA 3 (QRO),NOKIA,November,5,1059.48303452,5297.4151726
URBAN (QRO),SAM,October,2,2637.0699999999997,5274.139999999999
PARQUE (QRO),MOTO,August,1,5258.62069,5258.62069
MADERO (QRO),MOTO,October,1,5257.76,5257.76
ANDADOR (CELAYA),ZTE,May,3,1752.300115,5256.900345
CORREGIDORA 2 (QRO),NOKIA,February,2,2628.45,5256.9
OBREGON (LEON),ZTE,April,3,1752.3,5256.9
PARQUE (CELAYA),HISENSE,April,2,2628.4489654999998,5256.8979309999995
FIESTA (IRAPUATO),HUAWEI,December,2,2628.4481724999996,5256.896344999999
CORREGIDORA 2 (QRO),LANIX,October,3,1752.0152873333334,5256.045862
LEON CENTRO (LEON),LANIX,April,3,1752.0119539999998,5256.035862
MADERO (LEON),ZTE,November,4,1314.0086207499999,5256.034482999999
CORREGIDORA 3 (QRO),BLU,September,8,656.4656871625,5251.7254973
GUERRERO (QRO),BLU,November,8,656.465517275,5251.7241382
HIDALGO (CELAYA),BLU,December,10,524.99999998,5249.9999998
LA VICTORIA (QRO),NOKIA,September,2,2622.5,5245.0
BOULEVARES (QRO),HISENSE,August,2,2606.8993105,5213.798621
MAYOREO (QRO),SAM,October,2,2585.778448,5171.556896
URBAN (QRO),XIAOMI,July,1,5171.551724,5171.551724
GALERIAS (QRO),XIAOMI,August,1,5171.551724,5171.551724
BOULEVARES (QRO),HUAWEI,May,1,5171.55,5171.55
MAYOREO (QRO),SAM,January,2,2585.35,5170.7
PARQUE (CELAYA),SAM,December,2,2585.3486205,5170.697241
ALAMEDA (QRO),HISENSE,February,2,2585.3450000000003,5170.6900000000005
ANTEA (QRO),MOTO,September,2,2585.344828,5170.689656
PLAZA MAYOR (LEON),HISENSE,July,2,2585.343276,5170.686552
CORREGIDORA 4 (QRO),ALCATEL,May,3,1723.28,5169.84
ALLENDE (CELAYA),ZTE,May,3,1723.2786206666667,5169.835862
PLAZA PATIO (QRO),ZTE,June,3,1723.2758620000002,5169.827586
CORREGIDORA 4 (QRO),ALCATEL,June,3,1723.2758619999997,5169.827585999999
CORREGIDORA 3 (QRO),HISENSE,April,4,1292.2375,5168.95
MADERO (QRO),NOKIA,April,4,993.3909196,5134.483103799999
VIA ALTA SUR (LEON),SAM,December,2,2550.8636205000003,5101.7272410000005
OBREGON (LEON),HUAWEI,January,1,5086.2068,5086.2068
URBAN (QRO),MOTO,March,1,5085.35,5085.35
VIA ALTA SUR (LEON),XIAOMI,August,1,5085.35,5085.35
LA CRUZ (QRO),HUAWEI,February,1,5085.35,5085.35
CONSTITUYENTES (QRO),HUAWEI,November,1,5085.35,5085.35
ALLENDE (CELAYA),XIAOMI,January,1,5085.35,5085.35
CONSTITUYENTES (QRO),HUAWEI,March,1,5085.35,5085.35
CONSTITUYENTES (QRO),HUAWEI,October,1,5085.35,5085.35
CORREGIDORA 4 (QRO),HUAWEI,February,1,5085.347241,5085.347241
ANDADOR (CELAYA),HUAWEI,December,1,5085.3448,5085.3448
HIDALGO 2 (CELAYA),HONOR,July,1,5085.3448,5085.3448
ALLENDE (CELAYA),HISENSE,May,2,2542.2410345,5084.482069
PARQUE (QRO),HISENSE,March,2,2542.24,5084.48
ALAMEDA (QRO),NOKIA,January,3,1694.5433333333333,5083.63
ANTEA (QRO),ZTE,October,3,1694.5406896666666,5083.622069
ANDADOR (CELAYA),ZTE,November,3,1694.5368966666665,5083.6106899999995
CORREGIDORA 3 (QRO),HISENSE,December,3,1694.5366666666666,5083.61
PARQUE (CELAYA),MOTO,May,2,2540.0894500000004,5080.178900000001
LEON CENTRO (LEON),BLU,December,12,422.9887356583333,5075.8648279
ANDADOR (CELAYA),BLU,April,13,390.38607427692307,5075.0189656
ANDADOR (CELAYA),OPPO,July,1,5068.103448,5068.103448
GUERRERO (QRO),SAM,May,2,2516.38,5032.76
MADERO (LEON),XIAOMI,January,1,5003.0,5003.0
MAYOREO (QRO),HONOR,March,1,5000.0,5000.0
URBAN (QRO),XIAOMI,May,1,4999.137931,4999.137931
PORTAL (QRO),XIAOMI,August,1,4999.137931,4999.137931
PARQUE (CELAYA),XIAOMI,August,1,4999.137931,4999.137931
ANDADOR (CELAYA),HONOR,October,1,4999.1379,4999.1379
OBREGON (LEON),SAM,March,2,2499.5684,4999.1368
CORREGIDORA 4 (QRO),HISENSE,November,2,2499.140345,4998.28069
BOULEVARES (QRO),NOKIA,September,2,2499.1401724999996,4998.280344999999
MADERO (QRO),MOTO,December,2,2499.14,4998.28
LEON CENTRO (LEON),SAM,September,2,2499.1386205,4998.277241
FIESTA (IRAPUATO),REALME,July,2,2499.137931,4998.275862
CORREGIDORA 2 (QRO),REALME,July,2,2499.135,4998.27
HIDALGO 2 (CELAYA),ZTE,March,3,1665.803678,4997.411034
LEON CENTRO (LEON),KODAK,June,4,1249.1374137500002,4996.549655000001
ALLENDE (CELAYA),BLU,August,6,832.4714367333332,4994.8286204
BOULEVARES (QRO),HISENSE,September,2,2477.587414,4955.174828
LEON CENTRO (LEON),NOKIA,January,3,1651.4366666666665,4954.3099999999995
CORREGIDORA 2 (QRO),NOKIA,September,5,990.51744828,4952.5872414000005
CORREGIDORA 4 (QRO),NOKIA,November,7,707.2660098571429,4950.862069
CONSTITUYENTES (QRO),SAM,August,2,2464.6549999999997,4929.3099999999995
MADERO (QRO),HONOR,June,1,4913.0,4913.0
PARQUE (CELAYA),HONOR,January,1,4912.933448,4912.933448
PARQUE (CELAYA),HONOR,August,1,4912.933448,4912.933448
GALERIAS (QRO),HONOR,March,1,4912.933448,4912.933448
HIDALGO (CELAYA),HONOR,June,1,4912.933448,4912.933448
ANTEA (QRO),HONOR,August,1,4912.933448,4912.933448
PARQUE (CELAYA),HONOR,May,1,4912.933448,4912.933448
URBAN (QRO),HONOR,April,1,4912.933448,4912.933448
ANTEA (QRO),HONOR,September,1,4912.933448,4912.933448
HIDALGO (CELAYA),XIAOMI,December,1,4912.931,4912.931
ALLENDE (CELAYA),HUAWEI,December,1,4912.931,4912.931
LEON CENTRO (LEON),HONOR,April,1,4912.93,4912.93
LA VICTORIA (QRO),MOTO,November,1,4912.93,4912.93
VIA ALTA SUR (LEON),MOTO,November,1,4912.93,4912.93
PARQUE (CELAYA),NOKIA,August,2,2456.0353450000002,4912.0706900000005
HIDALGO 2 (CELAYA),XIAOMI,April,3,1637.07,4911.21
PARQUE (CELAYA),XIAOMI,March,3,1637.07,4911.21
CORREGIDORA 4 (QRO),NOKIA,March,3,1637.07,4911.21
CORREGIDORA 4 (QRO),XIAOMI,September,3,1637.07,4911.21
ALLENDE (QRO),XIAOMI,July,3,1637.07,4911.21
MADERO (LEON),XIAOMI,April,3,1637.07,4911.21
PLAZA MAYOR (LEON),XIAOMI,July,3,1637.07,4911.21
PARQUE (QRO),HISENSE,June,3,1637.07,4911.21
ANDADOR (CELAYA),XIAOMI,August,3,1637.07,4911.21
HIDALGO (CELAYA),XIAOMI,March,3,1637.07,4911.21
ALLENDE (CELAYA),XIAOMI,April,3,1637.07,4911.21
GALERIAS (QRO),ZTE,May,3,1637.0690803333334,4911.207241
ANDADOR (CELAYA),NOKIA,July,3,1637.0689379333335,4911.2068138
LA CRUZ (QRO),BLU,August,6,818.1036782333334,4908.6220694
LEON CENTRO (LEON),BLU,May,6,818.1034484,4908.6206904
FIESTA (IRAPUATO),BLU,April,6,818.1021804000001,4908.6130824
ALLENDE (QRO),SENWA,May,10,487.92986205,4879.2986205
LEON CENTRO (LEON),ZTE,December,4,1218.965,4875.86
LEON CENTRO (LEON),ZTE,May,4,1280.7466666666667,4875.86
