Listing Date,Order Date,Order Id,Listing Title,Department,Category,Subcategory,Brand,Color,Size,Bundle Order?,Offer Order,NWT,Cost Price,Order Price,Lowest Set Price,Seller Shipping Discount,Upgraded Shipping Label Fee,Net Earnings,Buyer State,Buyer Zip Code,Sales Tax (Paid by Buyer),Sales Tax (Paid by Seller),Notes,Other Info
05/19/2022,06/18/2022,62add443fb7af46417180cd9,Qupid Blush Pink Vegan Suede Open Toe Platform Heels Size 7,Women,Shoes,Heels,Qupid,Pink,7,N,Y,N,$0.00,$18.00,$25.00,$1.72,$0.00,$12.68,SC,29466,$2.16,$0.00,,
05/17/2022,06/17/2022,62ac6425cdb478edf1f7b6cd,NWT Cider Halter Crop Top Black Size M,Women,Tops,Crop Tops,cider,Black,M,N,Y,Y,$0.00,$15.00,$19.00,$0.00,$0.00,$12.00,CA,92679,$1.17,$0.00,,
05/26/2022,06/16/2022,62abaa60e6283c3e929be0bb,Crown Vintage Cadence Block Heel Sandal | Navy Size 8,Women,Shoes,Heels,Crown Vintage,Blue,8,N,N,N,$7.50,$30.00,$30.00,$0.00,$0.00,$24.00,MI,48072,$1.80,$0.00,,
05/27/2022,06/18/2022,62ae4a22a1d41386a8c8692d,Stuart Weitzman Suede Lace Up Platform Winter Boot Size 9,Women,Shoes,Winter & Rain Boots,Stuart Weitzman,Tan,9,N,Y,N,$7.25,$84.00,$110.00,$0.00,$0.00,$67.20,IL,60464,$8.71,$0.00,,
06/17/2022,06/19/2022,62afac4b5dfeb59c8d08bfb8,Birkenstock Celina Black Suede Ballet Flats Size 39,Women,Shoes,Flats & Loafers,Birkenstock,Black,8.5,N,N,N,$8.50,$84.00,$84.00,$0.00,$0.00,$67.20,OH,45404,$6.88,$0.00,,
06/08/2022,06/22/2022,62b31b6f70e998de5af17ea7,Unisa Sully Square Toe Chain Strap Slide Sandals | White/Gold Size 6.5,Women,Shoes,Sandals,Unisa,Black,6.5,N,Y,N,$7.00,$26.00,$29.00,$0.00,$0.00,$20.80,MA,1923,$0.00,$0.00,This sale is exempt from sales tax.,
06/03/2022,06/22/2022,62b35127afe96b0e6b3d674b,"The North Face 5.5"" Chino Shorts",Women,Shorts,,The North Face,Gray,6,N,Y,N,$8.00,$10.00,$19.00,$1.72,$0.00,$5.33,PA,19067,$0.00,$0.00,This sale is exempt from sales tax.,
06/10/2022,06/23/2022,62b4594323ff461a64ef80a9,Hudson Nico Mid Rise Super Skinny Jeans | Camouflage 32,Women,Jeans,Skinny,Hudson Jeans,Gray,32,N,Y,N,$8.60,$32.00,$49.00,$0.00,$0.00,$25.60,MN,56721,$0.00,$0.00,This sale is exempt from sales tax.,
06/18/2022,06/21/2022,62b20f0d9c0cabd50b5e79ce,Dr. Scholl's Sunray Slip On Platform Espadrilles | Snake Print Size 9,Women,Shoes,Espadrilles,Dr. Scholl's,Gray,9,N,Y,N,$6.50,$25.00,$35.00,$0.00,$0.00,$20.00,CO,80831,$1.29,$0.00,,
06/13/2022,06/20/2022,62b0fb76db99b994cf0bbc3f,Intimately Free People Galloon Racerback Lace Bralette | Coral Size Small,Women,Intimates & Sleepwear,Bras,Free People,Pink,S,N,Y,N,$6.50,$12.00,$20.00,$0.00,$0.00,$9.05,NY,11713,$0.92,$0.00,,
06/08/2022,06/18/2022,62ae36355e0ba8ddeee03917,Cole Haan Tali Grand Bow Block Heel Sandal,Women,Shoes,Heels,Cole Haan,Black,10,N,N,N,$7.00,$27.00,$27.00,$0.00,$0.00,$21.60,CT,06762-2903,$1.96,$0.00,,
06/17/2022,06/21/2022,62b1d61c6ab2f4471167ac3c,Naturalizer N5 Comfort Panya Wedge Sandals | Brown Size 7.5,Women,Shoes,Sandals,Naturalizer,Brown,7.5,N,Y,N,$8.50,$25.00,$35.00,$0.00,$0.00,$20.00,TX,75938,$2.21,$0.00,,
05/27/2022,06/20/2022,62b063d30f00c34105628218,Clarks Black Leather Lace Up Sneakers Size 6.5,Women,Shoes,Sneakers,Clarks,Black,6.5,N,Y,N,$9.07,$30.00,$50.00,$0.00,$0.00,$24.00,WA,98257,$3.24,$0.00,,
06/10/2022,06/20/2022,62b06b5cf6822472a9e51dbd,Under Armour Heat Gear Striped Polo,Men,Shirts,Polos,Under Armour,,L,N,Y,N,$5.00,$10.00,$18.00,$1.72,$0.00,$5.33,TX,75494,$1.08,$0.00,,
05/26/2022,06/26/2022,62b8816af9de5158fa05e1af,Vans Aztec Lace Up Low Top Sneakers Grey Size 9.5,Women,Shoes,Sneakers,Vans,Gray,9.5,N,Y,N,$8.00,$15.00,$30.00,$0.00,$0.00,$12.00,SC,29072,$1.59,$0.00,,
06/16/2022,06/25/2022,62b771d233f26fdfc3196ac3,Naturalizer Jones Leather Loafers | Porcelain Size 8,Women,Shoes,Flats & Loafers,Naturalizer,Cream,8,N,Y,N,$7.50,$15.00,$32.00,$0.00,$0.00,$12.00,CA,95835,$1.32,$0.00,,
06/21/2022,06/28/2022,62bba47aafe96b54e254cf7c,Born Leather Slide Wedge Sandals Size 9,Women,Shoes,Sandals,Born,Brown,9,N,Y,N,$7.12,$20.00,$38.00,$0.00,$0.00,$16.00,CT,6238,$1.76,$0.00,,
06/19/2022,06/29/2022,62bc39709127631db3fd9d83,Yellow Box Janalee Wedge Sandal | Leopard Size 9.5,Women,Shoes,Sandals,Yellow Box,Tan,9.5,N,Y,N,$6.50,$28.00,$39.00,$0.00,$0.00,$22.40,CA,91911,$2.45,$0.00,,
06/20/2022,06/25/2022,62b76f80aa49f095d651ab2c,Natural Reflections Sinsee Wedge Sandals | Brown Size 9,Women,Shoes,Sandals,Natural Reflections,Brown,9,N,N,N,$0.00,$30.00,$30.00,$0.00,$0.00,$24.00,IN,47630,$2.10,$0.00,,
06/23/2022,06/24/2022,62b64627717660209a869b9f,Athleta Rainer 2 in 1 Tights | Navy M,Women,Pants & Jumpsuits,Leggings,Athleta,Blue,M,N,Y,N,$7.25,$34.00,$48.00,$1.72,$0.00,$25.48,CA,92128,$2.64,$0.00,,
05/31/2022,06/29/2022,62bc9d939127634c402704fd,Reiss Heather Grey Knit Pull On Trousers Size 12,Women,Pants & Jumpsuits,Trousers,Reiss,Gray,12,N,Y,N,$9.07,$27.00,$50.00,$0.00,$0.00,$21.60,PA,18831,$0.00,$0.00,This sale is exempt from sales tax.,
06/15/2022,06/25/2022,62b744d80c0c9667fd8b463a,Vince Camuto Berodie Black Suede Mule Pumps Size 7,Women,Shoes,Heels,Vince Camuto,Black,7,N,Y,N,$7.40,$29.00,$44.00,$0.00,$0.00,$23.20,UT,84123,$2.17,$0.00,,
06/26/2022,06/28/2022,62bbe12c965014f81905d0a0,Seychelles Suede Block Heel Mules,Women,Shoes,Mules & Clogs,Seychelles,Tan,6.5,N,N,N,$8.30,$26.00,$26.00,$0.00,$0.00,$20.80,NY,10024,$0.00,$0.00,This sale is exempt from sales tax.,
06/18/2022,06/27/2022,62ba2ac952877966e583c2fe,Belle by Sigerson Morrison Leather Sandals Size 6.5,Women,Shoes,Sandals,Belle by Sigerson Morrison,Brown,6.5,N,Y,N,$7.50,$19.00,$29.00,$1.72,$0.00,$13.48,CO,80454,$0.86,$0.00,,
06/17/2022,06/29/2022,62bcdd210c0c96db51aa1de4,Auden Nursing Lightly Lined Yoga Bra | Mauve Size Small,Women,Intimates & Sleepwear,Sports Bras,Auden,Pink,OS,N,Y,N,$7.50,$12.00,$19.00,$2.68,$0.00,$6.37,MN,55312,$0.00,$0.00,This sale is exempt from sales tax.,
07/01/2022,07/02/2022,62c0d7c9d74b0f167399c29c,Michael Kors Tamara Buckled Knee Boots | Black 9,Women,Shoes,Heeled Boots,Michael Kors,Black,9,N,Y,N,$7.70,$45.00,$89.00,$0.00,$0.00,$36.00,MI,48327,$3.16,$0.00,,
07/05/2022,07/05/2022,62c4eae165df9f4793b27aaf,Vince Linen Utility Jogger Pants | Navy Size 6,Women,Pants & Jumpsuits,Track Pants & Joggers,Vince,Blue,6,N,Y,N,$6.00,$42.00,$50.00,$0.00,$0.00,$33.60,PA,16415,$0.00,$0.00,This sale is exempt from sales tax.,
06/22/2022,06/30/2022,62bd803c16324702bdb96ea1,Billabong Color Block Crew Neck Sweatshirt | Grey Size M,Men,Shirts,Sweatshirts & Hoodies,Billabong,Gray,M,N,Y,N,$0.00,$18.00,$25.00,$0.00,$0.00,$14.40,LA,70816,$1.79,$0.00,,
06/19/2022,07/04/2022,62c2ca221bcd2b023f2510aa,Franco Sarto Gevira 2 Leather Slide Sandals Brown Size 7,Women,Shoes,Sandals,Franco Sarto,Brown,7,N,Y,N,$7.50,$20.00,$39.00,$0.00,$0.00,$16.00,CA,95355,$1.58,$0.00,,
06/27/2022,07/05/2022,62c44aa09c0cab2f5bbbe5e1,Boden Patterned Cropped Skinny Pant,Women,Pants & Jumpsuits,Ankle & Cropped,Boden,"Purple,Gray",6,N,Y,N,$7.30,$17.00,$21.00,$0.00,$0.00,$13.60,MD,20850,$1.02,$0.00,,
06/13/2022,07/03/2022,62c1e8eecdb47852716c2097,Anthropologie Field & Flower Knit Cardigan,Women,Sweaters,Cardigans,Anthropologie,"Green,Gray",S,N,Y,N,$6.70,$24.00,$29.00,$0.00,$0.00,$19.20,MT,59802,--,,State does not currently impose a sales tax.,
06/27/2022,07/02/2022,62c0c54042384c72efd9dfd6,Charles Tyrwhitt Slim Fit Gingham Print Dress Shirt | Blue/Purple Size 15/33in,Men,Shirts,Dress Shirts,Charles Tyrwhitt,Blue,15,N,Y,N,$7.40,$24.00,$29.00,$1.72,$0.00,$17.48,VA,22030,$1.44,$0.00,,
07/01/2022,07/03/2022,62c17bafcdb47811a73ecbca,Sam Edelman Yarina Suede Caged Block Heel Sandals | Black Size 7.5,Women,Shoes,Heels,Sam Edelman,Black,7.5,N,Y,N,$4.50,$25.00,$35.00,$0.00,$0.00,$20.00,TX,78552,$2.69,$0.00,,
06/18/2022,07/05/2022,62c4c188c61f25de9992fa5d,TOMS Kala Lace Up Wedge Booties | Snakeskin Size 8.5,Women,Shoes,Heeled Boots,Toms,Gray,8.5,N,Y,N,$7.50,$30.00,$45.00,$0.00,$0.00,$24.00,AZ,85629,$2.43,$0.00,,
07/05/2022,07/08/2022,62c84d6194c434a36bcf1c72,BECCA by Rebecca Virtue Medina Crochet Two Piece Bikini Swimsuit Size L,Women,Swim,Bikinis,BECCA,Pink,L,N,Y,N,$7.00,$30.00,$54.00,$0.00,$0.00,$24.00,CA,91354,$2.86,$0.00,,
06/22/2022,07/07/2022,62c6f8a06ab2f4c78cc109e3,Cynthia Steffe Off Shoulder Mini Dress | Orange 0,Women,Dresses,Mini,Cynthia Steffe,Orange,0,N,Y,N,$7.25,$20.00,$39.00,$0.00,$0.00,$16.00,TX,76034,$2.29,$0.00,,
06/29/2022,07/09/2022,62ca1b40f959cbecb91c6458,Hurley Striped Drawstring Casual Wide Leg Pants Size M,Women,Pants & Jumpsuits,Wide Leg,Hurley,,M,Y,Y,N,$6.70,$12.17,$28.00,$0.00,$0.00,$9.74,TN,37721,$1.48,$0.00,,
06/16/2022,07/09/2022,62ca1b40f959cbecb91c6458,Ugg Dakota Hardsole Moccasin Slippers Grey Size 6,Women,Shoes,Slippers,UGG Australia,Gray,6,Y,Y,N,$0.00,$7.83,$18.00,$0.00,$0.00,$6.26,TN,37721,$1.09,$0.00,,
07/07/2022,07/09/2022,62c9ee75fdea1b314d888f11,Cole Haan Trafton Luxe Cap Toe Sport Leather Oxford | Tan Size 8.5,Men,Shoes,Oxfords & Derbys,Cole Haan,Brown,8.5,N,Y,N,$7.35,$40.00,$64.00,$0.00,$0.00,$32.00,DC,20012,$2.86,$0.00,,
06/11/2022,07/11/2022,62cc14ecfc204dc73b1ef43d,Anthropologie Daughters of the Liberation High Waist Corduroy Shorts | Size 4,Women,Shorts,High Waist,Anthropologie,Red,4,N,Y,N,$8.00,$14.00,$29.00,$1.72,$0.00,$9.33,MA,2379,$0.00,$0.00,This sale is exempt from sales tax.,
06/21/2022,07/09/2022,62c96c0f00deabad2649816d,Dr. Scholl's Certain Wedge Sandal | Black Size 9,Women,Shoes,Sandals,Dr. Scholl's,Black,9,N,Y,N,$0.00,$25.00,$29.00,$1.72,$0.00,$18.28,IL,60430,$2.78,$0.00,,
06/21/2022,07/09/2022,62ca46533c135ccb9025dfa4,"Mountain Khakis Men's Classic Fit 9"" Shorts | Navy Size 30""",Men,Shorts,Cargo,Mountain Khakis,Blue,30,N,Y,N,$0.00,$19.00,$25.00,$0.00,$0.00,$15.20,CA,95327,$1.38,$0.00,,
07/07/2022,07/09/2022,62ca315a31cfff70c8729b83,Brooks Ghost 13 Men's Running Shoe | Black/Grey/Stormy Size 11.5,Men,Shoes,Athletic Shoes,Brooks,Gray,11.5,N,Y,N,$7.35,$45.00,$59.00,$1.72,$0.00,$34.28,IN,46237,$3.15,$0.00,,
06/13/2022,07/10/2022,62cb1fc2355f3159ad7f4f49,G by Guess Quilted Slip On Sneakers,Women,Shoes,Sneakers,G by Guess,Tan,7,N,N,N,$7.00,$16.00,$16.00,$0.00,$0.00,$12.80,OH,44041-9158,$1.60,$0.00,,
06/26/2022,07/08/2022,62c888ae2fc59f9e45c85da0,Eileen Fisher Open Front Silk/Linen Jacket | Brown S,Women,Jackets & Coats,,Eileen Fisher,Brown,S,N,Y,N,$7.60,$29.00,$45.00,$1.72,$0.00,$21.48,WA,98115,$3.59,$0.00,,
07/01/2022,07/06/2022,62c5ef10f959cbf7b69268a9,Jewel by Badgley Mischka Block Heel Sandals,Women,Shoes,Heels,Badgley Mischka,Gold,6.5,N,Y,N,$8.00,$25.00,$52.00,$0.00,$0.00,$20.00,WA,98208,$3.24,$0.00,,
07/07/2022,07/09/2022,62c97b68717660a719117b21,Michael Kors Glam Bronze Leather Studded Hi Top Sneakers | 8,Women,Shoes,Sneakers,Michael Kors,Brown,8,N,Y,N,$8.60,$41.00,$49.00,$0.00,$0.00,$32.80,NC,28023,$3.40,$0.00,,
07/04/2022,07/11/2022,62cc62fdfdd4cde0e10a75a2,Tory Burch Lowell Ballet Flats Black/Black Size 7,Women,Shoes,Flats & Loafers,Tory Burch,Black,7,N,N,N,$15.00,$105.00,$105.00,$0.00,$0.00,$84.00,TX,75203,$9.30,$0.00,,
07/09/2022,07/09/2022,62c9c3619c0cabbb87ff1111,Free People Menorca Sandals | White Size 37,Women,Shoes,Sandals,Free People,Cream,37EU,N,Y,N,$7.00,$25.00,$32.00,$1.72,$0.00,$18.28,OH,43082,$2.32,$0.00,,
07/06/2022,07/09/2022,62c9fb2efdea1b314d8ead2b,Joie Helene Cotton Utility Jacket,Women,Jackets & Coats,Utility Jackets,Joie,Green,XS,N,Y,N,,$15.00,$29.00,$2.68,$0.00,$9.32,AZ,86442,$1.14,$0.00,,
06/28/2022,07/13/2022,62cf52256e1273e3b6b4ab71,7 For All Mankind Floral Print Skinny Jeans Size 28,Women,Jeans,Skinny,7 For All Mankind,Black,28,N,Y,N,$8.00,$38.00,$45.00,$0.00,$0.00,$30.40,AZ,85635,$3.06,$0.00,,
06/18/2022,07/12/2022,62ce2c82eb7812b0284e4c9f,Madewell Plaid Peasant Top Size M,Women,Tops,Blouses,Madewell,,M,N,Y,N,$10.00,$25.00,$35.00,$1.72,$0.00,$18.28,FL,32940,$2.17,$0.00,,
07/12/2022,07/15/2022,62d1654bb69e9ef58a4688a4,Abercrombie & Fitch Embroidered Viscose Bomber Jacket | Black/White Size L,Women,Jackets & Coats,Bomber Jackets,Abercrombie & Fitch,Black,L,N,Y,N,$8.50,$35.00,$44.00,$0.00,$0.00,$28.00,AZ,85053,$3.02,$0.00,,
07/10/2022,07/18/2022,62d54c1ea1d413922e3294dd,NWT Torrid Pointed Toe D'Orsay Flats with Bows | Black Size 8.5W,Women,Shoes,Flats & Loafers,torrid,Black,8.5,N,Y,Y,$4.50,$21.00,$25.00,$0.00,$0.00,$16.80,KY,41008,$1.72,$0.00,,
07/03/2022,07/16/2022,62d32f49a1d4138bd552e3d6,Born Leather Slide Wedge Sandals | Black Size 9,Women,Shoes,Sandals,Born,Black,9,N,Y,N,$4.50,$29.00,$35.00,$0.00,$0.00,$23.20,WA,98682,$2.83,$0.00,,
06/16/2022,07/16/2022,62d326c93751f5bf737c6eb8,Dansko Oiled Leather Professional Clogs Black Size 42,Women,Shoes,Mules & Clogs,Dansko,Black,11.5,N,Y,N,$7.50,$34.00,$55.00,$1.72,$0.00,$25.48,PA,18976,$0.00,$0.00,This sale is exempt from sales tax.,
07/01/2022,07/17/2022,62d4d4b34578a18fc095a6c8,Hudson Muse Raw Hem Ankle Skinny Jeans Size 26,Women,Jeans,Skinny,Hudson Jeans,Blue,26,N,Y,N,$8.00,$38.00,$55.00,$2.68,$0.00,$27.72,AL,35242,$0.00,$0.00,This sale is exempt from sales tax.,
07/11/2022,07/19/2022,62d6ae418ea15fc5e42109fd,James Perse Knit Shawl Collar Single Button Blazer | Grey Size 1 (Small),Women,Jackets & Coats,Blazers & Suit Jackets,James Perse,Gray,S,N,Y,N,$8.00,$45.00,$64.00,$7.67,$0.00,$28.33,CA,92649,$3.49,$0.00,,
07/15/2022,07/17/2022,62d42c90f959cb166e00e886,Talbots Quilted Brown Suede Block Heel Pumps Size 7.5,Women,Shoes,Heels,Talbots,Brown,7.5,N,Y,N,$5.60,$28.00,$35.00,$1.72,$0.00,$20.68,AL,35802,$0.00,$0.00,This sale is exempt from sales tax.,
07/13/2022,07/20/2022,62d8b14d3751f526482c7304,Eileen Fisher Platform Leather Slide Sandals | Black Size 7.5,Women,Shoes,Sandals,Eileen Fisher,Black,7.5,N,Y,N,$6.50,$40.00,$65.00,$0.00,$0.00,$32.00,NJ,8825,$0.00,$0.00,This sale is exempt from sales tax.,
06/26/2022,07/20/2022,62d8c34b509fa8b3be57adf7,Sam Edelman Kinzey Kitten Heel Ankle Boots | Dark Cherry Metallic Leather Size 8,Women,Shoes,Heeled Boots,Sam Edelman,Red,8,N,Y,N,$8.00,$35.00,$59.00,$0.00,$0.00,$28.00,CA,94116,$3.02,$0.00,,
06/23/2022,07/20/2022,62d8cc64f36053ffb997d276,DV by Dolce Vita Danilo Leather and Calf Hair Heel | Black/Orange Size 6.5,Women,Shoes,Heels,DV by Dolce Vita,,6.5,N,Y,N,$7.40,$28.00,$39.00,$1.72,$0.00,$20.68,MO,64133,--,,State does not currently impose a sales tax.,
07/17/2022,07/20/2022,62d7e91170e9985ab082a749,Pilcro Anthropologie High Waist Cut Off Denim Shorts | Size 25,Women,Shorts,High Waist,Anthropologie,Blue,25,N,Y,N,$8.50,$18.00,$34.00,$0.00,$0.00,$14.40,OR,97759,--,,State does not currently impose a sales tax.,
06/27/2022,07/24/2022,62dd89a446823280016ef009,Two by Vince Camuto Mid Rise Skinny Jeans Size 27,Women,Jeans,Skinny,Two by Vince Camuto,Blue,27,N,Y,N,$6.80,$19.00,$29.00,$0.00,$0.00,$15.20,NC,27587,$1.93,$0.00,,
07/17/2022,07/22/2022,62db458870e99881d4f0accc,Mosson Bricke Blue Pebbled Leather Oxford Shoes Size 9.5,Men,Shoes,Oxfords & Derbys,Mosson Bricke,Blue,9.5,N,Y,N,$7.50,$40.00,$48.00,$0.00,$0.00,$32.00,IA,50219,$2.80,$0.00,,
07/21/2022,07/25/2022,62de7b9933f26f9cb5c3d91d,Vintage 1997 Single Stitch Buffalo Bills T Shirt XXL,Men,Shirts,Tees - Short Sleeve,Pro Player,Blue,XXL,N,Y,N,$8.30,$45.00,$65.00,$0.00,$0.00,$36.00,NY,14222,$2.50,$0.00,,
07/05/2022,07/23/2022,62dc80a1f36053f32634f648,Max Mara Strappy Leather Heeled Square Toe Sandals | Black/Ivory Size 39.5,Women,Shoes,Heels,MaxMara,Black,39.5EU,N,Y,N,$4.50,$80.00,$149.00,$0.00,$0.00,$64.00,CA,92108,$6.20,$0.00,,
07/12/2022,07/24/2022,62ddf01b20fc709d566884c7,Joe's Jeans Cigarette Fit Jeans,Women,Jeans,Straight Leg,Joe's Jeans,Blue,25,N,Y,N,$6.30,$25.00,$40.00,$0.00,$0.00,$20.00,FL,32563,$2.29,$0.00,,
07/20/2022,07/21/2022,62d9e9dbafe96b99088f7ee2,Athleta Lava Sonar Capri Leggings Navy M,Women,Pants & Jumpsuits,Leggings,Athleta,Blue,M,N,Y,N,$7.80,$14.00,$25.00,$1.72,$0.00,$9.33,GA,30024,$1.20,$0.00,,
07/21/2022,07/23/2022,61d48343d49881f6eba876c0,Tory Burch Minnie Travel Leather Ballet Flats | Black/Black Size 9,Women,Shoes,Flats & Loafers,Tory Burch,Black,9,N,N,N,$7.40,$115.00,$115.00,$0.00,$0.00,$92.00,TX,77081,$10.13,$0.00,,
07/21/2022,07/23/2022,62dc819478b9e80fc675994c,Montana Brand Women's Leather Western Style Cowboy Boots Size 8,Women,Shoes,,Montana,Tan,8,N,Y,N,$7.40,$64.00,$78.00,$0.00,$0.00,$51.20,ND,58104,$5.37,$0.00,,
07/19/2022,07/25/2022,62c826f5ed2f3fce97efe8a0,Schutz Geisy Ankle Strap Nubuck Leather Heel | Toasted Nut Size 7.5,Women,Shoes,Heels,SCHUTZ,Tan,7.5,N,Y,N,$20.74,$55.00,$64.00,$1.72,$0.00,$42.28,TX,77459,$3.81,$0.00,,
06/24/2022,07/22/2022,62dafd2b93179271681f9866,Free People Rolled Hem Denim Shorts Size 24,Women,Shorts,Jean Shorts,Free People,Blue,24,N,Y,N,$6.80,$7.00,$30.00,$0.00,$0.00,$4.05,HI,96779,$0.59,$0.00,,
07/27/2022,07/28/2022,62e27e1b8ea15f0ca89a5f6d,Under Armour Sportstyle Wind Jacket Blue/White Size XL,Men,Jackets & Coats,Windbreakers,Under Armour,Blue,XL,N,Y,N,$0.00,$28.00,$38.00,$1.72,$0.00,$20.68,OH,45648,$2.46,$0.00,,
07/20/2022,07/25/2022,62def76894c4345a53641246,Nike Flex Contact Running Shoes Black/White 9,Women,Shoes,Athletic Shoes,Nike,"Black,White",9,N,Y,N,$7.80,$30.00,$40.00,$0.00,$0.00,$24.00,IL,62656,$3.30,$0.00,,
07/22/2022,07/27/2022,62e1a167f95523de6c872239,TOMS Snake Print Classic Slip On Alpargata | Women's Size 7,Women,Shoes,Flats & Loafers,Toms,Gray,7,N,Y,N,$7.50,$29.00,$45.00,$1.72,$0.00,$21.48,NC,28306,$2.44,$0.00,,
07/31/2022,07/31/2022,62e6f29157de9708ba7c787a,Boden Arundel Down Puffer Jacket | Red/Blue Stripe Size 4,Women,Jackets & Coats,Puffers,Boden,Blue,4,N,Y,N,$7.10,$49.00,$58.00,$1.72,$0.00,$37.48,VA,23322,$2.94,$0.00,,
07/16/2022,07/29/2022,62e3f77d528779abfd1cac4c,Charlotte Russe Lasercut Lace Up Block Heel Sandals | Burgundy 7,Women,Shoes,Heels,Charlotte Russe,Red,7,N,Y,N,$8.30,$18.00,$25.00,$1.72,$0.00,$12.68,SC,29115,$1.68,$0.00,,
07/08/2022,08/01/2022,62e86802b43a840f95be4490,Circus by Sam Edelman Brice Sandal in Black Multi Size 6,Women,Shoes,Sandals,Circus by Sam Edelman,"Black,Red",6,N,Y,N,$8.60,$14.00,$28.00,$1.72,$0.00,$9.33,FL,33809,$0.00,$0.00,This sale is exempt from sales tax.,
07/15/2022,07/31/2022,62e6b260fa87b8f5606ed275,Sam Edelman Franklin Lug Sole Heeled Boot Grey,Women,Shoes,Heeled Boots,Sam Edelman,Gray,8.5,N,Y,N,$0.00,$15.00,$37.00,$0.00,$0.00,$12.00,CA,91423,$1.43,$0.00,,
07/21/2022,07/31/2022,62e6bcb378b9e8dbc74b3cf8,Athleta Full Zip Crop Illusion Hoodie,Women,Tops,Sweatshirts & Hoodies,Athleta,,XS,N,Y,N,$9.00,$10.00,$21.00,$0.00,$0.00,$7.05,LA,71111,$0.95,$0.00,,
08/02/2022,08/03/2022,62eaeeed948f482d4ead5faa,Franco Sarto Nikki 2 Calf Hair Leopard Slingback Flats | Size 8.5,Women,Shoes,Flats & Loafers,Franco Sarto,Tan,8.5,N,Y,N,$5.00,$28.00,$34.00,$0.00,$0.00,$22.40,CA,95723,$2.45,$0.00,,
07/07/2022,08/01/2022,62e7bef2788e52db09adaa91,Coach Theo Patent Leather Slingbacks,Women,Shoes,Heels,Coach,,8,N,Y,N,$8.30,$32.00,$36.00,$0.00,$0.00,$25.60,CA,91604,$3.04,$0.00,,
07/07/2022,07/25/2022,62df2b148a92fbfe484c6de9,Nike Roshe One Women's Running Sneaker | Black/White Size 7.5,Women,Shoes,Athletic Shoes,Nike,Black,7.5,Y,Y,N,$7.35,$16.05,$38.00,$0.00,$0.00,$12.84,OR,97006,--,,State does not currently impose a sales tax.,
06/26/2022,07/25/2022,62df2b148a92fbfe484c6de9,Nike Free Rn Commuter Women's Size 7.5 Sequoia Green,Women,Shoes,Athletic Shoes,Nike,Green,7.5,Y,Y,N,$6.80,$18.59,$44.00,$0.00,$0.00,$14.87,OR,97006,--,,State does not currently impose a sales tax.,
07/13/2022,07/25/2022,62df2b148a92fbfe484c6de9,TOMS Swiss Dot Printed Classic Alpargata Shoes Size 7.5,Women,Shoes,Flats & Loafers,Toms,Gray,7.5,Y,Y,N,$8.00,$14.36,$34.00,$0.00,$0.00,$11.49,OR,97006,--,,State does not currently impose a sales tax.,
07/30/2022,08/04/2022,62ebea501df2eb4594caad94,NWT Free People Great Heights Frayed Skinny Jeans Black Size 30,Women,Jeans,Skinny,Free People,Black,30,N,Y,Y,$6.80,$35.00,$44.00,$1.72,$0.00,$26.28,OH,44133,$3.27,$0.00,,
08/04/2022,08/04/2022,62ebd9022938f87d1a953ec0,Franco Sarto Percy Suede Chukka Bootie | Grey Size 6.5,Women,Shoes,Ankle Boots & Booties,Franco Sarto,Gray,6.5,N,Y,N,$7.50,$28.00,$34.00,$1.72,$0.00,$20.68,CA,92399,$2.17,$0.00,,
07/26/2022,08/05/2022,62ecf5cb9202b6f47b9b3456,Born Frilli Leather Block Heel Sandals | Black/Snake Size 8,Women,Shoes,Sandals,Born,Black,8,N,N,N,$7.40,$34.00,$34.00,$0.00,$0.00,$27.20,TX,77879,$0.00,$0.00,This sale is exempt from sales tax.,
08/02/2022,08/05/2022,62ed5dff9202b63974c5c06f,Coach Black Leather Ballet Flats Size 7.5,Women,Shoes,Flats & Loafers,Coach,Black,7.5,N,Y,N,$9.07,$39.00,$49.00,$1.72,$0.00,$29.48,FL,32776,$0.00,$0.00,This sale is exempt from sales tax.,
07/09/2022,08/04/2022,62ec3f37c793c4c6fb5018b5,7 For All Mankind Luxe Vintage High Waist Ankle Skinny Jeans Size 27,Women,Jeans,High Rise,7 For All Mankind,Blue,27,N,Y,N,$8.00,$35.00,$45.00,$0.00,$0.00,$28.00,GA,31906,$3.84,$0.00,,
07/21/2022,08/06/2022,62ee6a041fc056dd2cb08bed,7 For All Mankind Kimmie Straight Leg Jeans 28,Women,Jeans,Straight Leg,7 For All Mankind,Blue,28,N,Y,N,$7.60,$20.00,$44.00,$0.00,$0.00,$16.00,NY,11692,$0.00,$0.00,This sale is exempt from sales tax.,
08/02/2022,08/07/2022,62f00b79a0cf3d19c335b06f,Talbots Sequin and Suede Novelty Flats | Hot Pink/Gold Heart Size 7.5,Women,Shoes,Flats & Loafers,Talbots,Pink,7.5,N,Y,N,$4.50,$22.00,$26.00,$0.00,$0.00,$17.60,MD,20747,$1.32,$0.00,,
07/15/2022,08/06/2022,62ef1d21e5460f4931620b91,Allbirds Women's Tree Dasher TD Running Shoes | Thunder Blue Size 8.5,Women,Shoes,Athletic Shoes,allbirds,Blue,8.5,N,Y,N,$7.10,$49.00,$68.00,$1.72,$0.00,$37.48,CA,94803,$4.29,$0.00,,
