# of Tickets,Ticket Type,Ticket #,Ticket Giveaway,Event attended,Ticket price,Media Space/ Booth,Sponsorship,Sponsorship Cost,Industry,Primary Social Media Platforms,City,State,Zip Code,Country
1,VIP,WS-VP-667309620,N,Y,$695.00,N,N,$0.00,Broadcasting,Tik Tok,Jacksonville,Florida,32204,USA
1,VIP,WS-VP-667309268,Y,Y,$695.00,N,N,$0.00,Engineering,Linkedin,Jacksonville,Florida,32204,USA
1,VIP,WS-VP-667309110,Y,Y,$695.00,N,N,$0.00,Retail,Linkedin,Jacksonville,Florida,32207,USA
1,VIP,WS-VP-667309140,Y,Y,$695.00,N,N,$0.00,Broadcasting,Twitter,Jacksonville,Florida,32207,USA
1,VIP,WS-VP-667309261,Y,N,$695.00,N,N,$0.00,Retail,Twitter,Jacksonville,Florida,32207,USA
1,VIP,WS-VP-667309668,N,Y,$695.00,N,N,$0.00,Finance,Instagram,Tallahassee,Florida,32303,USA
1,VIP,WS-VP-667309697,N,Y,$695.00,N,N,$0.00,Technology,Twitter,Tallahassee,Florida,32303,USA
1,VIP,WS-VP-667309102,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,Tallahassee,Florida,32303,USA
1,VIP,WS-VP-667309276,Y,Y,$695.00,N,N,$0.00,Broadcasting,Instagram,Tallahassee,Florida,32303,USA
1,VIP,WS-VP-667309040,N,Y,$695.00,N,N,$0.00,Professional Services,Instagram,Tallahassee,Florida,32305,USA
1,VIP,WS-VP-667309464,N,Y,$695.00,N,N,$0.00,Human Resources,Linkedin,Tallahassee,Florida,32305,USA
1,VIP,WS-VP-667309618,N,Y,$695.00,N,N,$0.00,Engineering,Tik Tok,Tallahassee,Florida,32305,USA
1,VIP,WS-VP-667309434,N,Y,$695.00,N,N,$0.00,Technology,Linkedin,Orlando,Florida,32801,USA
1,VIP,WS-VP-667309544,N,Y,$695.00,N,N,$0.00,Construction,Instagram,Orlando,Florida,32801,USA
1,VIP,WS-VP-667309204,Y,Y,$695.00,N,N,$0.00,Broadcasting,Facebook,Orlando,Florida,32805,USA
1,VIP,WS-VP-667309209,Y,Y,$695.00,N,N,$0.00,Education,Twitter,Orlando,Florida,32805,USA
1,VIP,WS-VP-667309213,Y,Y,$695.00,N,N,$0.00,Broadcasting,Instagram,Orlando,Florida,32805,USA
1,VIP,WS-VP-667309153,Y,Y,$695.00,N,N,$0.00,Fashion,Linkedin,Orlando,Florida,32808,USA
1,VIP,WS-VP-667309163,Y,Y,$695.00,N,N,$0.00,Fashion,Linkedin,Orlando,Florida,32808,USA
1,VIP,WS-VP-667309468,N,Y,$695.00,N,N,$0.00,Broadcasting,Tik Tok,Orlando,Florida,32814,USA
1,VIP,WS-VP-667309517,N,Y,$695.00,N,N,$0.00,Technology,Tik Tok,Orlando,Florida,32814,USA
1,VIP,WS-VP-667309624,N,Y,$695.00,N,N,$0.00,Education,Twitter,Orlando,Florida,32814,USA
1,VIP,WS-VP-667309087,Y,Y,$695.00,N,N,$0.00,Healthcare,Instagram,Orlando,Florida,32814,USA
1,VIP,WS-VP-667309342,Y,Y,$695.00,N,N,$0.00,Technology,Discord,Orlando,Florida,32814,USA
1,VIP,WS-VP-667309350,Y,Y,$695.00,N,N,$0.00,Technology,Linkedin,Orlando,Florida,32814,USA
1,VIP,WS-VP-667309541,N,Y,$695.00,N,N,$0.00,Healthcare,Tik Tok,Miramar,Florida,33025,USA
1,VIP,WS-VP-667309683,N,Y,$695.00,N,N,$0.00,Education,Linkedin,Miami,Florida,33101,USA
1,VIP,WS-VP-667309684,N,Y,$695.00,N,N,$0.00,Fashion,Instagram,Miami,Florida,33101,USA
1,VIP,WS-VP-667309685,N,Y,$695.00,N,N,$0.00,Technology,Twitter,Miami,Florida,33101,USA
1,VIP,WS-VP-667309092,Y,Y,$695.00,N,N,$0.00,Finance,Instagram,Miami,Florida,33101,USA
1,VIP,WS-VP-667309124,Y,Y,$695.00,N,N,$0.00,Healthcare,Twitter,Miami,Florida,33101,USA
1,VIP,WS-VP-667309127,Y,Y,$695.00,N,N,$0.00,Education,Twitter,Miami,Florida,33101,USA
1,VIP,WS-VP-667309250,Y,Y,$695.00,N,N,$0.00,Finance,Twitter,Miami,Florida,33101,USA
1,VIP,WS-VP-667309258,Y,Y,$695.00,N,N,$0.00,Technology,Instagram,Miami,Florida,33101,USA
1,VIP,WS-VP-667309043,N,Y,$695.00,N,N,$0.00,Retail,Twitter,Miami,Florida,33109,USA
1,VIP,WS-VP-667309046,N,Y,$695.00,N,N,$0.00,Entertainment,Instagram,Miami,Florida,33109,USA
1,VIP,WS-VP-667309048,N,Y,$695.00,N,N,$0.00,Entertainment,Discord,Miami,Florida,33109,USA
1,VIP,WS-VP-667309053,N,Y,$695.00,N,N,$0.00,Technology,Tik Tok,Miami,Florida,33109,USA
1,VIP,WS-VP-667309700,N,Y,$695.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33109,USA
1,VIP,WS-VP-667309703,N,Y,$695.00,N,N,$0.00,Technology,Instagram,Miami,Florida,33109,USA
1,VIP,WS-VP-667309704,N,Y,$695.00,N,N,$0.00,Healthcare,Instagram,Miami,Florida,33109,USA
1,VIP,WS-VP-667309706,N,Y,$695.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33109,USA
1,VIP,WS-VP-667309707,N,Y,$695.00,N,N,$0.00,Technology,Twitter,Miami,Florida,33109,USA
1,VIP,WS-VP-667309205,Y,Y,$695.00,N,N,$0.00,Retail,Facebook,Miami,Florida,33109,USA
1,VIP,WS-VP-667309215,Y,Y,$695.00,N,N,$0.00,Broadcasting,Linkedin,Miami,Florida,33109,USA
1,VIP,WS-VP-667309216,Y,Y,$695.00,N,N,$0.00,Healthcare,Linkedin,Miami,Florida,33109,USA
1,VIP,WS-VP-667309652,N,Y,$695.00,N,N,$0.00,Agriculture,Instagram,Miami,Florida,33111,USA
1,VIP,WS-VP-667309667,N,Y,$695.00,N,N,$0.00,Education,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309671,N,Y,$695.00,N,N,$0.00,Technology,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309673,N,Y,$695.00,N,N,$0.00,Broadcasting,Tik Tok,Miami,Florida,33111,USA
1,VIP,WS-VP-667309678,N,Y,$695.00,N,N,$0.00,Technology,Linkedin,Miami,Florida,33111,USA
1,VIP,WS-VP-667309687,N,Y,$695.00,N,N,$0.00,Education,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309691,N,Y,$695.00,N,N,$0.00,Education,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309073,Y,Y,$695.00,N,N,$0.00,Technology,Tik Tok,Miami,Florida,33111,USA
1,VIP,WS-VP-667309074,Y,N,$695.00,N,N,$0.00,Fashion,Instagram,Miami,Florida,33111,USA
1,VIP,WS-VP-667309075,Y,Y,$695.00,N,N,$0.00,Education,Tik Tok,Miami,Florida,33111,USA
1,VIP,WS-VP-667309130,Y,Y,$695.00,N,N,$0.00,Healthcare,Instagram,Miami,Florida,33111,USA
1,VIP,WS-VP-667309131,Y,Y,$695.00,N,N,$0.00,Finance,Tik Tok,Miami,Florida,33111,USA
1,VIP,WS-VP-667309134,Y,Y,$695.00,N,N,$0.00,Education,Instagram,Miami,Florida,33111,USA
1,VIP,WS-VP-667309138,Y,Y,$695.00,N,N,$0.00,Fashion,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309139,Y,Y,$695.00,N,N,$0.00,Education,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309230,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309232,Y,Y,$695.00,N,N,$0.00,Entertainment,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309240,Y,Y,$695.00,N,N,$0.00,Entertainment,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309353,Y,Y,$695.00,N,N,$0.00,Finance,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309355,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309146,Y,Y,$695.00,N,N,$0.00,Finance,Linkedin,Miami,Florida,33111,USA
1,VIP,WS-VP-667309242,Y,Y,$695.00,N,N,$0.00,Entertainment,Instagram,Miami,Florida,33111,USA
1,VIP,WS-VP-667309260,Y,Y,$695.00,N,N,$0.00,Finance,Linkedin,Miami,Florida,33111,USA
1,VIP,WS-VP-667309269,Y,Y,$695.00,N,N,$0.00,Fashion,Instagram,Miami,Florida,33111,USA
1,VIP,WS-VP-667309345,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,Miami,Florida,33111,USA
1,VIP,WS-VP-667309159,Y,Y,$695.00,N,N,$0.00,Education,Facebook,Miami,Florida,33125,USA
1,VIP,WS-VP-667309173,Y,Y,$695.00,N,N,$0.00,Art,Tik Tok,Miami,Florida,33125,USA
1,VIP,WS-VP-667309178,Y,Y,$695.00,N,N,$0.00,Education,Linkedin,Miami,Florida,33125,USA
1,VIP,WS-VP-667309179,Y,Y,$695.00,N,N,$0.00,Education,Linkedin,Miami,Florida,33125,USA
1,VIP,WS-VP-667309182,Y,Y,$695.00,N,N,$0.00,Finance,Twitter,Miami,Florida,33125,USA
1,VIP,WS-VP-667309184,Y,Y,$695.00,N,N,$0.00,Manufacturing,Twitter,Miami,Florida,33125,USA
1,VIP,WS-VP-667309185,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,Miami,Florida,33125,USA
1,VIP,WS-VP-667309315,Y,Y,$695.00,N,N,$0.00,Fashion,Twitter,Miami,Florida,33125,USA
1,VIP,WS-VP-667309330,Y,Y,$695.00,N,N,$0.00,Finance,Twitter,Miami,Florida,33125,USA
1,VIP,WS-VP-667309334,Y,Y,$695.00,N,N,$0.00,Healthcare,Instagram,Miami,Florida,33125,USA
1,VIP,WS-VP-667309389,N,Y,$695.00,N,N,$0.00,Technology,Twitter,Miami,Florida,33126,USA
1,VIP,WS-VP-667309394,N,Y,$695.00,N,N,$0.00,Retail,Twitter,Miami,Florida,33126,USA
1,VIP,WS-VP-667309395,N,Y,$695.00,N,N,$0.00,Art,Linkedin,Miami,Florida,33126,USA
1,VIP,WS-VP-667309508,N,Y,$695.00,N,N,$0.00,Manufacturing,Instagram,Miami,Florida,33128,USA
1,VIP,WS-VP-667309566,N,Y,$695.00,N,N,$0.00,Fashion,Instagram,Miami,Florida,33128,USA
1,VIP,WS-VP-667309572,N,Y,$695.00,N,N,$0.00,Professional Services,Linkedin,Miami,Florida,33128,USA
1,VIP,WS-VP-667309646,N,Y,$695.00,N,N,$0.00,Logistics,Linkedin,Miami,Florida,33128,USA
1,VIP,WS-VP-667309420,N,Y,$695.00,N,N,$0.00,Manufacturing,Twitter,Miami,Florida,33129,USA
1,VIP,WS-VP-667309423,N,Y,$695.00,N,N,$0.00,Education,Linkedin,Miami,Florida,33129,USA
1,VIP,WS-VP-667309424,N,Y,$695.00,N,N,$0.00,Fashion,Discord,Miami,Florida,33129,USA
1,VIP,WS-VP-667309425,N,Y,$695.00,N,N,$0.00,Education,Instagram,Miami,Florida,33129,USA
1,VIP,WS-VP-667309193,Y,Y,$695.00,N,N,$0.00,Education,Instagram,Miami,Florida,33129,USA
1,VIP,WS-VP-667309198,Y,Y,$695.00,N,N,$0.00,Education,Linkedin,Miami,Florida,33129,USA
1,VIP,WS-VP-667309202,Y,Y,$695.00,N,N,$0.00,Construction,Twitter,Miami,Florida,33129,USA
1,VIP,WS-VP-667309445,N,Y,$695.00,N,N,$0.00,Entertainment,Instagram,Miami,Florida,33130,USA
1,VIP,WS-VP-667309448,N,Y,$695.00,N,N,$0.00,Technology,Linkedin,Miami,Florida,33130,USA
1,VIP,WS-VP-667309374,N,Y,$695.00,N,N,$0.00,Professional Services,Linkedin,Miami,Florida,33131,USA
1,VIP,WS-VP-667309062,N,Y,$695.00,N,N,$0.00,Manufacturing,Facebook,Miami,Florida,33133,USA
1,VIP,WS-VP-667309360,N,Y,$695.00,N,N,$0.00,Technology,Facebook,Miami,Florida,33133,USA
1,VIP,WS-VP-667309366,N,Y,$695.00,N,N,$0.00,Fashion,Linkedin,Miami,Florida,33133,USA
1,VIP,WS-VP-667309483,N,Y,$695.00,N,N,$0.00,Personal Services,Tik Tok,Miami,Florida,33133,USA
1,VIP,WS-VP-667309490,N,Y,$695.00,N,N,$0.00,Food Service,Clubhouse,Miami,Florida,33133,USA
1,VIP,WS-VP-667309505,N,Y,$695.00,N,N,$0.00,Technology,Twitter,Miami,Florida,33133,USA
1,VIP,WS-VP-667309506,N,Y,$695.00,N,N,$0.00,Broadcasting,Instagram,Miami,Florida,33133,USA
1,VIP,WS-VP-667309570,N,Y,$695.00,N,N,$0.00,Manufacturing,Discord,Miami,Florida,33133,USA
1,VIP,WS-VP-667309598,N,Y,$695.00,N,N,$0.00,Technology,Twitter,Miami,Florida,33133,USA
1,VIP,WS-VP-667309622,N,Y,$695.00,N,N,$0.00,Finance,Twitter,Miami,Florida,33133,USA
1,VIP,WS-VP-667309065,N,Y,$695.00,N,N,$0.00,Technology,Twitter,North Miami,Florida,33133,USA
1,VIP,WS-VP-667309477,N,Y,$695.00,N,N,$0.00,Retail,Twitter,Miami,Florida,33134,USA
1,VIP,WS-VP-667309479,N,Y,$695.00,N,N,$0.00,Retail,Twitter,Miami,Florida,33134,USA
1,VIP,WS-VP-667309282,Y,Y,$695.00,N,N,$0.00,Healthcare,Twitter,Miami,Florida,33135,USA
1,VIP,WS-VP-667309284,Y,Y,$695.00,N,N,$0.00,Human Resources,Linkedin,Miami,Florida,33135,USA
1,VIP,WS-VP-667309291,Y,Y,$695.00,N,N,$0.00,Education,Twitter,Miami,Florida,33135,USA
1,VIP,WS-VP-667309295,Y,Y,$695.00,N,N,$0.00,Finance,Linkedin,Miami,Florida,33135,USA
1,VIP,WS-VP-667309299,Y,Y,$695.00,N,N,$0.00,Healthcare,Twitter,Miami,Florida,33135,USA
1,VIP,WS-VP-667309433,N,Y,$695.00,N,N,$0.00,Technology,Instagram,Miami,Florida,33137,USA
1,VIP,WS-VP-667309306,Y,Y,$695.00,N,N,$0.00,Education,Tik Tok,Miami,Florida,33139,USA
1,VIP,WS-VP-667309307,Y,Y,$695.00,N,N,$0.00,Technology,Tik Tok,Miami,Florida,33139,USA
1,VIP,WS-VP-667309035,N,Y,$695.00,N,N,$0.00,Fashion,Twitter,Miami,Florida,33158,USA
1,VIP,WS-VP-667309616,N,Y,$695.00,N,N,$0.00,Technology,Twitter,North Miami,Florida,33167,USA
1,VIP,WS-VP-667309265,Y,Y,$695.00,N,N,$0.00,Professional Services,Instagram,North Miami,Florida,33181,USA
1,VIP,WS-VP-667309550,N,Y,$695.00,N,N,$0.00,Technology,Twitter,West Palm Beach,Florida,33403,USA
1,VIP,WS-VP-667309688,N,Y,$695.00,N,N,$0.00,Healthcare,Instagram,West Palm Beach,Florida,33403,USA
1,VIP,WS-VP-667309158,Y,Y,$695.00,N,N,$0.00,Education,Instagram,West Palm Beach,Florida,33405,USA
1,VIP,WS-VP-667309195,Y,Y,$695.00,N,N,$0.00,Finance,Twitter,West Palm Beach,Florida,33405,USA
1,VIP,WS-VP-667309248,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,West Palm Beach,Florida,33405,USA
1,VIP,WS-VP-667309313,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,West Palm Beach,Florida,33405,USA
1,VIP,WS-VP-667309319,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,West Palm Beach,Florida,33411,USA
1,VIP,WS-VP-667309049,N,Y,$695.00,N,N,$0.00,Finance,Tik Tok,West Palm Beach,Florida,33418,USA
1,VIP,WS-VP-667309519,N,Y,$695.00,N,N,$0.00,Education,Linkedin,West Palm Beach,Florida,33418,USA
1,VIP,WS-VP-667309063,N,Y,$695.00,N,N,$0.00,Finance,Twitter,Delray Beach,Florida,33446,USA
1,VIP,WS-VP-667309054,N,Y,$695.00,N,N,$0.00,Retail,Twitter,Tampa,Florida,33609,USA
1,VIP,WS-VP-667309369,N,Y,$695.00,N,N,$0.00,Technology,Twitter,Tampa,Florida,33609,USA
1,VIP,WS-VP-667309243,Y,Y,$695.00,N,N,$0.00,Education,Linkedin,Tampa,Florida,33610,USA
1,VIP,WS-VP-667309251,Y,Y,$695.00,N,N,$0.00,Engineering,Facebook,Tampa,Florida,33610,USA
1,VIP,WS-VP-667309107,Y,Y,$695.00,N,N,$0.00,Professional Services,Tik Tok,Tampa,Florida,33611,USA
1,VIP,WS-VP-667309117,Y,Y,$695.00,N,N,$0.00,Finance,Instagram,Tampa,Florida,33611,USA
1,VIP,WS-VP-667309170,Y,Y,$695.00,N,N,$0.00,Education,Twitter,Tampa,Florida,33612,USA
1,VIP,WS-VP-667309126,Y,Y,$695.00,N,N,$0.00,Finance,Instagram,Tampa,Florida,33613,USA
1,VIP,WS-VP-667309150,Y,Y,$695.00,N,N,$0.00,Healthcare,Linkedin,Tampa,Florida,33615,USA
1,VIP,WS-VP-667309160,Y,Y,$695.00,N,N,$0.00,Technology,Discord,Tampa,Florida,33615,USA
1,VIP,WS-VP-667309336,Y,Y,$695.00,N,N,$0.00,Fashion,Instagram,Tampa,Florida,33615,USA
1,VIP,WS-VP-667309089,Y,Y,$695.00,N,N,$0.00,Healthcare,Twitter,Tampa,Florida,33619,USA
1,VIP,WS-VP-667309072,Y,Y,$695.00,N,N,$0.00,Broadcasting,Facebook,Fort Meyers,Florida,33902,USA
1,VIP,WS-VP-667309498,N,Y,$695.00,N,N,$0.00,Broadcasting,Tik Tok,Fort Meyers,Florida,33905,USA
1,VIP,WS-VP-667309521,N,Y,$695.00,N,N,$0.00,Professional Services,Twitter,Fort Meyers,Florida,33905,USA
1,VIP,WS-VP-667309537,N,Y,$695.00,N,N,$0.00,Food Service,Twitter,Fort Meyers,Florida,33908,USA
1,VIP,WS-VP-667309604,N,Y,$695.00,N,N,$0.00,Entertainment,Linkedin,Fort Meyers,Florida,33908,USA
1,VIP,WS-VP-667309402,N,Y,$695.00,N,N,$0.00,Personal Services,Facebook,Naples,Florida,34102,USA
1,VIP,WS-VP-667309408,N,Y,$695.00,N,N,$0.00,Technology,Linkedin,Naples,Florida,34102,USA
1,VIP,WS-VP-667309439,N,Y,$695.00,N,N,$0.00,Technology,Tik Tok,Naples,Florida,34102,USA
1,VIP,WS-VP-667309316,Y,Y,$695.00,N,N,$0.00,Technology,Instagram,Naples,Florida,34102,USA
1,VIP,WS-VP-667309611,N,Y,$695.00,N,N,$0.00,Engineering,Twitter,Naples,Florida,34104,USA
1,VIP,WS-VP-667309631,N,Y,$695.00,N,N,$0.00,Technology,Linkedin,Naples,Florida,34104,USA
1,VIP,WS-VP-667309648,N,Y,$695.00,N,N,$0.00,Technology,Twitter,Naples,Florida,34104,USA
1,VIP,WS-VP-667309680,N,Y,$695.00,N,N,$0.00,Education,Linkedin,Naples,Florida,34104,USA
1,VIP,WS-VP-667309285,Y,Y,$695.00,N,N,$0.00,Engineering,Linkedin,Naples,Florida,34105,USA
1,VIP,WS-VP-667309301,Y,Y,$695.00,N,N,$0.00,Education,Facebook,Naples,Florida,34105,USA
1,VIP,WS-VP-667309310,Y,Y,$695.00,N,N,$0.00,Technology,Clubhouse,Naples,Florida,34105,USA
1,VIP,WS-VP-667309038,N,Y,$695.00,N,N,$0.00,Technology,Linkedin,Naples,Florida,34108,USA
1,VIP,WS-VP-667309377,N,Y,$695.00,N,N,$0.00,Technology,Twitter,Naples,Florida,34108,USA
1,VIP,WS-VP-667309095,Y,Y,$695.00,N,N,$0.00,Professional Services,Twitter,Naples,Florida,34110,USA
1,VIP,WS-VP-667309136,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,Naples,Florida,34110,USA
1,VIP,WS-VP-667309148,Y,Y,$695.00,N,N,$0.00,Finance,Linkedin,Naples,Florida,34110,USA
1,VIP,WS-VP-667309181,Y,Y,$695.00,N,N,$0.00,Education,Linkedin,Naples,Florida,34110,USA
1,VIP,WS-VP-667309199,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,Naples,Florida,34110,USA
1,VIP,WS-VP-667309236,Y,Y,$695.00,N,N,$0.00,Entertainment,Linkedin,Naples,Florida,34110,USA
1,VIP,WS-VP-667309363,N,Y,$695.00,N,N,$0.00,Education,Linkedin,Mobile,Alabama,36609,USA
1,VIP,WS-VP-667309470,N,Y,$695.00,N,N,$0.00,Technology,Twitter,Mobile,Alabama,36609,USA
1,VIP,WS-VP-667309135,Y,Y,$695.00,N,N,$0.00,Fashion,Instagram,Warren,Michigan,48091,USA
1,VIP,WS-VP-667309292,Y,Y,$695.00,N,N,$0.00,Fashion,Instagram,Warren,Michigan,48091,USA
1,VIP,WS-VP-667309614,N,Y,$695.00,N,N,$0.00,Technology,Facebook,Milwaukee,Wisconsin,53211,USA
1,VIP,WS-VP-667309066,N,Y,$695.00,N,N,$0.00,Agriculture,Linkedin,Minneapolis,Minnesota,55405,USA
1,VIP,WS-VP-667309596,N,Y,$695.00,N,N,$0.00,Healthcare,Linkedin,Minneapolis,Minnesota,55405,USA
1,VIP,WS-VP-667309674,N,Y,$695.00,N,N,$0.00,Broadcasting,Instagram,Wichita,Kansas,67204,USA
1,VIP,WS-VP-667309529,N,Y,$695.00,N,N,$0.00,Technology,Facebook,Tulsa,Oklahoma,74152,USA
1,VIP,WS-VP-667309655,N,Y,$695.00,N,N,$0.00,Technology,Instagram,Tulsa,Oklahoma,74152,USA
1,VIP,WS-VP-667309348,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,Waco,Texas,76799,USA
1,VIP,WS-VP-667309619,N,Y,$695.00,N,N,$0.00,Finance,Twitter,Midland,Texas,79705,USA
1,VIP,WS-VP-667309397,N,Y,$695.00,N,N,$0.00,Finance,Twitter,West Valley City,Utah,84118,USA
1,VIP,WS-VP-667309361,N,Y,$695.00,N,N,$0.00,Fashion,Linkedin,Tucson,Arizona,85742,USA
1,VIP,WS-VP-667309396,N,Y,$695.00,N,N,$0.00,Fashion,Linkedin,Tucson,Arizona,85742,USA
1,VIP,WS-VP-667309105,Y,Y,$695.00,N,N,$0.00,Education,Instagram,Tucson,Arizona,85742,USA
1,VIP,WS-VP-667309579,N,Y,$695.00,N,N,$0.00,Technology,Instagram,Las Vegas,Nevada,89101,USA
1,VIP,WS-VP-667309335,Y,Y,$695.00,N,N,$0.00,Broadcasting,Instagram,Los Angeles,California,90001,USA
1,VIP,WS-VP-667309365,N,Y,$695.00,N,N,$0.00,Education,Twitter,Los Angeles,California,90003,USA
1,VIP,WS-VP-667309615,N,Y,$695.00,N,N,$0.00,Professional Services,Facebook,Los Angeles,California,90006,USA
1,VIP,WS-VP-667309629,N,Y,$695.00,N,N,$0.00,Human Resources,Discord,Los Angeles,California,90006,USA
1,VIP,WS-VP-667309696,N,Y,$695.00,N,N,$0.00,Technology,Instagram,Los Angeles,California,90006,USA
1,VIP,WS-VP-667309174,Y,Y,$695.00,N,N,$0.00,Technology,Facebook,Los Angeles,California,90007,USA
1,VIP,WS-VP-667309188,Y,Y,$695.00,N,N,$0.00,Broadcasting,Twitter,Los Angeles,California,90007,USA
1,VIP,WS-VP-667309076,Y,Y,$695.00,N,N,$0.00,Finance,Tik Tok,Los Angeles,California,90010,USA
1,VIP,WS-VP-667309082,Y,Y,$695.00,N,N,$0.00,Entertainment,Twitter,Los Angeles,California,90010,USA
1,VIP,WS-VP-667309208,Y,Y,$695.00,N,N,$0.00,Finance,Tik Tok,Los Angeles,California,90010,USA
1,VIP,WS-VP-667309220,Y,Y,$695.00,N,N,$0.00,Professional Services,Twitter,Los Angeles,California,90010,USA
1,VIP,WS-VP-667309376,N,Y,$695.00,N,N,$0.00,Fashion,Tik Tok,Los Angeles,California,90011,USA
1,VIP,WS-VP-667309432,N,Y,$695.00,N,N,$0.00,Human Resources,Twitter,Los Angeles,California,90011,USA
1,VIP,WS-VP-667309495,N,Y,$695.00,N,N,$0.00,Healthcare,Twitter,Los Angeles,California,90013,USA
1,VIP,WS-VP-667309573,N,Y,$695.00,N,N,$0.00,Broadcasting,Linkedin,Los Angeles,California,90013,USA
1,VIP,WS-VP-667309036,N,Y,$695.00,N,N,$0.00,Professional Services,Linkedin,Culver City,California,90230,USA
1,VIP,WS-VP-667309037,N,Y,$695.00,N,N,$0.00,Manufacturing,Twitter,Culver City,California,90230,USA
1,VIP,WS-VP-667309430,N,Y,$695.00,N,N,$0.00,Fashion,Twitter,San Diego,California,92101,USA
1,VIP,WS-VP-667309453,N,Y,$695.00,N,N,$0.00,Education,Linkedin,San Diego,California,92101,USA
1,VIP,WS-VP-667309233,Y,Y,$695.00,N,N,$0.00,Retail,twitter,San Diego,California,92102,USA
1,VIP,WS-VP-667309241,Y,Y,$695.00,N,N,$0.00,Education,Instagram,San Diego,California,92102,USA
1,VIP,WS-VP-667309577,N,Y,$695.00,N,N,$0.00,Education,Twitter,San Diego,California,92103,USA
1,VIP,WS-VP-667309099,Y,Y,$695.00,N,N,$0.00,Education,Linkedin,San Diego,California,92105,USA
1,VIP,WS-VP-667309101,Y,Y,$695.00,N,N,$0.00,Fashion,Twitter,San Diego,California,92105,USA
1,VIP,WS-VP-667309123,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,San Diego,California,92105,USA
1,VIP,WS-VP-667309375,N,Y,$695.00,N,N,$0.00,Fashion,Twitter,Palm Springs,California,92264,USA
1,VIP,WS-VP-667309496,N,Y,$695.00,N,N,$0.00,Technology,Instagram,Palm Springs,California,92264,USA
1,VIP,WS-VP-667309504,N,N,$695.00,N,N,$0.00,Broadcasting,Twitter,Palm Springs,California,92264,USA
1,VIP,WS-VP-667309510,N,Y,$695.00,N,N,$0.00,Healthcare,Twitter,Palm Springs,California,92292,USA
1,VIP,WS-VP-667309591,N,Y,$695.00,N,N,$0.00,Technology,Linkedin,Palm Springs,California,92292,USA
1,VIP,WS-VP-667309457,N,Y,$695.00,N,N,$0.00,Healthcare,Twitter,Victorville,California,92395,USA
1,VIP,WS-VP-667309190,Y,Y,$695.00,N,N,$0.00,Human Resources,Twitter,Victorville,California,92395,USA
1,VIP,WS-VP-667309061,N,Y,$695.00,N,N,$0.00,Finance,Tik Tok,Visalia,California,93293,USA
1,VIP,WS-VP-667309333,Y,Y,$695.00,N,N,$0.00,Human Resources,Twitter,Visalia,California,93293,USA
1,VIP,WS-VP-667309059,N,Y,$695.00,N,N,$0.00,Education,Twitter,San Francisco,California,94103,USA
1,VIP,WS-VP-667309364,N,Y,$695.00,N,N,$0.00,Technology,Twitter,San Francisco,California,94103,USA
1,VIP,WS-VP-667309563,N,Y,$695.00,N,N,$0.00,Engineering,Linkedin,Vallejo,California,94589,USA
1,VIP,WS-VP-667309169,Y,Y,$695.00,N,N,$0.00,Fashion,Instagram,Vallejo,California,94589,USA
1,VIP,WS-VP-667309385,N,Y,$695.00,N,N,$0.00,Healthcare,Facebook,Vancouver,Washington,98682,USA
1,VIP,WS-VP-667309548,N,Y,$695.00,N,N,$0.00,Broadcasting,Twitter,Abilene,Texas,79601,USA
1,VIP,WS-VP-667309546,N,Y,$695.00,N,N,$0.00,Broadcasting,Twitter,Akron,Ohio,44301,USA
1,VIP,WS-VP-667309115,Y,Y,$695.00,N,N,$0.00,Healthcare,Twitter,Akron,Ohio,44301,USA
1,VIP,WS-VP-667309344,Y,Y,$695.00,N,N,$0.00,Technology,Instagram,Albuquerque,New Mexico,87101,USA
1,VIP,WS-VP-667309587,N,Y,$695.00,N,N,$0.00,Finance,Twitter,Alexandria,Virginia,22301,USA
1,VIP,WS-VP-667309567,N,Y,$695.00,N,N,$0.00,Entertainment,Twitter,Allentown,Pennsylvania,18100,USA
