Date,Section,Cash,Number,ServiceType,Period,Account,Zone,Plan_A,Plan_B,Others_Cost,Total,VAT,VAT Amount,Bill_Total,Payments_on_account,Billing Code,Billing_Code_Period
4/12/2023,3,4,117851,3,202312,134,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117855,3,202312,151,2,202,8300,1300,9600,"21,0",2016,11616,0,73494262586453,20231214
4/12/2023,3,4,117856,3,202312,153,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117857,4,202312,154,2,202,8300,2000,10300,"21,0",2163,12463,0,73494262586453,20231214
4/12/2023,3,4,117859,2,202312,165,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117860,2,202312,168,2,202,8300,2000,10300,"21,0",2163,12463,0,73494262586453,20231214
4/12/2023,3,4,117861,3,202312,174,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117866,1,202312,215,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117871,4,202312,247,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117872,5,202312,253,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117873,3,202312,267,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117874,2,202312,269,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117875,1,202312,285,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117876,4,202312,290,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117877,3,202312,292,2,225,4850,2000,6850,"21,0","1438,5","8288,5",0,73494262586453,20231214
4/12/2023,3,4,117879,3,202312,302,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117880,5,202312,309,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117882,4,202312,316,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117883,2,202312,317,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117884,2,202312,318,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117885,3,202312,323,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,117887,4,202312,328,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117888,3,202312,343,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117889,2,202312,353,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117890,2,202312,356,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117891,3,202312,357,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117892,5,202312,365,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117893,5,202312,367,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117894,1,202312,371,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117895,4,202312,373,2,109,10250,250,10500,"21,0",2205,12705,0,73494262586453,20231214
4/12/2023,3,4,117896,5,202312,386,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117898,1,202312,416,2,6,3050,250,3300,"21,0",693,3993,0,73494262586453,20231214
4/12/2023,3,4,117899,2,202312,417,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117900,3,202312,419,2,202,8300,1300,9600,"21,0",2016,11616,0,73494262586453,20231214
4/12/2023,3,4,117902,2,202312,442,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117904,3,202312,448,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117905,3,202312,452,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
3/1/2022,3,4,61625,2,202201,204,2,1,1400,0,1400,"21,0",294,1694,0,72014800159843,20220113
4/12/2023,3,4,117907,3,202312,456,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,117908,2,202312,462,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117909,5,202312,464,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117910,2,202312,466,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117911,4,202312,470,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117912,5,202312,471,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,117915,5,202312,476,2,10,8050,250,8300,"21,0",1743,10043,0,73494262586453,20231214
4/12/2023,3,4,117916,1,202312,477,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,117917,5,202312,481,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117918,1,202312,482,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117919,1,202312,490,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,117920,1,202312,496,2,202,8300,1300,9600,"21,0",2016,11616,0,73494262586453,20231214
4/12/2023,3,4,117921,4,202312,501,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117922,5,202312,507,2,10,8050,250,8300,"21,0",1743,10043,0,73494262586453,20231214
4/12/2023,3,4,117923,4,202312,514,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117926,1,202312,528,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117927,4,202312,531,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,117928,2,202312,532,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117929,1,202312,533,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,117930,3,202312,535,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117932,4,202312,546,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117933,5,202312,548,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117934,2,202312,554,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117939,2,202312,572,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117941,5,202312,586,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117942,3,202312,591,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117943,4,202312,596,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117944,4,202312,600,2,225,4850,2000,6850,"21,0","1438,5","8288,5",0,73494262586453,20231214
4/12/2023,3,4,117945,1,202312,617,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117946,2,202312,637,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117947,5,202312,638,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117949,1,202312,646,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117950,5,202312,652,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117951,5,202312,653,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,117952,1,202312,654,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117953,5,202312,667,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117954,4,202312,672,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117956,4,202312,678,2,202,8300,1300,9600,"21,0",2016,11616,0,73494262586453,20231214
4/12/2023,3,4,117958,3,202312,700,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117959,1,202312,706,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117961,1,202312,723,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117962,5,202312,724,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,117965,5,202312,746,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117966,3,202312,747,2,1,4550,600,5150,"21,0","1081,5","6231,5",0,73494262586453,20231214
4/12/2023,3,4,117968,5,202312,752,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,117970,5,202312,763,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117971,5,202312,770,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117973,4,202312,775,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117974,2,202312,787,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117977,2,202312,812,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117978,4,202312,822,2,6,3050,250,3300,"21,0",693,3993,0,73494262586453,20231214
4/12/2023,3,4,117979,3,202312,824,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,117983,5,202312,836,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117984,2,202312,838,2,2,6450,5650,12100,"21,0",2541,14641,0,73494262586453,20231214
4/12/2023,3,4,117985,3,202312,839,2,225,4850,1300,6150,"21,0","1291,5","7441,5",0,73494262586453,20231214
4/12/2023,3,4,117986,1,202312,845,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,117987,1,202312,847,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
2/11/2023,3,4,3911,5,202311,2752,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658264,20231112
2/11/2023,3,4,3912,5,202311,2753,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658280,20231112
2/11/2023,3,4,3913,4,202311,2754,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658311,20231112
2/11/2023,3,4,3914,5,202311,2755,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658379,20231112
2/11/2023,3,4,3915,3,202311,2756,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658413,20231112
2/11/2023,3,4,3916,4,202311,2757,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658455,20231112
2/11/2023,3,4,3917,3,202311,2758,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658468,20231112
2/11/2023,3,4,3918,4,202311,2759,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658497,20231112
2/11/2023,3,4,3919,3,202311,2760,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658544,20231112
2/11/2023,3,4,3920,3,202311,2761,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658604,20231112
2/11/2023,3,4,3921,1,202311,2762,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658617,20231112
2/11/2023,3,4,3922,2,202311,2763,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658659,20231112
2/11/2023,3,4,3923,1,202311,2764,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658688,20231112
2/11/2023,3,4,3924,3,202311,2765,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658722,20231112
2/11/2023,3,4,3925,4,202311,2766,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658777,20231112
2/11/2023,3,4,3926,1,202311,2767,14,3,26000,250,26250,"21,0","5512,5","31762,5",0,73444678658808,20231112
2/11/2023,3,4,3927,3,202311,2768,14,4,14450,250,14700,"21,0",3087,17787,0,73444678658811,20231112
2/11/2023,3,4,3930,4,202311,2853,14,4,14450,250,14700,"21,0",3087,17787,0,73444678658997,20231112
2/11/2023,3,4,3933,5,202311,2910,14,5,14250,250,14500,"21,0",3045,17545,0,73444678659105,20231112
2/11/2023,3,4,3936,5,202311,3118,14,202,7600,1300,8900,"21,0",1869,10769,0,73444678659192,20231112
2/11/2023,3,4,3937,4,202311,3120,14,203,9600,1300,10900,"21,0",2289,13189,0,73444678659223,20231112
2/11/2023,3,4,3938,1,202311,3121,14,203,9600,1300,10900,"21,0",2289,13189,0,73444678659252,20231112
2/11/2023,3,4,3942,1,202311,3166,14,202,7600,1300,8900,"21,0",1869,10769,0,73444678659383,20231112
2/11/2023,3,4,3944,3,202311,3249,14,202,7600,1300,8900,"21,0",1869,10769,0,73444678659456,20231112
2/11/2023,3,4,3948,4,202311,3426,14,206,16740,1300,18040,"21,0","3788,4","21828,4",0,73444678659532,20231112
14/11/2023,3,4,117447,1,202311,3465,4,2,6050,250,6300,"21,0",1323,7623,0,73464999390847,20231124
14/11/2023,3,4,117449,3,202311,3099,3,1,4250,250,4500,"21,0",945,5445,0,73464999570256,20231124
14/11/2023,3,4,117450,1,202311,3466,2,202,7600,2000,9600,"21,0",2016,11616,0,73464999651318,20231124
4/12/2023,3,4,117454,1,202312,101,99,1,4550,250,4800,"21,0",1008,5808,0,73494262299806,20231214
4/12/2023,3,4,117457,5,202312,545,99,6,3050,250,3300,"21,0",693,3993,0,73494262299806,20231214
3/11/2023,3,4,117362,2,202311,2664,2,15,10200,250,10450,"21,0","2194,5","12644,5",0,73444755593008,20231113
3/11/2023,3,4,117364,1,202311,2783,4,15,10200,400,10600,"21,0",2226,12826,0,73444755718192,20231113
3/11/2023,3,4,117370,1,202311,3158,4,15,10200,400,10600,"21,0",2226,12826,0,73444756000253,20231113
13/12/2021,3,4,61249,3,202112,1599,4,1,1270,0,1270,"21,0","266,7","1536,7",0,71504219392220,20211223
3/11/2023,3,4,117371,2,202311,3167,4,15,10200,400,10600,"21,0",2226,12826,0,73444756022706,20231113
3/11/2023,3,4,3958,2,202311,2174,14,8,7500,400,7900,"21,0",1659,9559,0,73444757501580,20231113
3/11/2023,3,4,3959,1,202311,2856,14,8,7500,400,7900,"21,0",1659,9559,0,73444757544027,20231113
3/11/2023,3,4,117402,1,202311,1779,4,8,7500,400,7900,"21,0",1659,9559,0,73444758375375,20231113
3/11/2023,3,4,117406,1,202311,1900,2,8,7500,400,7900,"21,0",1659,9559,0,73444758529857,20231113
3/11/2023,3,4,117408,1,202311,1929,2,8,7500,400,7900,"21,0",1659,9559,0,73444758594418,20231113
3/11/2023,3,4,117409,3,202311,1935,3,8,7500,400,7900,"21,0",1659,9559,0,73444758627365,20231113
3/11/2023,3,4,117410,1,202311,1956,3,8,7500,400,7900,"21,0",1659,9559,0,73444758664597,20231113
3/11/2023,3,4,117419,5,202311,2273,1,8,7500,400,7900,"21,0",1659,9559,0,73444759165060,20231113
3/11/2023,3,4,117422,2,202311,2415,2,8,7500,400,7900,"21,0",1659,9559,0,73444759288008,20231113
3/11/2023,3,4,117424,1,202311,2463,2,8,7500,400,7900,"21,0",1659,9559,0,73444759362370,20231113
3/11/2023,3,4,117426,3,202311,2535,3,8,7500,400,7900,"21,0",1659,9559,0,73444759432768,20231113
3/11/2023,3,4,117432,3,202311,2685,3,8,7500,400,7900,"21,0",1659,9559,0,73444759676802,20231113
3/11/2023,3,4,117435,1,202311,2845,4,8,7500,400,7900,"21,0",1659,9559,0,73444759804691,20231113
3/11/2023,3,4,117439,5,202311,2908,2,8,7500,400,7900,"21,0",1659,9559,0,73444759979097,20231113
3/11/2023,3,4,117441,4,202311,2951,3,8,7500,400,7900,"21,0",1659,9559,0,73444760048370,20231113
3/11/2023,3,4,117445,1,202311,3038,4,8,7500,400,7900,"21,0",1659,9559,0,73444760214821,20231113
4/12/2023,3,4,117470,5,202312,1340,99,8,7900,400,8300,"21,0",1743,10043,0,73494262299806,20231214
4/12/2023,3,4,117473,5,202312,1972,99,1,4550,250,4800,"21,0",1008,5808,0,73494262299806,20231214
4/12/2023,3,4,117476,2,202312,2270,99,1,4550,250,4800,"21,0",1008,5808,0,73494262299806,20231214
4/12/2023,3,4,117479,1,202312,2520,99,1,4550,250,4800,"21,0",1008,5808,0,73494262299806,20231214
4/12/2023,3,4,117480,4,202312,2579,99,6,3050,250,3300,"21,0",693,3993,0,73494262299806,20231214
4/12/2023,3,4,117481,4,202312,2700,99,2,6450,250,6700,"21,0",1407,8107,0,73494262299806,20231214
4/12/2023,3,4,117483,3,202312,2865,99,1,4550,250,4800,"21,0",1008,5808,0,73494262299806,20231214
4/12/2023,3,4,118018,1,202312,986,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118019,4,202312,999,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,118020,2,202312,1001,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118021,2,202312,1002,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,118022,5,202312,1003,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118024,4,202312,1010,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,118025,5,202312,1014,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118026,3,202312,1015,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118030,2,202312,1025,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,118031,2,202312,1034,2,202,8300,1300,9600,"21,0",2016,11616,0,73494262586453,20231214
4/12/2023,3,4,118032,5,202312,1046,2,10,8050,250,8300,"21,0",1743,10043,0,73494262586453,20231214
4/12/2023,3,4,118033,2,202312,1048,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118034,1,202312,1050,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,118035,1,202312,1055,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118039,2,202312,1075,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118040,3,202312,1086,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118044,3,202312,1105,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118046,4,202312,1110,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118048,2,202312,1118,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118052,1,202312,1141,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118053,3,202312,1144,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118057,2,202312,1164,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118058,2,202312,1166,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118059,1,202312,1174,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118060,3,202312,1177,2,202,8300,1300,9600,"21,0",2016,11616,0,73494262586453,20231214
4/12/2023,3,4,118062,5,202312,1180,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118063,2,202312,1188,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118065,3,202312,1195,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118067,5,202312,1205,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118068,4,202312,1207,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118070,2,202312,1213,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118076,5,202312,1226,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,118077,2,202312,1242,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118078,1,202312,1248,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118079,1,202312,1251,2,202,8300,1300,9600,"21,0",2016,11616,0,73494262586453,20231214
4/12/2023,3,4,118080,4,202312,1255,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118081,1,202312,1272,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118082,4,202312,1279,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118083,2,202312,1280,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118084,5,202312,1303,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118085,4,202312,1318,2,8,7900,400,8300,"21,0",1743,10043,0,73494262586453,20231214
4/12/2023,3,4,118086,3,202312,1322,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118090,4,202312,1335,2,149,11150,250,11400,"21,0",2394,13794,0,73494262586453,20231214
4/12/2023,3,4,118091,2,202312,1349,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,118093,5,202312,1359,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118099,2,202312,1401,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118100,4,202312,1407,2,8,7900,400,8300,"21,0",1743,10043,0,73494262586453,20231214
4/12/2023,3,4,118101,5,202312,1413,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
1/12/2021,3,4,61164,5,202112,2584,4,117,4000,0,4000,"21,0",840,4840,0,71484395460553,20211211
3/1/2022,3,4,61404,4,202201,1221,1,1,1400,0,1400,"21,0",294,1694,0,72014800047524,20220113
4/12/2023,3,4,118103,4,202312,1424,2,202,8300,1300,9600,"21,0",2016,11616,0,73494262586453,20231214
4/12/2023,3,4,118104,3,202312,1425,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118105,3,202312,1432,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118106,5,202312,1435,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118107,3,202312,1437,2,6,3050,250,3300,"21,0",693,3993,0,73494262586453,20231214
4/12/2023,3,4,118108,4,202312,1442,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118109,5,202312,1443,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118110,4,202312,1444,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118111,1,202312,1445,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118112,1,202312,1446,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118119,3,202312,1475,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,118120,3,202312,1488,2,202,8300,1300,9600,"21,0",2016,11616,0,73494262586453,20231214
4/12/2023,3,4,118121,5,202312,1495,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118122,2,202312,1501,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118123,3,202312,1517,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118124,2,202312,1521,2,202,8300,1300,9600,"21,0",2016,11616,0,73494262586453,20231214
4/12/2023,3,4,118127,5,202312,1540,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,118128,4,202312,1545,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118130,3,202312,1550,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118132,5,202312,1563,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118133,4,202312,1565,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118134,4,202312,1578,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118136,3,202312,1584,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118137,3,202312,1587,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118138,4,202312,1588,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,118140,4,202312,1590,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118141,3,202312,1591,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118142,5,202312,1602,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118143,3,202312,1603,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118144,2,202312,1608,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118145,1,202312,1609,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118147,5,202312,1618,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118148,1,202312,1619,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118149,4,202312,1622,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118150,5,202312,1624,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118151,1,202312,1629,2,10,8050,250,8300,"21,0",1743,10043,0,73494262586453,20231214
4/12/2023,3,4,118152,4,202312,1631,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118154,1,202312,1633,2,2,6450,250,6700,"21,0",1407,8107,0,73494262586453,20231214
4/12/2023,3,4,118156,2,202312,1637,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
4/12/2023,3,4,118161,4,202312,1660,2,1,4550,250,4800,"21,0",1008,5808,0,73494262586453,20231214
