PERIOD,W OR P,TITLE NAME,TITLE #,PERF SOURCE,COUNTRY OF PERFORMANCE,SHOW NAME,EPISODE NAME,SHOW #,USE CODE,TIMING,MY %,PERF COUNT,BONUS LEVEL,ROYALTY AMOUNT,WITHHOLD,PERF PERIOD,HITS SONG OR TV NET SUPER USAGE BONUS,STANDARDS OR TV NET THEME BONUS
20231,W,GOT CHARMED UP V2,51065144,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,TRANSPARENT TRAP,2233160042,BI,0:45,100,14921,,0.29,,20222,0,0
20231,W,GOT CHARMED UP V2,51065144,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,TRANSPARENT TRAP,2233160042,BI,0:45,100,6608,,0.13,,20223,0,0
20231,W,GOT CHARMED UP V2,51065144,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,TRANSPARENT TRAP,2233160042,BI,0:45,100,3583,,0.07,,20224,0,0
20231,W,GOT CHARMED UP V2,51065144,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,TRANSPARENT TRAP,2233160042,BI,0:45,100,3675,,0.07,,20231,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,W A P WANDA AIN T PLAYING,2233160034,BI,0:31,100,13577,,0.18,,20221,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,W A P WANDA AIN T PLAYING,2233160034,BI,0:31,100,15025,,0.2,,20222,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,W A P WANDA AIN T PLAYING,2233160034,BI,0:31,100,6737,,0.08,,20223,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,W A P WANDA AIN T PLAYING,2233160034,BI,0:31,100,3715,,0.04,,20224,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,W A P WANDA AIN T PLAYING,2233160034,BI,0:31,100,3807,,0.04,,20231,0,0
20231,W,DR OAKLEY YUKON VET-CUES,0,DISNEY PLUS,UNITED STATES,DR OAKLEY YUKON VET,YAK ATTACK,1780930017,BI,0:18,100,1,,0.09,,20231,0,0
20231,W,LIGHTNING BOLT STRIKE V1,51064185,DISNEY PLUS,UNITED STATES,WICKED TUNA OUTER BANKS,BIG ONE,1860640154,BI,0:30,34,1,,0.03,,20231,0,0
20231,W,LIGHTNING BOLT STRIKE V1,51064185,DISNEY PLUS,UNITED STATES,WICKED TUNA OUTER BANKS,RISKY BUSINESS,1860640168,BI,0:34,34,1,,0.03,,20231,0,0
20231,W,LIGHTNING BOLT STRIKE V1,51064185,DISNEY PLUS,UNITED STATES,WICKED TUNA OUTER BANKS,TRIED AND TRUE,1860640169,BI,0:24,34,1,,0.02,,20231,0,0
20231,W,BIG GOLD RUSHER V1,51063876,HBO MAX,UNITED STATES,HYPE,YOUNG HEARTS RUN FREE,2338420004,BI,0:30,100,1,,0.11,,20231,0,0
20231,W,DIM LIT WALK V1,50690858,HULU,UNITED STATES,ALONE,BIRDS,1877610112,BI,0:56,100,250107,,5.68,,20231,0,0
20231,W,TRIREME,15903196,HULU,UNITED STATES,FOSTERS,SATURDAY,1727900006,BV,0:26,200,338822,,10.21,,20231,0,0
20231,W,PSM BRIGHT MEADOW JOFO,50362591,PARAMOUNT PLUS,UNITED STATES,LOVE AND HIP HOP ATLANTA,OH BABY,1886530089,BI,0:34,100,1,,0.07,,20221,0,0
20231,W,PSM BRIGHT MEADOW JOFO,50362591,PARAMOUNT PLUS,UNITED STATES,LOVE AND HIP HOP ATLANTA,OH BABY,1886530089,BI,0:34,100,1,,0.07,,20222,0,0
20231,W,NITE SEARCHER V1,48578302,PEACOCK,UNITED STATES,CELEBRITY GAME FACE,WHAM BAM THANK YOU FAM,2228310021,BI,0:15,34,1,,0.01,,20231,0,0
20231,W,THUNDER CLAPPER V1,51069642,ROKU,UNITED STATES,FORGED IN FIRE,FLIP THE FORGE,1911120214,BI,0:07,34,1,,0.01,,20224,0,0
20231,W,PSM GILTTER WAY JOFO,50362594,YOUTUBE VOD,UNITED STATES,VH1 FAMILY REUNION LOVE AND HIP HOP EDIT,FUTURE BELONGS TO THOSE WHO PREPARE FOR,2276130031,BI,0:20,100,226,,0.01,,20231,0,0
20231,W,BARRICADE,18705787,COLLEGE RADIO,UNITED STATES,,,0,FF,0:00,200,10,,0.68,,20231,0,0
20231,W,NCTA - ANNUAL,0,NCTA,UNITED STATES,,,0,,0:00,100,0,,16.84,,20224,0,0
20231,W,NCTA - BASIC,0,NCTA,UNITED STATES,,,0,,0:00,100,0,,0.63,,20231,0,0
20231,W,SHORTCAKE ON NEXT STOP V1,48110365,INTERNET,CANADA,,,0,,0:00,100,,,0.12,,,0,0
20231,W,BARRICADE,18705787,GENERAL,CROATIA,,,0,,0:00,200,,,0.16,,,0,0
20231,W,BARRICADE,18705787,RADIO,CZECH REPUBLIC,,,0,,0:00,200,,,1.28,,,0,0
20231,W,NORMALZUSCHLAG,0,INTERNET,GERMANY,,,0,,0:00,100,,,0.12,,,0,0
20231,W,TRIREME,15903196,INTERNET,GERMANY,,,0,,0:00,100,,,0.88,,,0,0
20231,W,PATTERNS,19349043,INTERNET,GERMANY,,,0,,0:00,0,,,0.69,,,0,0
20231,W,COME ON,27971361,GENERAL,LATVIA,,,0,,0:00,50,,,0.14,,,0,0
20231,W,PATTERNS,19349043,INTERNET,UNITED KINGDOM,,,0,,0:00,0,,,0.32,,,0,0
20231,W,TRIREME JP,0,FILM,AUSTRALIA,FOSTERS,,1727900000,,0:00,200,,,0.23,,,0,0
20231,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,BRAZIL,ARTS AND ENTERTAINMENT BROADCAST,,0,,0:00,100,,,0.16,,,0,0
20231,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,BRAZIL,E ENTERTAINMENT BROADCAST,,0,,0:00,100,,,0.01,,,0,0
20231,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,BRAZIL,HISTORY CHANNEL BROADCAST,,0,,0:00,100,,,0.52,,,0,0
20231,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,BRAZIL,NATIONAL GEOGRAPHIC BROADCAST,,0,,0:00,100,,,0.19,,,0,0
20231,W,ADDITIONAL REVENUE,0,VARIOUS,GERMANY,ADDITIONAL REVENUE FROM GEMA,,0,,0:00,100,,,0.11,,,0,0
20231,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,MEXICO,NATIONAL GEOGRAPHIC BROADCAST,,0,,0:00,100,,,0.02,,,0,0
20231,W,PSM EVENING DOCK JOFO,50362593,TELEVISION,UNITED KINGDOM,CELEB EX IN THE CITY,FREDDIE BENTLEY AND ARABELLA C,0,,0:00,100,,,0.3,,,0,0
20231,W,NITE SEARCHER V1,0,TELEVISION,UNITED KINGDOM,CELEBRITY GAME FACE,WHAM BAM THANK YOU FAM,2228310021,,0:00,34,,,0.6,,,0,0
20231,W,THUNDER CLAPPER V1,0,TELEVISION,UNITED KINGDOM,FORGED IN FIRE,FLIP THE FORGE,1911120214,,0:00,34,,,0.02,,,0,0
20231,W,TRIREME,0,TELEVISION,UNITED KINGDOM,FOSTERS,SATURDAY,1727900006,,0:00,34,,,0.38,,,0,0
20231,W,EVIL EYES,50619103,TELEVISION,UNITED KINGDOM,GRANNY KILLER,EP 2 SERIES 1,0,,0:00,100,,,0.1,,,0,0
20231,W,BIG GOLD RUSHER V1,0,TELEVISION,UNITED KINGDOM,HYPE,YOUNG HEARTS RUN FREE,2338420004,,0:00,34,,,0.01,,,0,0
20231,W,LIGHTNING BOLT STRIKE V1,0,TELEVISION,UNITED KINGDOM,WICKED TUNA,LUCKY OR NOT,1642300280,,0:00,34,,,0.24,,,0,0
