Shop,Date,Shift,Tickets,Covers,System Sales,Lounge Sales,Delivery Sales,Bar Sales,Delivery Quantity,Lounge Quantity,Sale Fiscal,Visa Card,Visa electron,Pedidos Ya,Mercado Pago,Rappi
CDLM 4,09/05/2023,Noche,30,14,143409,39395,90229,13785,24,2,184817,20088,0,"49911,2",13962,989
CDLM 5,09/05/2023,Noche,17,0,"46159,3","46159,3",0,0,0,0,34249,7850,"7999,3",0,14050,0
CDLM 6,09/05/2023,Noche,69,46,"339629,3","153747,3",185882,0,50,0,265904,"90846,3",0,88138,0,"19179,5"
La Embajada,09/05/2023,Noche,5,0,"58633,74","58633,74",0,0,0,0,"76601,82",0,"5639,53",0,"40388,2",0
La Embajada,10/05/2023,Mediodía,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDLM 4,10/05/2023,Mediodía,17,4,69541,9570,59971,0,15,0,0,0,0,"34392,2",6193,1245
CDLM 2,10/05/2023,Mediodía,13,10,"55052,5","20196,5",28436,6420,9,1,0,0,"14447,5",14965,8375,0
CDLM 5,10/05/2023,Mediodía,27,0,99897,99897,0,0,0,0,0,12320,25920,28740,0,0
CDLM 6,10/05/2023,Mediodía,70,54,"322372,2","155485,2",166887,0,49,0,0,107013,0,"71406,3",0,23180
CDLM 3,10/05/2023,Mediodía,26,55,"168505,5","146759,5",13483,8263,4,2,0,108928,0,8346,0,0
CDLM 1,10/05/2023,Mediodía,43,70,292141,224552,63655,3934,14,1,0,95873,0,32909,0,9527
CDLM 1,10/05/2023,Noche,37,58,265107,174143,90964,0,18,0,210492,92388,0,31290,0,10307
CDLM 2,10/05/2023,Noche,30,29,198472,81171,111772,5529,20,1,76924,0,33359,61366,5073,0
CDLM 3,10/05/2023,Noche,29,57,"216847,2","159935,2",50154,6758,9,1,202931,"112908,2",0,"25900,4",0,0
CDLM 4,10/05/2023,Noche,29,29,162359,83228,73298,5833,16,1,122725,11363,9473,40152,0,0
CDLM 5,10/05/2023,Noche,23,0,90957,90957,0,0,0,0,169416,20509,31759,0,4800,0
CDLM 6,10/05/2023,Noche,52,58,328341,184747,137676,5918,31,1,176062,100643,0,51120,0,"14512,5"
La Embajada,10/05/2023,Noche,6,0,"49293,53","49293,53",0,0,0,0,"49293,53",0,"35314,97",0,"9852,25",0
La Embajada,11/05/2023,Mediodía,3,0,"8049,84","8049,84",0,0,0,0,0,0,"6819,84",0,1230,0
CDLM 5,11/05/2023,Mediodía,33,0,"100642,5","100642,5",0,0,0,0,0,4950,30070,0,32912,0
CDLM 4,11/05/2023,Mediodía,23,6,90273,17868,72405,0,19,0,0,11748,0,"49830,1",0,4143
CDLM 3,11/05/2023,Mediodía,37,63,"215733,65","185744,65",25365,4624,8,1,0,"124698,65",0,10370,0,0
CDLM 2,11/05/2023,Mediodía,15,16,80940,43207,24194,13539,6,2,0,12060,22499,17716,11179,0
CDLM 6,11/05/2023,Mediodía,41,9,"138478,5","27915,5",97514,13049,33,3,0,0,9399,"53100,1","24325,5",12951
CDLM 1,11/05/2023,Mediodía,46,54,257859,164940,92919,0,26,0,0,62251,0,58007,0,4189
CDLM 1,11/05/2023,Noche,43,66,331319,260086,71233,0,18,0,328640,62279,0,46563,0,4945
CDLM 2,11/05/2023,Noche,36,23,192042,68386,123656,0,28,0,135512,27444,21837,"71975,4",8783,0
CDLM 3,11/05/2023,Noche,32,81,"289023,5","266771,5",22252,0,7,0,271323,201732,0,6499,0,"2349,5"
CDLM 4,11/05/2023,Noche,28,43,207390,120920,86470,0,17,0,123329,15640,22854,"45097,6",16633,7129
CDLM 6,11/05/2023,Noche,45,41,"266227,6","142536,6",123691,0,28,0,180849,24386,68473,73041,11973,3956
La Embajada,11/05/2023,Noche,11,0,"130563,38","130563,38",0,0,0,0,"138617,22","32230,87","21263,56",0,2994,0
CDLM 5,11/05/2023,Noche,24,0,79432,79432,0,0,0,0,"135557,5",8199,11359,0,7530,0
La Embajada,12/05/2023,Mediodía,1,0,"11128,46","11128,46",0,0,0,0,0,0,0,0,"11128,46",0
CDLM 4,12/05/2023,Mediodía,35,25,177502,69659,106149,1694,27,1,0,39825,0,65927,0,1978
CDLM 5,12/05/2023,Mediodía,41,0,139814,139814,0,0,0,0,0,24680,41699,0,11899,0
CDLM 6,12/05/2023,Mediodía,77,63,"383765,5","205309,5",172797,5659,51,2,0,18095,"108393,5","89024,8",23142,"6543,5"
CDLM 3,12/05/2023,Mediodía,49,98,"325475,9","265361,9",56914,3200,15,1,0,94111,0,36918,0,0
CDLM 2,12/05/2023,Mediodía,25,23,139495,69326,59969,10200,14,3,0,15238,9932,30682,26787,0
CDLM 1,12/05/2023,Mediodía,47,105,375865,333980,28955,12930,8,3,0,137742,0,13754,0,3956
CDLM 5,12/05/2023,Noche,35,0,137226,137226,0,0,0,0,174406,14840,50350,0,25200,0
La Embajada,12/05/2023,Noche,9,0,"59038,67","59038,67",0,0,0,0,"70167,74",0,"375,09",0,"41910,38",0
CDLM 1,12/05/2023,Noche,63,101,517341,401670,113171,2500,27,1,418130,174001,0,61592,0,10612
CDLM 2,12/05/2023,Noche,48,80,"324977,5","233971,5",80479,10527,21,3,163083,15397,76934,"48334,4",25899,0
CDLM 3,12/05/2023,Noche,67,142,"489312,1","392451,1",92011,4850,22,3,274257,286307,0,"55758,8",0,0
CDLM 4,12/05/2023,Noche,49,50,"287502,5","162332,5",108320,16850,29,3,302059,9632,32277,68467,9455,0
CDLM 6,12/05/2023,Noche,120,177,751391,492669,258722,0,68,0,342117,"295027,5",0,119283,0,19126
La Embajada,13/05/2023,Mediodía,12,0,92974,92974,0,0,0,0,0,"11335,26","24924,88",0,"10139,76",0
CDLM 5,13/05/2023,Mediodía,54,0,207936,207936,0,0,0,0,0,24060,108607,0,11200,0
CDLM 6,13/05/2023,Mediodía,79,68,"426424,5","231986,5",188188,6250,48,2,0,21467,79959,"119099,3","21232,5",11793
CDLM 4,13/05/2023,Mediodía,35,32,181216,90210,91006,0,23,0,0,57485,0,49115,0,"4731,5"
CDLM 2,13/05/2023,Mediodía,35,65,"283190,5","212670,5",58103,12417,17,2,0,"91239,5",37000,27464,43079,2283
CDLM 3,13/05/2023,Mediodía,65,136,"493778,6","425617,6",66351,1810,14,1,0,"261527,5",0,29322,0,0
CDLM 1,13/05/2023,Mediodía,77,135,628728,476948,142988,8792,31,2,0,219449,0,93602,0,31450
CDLM 1,13/05/2023,Noche,76,165,720233,603273,116960,0,21,0,572828,227241,0,68476,0,16183
CDLM 2,13/05/2023,Noche,56,85,368385,274727,81283,12375,23,2,339604,36512,103025,"47231,5",29705,0
CDLM 3,13/05/2023,Noche,84,204,"623034,5","555001,5",64973,3060,14,1,574025,"358563,5",0,39455,0,1978
CDLM 4,13/05/2023,Noche,68,95,"426827,9","286886,9",135114,4827,35,2,321022,55118,65760,"60230,4","50643,5",1978
CDLM 5,13/05/2023,Noche,55,0,227917,227917,0,0,0,0,331567,53964,40487,0,23749,0
CDLM 6,13/05/2023,Noche,108,144,"655863,7","427317,5",206260,"22286,2",55,5,583167,28968,"186199,5","75095,6","51303,2",22068
La Embajada,13/05/2023,Noche,30,0,"206173,77","206173,77",0,0,0,0,"299147,79","20339,9","32138,99",0,"88346,89",0
La Embajada,14/05/2023,Mediodía,14,0,"78506,89","78506,89",0,0,0,0,0,0,"20326,92",0,"10616,25",0
CDLM 5,14/05/2023,Mediodía,71,0,263577,263577,0,0,0,0,0,38588,68376,0,41270,0
CDLM 4,14/05/2023,Mediodía,38,46,"210703,3","127757,3",74626,8320,20,1,0,40208,26192,38102,22709,"4699,5"
CDLM 2,14/05/2023,Mediodía,55,89,"395541,75","253903,75",108968,32670,25,4,0,"60367,75",99479,50732,35051,0
CDLM 3,14/05/2023,Mediodía,79,180,"573155,4","494982,4",71168,7005,17,1,0,"295827,41",0,42646,0,"11650,5"
CDLM 6,14/05/2023,Mediodía,89,100,"534292,3",307715,204017,"22560,3",55,3,0,50848,"101032,3","80520,4",49809,20939
CDLM 1,14/05/2023,Mediodía,65,133,529624,438161,85843,5620,19,1,0,124605,85442,64856,38555,9188
CDLM 1,14/05/2023,Noche,53,61,359299,221519,120557,17223,29,4,471715,120162,0,90730,0,11891
CDLM 2,14/05/2023,Noche,23,27,140672,77811,46456,16405,11,3,419254,31042,8000,"21833,4",12885,0
CDLM 3,14/05/2023,Noche,52,130,"449034,8","388135,8",57766,3133,14,1,537122,276467,0,31729,0,1978
CDLM 4,14/05/2023,Noche,32,20,170117,70252,98585,1280,22,1,325773,14881,0,60430,0,"7082,5"
CDLM 5,14/05/2023,Noche,71,0,248543,248543,0,0,0,0,328421,27300,43447,0,42345,0
CDLM 6,14/05/2023,Noche,75,50,354576,163786,190790,0,55,0,630300,116945,0,"67027,2",0,36319
La Embajada,15/05/2023,Mediodía,4,0,"25746,85","25746,85",0,0,0,0,0,"2873,17",3060,0,0,0
CDLM 4,15/05/2023,Mediodía,12,9,"43514,2","21044,2",19091,3379,7,1,0,0,14290,7959,3379,0
CDLM 5,15/05/2023,Mediodía,26,0,99714,99714,0,0,0,0,0,7200,27629,0,39777,0
CDLM 6,15/05/2023,Mediodía,52,21,196045,76095,118550,1400,42,1,0,26240,26934,"61244,3",17526,12034
CDLM 2,15/05/2023,Mediodía,12,6,64943,16887,42397,5659,9,1,0,0,8257,32003,9500,0
CDLM 1,15/05/2023,Mediodía,46,79,344981,289935,51330,3716,15,3,0,77961,0,13174,0,9455
CDLM 1,15/05/2023,Noche,52,39,267881,132409,135472,0,37,0,264850,92981,0,59686,0,17679
CDLM 2,15/05/2023,Noche,14,27,"112806,5","83130,5",24051,5625,7,1,72087,5550,"33140,5",11377,0,0
CDLM 3,15/05/2023,Mediodía,24,64,190446,186450,3996,0,2,0,0,128617,0,0,0,0
CDLM 3,15/05/2023,Noche,33,95,"249589,5","211526,5",38063,0,12,0,252652,155423,0,13596,0,7097
CDLM 4,15/05/2023,Noche,28,20,128095,59631,55205,13259,14,5,85136,39889,0,34411,0,0
CDLM 5,15/05/2023,Noche,18,0,55460,55460,0,0,0,0,129014,2000,11800,0,6670,0
CDLM 6,15/05/2023,Noche,47,27,"206500,5","71225,5",129650,5625,37,1,309843,"50795,5",0,"69481,3",0,2918
La Embajada,15/05/2023,Noche,4,0,"18525,83","18525,83",0,0,0,0,"44272,68","13676,51",0,0,1230,0
La Embajada,16/05/2023,Mediodía,1,0,"8940,96","8940,96",0,0,0,0,0,"8940,96",0,0,0,0
CDLM 5,16/05/2023,Mediodía,19,0,57183,57183,0,0,0,0,0,7600,9609,0,10589,0
CDLM 6,16/05/2023,Mediodía,55,45,"259265,5","124289,5",134976,0,38,0,0,30541,42513,"39857,4",34096,23122
CDLM 3,16/05/2023,Mediodía,36,65,"201455,2","176130,2",21806,3519,7,1,0,132961,0,4478,0,8265
CDLM 4,16/05/2023,Mediodía,20,13,"78233,4","30548,4",47685,0,15,0,0,0,9409,"15030,1",0,6357
CDLM 1,16/05/2023,Mediodía,41,60,265179,208038,52741,4400,11,2,0,81446,0,20410,0,12828
CDLM 2,16/05/2023,Mediodía,24,12,101249,33017,68232,0,21,0,0,21790,0,36792,0,3379
CDLM 1,16/05/2023,Noche,38,35,214063,114407,88260,11396,21,2,310925,78039,0,45300,0,10137
CDLM 2,16/05/2023,Noche,10,11,"57179,4","36341,4",20838,0,6,0,55209,0,"18443,4",12942,0,0
CDLM 3,16/05/2023,Noche,34,48,"218378,5","143850,5",74528,0,16,0,222315,"90178,5",0,"40628,4",0,2967
CDLM 4,16/05/2023,Noche,36,28,220915,72898,148017,0,30,0,273606,46864,0,"88435,4",0,3379
CDLM 5,16/05/2023,Noche,13,0,"34688,15","34688,15",0,0,0,0,84617,0,"7722,15",0,4938,0
La Embajada,16/05/2023,Noche,4,0,"19824,1","19824,1",0,0,0,0,"28765,06","14331,12",0,0,"3926,98",0
CDLM 6,16/05/2023,Noche,35,34,"187244,8","101868,8",85376,0,21,0,181909,25550,0,41317,0,"15497,5"
La Embajada,17/05/2023,Mediodía,1,0,"4123,68","4123,68",0,0,0,0,0,0,0,0,0,0
CDLM 5,17/05/2023,Mediodía,25,0,"99353,5","99353,5",0,0,0,0,0,11449,34290,0,"14068,5",0
CDLM 4,17/05/2023,Mediodía,26,8,88119,23004,65115,0,21,0,0,17203,0,"39610,6",0,0
CDLM 6,17/05/2023,Mediodía,27,23,147396,70927,76469,0,19,0,0,7500,38861,"24476,2",0,"25645,5"
CDLM 3,17/05/2023,Mediodía,34,59,"213627,6","170539,6",43088,0,11,0,0,66848,0,18997,0,2967
CDLM 2,17/05/2023,Mediodía,15,11,59525,29597,26549,3379,10,1,0,16658,5664,15885,9250,0
CDLM 1,17/05/2023,Mediodía,47,73,348386,253969,94417,0,21,0,0,108724,0,46761,0,10199
CDLM 1,17/05/2023,Noche,39,29,209602,95904,113698,0,25,0,331876,43618,0,43893,0,8184
CDLM 2,17/05/2023,Noche,24,6,131450,19828,106853,4769,21,1,64056,0,0,39757,8220,0
CDLM 3,17/05/2023,Noche,21,37,119179,92641,23554,2984,6,2,170204,42467,0,9598,0,0
CDLM 4,17/05/2023,Noche,34,39,"193966,8","106054,8",80432,7480,17,3,201809,3859,43888,25968,38879,23726
CDLM 5,17/05/2023,Noche,33,0,124749,124749,0,0,0,0,191997,31068,26570,0,29664,0
CDLM 6,17/05/2023,Noche,37,35,204483,125120,79363,0,23,0,188093,82965,0,34762,0,12947
La Embajada,17/05/2023,Noche,3,0,"12412,99","12412,99",0,0,0,0,"16536,67","4813,57","6440,22",0,0,0
La Embajada,18/05/2023,Mediodía,1,0,4500,4500,0,0,0,0,0,4500,0,0,0,0
CDLM 4,18/05/2023,Mediodía,24,15,101701,42812,52469,6420,15,1,0,39897,0,17539,0,989
CDLM 5,18/05/2023,Mediodía,22,0,78293,78293,0,0,0,0,0,16310,15566,0,3909,0
CDLM 6,18/05/2023,Mediodía,52,35,228124,110779,117345,0,36,0,0,5760,56872,60761,26235,14993
CDLM 3,18/05/2023,Mediodía,33,45,"187583,5","134763,5",52820,0,13,0,0,84750,0,34104,0,0
CDLM 2,18/05/2023,Mediodía,14,9,77438,29148,31071,17219,8,3,0,6077,25219,19327,0,3969
CDLM 1,18/05/2023,Mediodía,54,86,347283,279522,67761,0,21,0,0,108576,0,33255,0,6266
CDLM 1,18/05/2023,Noche,56,54,344987,191602,150135,3250,35,2,341219,139013,0,94936,0,13460
CDLM 2,18/05/2023,Noche,22,27,151284,93720,57564,0,13,0,48565,41091,0,42076,13940,0
CDLM 3,18/05/2023,Noche,31,72,"262866,2","234875,2",22833,5158,7,1,133683,"181409,2",0,16168,0,0
CDLM 4,18/05/2023,Noche,28,33,162782,87340,75442,0,19,0,146899,13585,13850,41779,7540,0
CDLM 5,18/05/2023,Noche,32,0,"125343,5","125343,5",0,0,0,0,115550,30939,"23830,5",0,3708,0
CDLM 6,18/05/2023,Noche,56,75,369909,249510,120399,0,31,0,281565,22382,57663,59372,39269,"12610,5"
La Embajada,18/05/2023,Noche,6,0,"31113,37","31113,37",0,0,0,0,"35613,37","5438,4",0,0,"3201,37",0
La Embajada,19/05/2023,Mediodía,2,0,"7858,08","7858,08",0,0,0,0,0,0,0,0,"2678,08",0
CDLM 5,19/05/2023,Mediodía,41,0,"142308,1","142308,1",0,0,0,0,0,51828,43990,0,4710,0
CDLM 6,19/05/2023,Mediodía,54,62,299140,192426,99939,6775,30,1,0,123736,0,"54299,5",0,989
CDLM 4,19/05/2023,Mediodía,57,34,246414,103422,140033,2959,43,1,0,"88557,08",0,64777,0,0
CDLM 2,19/05/2023,Mediodía,26,2,106728,8440,72100,26188,22,3,0,3859,15334,42515,0,0
CDLM 1,19/05/2023,Mediodía,52,92,420457,305764,77015,37678,17,6,0,158410,0,44406,0,19970
La Embajada,19/05/2023,Noche,9,0,"40424,29","40424,29",0,0,0,0,"46961,37","1727,45","10760,06",0,"14285,04",0
CDLM 1,19/05/2023,Noche,71,132,562819,435320,127499,0,31,0,1,184038,0,85618,0,0
CDLM 2,19/05/2023,Noche,53,42,"308551,5","121105,5",171786,15660,38,2,1,0,"65385,5","91955,4",11612,5955
CDLM 3,19/05/2023,Mediodía,39,80,"230003,5","208591,5",21412,0,6,0,0,128937,0,15602,0,0
CDLM 4,19/05/2023,Noche,81,55,385344,147166,232734,5444,63,1,1,27786,36237,"112875,1",16785,8244
CDLM 5,19/05/2023,Noche,37,0,"137039,2","137039,2",0,0,0,0,1,18669,35538,0,"52773,2",0
CDLM 6,19/05/2023,Noche,119,172,755370,553263,202107,0,60,0,1,43921,137052,"78868,2","116612,5",18059
CDLM 3,19/05/2023,Noche,80,149,"502300,8","427866,8",65850,8584,20,2,400152,"190546,91",0,37550,0,1978
La Embajada,20/05/2023,Mediodía,4,0,"28459,12","28459,12",0,0,0,0,0,"4258,07","7912,79",0,"7141,68",0
CDLM 5,20/05/2023,Mediodía,72,0,353274,353274,0,0,0,0,0,199152,0,0,0,0
CDLM 2,20/05/2023,Mediodía,32,34,209439,107073,97566,4800,20,1,0,5968,34967,75253,13880,0
CDLM 6,20/05/2023,Mediodía,68,81,"425074,5","261634,5",151652,11788,40,2,0,"168461,5",0,"44335,2",0,17692
CDLM 3,20/05/2023,Mediodía,69,181,"572996,7","532411,7",40585,0,8,0,0,327629,0,25336,0,"9221,5"
CDLM 4,20/05/2023,Mediodía,49,90,"373397,7","274753,7",80194,18450,22,4,0,"145212,7",0,35878,0,5111
CDLM 1,20/05/2023,Mediodía,75,151,685793,579220,95218,11355,21,2,0,168660,0,45954,0,10000
CDLM 1,20/05/2023,Noche,93,154,708157,543351,150066,14740,37,2,195632,346235,0,82958,0,18253
CDLM 2,20/05/2023,Noche,46,97,"384380,2","263142,2",111373,9865,19,3,93230,34063,27567,76881,79377,0
CDLM 3,20/05/2023,Noche,84,180,"666593,4","576852,4",81753,7988,18,2,298631,330016,0,"48423,7",0,0
CDLM 4,20/05/2023,Noche,43,81,"340068,4","248263,4",91805,0,20,0,298631,56157,33085,"51197,4",30844,0
CDLM 5,20/05/2023,Noche,78,0,273328,273328,0,0,0,0,120505,30030,59075,0,44367,0
CDLM 6,20/05/2023,Noche,103,165,740601,556595,166581,17425,47,2,200432,101198,204929,"73007,3",83172,25188
La Embajada,20/05/2023,Noche,15,0,"88601,25","88601,25",0,0,0,0,103000,"13783,86","28216,98",0,"23041,85",0
La Embajada,21/05/2023,Mediodía,25,0,"139277,7","139277,7",0,0,0,0,0,"25298,73","37221,64",0,"49796,8",0
CDLM 5,21/05/2023,Mediodía,49,0,204683,204683,0,0,0,0,0,13850,56153,0,47272,0
CDLM 4,21/05/2023,Mediodía,48,59,283384,166759,107805,8820,29,2,0,150750,0,69848,0,989
CDLM 6,21/05/2023,Mediodía,84,104,541140,334294,201446,5400,51,1,0,202017,0,77373,0,2967
CDLM 2,21/05/2023,Mediodía,39,72,279993,204691,73102,2200,17,1,0,"88197,5",46448,31016,23634,0
CDLM 3,21/05/2023,Mediodía,77,195,"613795,3","554399,3",51376,8020,9,2,0,"335853,81",0,8933,0,5687
CDLM 1,21/05/2023,Noche,51,67,363388,227492,115277,20619,27,2,685044,176013,0,71305,0,9029
CDLM 2,21/05/2023,Noche,28,29,189460,88706,84419,16335,17,2,375331,25100,34522,"48840,4",8085,0
CDLM 3,21/05/2023,Noche,43,91,310694,264392,43802,2500,11,1,684782,"200516,5",0,33002,0,1155
CDLM 4,21/05/2023,Noche,28,20,148388,57807,90581,0,20,0,510112,12152,32832,61032,10423,7129
CDLM 5,21/05/2023,Noche,66,0,245578,245578,0,0,0,0,366003,28289,64165,0,31841,0
CDLM 1,21/05/2023,Mediodía,71,181,"578545,7","487136,7",88909,2500,20,2,0,111916,104843,68556,"56613,2",3160
CDLM 6,21/05/2023,Noche,89,77,434975,242177,190041,2757,60,1,1150114,50391,62675,"48968,4",14299,32525
La Embajada,22/05/2023,Mediodía,2,0,"27077,8","27077,8",0,0,0,0,0,0,0,0,0,0
CDLM 4,22/05/2023,Mediodía,15,14,"71505,4","42513,4",26033,2959,7,1,0,35790,0,10882,0,0
CDLM 5,22/05/2023,Mediodía,25,0,84615,84615,0,0,0,0,0,11059,9899,0,10140,0
CDLM 6,22/05/2023,Mediodía,51,24,216532,84928,131604,0,42,0,0,59830,0,49516,0,10810
CDLM 2,22/05/2023,Mediodía,14,9,51788,24663,27125,0,10,0,0,0,8550,15124,0,0
CDLM 3,22/05/2023,Mediodía,25,56,"153078,5","139759,5",13319,0,5,0,0,96075,0,6900,0,0
CDLM 1,22/05/2023,Mediodía,37,73,301857,248610,44412,8835,13,2,0,125551,0,23697,0,"10413,5"
CDLM 2,22/05/2023,Noche,23,22,"131069,8","51641,8",79428,0,16,0,51973,"23566,8",13133,49937,693,0
CDLM 3,22/05/2023,Noche,37,60,"222375,2","184648,2",37727,0,13,0,119559,"119216,2",0,23082,0,2369
CDLM 4,22/05/2023,Noche,30,26,"155550,5","71233,5",84317,0,21,0,114034,28906,8525,28619,1600,989
CDLM 6,22/05/2023,Noche,72,66,391527,237744,153783,0,49,0,420878,"102517,99",0,"48999,4",0,29169
La Embajada,22/05/2023,Noche,4,0,"4441,33","4441,33",0,0,0,0,"31519,13",0,0,0,"1529,08",0
CDLM 1,22/05/2023,Noche,35,37,202381,137718,60105,4558,19,1,"290396,4",56391,0,25003,0,4949
CDLM 5,22/05/2023,Noche,24,0,79870,79870,0,0,0,0,144993,8189,29579,0,16280,0
La Embajada,23/05/2023,Mediodía,3,0,"20797,56","20797,56",0,0,0,0,0,0,6980,0,0,0
CDLM 6,23/05/2023,Mediodía,35,20,127930,42576,85354,0,27,0,0,0,10612,"23478,2",17422,"16979,5"
CDLM 5,23/05/2023,Mediodía,28,0,99294,99294,0,0,0,0,0,33590,17116,0,7140,0
CDLM 3,23/05/2023,Mediodía,28,54,"179708,5","161463,5",18245,0,7,0,0,110145,0,9791,0,0
CDLM 1,23/05/2023,Mediodía,55,77,358816,284709,71957,2150,20,1,0,178563,0,16696,0,14326
CDLM 2,23/05/2023,Mediodía,20,18,89523,49179,31765,8579,10,2,0,15552,0,21259,"20346,5",0
CDLM 4,23/05/2023,Mediodía,10,8,32128,32128,0,0,0,0,0,11284,0,0,0,0
CDLM 1,23/05/2023,Noche,40,34,212120,110634,101486,0,27,0,464206,37211,0,60519,0,20006
CDLM 2,23/05/2023,Noche,21,15,110900,41171,69729,0,16,0,156249,7425,15571,"36456,8",11280,0
CDLM 3,23/05/2023,Noche,19,33,118259,84195,29164,4900,6,2,179550,44646,0,23165,0,0
CDLM 4,23/05/2023,Noche,28,16,136990,45883,62104,29003,16,4,35868,23085,12715,"26219,5",3450,1911
CDLM 5,23/05/2023,Noche,26,0,92007,92007,0,0,0,0,188031,2650,18759,0,14450,0
CDLM 6,23/05/2023,Noche,54,43,294763,148955,133748,12060,36,1,350948,123575,0,"68333,4",0,8691
La Embajada,23/05/2023,Noche,3,0,"14120,51","14120,51",0,0,0,0,"34918,07",0,"12684,11",0,0,0
La Embajada,24/05/2023,Mediodía,4,0,"49971,47","49971,47",0,0,0,0,0,0,"27480,7",0,"14003,78",0
CDLM 4,24/05/2023,Mediodía,29,21,"132663,3","70530,8","59632,5",2500,17,1,0,56130,0,37392,0,0
CDLM 5,24/05/2023,Mediodía,36,0,"162956,1","162956,1",0,0,0,0,0,37350,22459,0,11370,0
CDLM 6,24/05/2023,Mediodía,60,42,263402,123028,134940,5434,45,1,0,1350,36085,"61139,6",11431,"14842,5"
CDLM 3,24/05/2023,Mediodía,44,81,"222910,4","200742,4",22168,0,6,0,0,154281,0,10119,0,0
CDLM 1,24/05/2023,Mediodía,41,59,228707,167638,61069,0,18,0,0,68792,0,27826,0,989
CDLM 2,24/05/2023,Mediodía,23,29,146546,90414,54438,1694,13,1,0,8890,43042,"37365,1",0,7430
CDLM 1,24/05/2023,Noche,57,71,377962,249877,122955,5130,31,1,391711,151161,0,87456,0,11080
CDLM 2,24/05/2023,Noche,24,27,157227,66790,65439,24998,13,3,165107,3450,12597,"54983,2",26332,0
CDLM 3,24/05/2023,Noche,54,106,"395826,5","315720,5",69172,10934,17,2,489030,"212065,09",0,45153,0,3118
CDLM 5,24/05/2023,Noche,35,0,"111346,1","111346,1",0,0,0,0,304297,7430,21748,0,26778,0
CDLM 6,24/05/2023,Noche,56,84,423936,321690,102246,0,29,0,507055,48104,"107891,5","53804,7",11765,11871
CDLM 4,24/05/2023,Noche,48,56,283443,150448,123537,9458,29,3,"390683,8",86745,0,80706,0,0
La Embajada,24/05/2023,Noche,14,0,"114551,16","114551,16",0,0,0,0,"162863,51","47955,8",0,0,"38127,97",0
La Embajada,25/05/2023,Mediodía,3,0,"30373,93","30373,93",0,0,0,0,0,0,0,0,0,0
CDLM 5,25/05/2023,Mediodía,32,0,121086,121086,0,0,0,0,0,22419,26070,0,31620,0
CDLM 1,25/05/2023,Mediodía,32,77,296648,242507,54141,0,12,0,0,145488,0,39050,0,2700
CDLM 3,25/05/2023,Mediodía,54,127,"395571,9","334866,9",59745,960,15,1,0,221478,0,"19650,1",0,"2587,5"
CDLM 4,25/05/2023,Mediodía,29,29,169876,84002,84274,1600,20,1,0,85045,0,"46464,4",0,2144
CDLM 2,25/05/2023,Mediodía,21,16,140165,50896,67474,21795,14,2,0,15153,31901,43573,0,0
CDLM 6,25/05/2023,Mediodía,57,68,"341517,5","221805,5",114447,5265,35,1,0,100869,0,"47517,3",0,9901
CDLM 2,25/05/2023,Noche,22,12,136916,42124,48526,46266,11,6,196394,18296,18534,28515,0,0
CDLM 1,25/05/2023,Noche,62,98,"435374,5","334643,5",85907,14824,20,4,413511,26009,47829,"52707,7",59729,8489
CDLM 4,25/05/2023,Noche,31,21,167343,57724,69636,39983,19,4,348621,46881,19060,41617,24777,0
La Embajada,25/05/2023,Noche,4,0,"36556,64","36556,64",0,0,0,0,"66930,57","22881,05",0,0,"6673,44",0
CDLM 5,25/05/2023,Noche,55,0,201549,201549,0,0,0,0,334091,21590,52195,0,31438,0
CDLM 3,25/05/2023,Noche,62,127,"429733,9","352541,9",68533,8659,14,3,534466,"228775,7",0,49098,0,15556
CDLM 6,25/05/2023,Noche,88,127,"591236,8","399787,8",191449,0,49,0,779499,263297,0,101417,0,14082
La Embajada,26/05/2023,Mediodía,9,0,"53519,16","53519,16",0,0,0,0,0,"8508,13","16360,61",0,"20594,43",0
CDLM 4,26/05/2023,Mediodía,33,27,185089,81130,103959,0,23,0,0,37668,4079,67523,0,0
CDLM 5,26/05/2023,Mediodía,68,0,315993,315993,0,0,0,0,0,194643,0,0,0,0
CDLM 2,26/05/2023,Mediodía,32,40,204341,95949,102054,6338,19,2,0,7013,47783,"74119,8",18369,0
CDLM 3,26/05/2023,Mediodía,56,138,"450585,5","412184,5",38401,0,10,0,0,"298161,5",0,18133,0,0
CDLM 1,26/05/2023,Mediodía,58,110,457777,355348,96729,5700,21,2,0,75470,56149,62034,27293,14187
CDLM 6,26/05/2023,Mediodía,103,139,"687492,1","457177,1",212157,18158,60,3,0,333038,0,84265,0,18922
CDLM 1,26/05/2023,Noche,66,108,502242,407560,94682,0,24,0,783451,268695,0,51293,0,8574
CDLM 2,26/05/2023,Noche,39,77,"335287,1","212476,1",89294,33517,18,3,237888,48371,"67515,1",57930,32207,0
CDLM 3,26/05/2023,Noche,79,171,"554326,7","483525,7",70801,0,20,0,670593,"286510,31",0,47328,0,1989
CDLM 5,26/05/2023,Noche,53,0,"187572,1","187572,1",0,0,0,0,512823,38578,27349,0,19602,0
CDLM 6,26/05/2023,Noche,106,115,"589088,5","387885,5",201203,0,62,0,1175660,62140,119124,86573,61412,"20832,5"
La Embajada,26/05/2023,Noche,2,0,"24528,93","24528,93",0,0,0,0,"78048,09",0,0,0,"14314,56",0
