Sale Date,Order ID,Customer,Number of Items,Payment Method,Date Shipped,Ship State,Ship Zipcode,Ship Country,Currency,Order Value,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Shipping,Sales Tax,Order Total,Status,Card Processing Fees,Order Net,Adjusted Order Total,Adjusted Card Processing Fees,Adjusted Net Order Amount,Order Type,Payment Type,InPerson Discount,InPerson Location,SKU
12/2/21,2286078052,Customer 239,1,Credit Card,12/3/21,PA,18966-2148,United States,USD,35.5,,,0,4.25,0,0,37.63,,1.38,34.12,0,0,0,online,online_cc,,,
12/1/21,2281567831,Customer 240,1,Credit Card,12/2/21,WA,98407,United States,USD,34,cyber2021,% off,6.8,0,4.25,0,34.69,,1.29,30.16,0,0,0,online,online_cc,,,
12/1/21,2280679449,Customer 53,1,Credit Card,12/2/21,NJ,08759-1422,United States,USD,24,cyber2021,% off,4.8,0,4.25,0,25,,1,22.45,0,0,0,online,online_cc,,,
11/30/21,2280486858,Customer 241,1,Credit Card,11/30/21,TX,75068,United States,USD,24,cyber2021,% off,4.8,0,4.25,0,25.38,,1.01,22.44,0,0,0,online,online_cc,,,
11/29/21,2280262808,Customer 242,1,Credit Card,11/30/21,FL,33445,United States,USD,34,cyber2021,% off,6.8,0,4.25,0,33.65,,1.26,30.19,0,0,0,online,online_cc,,,
11/29/21,2278827570,Customer 243,1,Credit Card,11/29/21,MN,55391,United States,USD,30,cyber2021,% off,6,0,4.25,0,30.38,,1.16,27.09,0,0,0,online,online_cc,,,
11/29/21,2278724938,Customer 150,1,Credit Card,11/29/21,MI,48188,United States,USD,24,cyber2021,% off,4.8,0,4.25,0,24.86,,1,22.45,0,0,0,online,online_cc,,,lf-gw-321
11/28/21,2276981582,Customer 53,1,Credit Card,11/29/21,NJ,08759-1422,United States,USD,24,cyber2021,% off,4.8,0,4.25,0,25,,1,22.45,0,0,0,online,online_cc,,,
11/28/21,2273293027,Customer 244,1,Credit Card,11/28/21,FL,33436,United States,USD,24,cyber2021,% off,4.8,0,4.25,0,25.09,,1,22.45,0,0,0,online,online_cc,,,
11/27/21,2275552722,Customer 225,2,Credit Card,11/28/21,IL,60503,United States,USD,39,cyber2021;cyber2021,% off;% off,7.8,0,4.25,0,38.46,,1.4,34.05,0,0,0,online,online_cc,,,
11/27/21,2271844577,Customer 245,1,Credit Card,11/27/21,GA,31569,United States,USD,19.5,cyber2021,% off,3.9,0,4.25,0,21.24,,0.89,18.96,0,0,0,online,online_cc,,,Go-bdiv-123
11/27/21,2274582594,Customer 246,1,Credit Card,11/27/21,CA,95125,United States,USD,24,cyber2021,% off,4.8,0,4.25,0,25.25,,1.01,22.44,0,0,0,online,online_cc,,,
11/27/21,2274475564,Customer 187,2,Credit Card,11/27/21,TN,37766,United States,USD,48,cyber2021;cyber2021,% off;% off,9.6,4.25,0,0,41.95,,1.51,36.89,0,0,0,online,online_cc,,,
11/27/21,2271030901,Customer 160,1,Credit Card,11/27/21,IL,60010,United States,USD,34,cyber2021,% off,6.8,0,4.25,0,34.28,,1.28,30.17,0,0,0,online,online_cc,,,
11/26/21,2272564658,Customer 247,1,Credit Card,11/26/21,FL,33414,United States,USD,34,cyber2021,% off,6.8,0,4.25,0,33.65,,1.26,30.19,0,0,0,online,online_cc,,,
11/26/21,2272483076,Customer 90,1,Credit Card,11/26/21,MA,02472-1405,United States,USD,22,cyber2021,% off,4.4,0,4.25,0,22.95,,0.94,20.91,0,0,0,online,online_cc,,,scoop-3
11/26/21,2269628113,Customer 248,1,Credit Card,11/26/21,MI,48161,United States,USD,19.5,cyber2021,% off,3.9,0,4.25,0,21.04,,0.88,18.97,0,0,0,online,online_cc,,,
11/26/21,2269559073,Customer 249,2,Credit Card,11/26/21,DE,19973,United States,USD,43,cyber2021;cyber2021,% off;% off,8.6,0,4.25,0,38.65,,1.41,37.24,0,0,0,online,online_cc,,,
11/26/21,2269188111,Customer 250,1,Credit Card,11/26/21,OH,45218,United States,USD,24,cyber2021,% off,4.8,0,4.25,0,25.28,,1.01,22.44,0,0,0,online,online_cc,,,
11/26/21,2268653923,Customer 188,1,Credit Card,11/26/21,IN,47129,United States,USD,34,cyber2021,% off,6.8,0,4.25,0,33.65,,1.26,30.19,0,0,0,online,online_cc,,,
11/25/21,2267242431,Customer 251,1,Credit Card,11/26/21,CA,95540-2142,United States,USD,34,cyber2021,% off,6.8,0,4.25,0,33.76,,1.26,30.19,0,0,0,online,online_cc,,,
11/25/21,2269887026,Customer 252,1,Credit Card,11/26/21,NJ,7030,United States,USD,54.5,cyber2021,% off,10.9,4.25,0,0,46.49,,1.64,41.96,0,0,0,online,online_cc,,,
11/25/21,2266898807,Customer 253,1,Credit Card,11/26/21,TX,77803,United States,USD,28.5,cyber2021,% off,5.7,0,4.25,0,29.28,,1.13,25.92,0,0,0,online,online_cc,,,go-glbg
11/25/21,2269732684,Customer 254,2,Credit Card,11/26/21,VA,22903,United States,USD,66.5,cyber2021;cyber2021,% off;% off,13.3,4.25,0,0,56.02,,1.93,51.27,0,0,0,online,online_cc,,,
11/25/21,2269600038,Customer 255,1,Credit Card,11/26/21,England,PE9 2SU,United Kingdom,USD,24,cyber2021,% off,4.8,0,14.5,0,40.44,,1.46,32.24,0,0,0,online,online_cc,,,
11/25/21,2266412737,Customer 256,1,Credit Card,11/26/21,ND,58504,United States,USD,24,cyber2021,% off,4.8,0,4.25,0,25.09,,1,22.45,0,0,0,online,online_cc,,,
11/24/21,2268720704,Customer 257,1,Credit Card,11/26/21,FL,33129-2403,United States,USD,39,cyber2021,% off,7.8,0,4.25,0,37.93,,1.39,34.06,0,0,0,online,online_cc,,,
11/24/21,2265356203,Customer 187,2,Credit Card,11/26/21,TN,37766,United States,USD,48,cyber2021;cyber2021,% off;% off,9.6,4.25,0,0,41.95,,1.51,36.89,0,0,0,online,online_cc,,,
11/24/21,2265100137,Customer 36,1,Credit Card,11/24/21,MD,21797,United States,USD,24,cyber2021,% off,4.8,0,4.25,0,24.61,,0.99,22.46,0,0,0,online,online_cc,,,lf-gw-321
11/24/21,2264810385,Customer 258,1,Credit Card,11/24/21,MI,48449,United States,USD,24,cyber2021,% off,4.8,0,4.25,0,24.86,,1,22.45,0,0,0,online,online_cc,,,
11/23/21,2264463335,Customer 259,1,Credit Card,11/24/21,PA,18045,United States,USD,19.5,cyber2021,% off,3.9,0,4.25,0,21.05,,0.88,18.97,0,0,0,online,online_cc,,,Go-bdiv-123
11/23/21,2264381505,Customer 260,1,Credit Card,11/24/21,MA,2066,United States,USD,15,cyber2021,% off,3,0,4.25,0,16.25,,0.74,15.51,0,0,0,online,online_cc,,,
11/22/21,2264916884,Customer 124,1,Credit Card,11/22/21,MA,2189,United States,USD,15,cyber2021,% off,3,0,4.25,0,16.25,,0.74,15.51,0,0,0,online,online_cc,,,
11/21/21,2261193385,Customer 259,2,Credit Card,11/22/21,SC,29936,United States,USD,48,,,0,4.25,0,0,52.32,,1.82,46.18,0,0,0,online,online_cc,,,
11/21/21,2263659242,Customer 261,1,Credit Card,11/22/21,VA,20148,United States,USD,24,,,0,0,4.25,0,29.69,,1.14,27.11,0,0,0,online,online_cc,,,
11/21/21,2263236762,Customer 258,1,Credit Card,11/21/21,WV,25302,United States,USD,26.5,,,0,0,4.25,0,32.9,,1.24,29.51,0,0,0,online,online_cc,,,
11/21/21,2263225568,Customer 88,1,Credit Card,11/21/21,FL,33431-8434,United States,USD,30,,,0,0,4.25,0,36.65,,1.35,32.9,0,0,0,online,online_cc,,,
11/21/21,2260408565,Customer 262,1,Credit Card,11/21/21,CA,95120,United States,USD,24,,,0,0,4.25,0,30.5,,1.17,27.08,0,0,0,online,online_cc,,,
11/20/21,2261458990,Customer 263,1,Credit Card,11/21/21,NC,28105,United States,USD,24,,,0,0,4.25,0,30.3,,1.16,27.09,0,0,0,online,online_cc,,,
11/19/21,2257662673,Customer 264,1,Credit Card,11/21/21,TX,76116,United States,USD,24,,,0,0,4.25,0,30.58,,1.17,27.08,0,0,0,online,online_cc,,,
11/19/21,2257344301,Customer 265,1,Credit Card,11/21/21,,93449,Germany,USD,19.5,,,0,0,14.5,0,36.38,,1.34,32.66,0,0,0,online,online_cc,,,
11/19/21,2257232277,Customer 266,2,Credit Card,11/19/21,West Yorkshire,LS26 8QR,United Kingdom,USD,48,,,0,0,14.5,0,75,,2.5,60,0,0,0,online,online_cc,,,
11/19/21,2259308136,Customer 267,1,Credit Card,11/19/21,WA,98225-8864,United States,USD,24,,,0,0,4.25,0,30.74,,1.17,27.08,0,0,0,online,online_cc,,,
11/19/21,2256623011,Customer 268,1,Credit Card,11/19/21,,SA14 8QT,United Kingdom,USD,56.5,,,0,0,15,0,85.8,,2.82,68.68,0,0,0,online,online_cc,,,
11/18/21,2256271839,Customer 33,1,Credit Card,11/19/21,MA,2461,United States,USD,28.5,,,0,0,4.25,0,34.53,,1.29,31.46,0,0,0,online,online_cc,,,go-glbg
11/15/21,2251781845,Customer 2,1,Credit Card,11/16/21,OH,44026,United States,USD,35.5,,,0,4.25,0,0,37.9,,1.39,34.11,0,0,0,online,online_cc,,,
11/15/21,2253520394,Customer 269,1,Credit Card,11/16/21,FL,33626,United States,USD,30,,,0,0,4.25,0,36.82,,1.35,32.9,0,0,0,online,online_cc,,,gold-gsil
11/14/21,2251721094,Customer 24,1,Credit Card,11/15/21,MA,01585-2812,United States,USD,34,,,0,0,4.25,0,40.38,,1.46,36.79,0,0,0,online,online_cc,,,
11/14/21,2249162081,Customer 270,2,Credit Card,11/15/21,MN,55305,United States,USD,30,,,0,0,4.25,0,34.25,,1.28,32.97,0,0,0,online,online_cc,,,
11/13/21,2248659137,Customer 271,1,Credit Card,11/15/21,MI,48446,United States,USD,24,,,0,0,4.25,0,29.95,,1.15,27.1,0,0,0,online,online_cc,,,
11/11/21,2247196016,Customer 7,1,Credit Card,11/11/21,ME,4864,United States,USD,24,,,0,0,4.25,0,29.57,,1.14,27.11,0,0,0,online,online_cc,,,lf-gw-321
11/11/21,2247119212,Customer 272,1,Credit Card,11/11/21,VA,24012,United States,USD,34,,,0,0,4.25,0,40.05,,1.45,36.8,0,0,0,online,online_cc,,,
11/11/21,2245414419,Customer 273,1,Credit Card,11/11/21,NC,27612,United States,USD,35.5,,,0,4.25,0,0,38.07,,1.39,34.11,0,0,0,online,online_cc,,,
11/11/21,2245211049,Customer 274,1,Credit Card,11/11/21,MI,48044,United States,USD,35.5,,,0,4.25,0,0,37.63,,1.38,34.12,0,0,0,online,online_cc,,,
11/10/21,2245382848,Customer 13,1,Credit Card,11/10/21,FL,33702,United States,USD,39,,,0,4.25,0,0,41.73,,1.5,37.5,0,0,0,online,online_cc,,,
11/10/21,2245203330,Customer 275,1,Credit Card,11/10/21,IL,62521,United States,USD,40,,,0,0,0,0,43.1,,1.54,38.46,0,0,0,online,online_cc,,,
11/9/21,2243010129,Customer 73,1,Credit Card,11/10/21,VA,22101,United States,USD,19.5,,,0,0,4.25,0,24.92,,1,22.75,0,0,0,online,online_cc,,,
11/8/21,2242924828,Customer 276,1,Credit Card,11/9/21,CA,92604,United States,USD,32,,,0,0,0,0,34.48,,1.28,30.72,0,0,0,online,online_cc,,,
11/7/21,2239484947,Customer 277,1,Credit Card,11/7/21,MI,48104,United States,USD,39,,,0,4.25,0,0,41.34,,1.49,37.51,0,0,0,online,online_cc,,,
11/5/21,2238509034,Customer 278,1,Credit Card,11/7/21,Sachsen-Anhalt,6110,Germany,USD,24,,,0,0,14.5,0,45.82,,1.62,36.88,0,0,0,online,online_cc,,,
11/5/21,2238308342,Customer 279,1,Credit Card,11/5/21,CO,80433,United States,USD,35.5,,,0,4.25,0,0,37.1,,1.36,34.14,0,0,0,online,online_cc,,,
11/5/21,2237090147,Customer 88,1,Credit Card,11/5/21,GA,30656,United States,USD,32,,,0,0,0,0,34.24,,1.28,30.72,0,0,0,online,online_cc,,,
11/5/21,2236662405,Customer 280,1,Credit Card,11/5/21,AR,72703-3545,United States,USD,22,,,0,0,4.25,0,27.14,,1.06,25.19,0,0,0,online,online_cc,,,ewt4
11/4/21,2237150352,Customer 281,1,Credit Card,11/5/21,WV,25425,United States,USD,34,,,0,0,4.25,0,40.55,,1.47,36.78,0,0,0,online,online_cc,,,
11/4/21,2236544572,Customer 282,1,Credit Card,11/5/21,MI,48603,United States,USD,30,,,0,0,4.25,0,36.31,,1.34,32.91,0,0,0,online,online_cc,,,
11/3/21,2236084960,Customer 283,1,Credit Card,11/4/21,IL,60542,United States,USD,34,,,0,0,4.25,0,41.12,,1.48,36.77,0,0,0,online,online_cc,,,
11/3/21,2235990974,Customer 284,1,Credit Card,11/4/21,TX,75160,United States,USD,24,,,0,0,4.25,0,30.58,,1.17,27.08,0,0,0,online,online_cc,,,
11/3/21,2234444195,Customer 12,1,Credit Card,11/3/21,CT,6066,United States,USD,19.5,,,0,0,4.25,0,25.26,,1.01,22.74,0,0,0,online,online_cc,,,Go-bdiv-123
11/3/21,2234432361,Customer 285,1,Credit Card,11/3/21,OK,73103,United States,USD,34,,,0,0,4.25,0,41.18,,1.49,36.76,0,0,0,online,online_cc,,,
11/1/21,2232676729,Customer 286,1,Credit Card,11/3/21,TX,77005,United States,USD,19.5,,,0,0,4.25,0,25.71,,1.02,22.73,0,0,0,online,online_cc,,,
10/28/21,2228042492,Customer 90,1,Credit Card,10/29/21,MO,65802,United States,USD,19.5,,,0,0,4.25,0,23.75,,0.96,22.79,0,0,0,online,online_cc,,,
10/26/21,2226125789,Customer 287,1,Credit Card,10/27/21,NY,10461,United States,USD,30,,,0,0,4.25,0,37.29,,1.37,32.88,0,0,0,online,online_cc,,,
10/25/21,2223636002,Customer 19,1,Credit Card,10/25/21,CT,6035,United States,USD,19.5,,,0,0,4.25,0,25.26,,1.01,22.74,0,0,0,online,online_cc,,,duc02
10/24/21,2223224256,Customer 53,1,Credit Card,10/25/21,KY,40291,United States,USD,34,,,0,0,4.25,0,40.55,,1.47,36.78,0,0,0,online,online_cc,,,
10/23/21,2222145220,Customer 288,1,Credit Card,10/25/21,MA,1450,United States,USD,34,,,0,0,4.25,0,40.38,,1.46,36.79,0,0,0,online,online_cc,,,
10/20/21,2219831793,Customer 289,1,Credit Card,10/21/21,BC,V2P7P6,Canada,USD,30,,,0,0,14.5,0,44.5,,1.59,42.91,0,0,0,online,online_cc,,,
10/18/21,2216506808,Customer 290,1,Credit Card,10/19/21,WV,26142,United States,USD,30,,,0,0,4.25,0,36.31,,1.34,32.91,0,0,0,online,online_cc,,,
10/17/21,2216022065,Customer 291,1,Credit Card,10/17/21,ME,4220,United States,USD,34,,,0,0,4.25,0,40.12,,1.45,36.8,0,0,0,online,online_cc,,,
10/16/21,2215480461,Customer 292,1,Credit Card,10/17/21,CA,92253,United States,USD,39,,,0,4.25,0,0,42.41,,1.52,37.48,0,0,0,online,online_cc,,,
10/15/21,2213691783,Customer 1,1,Credit Card,10/16/21,IN,47201,United States,USD,19.5,,,0,0,4.25,0,25.41,,1.01,22.74,0,0,0,online,online_cc,,,
10/13/21,2210499326,Customer 286,1,Credit Card,10/14/21,TX,77005,United States,USD,19.5,,,0,0,4.25,0,25.71,,1.02,22.73,0,0,0,online,online_cc,,,
10/13/21,2211992405,Customer 293,1,Credit Card,10/14/21,LA,70117-5719,United States,USD,35.5,,,0,4.25,0,0,38.85,,1.42,34.08,0,0,0,online,online_cc,,,
10/11/21,2210196377,Customer 242,1,Credit Card,10/12/21,WI,54929,United States,USD,34,,,0,0,4.25,0,40.35,,1.46,36.79,0,0,0,online,online_cc,,,arom12
10/10/21,2207366894,Customer 294,1,Credit Card,10/10/21,TN,37849,United States,USD,28.5,,,0,0,4.25,0,35.78,,1.32,31.43,0,0,0,online,online_cc,,,
10/10/21,2208292269,Customer 295,1,Credit Card,10/10/21,NC,28001,United States,USD,19.5,,,0,0,4.25,0,25.41,,1.01,22.74,0,0,0,online,online_cc,,,
10/9/21,2205695166,Customer 296,1,Credit Card,10/9/21,AR,72023,United States,USD,19.5,,,0,0,4.25,0,26.13,,1.03,22.72,0,0,0,online,online_cc,,,Go-bdiv-123
10/8/21,2205022814,Customer 144,1,Credit Card,10/9/21,PA,16866,United States,USD,39,,,0,4.25,0,0,41.34,,1.49,37.51,0,0,0,online,online_cc,,,
10/6/21,2204054385,Customer 297,1,Credit Card,10/7/21,VA,23430,United States,USD,30,,,0,0,4.25,0,36.05,,1.33,32.92,0,0,0,online,online_cc,,,gold-gsil
10/5/21,2201488460,Customer 285,1,Credit Card,10/6/21,OK,73118,United States,USD,34,,,0,0,4.25,0,41.18,,1.49,36.76,0,0,0,online,online_cc,,,
10/2/21,2199221793,Customer 298,1,Credit Card,10/2/21,MN,56187,United States,USD,19.5,,,0,0,4.25,0,25.62,,1.02,22.73,0,0,0,online,online_cc,,,
9/30/21,2197936039,Customer 299,1,Credit Card,10/1/21,GA,30076,United States,USD,35.5,,,0,4.25,0,0,38.25,,1.4,34.1,0,0,0,online,online_cc,,,
9/28/21,2195718837,Customer 36,1,Credit Card,9/29/21,OH,44125,United States,USD,30,,,0,0,4.25,0,36.99,,1.36,32.89,0,0,0,online,online_cc,,,
9/24/21,2191133679,Customer 15,1,Credit Card,9/25/21,,3741 RB,The Netherlands,USD,19.5,,,0,0,14.5,0,41.14,,1.48,32.52,0,0,0,online,online_cc,,,
9/24/21,2189111540,Customer 300,1,Credit Card,9/25/21,AB,T5T 6V7,Canada,USD,35.5,,,0,0,14.5,0,50,,1.75,48.25,0,0,0,online,online_cc,,,
9/21/21,2187893559,Customer 301,1,Credit Card,9/22/21,CA,91364-1067,United States,USD,19.5,,,0,0,4.25,0,25.6,,1.02,22.73,0,0,0,online,online_cc,,,
9/20/21,2185267198,Customer 302,1,Credit Card,9/21/21,HI,96701-2934,United States,USD,32,,,0,0,0,0,33.44,,1.25,30.75,0,0,0,online,online_cc,,,
9/17/21,2183236549,Customer 303,1,Credit Card,9/18/21,GA,30022,United States,USD,30,,,0,0,4.25,0,36.9,,1.36,32.89,0,0,0,online,online_cc,,,
9/16/21,2182692865,Customer 304,1,Credit Card,9/18/21,CO,81001,United States,USD,80,BEE60,% off,16,4.25,0,0,68.86,,2.32,61.68,0,0,0,online,online_cc,,,
9/3/21,2169227055,Customer 305,1,Credit Card,9/4/21,TX,75089,United States,USD,19.5,,,0,0,4.25,0,25.71,,1.02,22.73,0,0,0,online,online_cc,,,
9/3/21,2166467166,Customer 306,1,Credit Card,9/4/21,FL,33764,United States,USD,22,,,0,0,4.25,0,28.09,,1.09,25.16,0,0,0,online,online_cc,,,
8/25/21,2156636304,Customer 139,1,Credit Card,8/26/21,TX,77598,United States,USD,34,,,0,0,4.25,0,41.41,,1.49,36.76,0,0,0,online,online_cc,,,
8/23/21,2154329852,Customer 1,1,Credit Card,8/24/21,GA,30033,United States,USD,30,,,0,0,4.25,0,36.99,,1.36,32.89,0,0,0,online,online_cc,,,
8/22/21,2153476306,Customer 307,1,Credit Card,8/24/21,CA,95452,United States,USD,30,,,0,0,4.25,0,36.8,,1.35,32.9,0,0,0,online,online_cc,,,
8/20/21,2150788390,Customer 308,1,Credit Card,8/22/21,MA,2169,United States,USD,30,,,0,0,4.25,0,36.13,,1.33,32.92,0,0,0,online,online_cc,,,pif-5
8/16/21,2149930197,Customer 309,1,Credit Card,8/16/21,MN,55105,United States,USD,34,GWYN15,% off,5.1,0,4.25,0,35.76,,1.32,31.83,0,0,0,online,online_cc,,,
8/14/21,2148350179,Customer 43,1,Credit Card,8/16/21,KY,40351,United States,USD,34,,,0,0,4.25,0,40.55,,1.47,36.78,0,0,0,online,online_cc,,,
8/12/21,2142116186,Customer 310,3,Credit Card,8/16/21,SD,57108,United States,USD,58.5,THE5010,% off,5.85,4.25,0,0,56.07,,1.93,50.72,0,0,0,online,online_cc,,,
8/7/21,2136756522,Customer 311,2,Credit Card,8/8/21,FL,33314-1617,United States,USD,68,THE5010,% off,6.8,4.25,0,0,65.48,,2.21,58.99,0,0,0,online,online_cc,,,
8/5/21,2134531304,Customer 306,1,Credit Card,8/8/21,CT,06088-9758,United States,USD,22.5,,,0,0,4.25,0,28.45,,1.1,25.65,0,0,0,online,online_cc,,,
8/5/21,2134333018,Customer 312,1,Credit Card,8/8/21,,9500,Belgium,USD,34,,,0,0,14.5,0,58.69,,2.01,46.49,0,0,0,online,online_cc,,,
7/26/21,2124750740,Customer 311,1,Credit Card,7/26/21,FL,33314-1617,United States,USD,39,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,41.73,,1.5,37.5,0,0,0,online,online_cc,,,
7/26/21,2127852001,Customer 313,1,Credit Card,7/26/21,OR,97009,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,34,,1.27,32.73,0,0,0,online,online_cc,,,
7/16/21,2115837152,Customer 314,1,Credit Card,7/17/21,OH,44094-9564,United States,USD,34,,,0,0,4.25,0,41.02,,1.48,36.77,0,0,0,online,online_cc,,,
7/14/21,2116719971,Customer 315,1,Credit Card,7/14/21,IN,46507-9692,United States,USD,22.5,,,0,0,4.25,0,28.62,,1.11,25.64,0,0,0,online,online_cc,,,gold-gsil
7/14/21,2116360885,Customer 155,1,Credit Card,7/14/21,MN,55315,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.51,,1.35,32.65,0,0,0,online,online_cc,,,
7/14/21,2115963545,Customer 316,1,Credit Card,7/14/21,,41200,France,USD,34,,,0,0,14.5,0,58.2,,2,46.5,0,0,0,online,online_cc,,,
7/13/21,2115195031,Customer 317,1,Credit Card,7/13/21,IL,60647-5233,United States,USD,19.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,21.5,,0.9,18.6,0,0,0,online,online_cc,,,
7/12/21,2112069680,Customer 318,1,Credit Card,7/13/21,MA,2184,United States,USD,35.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,37.72,,1.38,34.12,0,0,0,online,online_cc,,,
7/9/21,2112112819,Customer 319,1,Credit Card,7/12/21,TN,37203-4431,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,37.15,,1.36,32.64,0,0,0,online,online_cc,,,
7/3/21,2103176928,Customer 320,1,Credit Card,7/3/21,NC,27405,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.3,,1.34,32.66,0,0,0,online,online_cc,,,
6/30/21,2103493841,Customer 321,1,Credit Card,6/30/21,LA,70433,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.96,,1.36,32.64,0,0,0,online,online_cc,,,
6/26/21,2096193668,Customer 322,1,Credit Card,6/26/21,ME,4444,United States,USD,32,,,0,0,4.25,0,38.01,,1.39,34.86,0,0,0,online,online_cc,,,
6/23/21,2097548889,Customer 323,1,Credit Card,6/24/21,TX,76022,United States,USD,35.5,,,0,4.25,0,0,38.43,,1.4,34.1,0,0,0,online,online_cc,,,
6/23/21,2093880606,Customer 324,1,Credit Card,6/24/21,CA,92131,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.64,,1.35,32.65,0,0,0,online,online_cc,,,
6/18/21,2088974822,Customer 134,1,Credit Card,6/18/21,NV,89519,United States,USD,39,,,0,4.25,0,0,42.22,,1.52,37.48,0,0,0,online,online_cc,,,
6/17/21,2091816077,Customer 325,2,Credit Card,6/18/21,TX,78745,United States,USD,71,THIS20;FREESHIPHOLIDAY;FREESHIPHOLIDAY,% off;% off shipping;% off shipping,14.2,4.25,0,0,61.49,,2.09,54.71,0,0,0,online,online_cc,,,
6/16/21,2090662315,Customer 326,1,Credit Card,6/16/21,TX,77459,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.81,,1.35,32.65,0,0,0,online,online_cc,,,
6/15/21,2090331743,Customer 267,2,Credit Card,6/16/21,WA,98225,United States,USD,39,THIS20,% off,7.8,0,4.25,0,38.53,,1.41,34.04,0,0,0,online,online_cc,,,
6/13/21,2088427465,Customer 327,1,Credit Card,6/14/21,IL,61423,United States,USD,19.5,,,0,0,4.25,0,25.48,,1.01,22.74,0,0,0,online,online_cc,,,duc02
6/8/21,2083469117,Customer 328,1,Credit Card,6/8/21,CA,91016,United States,USD,19.5,,,0,0,4.25,0,25.76,,1.02,22.73,0,0,0,online,online_cc,,,
6/8/21,2083455831,Customer 36,1,Credit Card,6/8/21,NY,13748,United States,USD,19.5,,,0,0,4.25,0,25.65,,1.02,22.73,0,0,0,online,online_cc,,,
6/8/21,2078120870,Customer 329,1,Credit Card,6/8/21,Merseyside,PR8 6XJ,United Kingdom,USD,34,,,0,0,14.5,0,58.2,,2,46.5,0,0,0,online,online_cc,,,
6/5/21,2075577520,Customer 330,1,Credit Card,6/6/21,FL,34209,United States,USD,34,,,0,0,4.25,0,38.25,,1.4,36.85,0,0,0,online,online_cc,,,
6/3/21,2073406722,Customer 12,1,Credit Card,6/6/21,WA,98117,United States,USD,15,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,15,,0.7,14.3,0,0,0,online,online_cc,,,
6/2/21,2071591896,Customer 331,1,Credit Card,6/6/21,CT,6415,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.16,,1.33,32.67,0,0,0,online,online_cc,,,
6/1/21,2071193472,Customer 323,1,Credit Card,6/6/21,OH,43623,United States,USD,22.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,24.13,,0.97,21.53,0,0,0,online,online_cc,,,
6/1/21,2070481986,Customer 332,1,Credit Card,6/6/21,FL,32333,United States,USD,34,GWYN15;FREESHIPHOLIDAY,% off;% off shipping,5.1,4.25,0,0,28.9,,1.12,27.78,0,0,0,online,online_cc,,,
5/31/21,2069978740,Customer 10,1,Credit Card,6/6/21,NJ,8638,United States,USD,34,,,0,0,4.25,0,40.78,,1.47,36.78,0,0,0,online,online_cc,,,
5/27/21,2071876679,Customer 333,1,Credit Card,6/6/21,FL,33418,United States,USD,23.5,,,0,0,4.25,0,27.75,,1.08,26.67,0,0,0,online,online_cc,,,gold-gsil
5/26/21,2064341240,Customer 334,1,Credit Card,6/6/21,TX,78064,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.81,,1.35,32.65,0,0,0,online,online_cc,,,
5/24/21,2062384468,Customer 300,1,Credit Card,6/6/21,CA,90601,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,37.5,,1.38,32.62,0,0,0,online,online_cc,,,
5/20/21,2064877877,Customer 49,1,Credit Card,5/21/21,WA,98370,United States,USD,22.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,24.52,,0.99,21.51,0,0,0,online,online_cc,,,
5/20/21,2064371389,Customer 335,1,Credit Card,5/20/21,,,Qatar,USD,19.5,,,0,0,14.5,0,34,,1.27,32.73,0,0,0,online,online_cc,,,
5/14/21,2052729496,Customer 336,1,Credit Card,5/15/21,OK,74447,United States,USD,35,,,0,4.25,0,0,38.53,,1.41,33.59,0,0,0,online,online_cc,,,
5/11/21,2055714355,Customer 253,1,Credit Card,5/11/21,FL,33760-3446,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,34,,1.27,32.73,0,0,0,online,online_cc,,,
5/9/21,2053454989,Customer 337,1,Credit Card,5/11/21,Cantabria,39300,Spain,USD,34,,,0,0,14.5,0,48.5,,1.71,46.79,0,0,0,online,online_cc,,,
5/6/21,2044280910,Customer 338,1,Credit Card,5/6/21,ND,58104,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.55,,1.35,32.65,0,0,0,online,online_cc,,,
5/5/21,2049920427,Customer 339,1,Credit Card,5/6/21,AB,T2G3A2,Canada,USD,34,,,0,0,14.5,0,48.5,,1.71,46.79,0,0,0,online,online_cc,,,
