Contracts,Order No.,Transaction Time(UTC+0),Leverage,Direction,Order Type,Filled Type,Filled Qty,Filled Price,Order Price,Trading Fee Rate,Fees Paid,Transaction ID
APEUSDT,fcd212fa,2022-11-18 14:54:55,10,Close Long,Limit,Trade,250.7,3.1320,3.1320,0.0001,0.07851924,6401571c
APEUSDT,24fbc317,2022-11-18 14:50:01,10,Open Long,Market,Trade,26.5,3.1010,Market,0.0006,0.0493059,f3a3e990
APEUSDT,24fbc317,2022-11-18 14:50:01,10,Open Long,Market,Trade,224.2,3.1010,Market,0.0006,0.41714652,0ef3485b
ARUSDT,30c9f91c,2022-11-18 01:16:31,10,Close Long,Market,Trade,86,10.180,Market,0.0006,0.525288,3e12ef41
ARUSDT,a8befe5c,2022-11-18 00:59:38,10,Open Long,Market,Trade,0.5,10.330,Market,0.0006,0.003099,0247b7c3
ARUSDT,a8befe5c,2022-11-18 00:59:38,10,Open Long,Market,Trade,85.5,10.330,Market,0.0006,0.529929,a1e68bfb
LDOUSDT,96c87c40,2022-11-16 16:48:31,10,Close Long,Limit,Trade,1250.4,1.2750,1.2750,0.0001,0.159426,2b76a864
LDOUSDT,03c5fb2d,2022-11-16 16:48:04,10,Open Long,Market,Trade,142.9,1.2625,Market,0.0006,0.10824675,d08568af
LDOUSDT,03c5fb2d,2022-11-16 16:48:04,10,Open Long,Market,Trade,692,1.2625,Market,0.0006,0.52419,9656611d
LDOUSDT,03c5fb2d,2022-11-16 16:48:04,10,Open Long,Market,Trade,415.5,1.2620,Market,0.0006,0.3146166,abae0fde
JSTUSDT,d21231da,2022-11-16 09:17:31,10,Close Long,Market,Trade,23200,0.02131,Market,0.0006,0.2966352,579b3e53
JSTUSDT,d21231da,2022-11-16 09:17:31,10,Close Long,Market,Trade,23570,0.02132,Market,0.0006,0.30150744,4739c520
JSTUSDT,d21231da,2022-11-16 09:17:31,10,Close Long,Market,Trade,20000,0.02132,Market,0.0006,0.25584,c955e8ad
JSTUSDT,d21231da,2022-11-16 09:17:31,10,Close Long,Market,Trade,28560,0.02133,Market,0.0006,0.36551088,1036a6f6
JSTUSDT,d21231da,2022-11-16 09:17:31,10,Close Long,Market,Trade,20000,0.02133,Market,0.0006,0.25596,4a1aa609
JSTUSDT,d21231da,2022-11-16 09:17:31,10,Close Long,Market,Trade,26710,0.02134,Market,0.0006,0.34199484,810010dc
JSTUSDT,d21231da,2022-11-16 09:17:31,10,Close Long,Market,Trade,27230,0.02135,Market,0.0006,0.3488163,90d0120f
JSTUSDT,060ab9f2,2022-11-16 08:42:40,10,Open Long,Market,Trade,5230,0.02304,Market,0.0006,0.07229952,46136e93
JSTUSDT,060ab9f2,2022-11-16 08:42:40,10,Open Long,Market,Trade,25470,0.02304,Market,0.0006,0.35209728,369ca05d
JSTUSDT,060ab9f2,2022-11-16 08:42:40,10,Open Long,Market,Trade,2700,0.02303,Market,0.0006,0.0373086,fd0e5271
JSTUSDT,060ab9f2,2022-11-16 08:42:40,10,Open Long,Market,Trade,29650,0.02303,Market,0.0006,0.4097037,4ef5b3d8
JSTUSDT,060ab9f2,2022-11-16 08:42:40,10,Open Long,Market,Trade,21710,0.02303,Market,0.0006,0.29998878,0e706067
JSTUSDT,060ab9f2,2022-11-16 08:42:40,10,Open Long,Market,Trade,25150,0.02299,Market,0.0006,0.3469191,143d3813
JSTUSDT,060ab9f2,2022-11-16 08:42:40,10,Open Long,Market,Trade,46100,0.02299,Market,0.0006,0.6359034,763ea9fa
JSTUSDT,060ab9f2,2022-11-16 08:42:40,10,Open Long,Market,Trade,13260,0.02299,Market,0.0006,0.18290844,b09bfb78
WAVESUSDT,cd9c302f,2022-11-16 06:56:25,10,Close Long,Limit,Trade,146.6,2.5250,2.5250,0.0001,0.0370165,fbdbb520
WAVESUSDT,cd9c302f,2022-11-16 06:56:10,10,Close Long,Limit,Trade,4,2.5250,2.5250,0.0001,0.00101,61c5ea7f
WAVESUSDT,cd9c302f,2022-11-16 06:56:10,10,Close Long,Limit,Trade,34.2,2.5250,2.5250,0.0001,0.0086355,01879cf2
WAVESUSDT,cd9c302f,2022-11-16 06:56:10,10,Close Long,Limit,Trade,90,2.5250,2.5250,0.0001,0.022725,6ed21d2c
WAVESUSDT,cd9c302f,2022-11-16 06:56:10,10,Close Long,Limit,Trade,788.4,2.5250,2.5250,0.0001,0.199071,f48ae7fd
WAVESUSDT,cd9c302f,2022-11-16 06:56:10,10,Close Long,Limit,Trade,98.7,2.5250,2.5250,0.0001,0.02492175,3ce77ffa
WAVESUSDT,cd9c302f,2022-11-16 06:56:10,10,Close Long,Limit,Trade,240.9,2.5250,2.5250,0.0001,0.06082725,a6c3b7c0
WAVESUSDT,cd9c302f,2022-11-16 06:56:10,10,Close Long,Limit,Trade,52.5,2.5250,2.5250,0.0001,0.01325625,576c33e4
WAVESUSDT,3084c86a,2022-11-16 06:53:13,10,Open Long,Market,Trade,435.9,2.5050,Market,0.0006,0.6551577,3c33338f
WAVESUSDT,3084c86a,2022-11-16 06:53:13,10,Open Long,Market,Trade,172.5,2.5050,Market,0.0006,0.2592675,7c21e6c9
WAVESUSDT,3084c86a,2022-11-16 06:53:13,10,Open Long,Market,Trade,172.5,2.5000,Market,0.0006,0.25875,fc4235c4
WAVESUSDT,3084c86a,2022-11-16 06:53:13,10,Open Long,Market,Trade,674.4,2.5000,Market,0.0006,1.0116,d19f2580
C98USDT,87fb9bee,2022-11-15 15:35:43,10,Close Long,Limit,Trade,4342.5,0.3200,0.3200,0.0001,0.13896,e441bcb4
C98USDT,87fb9bee,2022-11-15 15:35:43,10,Close Long,Limit,Trade,3130.7,0.3200,0.3200,0.0001,0.1001824,d7b0bbb4
C98USDT,87fb9bee,2022-11-15 15:35:43,10,Close Long,Limit,Trade,3252.7,0.3200,0.3200,0.0001,0.1040864,a419d8c6
C98USDT,c768f30a,2022-11-15 15:35:15,10,Open Long,Market,Trade,10725.9,0.3170,Market,0.0006,2.04006618,c81495ea
DYDXUSDT,bdec1fe7,2022-11-15 12:35:09,10,Close Long,Limit,Trade,312.6,2.665,2.665,0.0001,0.0833079,a20883ff
DYDXUSDT,bdec1fe7,2022-11-15 12:35:08,10,Close Long,Limit,Trade,492.2,2.665,2.665,0.0001,0.1311713,42abf733
DYDXUSDT,bdec1fe7,2022-11-15 12:35:08,10,Close Long,Limit,Trade,174.5,2.665,2.665,0.0001,0.04650425,1b5413b2
DYDXUSDT,bdec1fe7,2022-11-15 12:35:07,10,Close Long,Limit,Trade,61.6,2.665,2.665,0.0001,0.0164164,8434b691
DYDXUSDT,bdec1fe7,2022-11-15 12:35:07,10,Close Long,Limit,Trade,160.4,2.665,2.665,0.0001,0.0427466,83077ff4
DYDXUSDT,a6d907c5,2022-11-15 12:33:14,10,Open Long,Market,Trade,1201.3,2.640,Market,0.0006,1.9028592,8d1109c6
LUNA2USDT,86cfe95a,2022-11-15 00:22:46,10,Close Long,Market,Trade,7,1.6600,Market,0.0006,0.006972,7b92629f
LUNA2USDT,e228e4ca,2022-11-15 00:06:29,10,Open Long,Market,Trade,7,1.6660,Market,0.0006,0.0069972,638b012b
LUNA2USDT,bbaa53b1,2022-11-15 00:04:25,10,Close Long,Market,Trade,7,1.6740,Market,0.0006,0.0070308,fcf90027
LUNA2USDT,2546-Buy,2022-11-15 00:00:00,10,Open Long,--,Funding,7,1.6660,0.0000,0.0001,0.0011662,6ffe93ed
LUNA2USDT,a2b1bf40,2022-11-14 23:27:30,10,Open Long,Market,Trade,7,1.6580,Market,0.0006,0.0069636,ba6e67fb
SRMUSDT,99df7b59,2022-11-14 23:06:19,10,Close Long,Limit,Trade,530.6,0.182,0.182,0.0001,0.00965692,415c0850
SRMUSDT,99df7b59,2022-11-14 23:06:18,10,Close Long,Limit,Trade,403.5,0.182,0.182,0.0001,0.0073437,52100be9
SRMUSDT,99df7b59,2022-11-14 23:06:18,10,Close Long,Limit,Trade,807,0.182,0.182,0.0001,0.0146874,d78accee
SRMUSDT,99df7b59,2022-11-14 23:06:18,10,Close Long,Limit,Trade,3400.4,0.182,0.182,0.0001,0.06188728,a5084914
SRMUSDT,99df7b59,2022-11-14 23:06:18,10,Close Long,Limit,Trade,3401.2,0.182,0.182,0.0001,0.06190184,7d66d437
SRMUSDT,99df7b59,2022-11-14 23:06:16,10,Close Long,Limit,Trade,7928.2,0.182,0.182,0.0001,0.14429324,fd87425b
SRMUSDT,10b1247a,2022-11-14 22:58:32,10,Open Long,Market,Trade,2233.3,0.181,Market,0.0006,0.24253638,fddf390d
SRMUSDT,10b1247a,2022-11-14 22:58:32,10,Open Long,Market,Trade,2427,0.180,Market,0.0006,0.262116,551dd898
SRMUSDT,10b1247a,2022-11-14 22:58:32,10,Open Long,Market,Trade,1000,0.180,Market,0.0006,0.108,3f6abece
SRMUSDT,10b1247a,2022-11-14 22:58:32,10,Open Long,Market,Trade,7527.4,0.180,Market,0.0006,0.8129592,e1bbd92c
SRMUSDT,10b1247a,2022-11-14 22:58:32,10,Open Long,Market,Trade,3283.2,0.180,Market,0.0006,0.3545856,776dd42f
C98USDT,79a0f92a,2022-11-14 22:39:32,10,Close Long,Market,Trade,1009.4,0.3195,Market,0.0006,0.19350198,7d010012
C98USDT,79a0f92a,2022-11-14 22:39:32,10,Close Long,Market,Trade,4426.2,0.3195,Market,0.0006,0.84850254,6814fdee
C98USDT,79a0f92a,2022-11-14 22:39:32,10,Close Long,Market,Trade,2160.6,0.3195,Market,0.0006,0.41418702,c80d7376
C98USDT,79a0f92a,2022-11-14 22:39:32,10,Close Long,Market,Trade,37.6,0.3195,Market,0.0006,0.00720792,ae50eb97
C98USDT,79a0f92a,2022-11-14 22:39:32,10,Close Long,Market,Trade,5,0.3195,Market,0.0006,0.0009585,3c3ea083
C98USDT,79a0f92a,2022-11-14 22:39:32,10,Close Long,Market,Trade,558.3,0.3200,Market,0.0006,0.1071936,3d3eff97
C98USDT,79a0f92a,2022-11-14 22:39:32,10,Close Long,Market,Trade,4258.2,0.3200,Market,0.0006,0.8175744,d8872429
C98USDT,79a0f92a,2022-11-14 22:39:32,10,Close Long,Market,Trade,2071.5,0.3200,Market,0.0006,0.397728,4cacc623
C98USDT,7f8938de,2022-11-14 16:29:50,10,Open Long,Market,Trade,146.3,0.3365,Market,0.0006,0.02953797,9d8d9484
C98USDT,7f8938de,2022-11-14 16:29:50,10,Open Long,Market,Trade,80.2,0.3360,Market,0.0006,0.01616832,aae8a18f
C98USDT,7f8938de,2022-11-14 16:29:50,10,Open Long,Market,Trade,1493.7,0.3360,Market,0.0006,0.30112992,c14a5c8e
C98USDT,7f8938de,2022-11-14 16:29:50,10,Open Long,Market,Trade,1834.2,0.3360,Market,0.0006,0.36977472,713dcd5b
C98USDT,7f8938de,2022-11-14 16:29:50,10,Open Long,Market,Trade,2593.5,0.3360,Market,0.0006,0.5228496,fea8d632
C98USDT,7f8938de,2022-11-14 16:29:50,10,Open Long,Market,Trade,482.7,0.3360,Market,0.0006,0.09731232,8f3472b2
C98USDT,7f8938de,2022-11-14 16:29:50,10,Open Long,Market,Trade,7000,0.3360,Market,0.0006,1.4112,e6bd4911
C98USDT,7f8938de,2022-11-14 16:29:50,10,Open Long,Market,Trade,896.2,0.3355,Market,0.0006,0.18040506,c8c41496
C98USDT,e9036e06,2022-11-14 15:08:06,10,Close Long,Limit,Trade,269.5,0.2795,0.2795,0.0001,0.00753253,e19d0446
C98USDT,e9036e06,2022-11-14 15:08:06,10,Close Long,Limit,Trade,174.4,0.2795,0.2795,0.0001,0.00487448,cdc686b8
C98USDT,e9036e06,2022-11-14 15:08:06,10,Close Long,Limit,Trade,2122.4,0.2795,0.2795,0.0001,0.05932108,e78093b1
C98USDT,e9036e06,2022-11-14 15:08:06,10,Close Long,Limit,Trade,6200.9,0.2795,0.2795,0.0001,0.17331516,162b7ffe
C98USDT,e9036e06,2022-11-14 15:08:06,10,Close Long,Limit,Trade,1792.4,0.2795,0.2795,0.0001,0.05009758,d6a05f3a
C98USDT,e9036e06,2022-11-14 15:08:06,10,Close Long,Limit,Trade,896.2,0.2795,0.2795,0.0001,0.02504879,a261f030
C98USDT,e9036e06,2022-11-14 15:08:06,10,Close Long,Limit,Trade,380.7,0.2795,0.2795,0.0001,0.01064057,93c7d52e
C98USDT,e9036e06,2022-11-14 15:08:05,10,Close Long,Limit,Trade,349.7,0.2795,0.2795,0.0001,0.00977412,98969834
C98USDT,e9036e06,2022-11-14 15:08:05,10,Close Long,Limit,Trade,151.2,0.2795,0.2795,0.0001,0.00422604,ad176395
C98USDT,e9036e06,2022-11-14 15:07:54,10,Close Long,Limit,Trade,375,0.2795,0.2795,0.0001,0.01048125,afcc4d99
C98USDT,e9036e06,2022-11-14 15:07:54,10,Close Long,Limit,Trade,3642.1,0.2795,0.2795,0.0001,0.1017967,efa5e117
C98USDT,ef605fe0,2022-11-14 15:06:30,10,Open Long,Market,Trade,3672.6,0.2765,Market,0.0006,0.60928434,ae270095
C98USDT,ef605fe0,2022-11-14 15:06:30,10,Open Long,Market,Trade,35.7,0.2765,Market,0.0006,0.00592263,23a1eae4
C98USDT,ef605fe0,2022-11-14 15:06:30,10,Open Long,Market,Trade,583.1,0.2765,Market,0.0006,0.09673629,6a6b0e9d
C98USDT,ef605fe0,2022-11-14 15:06:30,10,Open Long,Market,Trade,7781.1,0.2765,Market,0.0006,1.29088449,6f3c301d
C98USDT,ef605fe0,2022-11-14 15:06:30,10,Open Long,Market,Trade,4282,0.2765,Market,0.0006,0.7103838,ac07cb3e
ANKRUSDT,67296e6b,2022-11-14 10:41:14,10,Close Long,Limit,Trade,117349,0.02270,0.02270,0.0001,0.26638223,6583cf01
ANKRUSDT,67296e6b,2022-11-14 10:41:03,10,Close Long,Limit,Trade,57124,0.02270,0.02270,0.0001,0.12967148,9fc66ccc
ANKRUSDT,67296e6b,2022-11-14 10:41:03,10,Close Long,Limit,Trade,10050,0.02270,0.02270,0.0001,0.0228135,8217388a
ANKRUSDT,67296e6b,2022-11-14 10:37:52,10,Close Long,Limit,Trade,3414,0.02270,0.02270,0.0001,0.00774978,7bcb92ba
ANKRUSDT,17219d02,2022-11-14 10:29:49,10,Open Long,Market,Trade,83769,0.02250,Market,0.0006,1.1308815,8d8fef7a
ANKRUSDT,17219d02,2022-11-14 10:29:49,10,Open Long,Market,Trade,60000,0.02250,Market,0.0006,0.81,ee4efe46
ANKRUSDT,17219d02,2022-11-14 10:29:49,10,Open Long,Market,Trade,45,0.02245,Market,0.0006,0.00060615,78a1af56
ANKRUSDT,17219d02,2022-11-14 10:29:49,10,Open Long,Market,Trade,36938,0.02245,Market,0.0006,0.49755486,66aa4305
ANKRUSDT,17219d02,2022-11-14 10:29:49,10,Open Long,Market,Trade,7185,0.02245,Market,0.0006,0.09678195,9c7c9b57
ENSUSDT,10a73292,2022-11-14 08:13:19,10,Close Long,Limit,Trade,298.1,13.310,13.310,0.0001,0.3967711,d8189a3a
ENSUSDT,2546-Buy,2022-11-14 08:00:00,10,Open Long,--,Funding,298.1,13.100,0.000,0.0001,0.390511,88b0e5ed
ENSUSDT,ee91af2c,2022-11-14 07:43:54,10,Open Long,Market,Trade,33.8,13.190,Market,0.0006,0.2674932,1d01422d
ENSUSDT,ee91af2c,2022-11-14 07:43:54,10,Open Long,Market,Trade,39.9,13.190,Market,0.0006,0.3157686,d748d890
ENSUSDT,ee91af2c,2022-11-14 07:43:54,10,Open Long,Market,Trade,94.6,13.180,Market,0.0006,0.7480968,ad0851a9
ENSUSDT,ee91af2c,2022-11-14 07:43:54,10,Open Long,Market,Trade,15.6,13.170,Market,0.0006,0.1232712,fde0d3c8
ENSUSDT,ee91af2c,2022-11-14 07:43:54,10,Open Long,Market,Trade,13.4,13.170,Market,0.0006,0.1058868,d927feba
ENSUSDT,ee91af2c,2022-11-14 07:43:54,10,Open Long,Market,Trade,20.9,13.170,Market,0.0006,0.1651518,f89c2cd0
ENSUSDT,ee91af2c,2022-11-14 07:43:54,10,Open Long,Market,Trade,6.8,13.160,Market,0.0006,0.0536928,85878036
ENSUSDT,ee91af2c,2022-11-14 07:43:54,10,Open Long,Market,Trade,5.6,13.160,Market,0.0006,0.0442176,fd8dc933
ENSUSDT,ee91af2c,2022-11-14 07:43:54,10,Open Long,Market,Trade,11.5,13.160,Market,0.0006,0.090804,f0ad372e
ENSUSDT,ee91af2c,2022-11-14 07:43:54,10,Open Long,Market,Trade,7.5,13.160,Market,0.0006,0.05922,234cd112
ENSUSDT,ee91af2c,2022-11-14 07:43:54,10,Open Long,Market,Trade,48.5,13.160,Market,0.0006,0.382956,1a151260
RENUSDT,338a26f0,2022-11-14 06:49:56,10,Close Long,Limit,Trade,19276.2,0.08100,0.08100,0.0001,0.15613722,a0c7878f
RENUSDT,338a26f0,2022-11-14 06:48:01,10,Close Long,Limit,Trade,2863.8,0.08100,0.08100,0.0001,0.02319678,f0d48381
RENUSDT,338a26f0,2022-11-14 06:47:59,10,Close Long,Limit,Trade,12360.9,0.08100,0.08100,0.0001,0.10012329,4c3c86a2
RENUSDT,338a26f0,2022-11-14 06:47:56,10,Close Long,Limit,Trade,11029.4,0.08100,0.08100,0.0001,0.08933814,c3d23626
RENUSDT,bdb96694,2022-11-14 06:45:14,10,Open Long,Market,Trade,3318.8,0.08030,Market,0.0006,0.15989979,ba1910d5
RENUSDT,bdb96694,2022-11-14 06:45:14,10,Open Long,Market,Trade,5000,0.08030,Market,0.0006,0.2409,c584a4ea
RENUSDT,bdb96694,2022-11-14 06:45:14,10,Open Long,Market,Trade,18701.7,0.08020,Market,0.0006,0.89992581,38b5a810
RENUSDT,bdb96694,2022-11-14 06:45:14,10,Open Long,Market,Trade,10006.2,0.08010,Market,0.0006,0.48089798,7de83cbe
RENUSDT,bdb96694,2022-11-14 06:45:14,10,Open Long,Market,Trade,378.8,0.08010,Market,0.0006,0.01820513,0321789f
RENUSDT,bdb96694,2022-11-14 06:45:14,10,Open Long,Market,Trade,1250,0.08000,Market,0.0006,0.06,4e7d0621
RENUSDT,bdb96694,2022-11-14 06:45:14,10,Open Long,Market,Trade,6484.8,0.08000,Market,0.0006,0.3112704,b64d372d
RENUSDT,bdb96694,2022-11-14 06:45:14,10,Open Long,Market,Trade,390,0.08000,Market,0.0006,0.01872,519bed48
SANDUSDT,d4528101,2022-11-13 23:07:15,10,Close Long,Market,Trade,3022,0.5858,Market,0.0006,1.06217256,c17fb17e
SANDUSDT,d4528101,2022-11-13 23:07:15,10,Close Long,Market,Trade,3868,0.5858,Market,0.0006,1.35952464,54603d79
SANDUSDT,d4528101,2022-11-13 23:07:15,10,Close Long,Market,Trade,1050,0.5859,Market,0.0006,0.369117,493aa5af
SANDUSDT,d4528101,2022-11-13 23:07:15,10,Close Long,Market,Trade,679,0.5859,Market,0.0006,0.23869566,df5680cc
SANDUSDT,d4528101,2022-11-13 23:07:15,10,Close Long,Market,Trade,691,0.5859,Market,0.0006,0.24291414,85c5dad1
SANDUSDT,d4528101,2022-11-13 23:07:15,10,Close Long,Market,Trade,4359,0.5860,Market,0.0006,1.5326244,4fbbda96
SANDUSDT,d4528101,2022-11-13 23:07:15,10,Close Long,Market,Trade,500,0.5860,Market,0.0006,0.1758,812f310a
SANDUSDT,d4528101,2022-11-13 23:07:15,10,Close Long,Market,Trade,244,0.5860,Market,0.0006,0.0857904,1698d8e5
SANDUSDT,d4528101,2022-11-13 23:07:15,10,Close Long,Market,Trade,829,0.5861,Market,0.0006,0.29152614,fc6d47ea
SANDUSDT,d4528101,2022-11-13 23:07:15,10,Close Long,Market,Trade,1763,0.5861,Market,0.0006,0.61997658,30b0b563
SANDUSDT,d4528101,2022-11-13 23:07:15,10,Close Long,Market,Trade,870,0.5863,Market,0.0006,0.3060486,2131276a
SANDUSDT,2546-Buy,2022-11-13 16:00:00,10,Open Long,--,Funding,17875,0.6103,0.0000,0.0001,1.09091125,26d163c0
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,466,0.6463,Market,0.0006,0.18070548,e4f42198
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,8000,0.6462,Market,0.0006,3.10176,4a8a3895
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,3100,0.6461,Market,0.0006,1.201746,7456d344
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,246,0.6456,Market,0.0006,0.09529056,51465e5a
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,1000,0.6456,Market,0.0006,0.38736,88f69a30
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,2,0.6456,Market,0.0006,0.00077472,d3adb516
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,1894,0.6451,Market,0.0006,0.73309164,6dfbc794
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,1000,0.6451,Market,0.0006,0.38706,7336d72f
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,242,0.6451,Market,0.0006,0.09366852,d2bde915
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,150,0.6450,Market,0.0006,0.05805,fc7ae78c
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,1000,0.6450,Market,0.0006,0.387,ad703beb
SANDUSDT,9ce00e45,2022-11-13 15:20:04,10,Open Long,Market,Trade,775,0.6450,Market,0.0006,0.299925,6576ef8f
SANDUSDT,c6654078,2022-11-13 15:18:40,10,Close Long,Limit,Trade,16611,0.6527,0.6527,0.0001,1.08419997,84af11b2
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,5164,0.6468,Market,0.0006,2.00404512,2cdbe4c4
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,20,0.6468,Market,0.0006,0.0077616,dc62c478
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,1000,0.6468,Market,0.0006,0.38808,ec904946
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,3,0.6467,Market,0.0006,0.00116406,0c5d5eaf
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,1,0.6465,Market,0.0006,0.0003879,970a757a
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,723,0.6464,Market,0.0006,0.28040832,8dc47ee7
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,250,0.6464,Market,0.0006,0.09696,0ef017ba
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,18,0.6464,Market,0.0006,0.00698112,46b555e0
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,1000,0.6463,Market,0.0006,0.38778,6584934d
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,1,0.6463,Market,0.0006,0.00038778,2d0016d5
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,1000,0.6460,Market,0.0006,0.3876,9e2d0e61
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,245,0.6460,Market,0.0006,0.094962,b754ca43
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,2000,0.6460,Market,0.0006,0.7752,fbde4555
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,1000,0.6460,Market,0.0006,0.3876,cef9ca5e
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,259,0.6459,Market,0.0006,0.10037286,2f053ff1
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,1428,0.6457,Market,0.0006,0.55323576,27f5266f
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,571,0.6456,Market,0.0006,0.22118256,0296451c
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,259,0.6456,Market,0.0006,0.10032624,dede8fda
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,360,0.6456,Market,0.0006,0.1394496,8d3c2717
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,1000,0.6456,Market,0.0006,0.38736,cc084d5a
SANDUSDT,c2528c1a,2022-11-13 14:13:24,10,Open Long,Market,Trade,309,0.6452,Market,0.0006,0.11962008,efb50f5d
AXSUSDT,a2304ef8,2022-11-13 13:32:29,10,Close Long,Limit,Trade,1490.9,6.775,6.775,0.0001,1.01008475,6b33d033
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,24.7,6.720,Market,0.0006,0.0995904,354f7845
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,96.2,6.720,Market,0.0006,0.3878784,8e9b73b9
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,10,6.720,Market,0.0006,0.04032,e4b3d902
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,14.3,6.720,Market,0.0006,0.0576576,2e345ae2
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,1.3,6.720,Market,0.0006,0.0052416,8fe70750
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,14.3,6.720,Market,0.0006,0.0576576,cc5122fe
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,4.5,6.720,Market,0.0006,0.018144,4efb3c81
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,0.6,6.720,Market,0.0006,0.0024192,3e352c41
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,81.4,6.715,Market,0.0006,0.3279606,0e1d9f1c
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,184.5,6.715,Market,0.0006,0.7433505,fb2ba2c5
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,26.2,6.715,Market,0.0006,0.1055598,78064bf2
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,52.4,6.715,Market,0.0006,0.2111196,6c31d0ed
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,200,6.710,Market,0.0006,0.8052,2cac5f89
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,81.4,6.710,Market,0.0006,0.3277164,504d3454
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,22.5,6.710,Market,0.0006,0.090585,08e7647e
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,0.6,6.710,Market,0.0006,0.0024156,4ee7016f
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,1.8,6.710,Market,0.0006,0.0072468,2cdfe120
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,93,6.710,Market,0.0006,0.374418,4d89944d
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,10,6.710,Market,0.0006,0.04026,f4c23292
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,9.7,6.710,Market,0.0006,0.0390522,dd49bb48
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,1.4,6.710,Market,0.0006,0.0056364,849f459d
