No,Date,Box No.,Account name,Supplier,Bill,Voucher Type,Detail,Net Taxable,VAT,Amount
1750,25/4/2022,538,FUELS AND LUBRICANTS,FRI S.R,00021-00011196,INVOICE A,FORD ECOSPORT S PJD981,"790,00",210,"1.000,00"
1751,25/4/2022,538,NEW AUTOMOTORES,AUT S.A,0,WITHOUT PROOF,TOYOTA ETIOS XLS PACK 4PTAS,0,0,"376.000,00"
1752,25/4/2022,538,OTHER EXPENSES - GENERAL,AUT S.A,0,WITHOUT PROOF,GIFT (WINE),0,0,"1.650,00"
1753,25/4/2022,538,EXPENDITURES BY GESTORIA,GES,0,INVOICE B,PROCEDURES VS.,"197,50","52,5",250
1754,25/4/2022,538,OTHER EXPENSES,CRU WAL -,0,RECEIPT,JUDGERIA JUDGERIA MONTH/2022,0,0,"2.000,00"
1755,25/4/2022,538,AUTOMOTIVE PREPARATION AND OFFICE,LUB - SAL,00022-00002221,INVOICE A,FORD FOCUS ORJ927,"9243,00",2457,"11.700,00"
1756,25/4/2022,538,AUTOMOTIVE PREPARATION AND OFFICE,EL SEÑ DE,0,RECEIPT,FORD RANGER OYX190,0,0,"12.900,00"
1757,26/4/2022,539,MACRO BANK,BAN MAC S.A,8280280,TRANSFER,TRANSF,0,0,"137.860,00"
1758,26/4/2022,539,MACRO BANK,BAN MAC S.A,310,TRANSFER,TRANSF,0,0,"135.200,00"
1759,26/4/2022,539,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,THIRD CHECK,RENAULT SANDERO STEPWAY AC239XM,0,0,"17.500,00"
1760,26/4/2022,539,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,PRICE,FORD ECOSPORT TITANIUM ONW350,0,0,"60.000,00"
1761,26/4/2022,539,SANTADER RIO BANK,BAN SAN,14000006,BANK DEPOSIT,"YUFRA DEPOSIT, OSCAR DARIO",0,0,"667.300,00"
1762,26/4/2022,539,FUELS AND LUBRICANTS,PER HER S.R,00011-00005114,INVOICE A,FIAT MOBI,"2370,00",630,"3.000,00"
1763,26/4/2022,539,EXPENDITURES BY GESTORIA,GES,0,VOUCHER,PROCEDURES VS.,0,0,"7.220,00"
1764,27/4/2022,540,FUELS AND LUBRICANTS,MIL S.R,00047-00015468,INVOICE A,FIAT TORO,"4743,95","1261,05","6.005,00"
1765,27/4/2022,540,AUTOMOTIVE PREPARATION AND OFFICE,LUB - SAL,00022-00002239,INVOICE A,FORD ECOSPORT ONW350,"8374,00",2226,"10.600,00"
1766,27/4/2022,540,AUTOMOTIVE PREPARATION AND OFFICE,PER MAR DEL,00003-00000026,INVOICE A,VW SURAN AA400GS,"3002,00",798,"3.800,00"
1767,27/4/2022,540,AUTOMOTIVE PREPARATION AND OFFICE,MEN MAR,0,INVOICE A,"FULL CLEANING VS,","18644,00",4956,"23.600,00"
1768,27/4/2022,540,EXPENDITURES BY GESTORIA,GES,0,RECEIPT,MUNICIPALITY AND COLLEGE OF NOTAROS-REMIS,0,0,"2.100,00"
1769,27/4/2022,540,EXPENDITURES BY GESTORIA,COL DE ESC,0010-00029093,INVOICE C,FORM LEGALIZATION,0,0,"2.000,00"
1770,27/4/2022,540,AUTOMOTIVE PREPARATION AND OFFICE,CER DEL AUT,0,WITHOUT PROOF,RENAULT SANDERO RS AC585WM,0,0,"7.000,00"
1771,28/4/2022,541,MACRO BANK,BAN MAC S.A,435594,TRANSFER,TRANSF,0,0,"19.960,00"
1772,28/4/2022,541,EXPENDITURES BY GESTORIA,SER DE MEN,0,THIRD CHECK,GESTORIA (MUNICIPALITY AND WITHDRAW ON AOMA),0,0,300
1773,28/4/2022,541,VARIOUS SALES EXPENSES,REV,0,RECEIPT,CLARIN YEARBOOK,0,0,930
1774,28/4/2022,541,USED CARS,NAJ PAB GUI,0,TICKET,AUDI A4 T FSI/2012 LPD679,"2836100,00",753900,"3.590.000,00"
1775,28/4/2022,541,ADVERTISING EXPENSES,SAL GER DIG,0,INVOICE B,ADVERTISING AND MARKETING SOCIAL NETWORKS APRIL/22,"6320,00",1680,"8.000,00"
1776,28/4/2022,541,AUTOMOTIVE PREPARATION AND OFFICE,GOM ZEN,0,INVOICE C,4 FORD ECOSPORT COVERS NW350 $ 19,0,0,"77.200,00"
1777,28/4/2022,541,FUELS AND LUBRICANTS,PER HER S.R,00011-00005304,INVOICE A,RENAULT SANDERO AC585WM,"1580,00",420,"2.000,00"
1778,29/4/2022,542,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,0002-0001031,BUDGET,FORD ECOSPORT ONW350,0,0,"4.000,00"
1779,29/4/2022,542,MACRO BANK,BAN MAC S.A,254789364,TRANSFER,"FIAD BANK TRANSFER, MIGUEL JOSE",0,0,"1.500.000,00"
1780,29/4/2022,542,OTHER EXPENSES,COM 5 -,00593-00000154,INVOICE A,VARIOUS COFFEE EXPENSES,"5040,20","1339,8","6.380,00"
1781,29/4/2022,542,EXPENDITURES BY GESTORIA,GES,0,INVOICE C,REMIS ABOUT DOCUMENTATION FROM SAN PEDRO,0,0,500
1782,29/4/2022,542,AUTOMOTIVE PREPARATION AND OFFICE,GOM ZEN,0,BANK DEPOSIT,4CUBIERTAS RENAULT SANDERO AC239XMM,0,0,"70.000,00"
1783,30/4/2022,543,FUELS AND LUBRICANTS,PER HER S.R,00011-00005381,INVOICE A,VW FOX AA083RC,"1185,00",315,"1.500,00"
1784,30/4/2022,543,AUTOMOTIVE PREPARATION AND OFFICE,EL SEÑ DE,0,I REFER,VW FOX AA083RC BATTERY,0,0,"11.500,00"
1785,30/4/2022,543,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,00002-00001039,BUDGET,RENAULT SANDERO AC239XM,0,0,"4.000,00"
1786,30/4/2022,543,AUTOMOTIVE PREPARATION AND OFFICE,TAP FER,454,RECEIPT,RENAULT SANDERO AC239XM,0,0,"10.000,00"
1787,30/4/2022,543,AUTOMOTIVE PREPARATION AND OFFICE,TAP FER,456,RECEIPT,FIAT STRADA AB772QP,0,0,"4.500,00"
1788,30/4/2022,543,AUTOMOTIVE PREPARATION AND OFFICE,TAP FER,457,RECEIPT,FORD SCOSPORT ONW350,0,0,"4.500,00"
1789,30/4/2022,543,AUTOMOTIVE PREPARATION AND OFFICE,FOT - CEN,0,BUDGET,MANUAL PHOTOCOPY RENAULT CAPTUR AB565SO,0,0,750
1790,30/4/2022,543,SALARIES AND COMMISSIONS,VAZ ROD EDU,0,VOUCHER,COMMISSION FOR MONTH APRIL/2022,0,0,"32.300,00"
1791,30/4/2022,543,OTHER EXPENSES,SAN LOS OLI,0001-00007583,INVOICE C,ALTE BROWN 1 COMMERCIAL LOCAL DISINFECTION 1,0,0,"6.000,00"
1792,30/4/2022,543,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,PRICE,FORD ECOSPORT PJD981,0,0,"31.500,00"
1793,2/5/2022,544,AUTOMOTIVE PREPARATION AND OFFICE,M - A,0,BUDGET,VW SURAN TRENDLINE / 2016 / PNN-051,0,0,"6.500,00"
1794,2/5/2022,544,EXPENDITURES BY GESTORIA,GES,0,SALE PURCHASE TICKET,GESTORY,"81907,20","21772,8","103.680,00"
1795,3/5/2022,545,MACRO BANK,BAN MAC S.A,15745626531,TRANSFER,TRANSF,0,0,"41.250,00"
1796,3/5/2022,545,MACRO BANK,BAN MAC S.A,66,TRANSFER,TRANSF,0,0,"51.340,00"
1797,3/5/2022,545,EXPENDITURES BY GESTORIA,GES,0,INVOICE C,GESTORY,0,0,"64.985,00"
1798,3/5/2022,545,AUTOMOTIVE PREPARATION AND OFFICE,SER ELE,0001-00000521,RECEIPT C,FORD ECOSPORT LDN-930,0,0,"4.500,00"
1799,3/5/2022,545,AUTOMOTIVE PREPARATION AND OFFICE,MEN MAR,0,BANK DEPOSIT,CLEANING SANDERO STEPWAY/2018 AC239MX,0,0,"7.500,00"
1800,3/5/2022,545,OTHER EXPENSES,OTR,0,PRICE,"DIAGNOSIS AND CLEANING DUPLEX ""D"" UNDER THE VINEYARD",0,0,"5.000,00"
1801,4/5/2022,546,AUTOMOTIVE PREPARATION AND OFFICE,CBA MEC INT,0001-0000230,BUDGET,FORD ECOSPORT LND-930,0,0,"3.000,00"
1802,4/5/2022,546,AUTOMOTIVE PREPARATION AND OFFICE,LA BUR -,0001-0007274,BUDGET,SUPPLIES FOR LAUNDRY,0,0,"7.400,00"
1803,4/5/2022,546,AUTOMOTIVE PREPARATION AND OFFICE,CEN FOR -,0004-00000520,INVOICE A,FORD ECOSPORT LDN-930,"948,00",252,"1.200,00"
1804,4/5/2022,546,EXPENDITURES BY GESTORIA,GES,,BANK DEPOSIT,GESTORY,0,0,"52.450,00"
1805,5/5/2022,547,EXPENDITURES BY GESTORIA,GES,,TICKET,GESTORY,"63863,60","16976,4","80.840,00"
1806,5/5/2022,547,AUTOMOTIVE PREPARATION AND OFFICE,BUR VID,0003-00013518,INVOICE A,FIAT STRADA AB772QP,"16044,90","4265,1","20.310,00"
1807,5/5/2022,547,AUTOMOTIVE PREPARATION AND OFFICE,EL SEÑ DE,0,BANK DEPOSIT,FIAT PALIO OQP-456 BATTERY,0,0,"11.400,00"
1808,5/5/2022,547,OTHER EXPENSES - GENERAL,ULT LIM DEL,0001-00000987,INVOICE A,SUPPLIES FOR LAUNDRY,"387,10","102,9",490
1809,5/5/2022,547,FUELS AND LUBRICANTS,LUB - SAL,00022-00002290,INVOICE A,FORD ECOSPORT LDN-930,"6083,00",1617,"7.700,00"
1810,5/5/2022,547,FUELS AND LUBRICANTS,PER HER S.R,0011-00005587,INVOICE A,FIAT STRADA AB772QP,"1185,00",315,"1.500,00"
1811,5/5/2022,547,FUELS AND LUBRICANTS,G N C,00035-00026200,INVOICE A,FIAT MOBI,"2765,00",735,"3.500,00"
1812,6/5/2022,548,EXPENDITURES BY GESTORIA,RAP,0,BUDGET,RAPIMOTO - ECOSPORT MANUALS,0,0,150
1813,6/5/2022,548,EXPENDITURES BY GESTORIA,OTR,0,THIRD CHECK,ECOSPORT MANUAL PHOTOCOPY,0,0,650
1814,6/5/2022,548,PARTICULAR ACCOUNTS,GUT JUA CAR,0,RECEIPT,REINTEGRO PAYMENT AUTONOMOS PEOPS 04/2022,0,0,"25.789,18"
1815,6/5/2022,548,AUTOMOTIVE PREPARATION AND OFFICE,GOM ZEN,0,SALE PURCHASE TICKET,2 FORD ECOSPORT LDN-930 COVERS,"27334,00",7266,"34.600,00"
1816,6/5/2022,548,VARIOUS ADMINISTRATION EXPENSES,MUN DE S.S,120-1202/22,RECEIPT,PAYMENT RATE LOCAL COMMERCIAL ENABLING MARKAS,0,0,"124.590,00"
1817,7/5/2022,549,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,RECEIPT,FORD ECOSPORT PJD-981-VW SURAN PNN-051 FIAT ARGO AC162VO,0,0,"37.500,00"
1818,7/5/2022,549,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,RECEIPT,FORD FIESTA KYE-786,0,0,"1.500,00"
1819,9/5/2022,550,MACRO BANK,BAN MAC S.A,1911,TRANSFER,"BANKING TRANSFERANCE, LAMBARE ANA LIA",0,0,"82.100,00"
1820,9/5/2022,550,FUELS AND LUBRICANTS,PER HER S.R,00011-00005735,INVOICE A,RENAULT SANDERO RS AC585WM,"1185,00",315,"1.500,00"
1821,9/5/2022,550,AUTOMOTIVE PREPARATION AND OFFICE,CHE S.R,0003-00008154,INVOICE A,CHEVROLET ONIX OIB-330,"12324,00",3276,"15.600,00"
1822,9/5/2022,550,AUTOMOTIVE PREPARATION AND OFFICE,TEC - QUI,0003-0003631,INVOICE A,VW AMAROK - MTS 581,"3081,00",819,"3.900,00"
1823,9/5/2022,550,AUTOMOTIVE PREPARATION AND OFFICE,M - A,,BUDGET,FORD ECOSPORT PJD-981,0,0,"6.500,00"
1824,9/5/2022,550,SALES COMMISSIONS,CAS NES GAB,0,RECEIPT,DIF PAYMENT COMMISSION X SALE APRIL 2022,0,0,"67.300,00"
1825,9/5/2022,550,SALES COMMISSIONS,FIA CAR ALB,0,RECEIPT,DIF PAYMENT COMMISSION X SALE APRIL 2022,0,0,"21.000,00"
1826,9/5/2022,550,SALARIES AND COMMISSIONS,GUT LEO JOS,74797575,RECEIPT,APRIL/2022 SALARY DIFFERENCE,0,0,"53.600,00"
1827,9/5/2022,550,SALARIES AND COMMISSIONS,GUT JUA CAR,74797574,RECEIPT,APRIL/2022 SALARY DIFFERENCE,0,0,"120.700,00"
1828,9/5/2022,550,SALARIES AND COMMISSIONS,FIG ZEN MAR,74797576,RECEIPT,APRIL/2022 SALARY DIFFERENCE,0,0,"110.400,00"
1829,9/5/2022,550,FUELS AND LUBRICANTS,G N C,00035-00026267,INVOICE A,FORD BRONCO FUEL,"4740,22","1260,0588","6.000,28"
1830,9/5/2022,550,AUTOMOTIVE PREPARATION AND OFFICE,CEN FOR -,0004-00000546,INVOICE A,FORD ECOSPORT LDN-930 GAME PILL AND AXIAL,"5372,00",1428,"6.800,00"
1831,9/5/2022,550,EXPENDITURES BY GESTORIA,GES,0,BUDGET,GESTORY,0,0,"69.730,00"
1832,9/5/2022,550,MACRO BANK,BAN MAC S.A,497,TRANSFER,BANCARY TRANSFER TOLABA ADRIAN ERMINDO,0,0,"1.226.800,00"
1833,9/5/2022,550,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,00002-00001009,RECEIPT C,FORD ECOSPORT LDN930,0,0,"8.500,00"
1834,10/5/2022,551,MACRO BANK,BAN MAC S.A,821571,TRANSFER,BANK TRANSFER CALVO GABRIELA A,0,0,"19.400,00"
1835,10/5/2022,551,MACRO BANK,BAN MAC S.A,2027645,TRANSFER,BONOMI ADRIANA BANK TRANSFER,0,0,"48.350,00"
1836,10/5/2022,551,MACRO BANK,BAN MAC S.A,,TRANSFER,BANK TRANSFER VALDEZ ADRIANA SILVANA,0,0,"101.110,00"
1837,10/5/2022,551,PAID COMMISSIONS,AUT,0,SALE PURCHASE TICKET,VW AMAROK D/C 4X2 HIGHLINE - MTS -581/2013,"19592,00",5208,"24.800,00"
1838,10/5/2022,551,EXPENDITURES BY GESTORIA,GES,0,THIRD CHECK,GESTORY,0,0,"61.470,00"
1839,10/5/2022,551,FUELS AND LUBRICANTS,MIL S.R,00047-00015956,INVOICE A,FIAT TORO,"4983,89","1324,8312","6.308,72"
1840,10/5/2022,551,AUTOMOTIVE PREPARATION AND OFFICE,M - A,0,BUDGET,FIAT ARGO AC162VO,0,0,"7.000,00"
1841,10/5/2022,551,AUTOMOTIVE PREPARATION AND OFFICE,PER MAR DEL,0003-00000045,INVOICE A,FORD RANGER OYX-190/ LDN 930,"6162,05","1638,0126","7.800,06"
1842,10/5/2022,551,SOCIAL CHARGES,INA,7,TICKET,APRIL/2022 PERIOD,"2555,41","679,287","3.234,70"
1843,10/5/2022,551,SOCIAL CHARGES,FAE,0,TICKET,APRIL/2022 PERIOD,"2819,64","749,5236","3.569,16"
1844,10/5/2022,551,SOCIAL CHARGES,OSE,0,TICKET,APRIL/2022 PERIOD,"3318,00",882,"4.200,00"
1845,10/5/2022,551,SELLING EXPENSES,EQU ARG S.A,0014-01187186,INVOICE A,APRIL/2022 PERIOD,"4648,20","1235,598","5.883,80"
1846,10/5/2022,551,AUTOMOTIVE PREPARATION AND OFFICE,CBA MEC INT,0001-00000234,BUDGET,CHEVROLET ONIX OIB-330,0,0,"14.000,00"
1847,10/5/2022,551,AUTOMOTIVE PREPARATION AND OFFICE,ALB ABE,0001-00001421,INVOICE A,CHEVROLET ONIX OIB-330,"9242,99","2456,9979","11.699,99"
1848,11/5/2022,552,RETENT.Y PERCEPTION.IMP.GCIAS.,AUT S.A,2022-00001351,INVOICE B,RETENTION GANCES FACT,"1661,54","441,6762","2.103,22"
1849,11/5/2022,552,RETENT.Y PERCEPTION.INGR.BRUTES,AUT S.A,234/2022,CHECK,RETENTION ING,0,0,"1.156,34"
1850,11/5/2022,552,MACRO BANK,AUT S.A,1588260582,TRANSFER,AUTOJUJUY S BANK TRANSFER,0,0,"52.707,44"
1851,11/5/2022,552,FEE,MAR PRO,00002-00000822,INVOICE C,"FEATURER ADMINISTRATION DUPLEX ""B""",0,0,"2.600,00"
1852,11/5/2022,552,OTHER EXPENSES,CRU WAL -,0,RECEIPT,JUDGERIA MONG MAY /2022,0,0,"2.000,00"
1853,11/5/2022,552,FEE,MAR PRO,0002-00000814,INVOICE C,COMMERCIAL LOCAL ADMINISTRATION FEES,0,0,"2.935,00"
1854,11/5/2022,552,VARIOUS ADMINISTRATION EXPENSES,INS DE INF,0008-0000292,INVOICE A,APRIL/2022 SOCIETY FEE,"158,00",42,200
1855,11/5/2022,552,OTHER EXPENSES - GENERAL,PAN,0,TICKET,BREAD,"158,00",42,200
1856,11/5/2022,552,ADMINISTRATIVE EXPENSES,SER EXP,0,VOUCHER,MARINO PROPERTIES RENTALS,0,0,350
1857,11/5/2022,552,VARIOUS ADMINISTRATION EXPENSES,SER DE MEN,0,INVOICE C,SERVIMOTO MUNICPALITY,0,0,150
1858,11/5/2022,552,FEE,CIC JOR ERN,0,RECEIPT,HONORARY MONTH APRIL/2022,0,0,"52.200,00"
1859,11/5/2022,552,EXPENDITURES BY GESTORIA,GES,0,TICKET,FREE DEBT AC173NZ,"690,46","183,54",874
1860,11/5/2022,552,AUTOMOTIVE PREPARATION AND OFFICE,SER ELE,0001-00000522,RECEIPT,CH TRACKER AB589RP SENSOR PARKING,0,0,"4.500,00"
1861,11/5/2022,552,FEE,MAR PRO,12971,RECEIPT,ADM ALTE BROWN 1138/42,0,0,"3.665,00"
1862,12/5/2022,553,FUELS AND LUBRICANTS,G N C,0035-00026423,INVOICE A,FIAT MOBI,"2370,00",630,"3.000,00"
1863,12/5/2022,553,EXPENDITURES BY GESTORIA,GES,0,INVOICE A,GESTORY,"102739,50","27310,5","130.050,00"
1864,12/5/2022,553,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,0002-00001011,INVOICE C,FORD ECOSPORT PJD-981,0,0,700
1865,12/5/2022,553,FUELS AND LUBRICANTS,PER HER S.R,00011-00005925,INVOICE A,FORD RANGER AA829IV,"1580,00",420,"2.000,00"
1866,12/5/2022,553,AUTOMOTIVE PREPARATION AND OFFICE,M - A,0,BUDGET,FORD RANGER AA829IV,0,0,"7.000,00"
1867,12/5/2022,553,FUELS AND LUBRICANTS,PER HER S.R,0011-00005888,INVOICE A,FORD ECOSPORT ONW-350,"1185,00",315,"1.500,00"
1868,12/5/2022,553,NEW AUTOMOTORES,PUS SAL S.A,0002-00109174,RECEIPT,FORD MAVERICK D/C 4X2 XLT AT 2,0,0,"2.026.613,00"
1869,13/5/2022,554,MACRO BANK,BAN MAC S.A,16132999908,TRANSFER,LAURA VELASQUE TRANSFER,0,0,"2.800,00"
1870,13/5/2022,554,AUTOMOTIVE PREPARATION AND OFFICE,LA BOU REP,10581,BUDGET,VW SURAN AA400GJ,0,0,500
1871,13/5/2022,554,AUTOMOTIVE PREPARATION AND OFFICE,SER ELE,523,RECEIPT,FORD ECOSPORT PDJ-981,0,0,"8.300,00"
1872,13/5/2022,554,FUELS AND LUBRICANTS,PER HER S.R,00011-00006014,INVOICE A,VW SURAN AA400GJ,"1185,00",315,"1.500,00"
1873,13/5/2022,554,AUTOMOTIVE PREPARATION AND OFFICE,LUB - SAL,00022-00002335,INVOICE A,FORD RANGER AA829IV,"13825,00",3675,"17.500,00"
1874,13/5/2022,554,OTHER EXPENSES,EST - COC,0,INVOICE C,GARAGE RECORD 4,0,0,120
1875,13/5/2022,554,AUTOMOTIVE PREPARATION AND OFFICE,MEN MAR,0,RECEIPT,FIAT ARGO AC162VO - VW SURAN PNN -051,0,0,"16.000,00"
1876,14/5/2022,555,MACRO BANK,BAN MAC S.A,1111,TRANSFER,"VEGA TRANSFER, FERNANDO OMAR",0,0,"15.580,00"
1877,14/5/2022,555,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,RECEIPT,FORD ECOSPORT ONW-350,0,0,"14.000,00"
1878,14/5/2022,555,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,RECEIPT,CHEVROLET ONIX OIB-330,0,0,"42.000,00"
1879,14/5/2022,555,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,RECEIPT,FORD RANGER OYX-190,0,0,"2.000,00"
1880,14/5/2022,555,OTHER EXPENSES,CRU ROL,0,RECEIPT,DIARIES (23) - INFOAUTO - MONTH APRIL/2022,0,0,"3.200,00"
1881,14/5/2022,555,AUTOMOTIVE PREPARATION AND OFFICE,TAP FER,464,RECEIPT,FIAT ARGOS AC162YO,0,0,"2.500,00"
1882,14/5/2022,555,AUTOMOTIVE PREPARATION AND OFFICE,TAP FER,461,RECEIPT,FORD ECOSPORT PJD-981,0,0,"4.500,00"
1883,14/5/2022,555,AUTOMOTIVE PREPARATION AND OFFICE,TAP FER,462,RECEIPT,FORD ECOSPORT LDN-930,0,0,"4.000,00"
1884,16/5/2022,556,EXPENDITURES BY GESTORIA,GES,0,SALE PURCHASE TICKET,REGISTRATION N ° 4 TRANSFER,"17648,60","4691,4","22.340,00"
1885,16/5/2022,556,AUTOMOTIVE PREPARATION AND OFFICE,ALE - CAR,0003-00008069,INVOICE A,VW AMAROK MTS581,"1422,00",378,"1.800,00"
1886,16/5/2022,556,WALLET CHECKS,GUT JUA CAR,58682206,THIRD CHECK,SETTLE X EFFECTIVE CHEQ,0,0,"200.000,00"
1887,16/5/2022,556,USED CARS,GUT LEO JOS,0,RECEIPT,PAYMENT TO CTA,0,0,"3.939.600,00"
1888,16/5/2022,556,AUTOMOTIVE PREPARATION AND OFFICE,SER ELE,0001-00000524,RECEIPT C,VW AMAROK MTS581,0,0,"6.500,00"
1889,17/5/2022,557,FUELS AND LUBRICANTS,FRI S.R,00008-00034171,INVOICE A,FORD RANGER OHF860,"1579,97","419,9916","1.999,96"
1890,17/5/2022,557,MACRO BANK,BAN MAC S.A,1008,TRANSFER,TRANSF,0,0,"60.000,00"
1891,17/5/2022,557,MACRO BANK,BAN MAC S.A,9873,TRANSFER,TRANSF,0,0,"56.000,00"
1892,17/5/2022,557,MACRO BANK,BAN MAC S.A,538943,TRANSFER,TRANSF,0,0,"65.950,00"
1893,17/5/2022,557,MACRO BANK,BAN MAC S.A,305890,TRANSFER,TRANSF,0,0,"154.200,00"
1894,17/5/2022,557,AUTOMOTIVE PREPARATION AND OFFICE,PER MAR DEL,00003-00000056,INVOICE A,FORD RANGER AA829IV,"4582,00",1218,"5.800,00"
1895,17/5/2022,557,AUTOMOTIVE PREPARATION AND OFFICE,TEC - QUI,0003-00003668,INVOICE A,FORD ECOSPORT LDN930,"1975,00",525,"2.500,00"
1896,17/5/2022,557,AUTOMOTIVE PREPARATION AND OFFICE,LUB - SAL,00022-00002356,INVOICE A,FORD ECOSPORT ONW350,"1659,00",441,"2.100,00"
1897,17/5/2022,557,AUTOMOTIVE PREPARATION AND OFFICE,CBA MEC INT,0001-00000239,BUDGET,FORD ECOSPORT ONW350,0,0,"5.050,00"
1898,17/5/2022,557,EXPENDITURES BY GESTORIA,COL OSC -,0,VOUCHER,VERIFICATION POST (3 VERIF,0,0,"3.700,00"
1899,19/5/2022,558,AUTOMOTIVE PREPARATION AND OFFICE,EIE - GEO,00052-00000815,INVOICE A,WORKSHOP EXPENSES,"458,44","121,8651","580,31"
1900,19/5/2022,558,FUELS AND LUBRICANTS,G N C,00033-00024518,INVOICE A,FIAT ARGO,"2765,00",735,"3.500,00"
1901,19/5/2022,558,USED CARS,ROM SIL MON,0,RECEIPT,PAYMENT SALE FIAT STRADA ADVENTURE/2017 AB772QP,0,0,"2.300.000,00"
1902,19/5/2022,558,AUTOMOTIVE PREPARATION AND OFFICE,CER DEL AUT,197,BUDGET,FORD ECOSPORT LDN930,0,0,"4.500,00"
1903,19/5/2022,558,EXPENDITURES BY GESTORIA,GES,0,INVOICE A,PROCEDURES VS.,"61556,80","16363,2","77.920,00"
1904,20/5/2022,559,AUTOMOTIVE PREPARATION AND OFFICE,PAS JUA PAB,0,RECEIPT,REINTAGRO REPAIR VW AMROK MTS581,0,0,"2.000,00"
1905,20/5/2022,559,AUTOMOTIVE PREPARATION AND OFFICE,SER ELE,0001-00000525,RECEIPT C,NISSAN MARCH SENSE/2014 NVU746,0,0,"6.500,00"
1906,20/5/2022,559,NEW AUTOMOTORES,PUS SAL S.A,,RECEIPT X02,FORD MAVERICK 2,0,0,"1.600.087,57"
1907,20/5/2022,559,OTHER EXPENSES - GENERAL,PAN,0,BUDGET,BREAD,0,0,400
1908,20/5/2022,559,OTHER EXPENSES - GENERAL,ARA RUB FAB,0012-00000999,INVOICE A,CASTRO GABRIEL BIRTHDAY EXPENSES,"1896,00",504,"2.400,00"
1909,20/5/2022,559,OTHER EXPENSES - GENERAL,GAS VAR,0,TICKET,CASTRO GABRIEL BIRTHDAY EXPENSES,"1880,20","499,8","2.380,00"
1910,20/5/2022,559,AUTOMOTIVE PREPARATION AND OFFICE,MEN MAR,0,RECEIPT,FULL CLEANING VS.,0,0,"16.500,00"
1911,21/5/2022,560,SANTADER RIO BANK,BAN SAN,22349917,TRANSFER,TRANSF,0,0,"5.350,00"
1912,21/5/2022,560,SANTADER RIO BANK,BAN SAN,3404,BANK DEPOSIT,DEPOSIT,0,0,700
1913,21/5/2022,560,SANTADER RIO BANK,BAN SAN,3402,BANK DEPOSIT,DEPOSIT,0,0,"52.800,00"
1914,21/5/2022,560,SANTADER RIO BANK,BAN SAN,3400,BANK DEPOSIT,DEPOSIT,0,0,"25.800,00"
1915,21/5/2022,560,AUTOMOTIVE PREPARATION AND OFFICE,TAP FER,459,RECEIPT,FORD RANGER OYX190,0,0,"2.000,00"
1916,21/5/2022,560,AUTOMOTIVE PREPARATION AND OFFICE,TAP FER,465,RECEIPT,CHEVROLET ONIX LT OIB330,0,0,"9.000,00"
1917,21/5/2022,560,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,RECEIPT,FORD RANGER AA829IV,0,0,"60.000,00"
1918,23/5/2022,561,AUTOMOTIVE PREPARATION AND OFFICE,MIP REP S.A,0100-00000052,INVOICE A,CHEVROLET ONIX LT OIB330,"15009,48","3989,8614","18.999,34"
1919,23/5/2022,561,AUTOMOTIVE PREPARATION AND OFFICE,M - A,0,BUDGET,FIAT ARGO AD906WX,0,0,"17.000,00"
1920,23/5/2022,561,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,00002-00001013,BUDGET,CHEVROLET ONIX OIB330,0,0,"4.500,00"
1921,23/5/2022,561,OTHER EXPENSES - GENERAL,CAN CAR EDU,0,RECEIPT,REPAIR TELEPHONE LINES,0,0,"3.500,00"
1922,23/5/2022,561,EXPENDITURES BY GESTORIA,GES,0,INVOICE C,PROCEDURES VS.,0,0,"83.695,00"
1923,24/5/2022,562,FUELS AND LUBRICANTS,PER HER S.R,00011-00006524,INVOICE A,CHEVROLET ONIX OIB330,"1185,00",315,"1.500,00"
1924,24/5/2022,562,WALLET CHECKS,FID MAR,887631,CHECK,RETA X EFFECTIVE CHECK 08897631,0,0,"12.440,14"
1925,24/5/2022,562,WALLET CHECKS,GUT JUA CAR,215,THIRD CHECK,RETA X EFFECTIVE CHECK 00000215,0,0,"30.000,00"
1926,24/5/2022,562,AUTOMOTIVE PREPARATION AND OFFICE,LAV EL ROS,951751,BUDGET,CHEVROLET ONIX LT OIB330,0,0,"1.200,00"
1927,24/5/2022,562,FUELS AND LUBRICANTS,PER HER S.R,00011-00006530,INVOICE A,FIAT MOBI,"2370,00",630,"3.000,00"
1928,24/5/2022,562,AUTOMOTIVE PREPARATION AND OFFICE,CBA MEC INT,0001-00000245,BUDGET,RENAULT SANDERO AC239XM,0,0,"3.500,00"
