,Corporation,Shop,Supplier,Payment Type,Date Issue,Number,Invoice,Partial amount,Total Amount,Tag,Group,Status,Paid Status
8923,Con culpas S.A.S.,CDLM 2,G V ( - G V,Contado,09/05/2023,0005-00010522,Recibo,1000,1000,Verduleria,Frutas y Verduras,Cerrado,PAGADA
8924,Con culpas S.A.S.,CDLM 2,A L D C ( - A L D C,Contado,09/05/2023,0002-00010523,Recibo,1100,1100,Pollo,"Carne, Pollo y Pescado",Cerrado,PAGADA
8925,Con culpas S.A.S.,CDLM 1,E U ( - E U,Contado,09/05/2023,0001-00016919,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
8926,Con culpas S.A.S.,CDLM 1,A P G ( - A P G,Contado,09/05/2023,0001-00016920,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
8927,Con culpas S.A.S.,CDLM 1,C E ( - C E,Contado,09/05/2023,0001-00016921,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
8928,Con culpas S.A.S.,CDLM 1,C C ( - C C 1,Contado,09/05/2023,0001-00016922,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
8929,Con culpas S.A.S.,CDLM 3,C G E ( - C G E,Contado,09/05/2023,0003-00009848,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
8930,Con culpas S.A.S.,CDLM 3,A J C ( - A J C,Contado,09/05/2023,0003-00009847,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
8931,Con culpas S.A.S.,CDLM 2,V S ( - V S,Contado,09/05/2023,0005-00010527,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
8932,Con culpas S.A.S.,CDLM 3,L P ( - L P,Contado,09/05/2023,0003-00009845,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
8933,Con culpas S.A.S.,CDLM 2,J O ( - J O,Contado,09/05/2023,0005-00010526,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
8934,Con culpas S.A.S.,CDLM 2,P F ( - P F,Contado,09/05/2023,0005-00010524,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
8935,Con culpas S.A.S.,CDLM 3,L M P ( - L M P,Contado,09/05/2023,0003-00009844,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
8936,Con culpas S.A.S.,CDLM 3,M G ( - M G,Contado,09/05/2023,0003-00009846,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
8937,Con culpas S.A.S.,CDLM 2,I L ( - I L,Contado,09/05/2023,0005-00010529,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
8938,Con culpas S.A.S.,CDLM 5,R A ( - R A,Contado,09/05/2023,0005-00000350,Recibo,8000,8000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
8939,Con culpas S.A.S.,CDLM 2,N L ( - N L,Contado,09/05/2023,0005-00010531,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
8940,Con culpas S.A.S.,CDLM 2,M I ( - M I,Contado,09/05/2023,0005-00010530,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
8941,Con culpas S.A.S.,CDLM 4,M E ( - M E,Contado,09/05/2023,0004-00004856,Recibo,3500,3500,Empleado Eventual,Sueldos,Cerrado,PAGADA
8942,Con culpas S.A.S.,CDLM 6,C C C ( - L S,Contado,09/05/2023,0006-00001378,Recibo,17400,17400,Limpieza,Limpieza,Cerrado,PAGADA
8943,Con culpas S.A.S.,CDLM 6,S S ( - S S,Contado,09/05/2023,0006-00001379,Recibo,2550,2550,Sin Asignacion,Sin Grupo,Cerrado,PAGADA
8944,Con culpas S.A.S.,CDLM 6,E O ( - E O,Contado,09/05/2023,0006-00001380,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
8945,Con culpas S.A.S.,CDLM 1,D S ( - D,Cta Cte,09/05/2023,0003-00422820,Fact. A,"66471,06","66471,06",Bebidas,Bebidas,Cerrado,PAGADA
8946,Con culpas S.A.S.,CDLM 1,D ( - E D S N A,Contado,09/05/2023,0012-00001472,Fact. A,"2500,04","2500,04",Combustible,Flete,Cerrado,PAGADA
8947,Con culpas S.A.S.,CDLM 2,A L D C ( - A L D C,Contado,09/05/2023,0110-00004756,Fact. A,"61106,26","61106,26",Pollo,"Carne, Pollo y Pescado",Cerrado,PAGADA
8948,Con culpas S.A.S.,CDLM 2,A C S ( - A C,Cta Cte,09/05/2023,0006-00051537,Fact. A,"219708,98","219708,98",Almacen,Almacen,Cerrado,PAGADA
8949,Con culpas S.A.S.,CDLM 2,A C S ( - A C,Cta Cte,09/05/2023,0006-00051538,Fact. A,"53977,18","53977,18",Almacen,Almacen,Cerrado,PAGADA
8950,Con culpas S.A.S.,CDLM 2,B C O ( - I D,Cta Cte,09/05/2023,0010-00000357,Fact. A,"241254,64","241254,64",Empanados,Almacen,Cerrado,PAGADA
8951,Con culpas S.A.S.,CDLM 2,A A E I S ( - A,Cta Cte,09/05/2023,0015-00016058,Fact. A,"149968,74","149968,74",Aceite,Almacen,Cerrado,PAGADA
8952,Con culpas S.A.S.,CDLM 2,O R D ( - O D,Cta Cte,09/05/2023,0169-00026111,Fact. A,"122374,53","122374,53",Almacen,Almacen,Cerrado,PAGADA
8953,Con culpas S.A.S.,CDLM 1,M D G ( - M D G,Contado,09/05/2023,0001-09052023,Recibo,210000,210000,Verduleria,Frutas y Verduras,Cerrado,PAGADA
8954,Con culpas S.A.S.,CDLM 6,A C S ( - A C,Cta Cte,09/05/2023,0007-00160325,Fact. A,"121818,98","121818,98",Almacen,Almacen,Cerrado,PAGADA
8955,Con culpas S.A.S.,CDLM 6,A L S ( - A L,Cta Cte,09/05/2023,0044-00066868,Fact. A,"5815,12","5815,12",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
8956,Con culpas S.A.S.,CDLM 6,M S ( - M S,Cta Cte,09/05/2023,0002-00055647,Fact. A,"8744,16","8744,16",Almacen,Almacen,Cerrado,PAGADA
8957,Con culpas S.A.S.,CDLM 6,A L S ( - A L,Cta Cte,09/05/2023,0040-00124033,Fact. A,"32360,55","32360,55",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
8958,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,09/05/2023,0002-00010516,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
8959,Con culpas S.A.S.,CDLM 2,G V ( - G V,Contado,09/05/2023,0002-00010517,Recibo,1700,1700,Verduleria,Frutas y Verduras,Cerrado,PAGADA
8960,Con culpas S.A.S.,CDLM 4,O R D ( - O D,Cta Cte,09/05/2023,0167-00029512,Fact. A,"127066,72","127066,72",Almacen,Almacen,Cerrado,PAGADA
8961,Con culpas S.A.S.,CDLM 1,O R D ( - O D,Cta Cte,09/05/2023,0125-00016619,Fact. A,"126213,5","126213,5",Almacen,Almacen,Cerrado,PAGADA
8962,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,09/05/2023,3645-00000959,Fact. A,"723,28","723,28",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
8963,Con culpas S.A.S.,CDLM 3,S O ( - S O,Contado,09/05/2023,0003-00009842,Recibo,4500,4500,Empleado Eventual,Sueldos,Cerrado,PAGADA
8964,Con culpas S.A.S.,CDLM 2,A L S ( - A L,Cta Cte,09/05/2023,0040-00124084,Fact. A,35495,35495,Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
8965,Con culpas S.A.S.,CDLM 2,I A ( - I A,Contado,09/05/2023,0005-00010520,Recibo,5500,5500,Empleado Eventual,Sueldos,Cerrado,PAGADA
8966,Con culpas S.A.S.,CDLM 2,M S ( - M S,Cta Cte,09/05/2023,0002-00055669,Fact. A,"11319,11","11319,11",Almacen,Almacen,Cerrado,PAGADA
8967,Con culpas S.A.S.,CDLM 3,I D ( - I D,Contado,09/05/2023,0003-00009843,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
8968,Con culpas S.A.S.,CDLM 6,L S ( - I,Cta Cte,09/05/2023,0013-00030604,Fact. A,"2639,99","2639,99",Bebidas sin Alcohol,Bebidas,Cerrado,PAGADA
8969,Con culpas S.A.S.,CDLM 2,T S ( - E J,Cta Cte,09/05/2023,0002-00009721,Fact. A,78045,78045,Almacen,Almacen,Cerrado,PAGADA
8970,Con culpas S.A.S.,CDLM 6,P F V ( - P F V,Contado,09/05/2023,0002-00000446,Fact. C,11200,11200,Honorarios Profesionales,Sueldos,Cerrado,PAGADA
8971,Con culpas S.A.S.,CDLM 2,A L S ( - A L,Cta Cte,09/05/2023,0044-00066898,Fact. A,"6578,83","6578,83",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
8972,Con culpas S.A.S.,CDLM 5,K S ( - P E R,Cta Cte,09/05/2023,0023-00005595,Fact. A,16369,16369,Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
8973,Con culpas S.A.S.,CDLM 2,M G ( - M G 1,Contado,09/05/2023,0002-00010518,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
8974,Con culpas S.A.S.,CDLM 2,A A E I S ( - A,Cta Cte,09/05/2023,0015-00016059,Fact. A,382996,382996,Aceite,Almacen,Cerrado,PAGADA
8975,Con culpas S.A.S.,CDLM 1,A - A - F A M M ( - A - A - F A M M,Contado,09/05/2023,0001-00052023,Recibo,"21975,44","21975,44",Impuestos,Impuestos,Cerrado,PAGADA
8976,Con culpas S.A.S.,CDLM 2,M S ( - M,Cta Cte,09/05/2023,0002-00025163,Fact. A,"511394,4","511394,4",Descartables,Descartables,Cerrado,PAGADA
8977,Con culpas S.A.S.,CDLM 2,A C S ( - F,Contado,09/05/2023,0011-00015872,Fact. A,"177724,8","177724,8",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
8978,Con culpas S.A.S.,CDLM 1,A - M - F A M M ( - A - M - F A M M,Contado,09/05/2023,0001-00052023,Recibo,"7961,38","7961,38",Impuestos,Impuestos,Cerrado,PAGADA
8979,Con culpas S.A.S.,CDLM 3,O R D ( - O D,Cta Cte,09/05/2023,0169-00026123,Fact. A,"117591,76","117591,76",Almacen,Almacen,Cerrado,PAGADA
8980,Con culpas S.A.S.,CDLM 2,A N ( - A N,Contado,09/05/2023,0002-00010519,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
8981,Con culpas S.A.S.,La Embajada,M S ( - A / C / L / L T,Cta Cte,09/05/2023,1028-00010175,Fact. A,"223719,99","223719,99",Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
8982,Con culpas S.A.S.,La Embajada,M S ( - A / C / L / L T,Cta Cte,09/05/2023,1028-00010176,Fact. A,"332100,64","332100,64",Carne,"Carne, Pollo y Pescado",Cerrado,PENDIENTE
8983,Con culpas S.A.S.,La Embajada,M S ( - A / C / L / L T,Cta Cte,10/05/2023,1028-00010179,Fact. A,"50467,49","50467,49",Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
8984,Con culpas S.A.S.,CDLM 3,K S ( - P E R,Cta Cte,10/05/2023,0023-00005623,Fact. A,"32792,86","32792,86",Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
8985,Con culpas S.A.S.,CDLM 1,A 8 ( - S D T,Contado,10/05/2023,0001-00017006,Recibo,1870,1870,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
8986,Con culpas S.A.S.,CDLM 2,L O C S ( - S G,Contado,10/05/2023,0003-00026466,Fact. A,"91042,16","91042,16",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
8987,Con culpas S.A.S.,CDLM 2,T D S ( - T D,Cta Cte,10/05/2023,0005-00026682,Fact. A,"177359,61","177359,61",Almacen,Almacen,Cerrado,PAGADA
8988,Con culpas S.A.S.,CDLM 2,N A S ( - A,Cta Cte,10/05/2023,0002-00022074,Fact. A,"152437,24","152437,24",Limpieza,Limpieza,Cerrado,PAGADA
8989,Con culpas S.A.S.,CDLM 6,O C ( - F Y V,Contado,10/05/2023,0009-00012388,Recibo,57550,57550,Verduleria,Frutas y Verduras,Cerrado,PAGADA
8990,Con culpas S.A.S.,CDLM 1,V D ( - V D,Contado,10/05/2023,0001-00006926,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
8991,Con culpas S.A.S.,CDLM 5,A C ( - A C,Contado,10/05/2023,0005-00000351,Recibo,2000,2000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
8992,Con culpas S.A.S.,CDLM 1,U D T D T H Y G D L R A - ( - U - M,Contado,10/05/2023,0006-00042023,Fact. B,"82364,76","82364,76",Sueldos,Sueldos,Cerrado,PAGADA
8993,Con culpas S.A.S.,CDLM 1,J C C ( - J C,Contado,10/05/2023,0001-00006898,Recibo,6000,6000,Limpieza,Limpieza,Cerrado,PAGADA
8994,Con culpas S.A.S.,CDLM 2,E N P ( - E N P,Contado,10/05/2023,0002-00010537,Recibo,4400,4400,Pollo,"Carne, Pollo y Pescado",Cerrado,PAGADA
8995,Con culpas S.A.S.,CDLM 3,L P ( - L P,Contado,10/05/2023,0003-00009857,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
8996,Con culpas S.A.S.,CDLM 3,A A ( - A A,Contado,10/05/2023,0003-00009856,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
8997,Con culpas S.A.S.,CDLM 3,M G ( - M G 1,Contado,10/05/2023,0003-00009855,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
8998,Con culpas S.A.S.,CDLM 3,C G E ( - C G E,Contado,10/05/2023,0003-00009854,Recibo,2600,2600,Empleado Eventual,Sueldos,Cerrado,PAGADA
8999,Con culpas S.A.S.,CDLM 2,I L ( - I L,Contado,10/05/2023,0002-00010535,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9000,Con culpas S.A.S.,CDLM 3,L M P ( - L M P,Contado,10/05/2023,0003-00009853,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9001,Con culpas S.A.S.,CDLM 6,I S ( - T,Contado,10/05/2023,0006-00001381,Recibo,3000,3000,Hielo,Bebidas,Cerrado,PAGADA
9002,Con culpas S.A.S.,CDLM 1,R S P ( - R S P,Contado,10/05/2023,0001-00006926,Recibo,2500,2500,Almacen,Almacen,Cerrado,PAGADA
9003,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,10/05/2023,0018-00003657,Fact. A,"1125,22","1125,22",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9004,Con culpas S.A.S.,CDLM 1,A M L ( - L M A,Contado,10/05/2023,0001-00006900,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9005,Con culpas S.A.S.,CDLM 1,U D T D T H Y G D L R A - ( - U - M,Contado,10/05/2023,0004-00042023,Fact. B,185000,185000,Sueldos,Sueldos,Cerrado,PAGADA
9006,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,10/05/2023,0003-00009843,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9007,Con culpas S.A.S.,CDLM 6,U D T D T H Y G D L R A - ( - U - M,Contado,10/05/2023,0005-00042023,Fact. B,"17089,44","17089,44",Sueldos,Sueldos,Cerrado,PAGADA
9008,Con culpas S.A.S.,CDLM 3,L M P ( - L M P,Contado,10/05/2023,0003-00009852,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9009,Con culpas S.A.S.,CDLM 1,U D T D T H Y G D L R A - ( - U - M,Contado,10/05/2023,0003-00042023,Fact. B,"82364,76","82364,76",Sueldos,Sueldos,Cerrado,PAGADA
9010,Con culpas S.A.S.,CDLM 1,U D T D T H Y G D L R A - ( - U - M,Contado,10/05/2023,0002-00042023,Fact. B,"24172,61","24172,61",Sueldos,Sueldos,Cerrado,PAGADA
9011,Con culpas S.A.S.,CDLM 1,U D T D T H Y G D L R A - ( - U - M,Contado,10/05/2023,0001-00042023,Fact. B,"45937,23","45937,23",Sueldos,Sueldos,Cerrado,PAGADA
9012,Con culpas S.A.S.,CDLM 3,F G ( - F G 1,Contado,10/05/2023,0002-00000599,Fact. A,8710,8710,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
9013,Con culpas S.A.S.,La Embajada,S S ( - S,Contado,10/05/2023,0208-00047020,Fact. A,6150,6150,Servicios,Servicios y Honorarios,Cerrado,PAGADA
9014,Con culpas S.A.S.,CDLM 1,M C ( - M C,Contado,10/05/2023,0001-00006899,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9015,Con culpas S.A.S.,CDLM 5,S S ( - S,Contado,10/05/2023,0279-00174100,Fact. A,3090,3090,Servicios,Servicios y Honorarios,Cerrado,PAGADA
9016,Con culpas S.A.S.,CDLM 3,A J C ( - A J C,Contado,10/05/2023,0003-00009851,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9017,Con culpas S.A.S.,CDLM 3,M G ( - M G 1,Contado,10/05/2023,0003-00009850,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9018,Con culpas S.A.S.,CDLM 3,P V ( - W,Contado,10/05/2023,0011-00001353,Fact. A,"1200,01","1200,01",Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
9019,Con culpas S.A.S.,CDLM 3,O M S ( - P,Cta Cte,10/05/2023,0005-00047803,Fact. A,"336269,65","336269,65",Alquiler,Alquiler y Expensas,Cerrado,PAGADA
9020,Con culpas S.A.S.,CDLM 6,A M O ( - A M O,Contado,10/05/2023,0006-00001382,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9021,Con culpas S.A.S.,CDLM 6,S S ( - S,Contado,10/05/2023,0208-00047033,Fact. A,6200,6200,Servicios,Servicios y Honorarios,Cerrado,PAGADA
9022,Con culpas S.A.S.,CDLM 1,J O ( - J O 1,Contado,10/05/2023,0001-00006929,Recibo,4000,4000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9023,Con culpas S.A.S.,CDLM 1,M C ( - M C,Contado,10/05/2023,0001-00016923,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9024,Con culpas S.A.S.,CDLM 5,P S ( - C F,Contado,10/05/2023,0200-00000112,Fact. A,"1010,09","1010,09",Farmacia,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
9025,Con culpas S.A.S.,CDLM 4,A N R ( - A N R,Contado,10/05/2023,0004-00004857,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9026,Con culpas S.A.S.,CDLM 4,S O ( - S O,Contado,10/05/2023,0004-00004859,Recibo,4500,4500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9027,Con culpas S.A.S.,CDLM 4,E A ( - E A,Contado,10/05/2023,0004-00004860,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9028,Con culpas S.A.S.,CDLM 5,R A ( - R A,Contado,10/05/2023,0001-00002222,Recibo,19000,19000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
9029,Con culpas S.A.S.,CDLM 5,D D F ( - D D F,Contado,10/05/2023,0011-00000423,Fact. A,1180,1180,Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
9030,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,10/05/2023,0018-00003664,Fact. A,600,600,Kiosco y Supermercado,Almacen,Abierto,PAGADA
9031,Con culpas S.A.S.,CDLM 1,C S ( - E / J / V,Contado,10/05/2023,4978-00811233,Ticket,"1690,8","1690,8",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9032,Con culpas S.A.S.,CDLM 2,J P N ( - J P N,Contado,10/05/2023,0002-00010532,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9033,Con culpas S.A.S.,CDLM 2,J O ( - J O,Contado,10/05/2023,0002-00010533,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9034,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,10/05/2023,0002-00010534,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9035,Con culpas S.A.S.,CDLM 2,I A ( - I A,Contado,10/05/2023,0002-00010541,Recibo,5500,5500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9036,Con culpas S.A.S.,CDLM 5,D D G C S ( - E,Contado,10/05/2023,0401-00789100,Fact. A,"11671,29","11671,29",Servicios,Servicios y Honorarios,Cerrado,PAGADA
9037,Con culpas S.A.S.,CDLM 2,A A ( - A A,Contado,10/05/2023,0002-00010536,Recibo,5500,5500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9038,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,10/05/2023,0002-00010539,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9039,Con culpas S.A.S.,CDLM 2,I S ( - I S,Contado,10/05/2023,0002-00010538,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9040,Con culpas S.A.S.,CDLM 1,V D ( - V D,Contado,10/05/2023,0005-00006929,Recibo,2800,2800,Empleado Eventual,Sueldos,Cerrado,PAGADA
9041,Con culpas S.A.S.,CDLM 1,F A O ( - F A O,Contado,10/05/2023,0001-00006929,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9042,Con culpas S.A.S.,CDLM 1,A P G ( - A P G,Contado,10/05/2023,0001-00000628,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9043,Con culpas S.A.S.,CDLM 1,C E ( - C E 1,Contado,10/05/2023,0001-00006927,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9044,Con culpas S.A.S.,CDLM 2,D S ( - E D S D,Contado,11/05/2023,0010-00079407,Fact. A,"8000,1","8000,1",Combustible,Flete,Cerrado,PAGADA
9045,Con culpas S.A.S.,CDLM 6,J S ( - J,Cta Cte,11/05/2023,0006-00415844,Fact. A,"46872,87","46872,87",Bebidas,Bebidas,Cerrado,PAGADA
9046,Con culpas S.A.S.,CDLM 4,J A ( - J A,Contado,11/05/2023,0004-00004861,Recibo,2000,2000,Empleado Eventual,Sueldos,Cerrado,PAGADA
9047,Con culpas S.A.S.,CDLM 6,S A S ( - S A,Cta Cte,11/05/2023,0018-00002518,Fact. A,"511952,35","511952,35",Papas Congeladas,Almacen,Cerrado,PAGADA
9048,Con culpas S.A.S.,CDLM 2,P S S ( - P S S,Cta Cte,11/05/2023,0002-00075025,N/Cred. A,"-14379,56","-14379,56",Sueldos,Sueldos,Cerrado,PAGADA
9049,Con culpas S.A.S.,CDLM 2,M S - N - ( - E C D L M - N -,Cta Cte,11/05/2023,0048-00000190,Recibo,60936,60936,Marketing e Indumentaria,Inversion,Cerrado,PAGADA
9050,Con culpas S.A.S.,CDLM 2,M S - N - ( - E C D L M - N -,Cta Cte,11/05/2023,0048-00000191,Recibo,19352,19352,Marketing e Indumentaria,Inversion,Cerrado,PAGADA
9051,Con culpas S.A.S.,CDLM 4,M E ( - M E,Contado,11/05/2023,0004-00004862,Recibo,2250,2250,Empleado Eventual,Sueldos,Cerrado,PAGADA
9052,Con culpas S.A.S.,CDLM 3,O R D ( - O D,Cta Cte,11/05/2023,0154-00032124,N/Cred. A,"7435,56","-7435,56",Almacen,Almacen,Abierto,PAGADA
9053,Con culpas S.A.S.,CDLM 2,S A S ( - S A,Cta Cte,11/05/2023,0018-00002509,Fact. A,"167219,21","167219,21",Papas Congeladas,Almacen,Cerrado,PAGADA
9054,Con culpas S.A.S.,CDLM 1,V D ( - V D,Contado,11/05/2023,0001-00017002,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9055,Con culpas S.A.S.,CDLM 1,L B ( - L B,Contado,11/05/2023,0001-00017003,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9056,Con culpas S.A.S.,CDLM 2,S A S ( - S A,Cta Cte,11/05/2023,0018-00002517,Fact. A,"682603,13","682603,13",Papas Congeladas,Almacen,Cerrado,PAGADA
9057,Con culpas S.A.S.,CDLM 2,G S ( - G D,Cta Cte,11/05/2023,0003-00081761,Fact. A,"163214,83","163214,83",Bebidas con Alcohol,Bebidas,Cerrado,PAGADA
9058,Con culpas S.A.S.,CDLM 1,R S P ( - R S P,Contado,11/05/2023,0001-00017004,Recibo,2700,2700,Almacen,Almacen,Cerrado,PAGADA
9059,Con culpas S.A.S.,CDLM 1,D ( - E D S N A,Contado,11/05/2023,0013-00018935,Fact. A,"2500,04","2500,04",Combustible,Flete,Cerrado,PAGADA
9060,Con culpas S.A.S.,CDLM 2,P F ( - P F,Contado,11/05/2023,0002-00010551,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9061,Con culpas S.A.S.,CDLM 1,R A S ( - R,Contado,11/05/2023,0002-00527363,Fact. A,"184,75","184,75",Apps,Apps,Cerrado,PAGADA
9062,Con culpas S.A.S.,CDLM 1,R A S ( - R,Contado,11/05/2023,0002-00537396,Fact. A,"1167,7","1167,7",Apps,Apps,Cerrado,PAGADA
9063,Con culpas S.A.S.,CDLM 2,S A S ( - S A,Cta Cte,11/05/2023,0018-00002516,Fact. A,"511952,35","511952,35",Papas Congeladas,Almacen,Cerrado,PAGADA
9064,Con culpas S.A.S.,CDLM 6,D S V A ( - M M,Contado,11/05/2023,0006-00001383,Recibo,850,850,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9065,Con culpas S.A.S.,CDLM 5,C N A ( - C N A,Cta Cte,11/05/2023,0001-00000351,Fact. A,24200,24200,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
9066,Con culpas S.A.S.,CDLM 1,L M L ( - A C,Contado,11/05/2023,0001-00017005,Recibo,1600,1600,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
9067,Con culpas S.A.S.,CDLM 3,G R ( - G R,Contado,11/05/2023,0003-00009858,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9068,Con culpas S.A.S.,CDLM 3,A J C ( - A J C,Contado,11/05/2023,0003-00009859,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9069,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,11/05/2023,0003-00009860,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9070,Con culpas S.A.S.,CDLM 4,J G ( - J G,Contado,11/05/2023,0004-00004863,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
9071,Con culpas S.A.S.,CDLM 2,I L ( - I L,Contado,11/05/2023,0002-00010544,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
9072,Con culpas S.A.S.,CDLM 2,A A ( - A A,Contado,11/05/2023,0002-00010545,Recibo,5500,5500,Empleado Eventual,Sueldos,Cerrado,PAGADA
9073,Con culpas S.A.S.,CDLM 2,M G ( - M G 1,Contado,11/05/2023,0002-00010543,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
9074,Con culpas S.A.S.,CDLM 2,O L ( - O L,Contado,11/05/2023,0002-00010546,Recibo,400,400,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
