Item,Date,Month,Year,Payment_method,Operation_number,,,Bill_number,Article,Description,Colour,Quantity,Price,Total,Shipping_income,Shipping_outcome,Comision,Extras,CMV,Net_gain,Shipping_method,Province,CP,Status
564,13/3/2023,3,2023,MP,200000363358164,,,1773,8500,Nordic candle,Natural,1,3590,3590,0,0,"652,6",0,1882,"2937,4",Particular,Buenos Aires,1642,Paid
565,14/3/2023,3,2023,MP,200000363358165,,,1774,8500,Nordic candle,Natural,1,3590,3590,355,355,"652,6","59,18",1882,"2878,22",Particular,Cordoba,5000,Extra by Cordoba taxes
573,14/3/2023,3,2023,MP,200000363358171,,,1781,8500,Nordic candle,Natural,2,3590,7180,1610,1610,"1305,2","131,86",3764,"5742,94",Particular,Cordoba,5147,Extra by Cordoba taxes
572,14/3/2023,3,2023,MP,200000363358170,,,1780,8500,Nordic candle,Natural,2,3590,7180,1730,1730,"1305,2","133,65",3764,"5741,15",Particular,Neuquén,8340,Extra by Neuquen taxes
569,14/3/2023,3,2023,MP,200000363358167,,,1777,8500,Nordic candle,Natural,6,3590,21540,0,0,"3915,6",0,11292,"17624,4",Particular,Buenos Aires,7030,Paid
568,14/3/2023,3,2023,MP,200000363358168,,,1777,8500,Nordic candle,Natural,4,3590,14360,624,624,"2610,4",0,7528,"11749,6",Particular,Buenos Aires,7030,Paid
570,14/3/2023,3,2023,MP,200000363358169,,,1778,8500,Nordic candle,Natural,2,3590,7180,0,0,"1305,2",0,3764,"5874,8",Particular,Buenos Aires,1900,Paid
571,14/3/2023,3,2023,MP,200000363358562,,,1779,8500,Nordic candle,Natural,1,3590,3590,1235,1235,"652,6",0,1882,"2937,4",Particular,Buenos Aires,1629,Paid
566,14/3/2023,3,2023,MP,200000363358561,,,1775,8500,Nordic candle,Natural,1,3590,3590,1320,1320,"652,6",0,1882,"2937,4",Particular,Caba,1408,Paid
567,14/3/2023,3,2023,MP,200000363358166,,,1776,8500,Nordic candle,Natural,2,3590,7180,855,855,"1305,2",0,3764,"5874,8",Particular,Caba,1425,Paid
575,15/3/2023,3,2023,MP,200000363358564,,,1783,7797358,Game towel and cannon wipe,Sky blue,1,6190,6190,1595,1595,"1016,6","116,77",3296,"5056,63",Particular,Entre Ríos,3100,Extra by Entre Rios taxes
576,15/3/2023,3,2023,MP,200000363358172,,,1784,8500,Nordic candle,Natural,1,3590,3590,855,855,"652,6",0,1882,"2937,4",Particular,Buenos Aires,6663,Paid
574,15/3/2023,3,2023,MP,200000363358563,,,1782,8500,Nordic candle,Natural,1,3590,3590,1235,1235,"652,6",0,1882,"2937,4",Particular,Caba,1157,Paid
577,16/3/2023,3,2023,MP,200000363358173,,,1785,8500,Nordic candle,Natural,1,3590,3590,0,0,"652,6",0,1882,"2937,4",Particular,Buenos Aires,1885,Paid
578,16/3/2023,3,2023,MP,200000363358565,,,1786,8500,Nordic candle,Natural,1,3590,3590,1200,1200,"652,6","215,55",1882,"2721,85",Particular,Santa Fe,3000,Retention imposed by Santa Fe taxes
579,21/3/2023,3,2023,MP,200000363358959,,,1787,8500,Nordic candle,Natural,1,3590,3590,1200,,,,1882,4790,Mail,Buenos Aires,1885,Paid
580,27/3/2023,3,2023,TR,200000363358961,,,1787,1122T,2 Squares Tusor Raya,Gray Raya,1,25000,25000,1000,"988,52",,,14498,"25011,48",Mail,Buenos Aires,1900,Paid
582,1/4/2023,4,2023,EF,200000363358958,,,2321,5603,Bee nest ride blanket,#VALUE!,3,3200,9600,,,,,2400,9600,Mail,Misiones,3334,Extra by Santa Fe taxes
581,1/4/2023,4,2023,EF,200000363358793,,,2255,5413,Container bag,#VALUE!,2,2067,4134,-3118,1256,,,3506,-240,Mail,Chaco,3708,Iibb withholding of Santa Fe
585,1/4/2023,4,2023,EF,200000363358794,,,2256,5567,Manta Patagonia 2 Plaza,#VALUE!,2,3764,7528,,,,,0,7528,Mail,Buenos Aires,1727,Paid
583,1/4/2023,4,2023,EF,200000363358960,,,2322,5555,Spigue Woven Bed Foot,#VALUE!,2,4244,8488,,,,,8994,8488,Mail,Buenos Aires,1727,Saturday morning
584,1/4/2023,4,2023,EF,200000363358962,,,2322,5557,Manta Patagonia Plaza,#VALUE!,2,2336,4672,,,,,0,4672,Mail,Buenos Aires,1727,Saturday morning
586,1/4/2023,4,2023,EF,200000363358963,,,2323,5556,Manta Pampa Plaza,#VALUE!,2,3218,6436,,,,,5454,6436,Mail,Buenos Aires,1727,Saturday morning
589,2/4/2023,4,2023,MP,200000363358175,,,1788,8500,Nordic candle,Natural,4,3590,14360,623,623,"2610,4","224,76",7528,"11524,84",Particular,Cordoba,5000,Extra by Cordoba taxes
592,4/4/2023,4,2023,MP,200000363358178,,,1791,8500,Nordic candle,Natural,2,3590,7180,855,855,"1305,2",0,3764,"5874,8",Particular,Buenos Aires,1627,Paid
587,4/4/2023,4,2023,EF,200000363358965,,,2324,7797358,Game towel and cannon wipe,Sky blue,2,4500,9000,,,,,6592,9000,Mail,Buenos Aires,1727,Saturday morning
588,4/4/2023,4,2023,EF,200000363358967,,,2324,7797358,Game towel and cannon wipe,Violet,2,4500,9000,,,,,6592,9000,Mail,Buenos Aires,1727,Saturday morning
593,5/4/2023,4,2023,MP,200000363358795,,,1792,1124T,2 Squares Tusor,Sand,1,22500,22500,1000,"1075,16",1363,1175,12433,"19886,84",Mail,Tucumán,4000,Tucuman IIBB tax retention
594,6/4/2023,4,2023,MP,200000363358179,,,1793,8500,Nordic candle,Natural,1,3790,3790,0,0,"680,6","56,85",1882,"3052,55",Particular,Cordoba,5001,Extra by Cordoba taxes
595,6/4/2023,4,2023,MP,200000363358180,,,1794,5413,Container bag,Natural,2,3690,7380,792,792,"1332,2",0,3506,"6047,8",Particular,Buenos Aires,1625,Paid
596,6/4/2023,4,2023,MP,200000363358566,,,1795,8500,Nordic candle,Natural,1,3790,3790,1440,1440,"680,6",0,1882,"3109,4",Particular,Buenos Aires,1842,Paid
597,7/4/2023,4,2023,MP,200000363358181,,,1796,8500,Nordic candle,Natural,2,3790,7580,855,855,"1361,2",0,3764,"6218,8",Particular,Buenos Aires,1752,Paid
598,10/4/2023,4,2023,MP,200000363358567,,,2233,8500,Nordic candle,Natural,0,0,0,0,0,0,"1699,99",0,"-1699,99",Particular,Entre Ríos,3174,Extra by Entre Rios taxes
600,10/4/2023,4,2023,MP,200000363358183,,,1797,8500,Nordic candle,Natural,1,"3600,5","3600,5",0,0,"654,07","54,01",1882,"2892,42",Particular,Neuquén,8300,Extra by Neuquen taxes
601,11/4/2023,4,2023,MP,200000363358184,,,1798,8500,Nordic candle,Natural,1,"3600,5","3600,5",0,0,"654,07",0,1882,"2946,43",Particular,Buenos Aires,1896,Paid
599,12/4/2023,4,2023,EF,200000363358964,,,2323,2300,Catre sheets,Caritas winter,1,3300,3300,,,,,1901,3300,Withdrawal,Buenos Aires,1727,Saturday morning
602,14/4/2023,4,2023,MP,200000363358185,,,1799,8500,Nordic candle,Natural,1,"3600,5","3600,5",0,0,"654,07","54,01",1882,"2892,42",Particular,Buenos Aires,1640,Extra by Rio Negro taxes
604,14/4/2023,4,2023,MP,200000363358569,,,2233,8500,Nordic candle,Natural,0,0,0,0,0,0,"1264,99",0,"-1264,99",Particular,Buenos Aires,1655,In stock
603,14/4/2023,4,2023,MP,200000363358568,,,1800,8500,Nordic candle,Natural,1,"3600,5","3600,5",1125,1125,"654,07",0,1882,"2946,43",Particular,Buenos Aires,1832,Paid
605,14/4/2023,4,2023,MP,200000363358570,,,1801,8500,Nordic candle,Natural,1,"3600,5","3600,5",1800,1800,"654,07",0,1882,"2946,43",Particular,Buenos Aires,1900,Paid
606,14/4/2023,4,2023,MP,200000363358571,,,1802,8500,Nordic candle,Natural,1,"3600,5","3600,5",1625,1625,"654,07",0,1882,"2946,43",Particular,Buenos Aires,1832,Paid
607,14/4/2023,4,2023,MP,200000363358572,,,1803,8500,Nordic candle,Natural,1,"3600,5","3600,5",1440,1440,"654,07",0,1882,"2946,43",Particular,Caba,1258,Paid
610,17/4/2023,4,2023,MP,200000363358189,,,1806,8500,Nordic candle,Natural,1,"3600,5","3600,5",0,0,"654,07",0,1882,"2946,43",Particular,Buenos Aires,1878,Paid
611,17/4/2023,4,2023,MP,200000363358574,,,1807,8500,Nordic candle,Natural,1,3790,3790,1800,1800,"680,6",0,1882,"3109,4",Particular,Buenos Aires,7223,Paid
609,17/4/2023,4,2023,MP,200000363358573,,,1805,8500,Nordic candle,Natural,1,"3600,5","3600,5",1235,1235,"654,07",0,1882,"2946,43",Particular,Caba,1429,Paid
612,17/4/2023,4,2023,MP,200000363358575,,,1808,8500,Nordic candle,Natural,1,3790,3790,1600,1600,"680,6","241,65",1882,"2867,75",Particular,Santa Fe,2505,Paid
608,17/4/2023,4,2023,MP,200000363358186,,,1804,8500,Nordic candle,Natural,2,"3600,5",7201,0,0,"1308,14","324,05",3764,"5568,81",Particular,Santa Fe,3000,Retention imposed by Santa Fe taxes
613,18/4/2023,4,2023,MP,200000363358192,,,1809,8500,Nordic candle,Natural,3,3790,11370,1017,1017,"2041,8","185,82",5646,"9142,38",Particular,Mendoza,5500,Extra by Mendoza taxes
614,18/4/2023,4,2023,MP,200000363358576,,,1810,8500,Nordic candle,Natural,1,3790,3790,1520,1520,"680,6",0,1882,"3109,4",Particular,Buenos Aires,1900,Paid
615,19/4/2023,4,2023,MP,200000363358193,,,1811,8500,Nordic candle,Natural,2,"3600,5",7201,2215,2215,"1308,14",0,3764,"5892,86",Particular,Tucumán,4000,Paid
616,20/4/2023,4,2023,MP,200000363358577,,,2234,8500,Nordic candle,Natural,0,0,0,0,0,0,"1919,99",0,"-1919,99",Particular,Santa Fe,2000,Retention imposed by Santa Fe taxes
619,21/4/2023,4,2023,MP,200000363358199,,,1814,8500,Nordic candle,Natural,2,"3600,5",7201,2370,2370,"1308,14","143,49",3764,"5749,37",Particular,Corrientes,3400,"It has advertising expenses inside, but they were not yet calculated"
617,21/4/2023,4,2023,MP,200000363358197,,,1812,8500,Nordic candle,Natural,1,"3600,5","3600,5",0,0,"654,07",0,1882,"2946,43",Particular,Caba,1419,Paid
620,21/4/2023,4,2023,MP,200000363358200,,,1815,8500,Nordic candle,Natural,1,"3600,5","3600,5",0,0,"654,07",0,1882,"2946,43",Particular,Caba,1419,Paid
618,21/4/2023,4,2023,MP,200000363358198,,,1813,8500,Nordic candle,Natural,2,"3600,5",7201,1042,1042,"1308,14","370,95",3764,"5521,91",Particular,Santa Fe,3586,Retention imposed by Santa Fe taxes
625,22/4/2023,4,2023,MP,200000363358203,,,1820,8500,Nordic candle,Natural,1,"3600,5","3600,5",440,440,"654,07","60,54",1882,"2885,89",Particular,Cordoba,5152,Extra by Cordoba taxes
621,22/4/2023,4,2023,MP,200000363358201,,,1816,8500,Nordic candle,Natural,2,"3600,5",7201,0,0,"1308,14","108,02",3764,"5784,84",Particular,Buenos Aires,1670,Extra by Mendoza taxes
622,22/4/2023,4,2023,MP,200000363358202,,,1817,8500,Nordic candle,Natural,2,"3600,5",7201,445,445,"1308,14","114,71",3764,"5778,15",Particular,Buenos Aires,1609,Extra by Rio Negro taxes
624,22/4/2023,4,2023,MP,200000363358579,,,1819,8500,Nordic candle,Natural,1,"3600,5","3600,5",1260,1260,"654,07",0,1882,"2946,43",Particular,Buenos Aires,1708,Paid
623,22/4/2023,4,2023,MP,200000363358578,,,1818,8500,Nordic candle,Natural,1,"3600,5","3600,5",1440,1440,"654,07",0,1882,"2946,43",Particular,Caba,1414,Paid
626,23/4/2023,4,2023,MP,200000363358204,,,1821,8500,Nordic candle,Natural,2,"3600,5",7201,0,0,"1308,14",0,3764,"5892,86",Particular,Buenos Aires,8000,Paid
627,23/4/2023,4,2023,MP,200000363358580,,,1822,8500,Nordic candle,Natural,1,"3600,5","3600,5",1440,1440,"654,07",0,1882,"2946,43",Particular,Caba,1406,Paid
643,24/4/2023,4,2023,MP,200000363358206,,,1826,8500,Nordic candle,Natural,3,"3600,5","10801,5",0,0,"1962,21","162,02",6180,"8677,27",Particular,Cordoba,5000,Extra by Cordoba taxes
628,24/4/2023,4,2023,MP,200000363358581,,,1823,8500,Nordic candle,Natural,1,"3600,5","3600,5",1240,1240,"654,07",0,1882,"2946,43",Particular,Buenos Aires,1900,Paid
642,24/4/2023,4,2023,MP,200000363358582,,,1825,8500,Nordic candle,Natural,1,"3600,5","3600,5",1240,1240,"654,07",0,2060,"2946,43",Particular,Buenos Aires,1900,Paid
629,24/4/2023,4,2023,TR,200000363358966,,,1824,1014,Gabardina/Pique Square,Natural,1,13300,13300,1200,"1187,51",0,0,6830,"13312,49",Particular,Cordoba,5800,Paid
640,25/4/2023,4,2023,TR,200000363358975,,,2328,3008T,Pillow 45 * 45 Tusor,Lead,1,2700,2700,,,,,1753,2700,Mail,Buenos Aires,1727,Go for Buspack
641,25/4/2023,4,2023,TR,200000363358977,,,2329,1014,Gabardina/Pique Square,Calls,1,12600,12600,1300,"1256,68",0,0,7746,"12643,32",Mail,Mendoza,5603,Go for Buspack
631,25/4/2023,4,2023,EF,200000363358796,,,2256,2500P,SHEETS 2 Squares 1.40 meters,Natural,1,17300,17300,,,,,10590,17300,Mail,Buenos Aires,1727,Paid
635,25/4/2023,4,2023,EF,200000363358797,,,2257,3130T,60 * 60 tosor pillow,Gray Raya,2,5200,10400,,,,,6356,10400,Mail,Buenos Aires,1727,Paid
630,25/4/2023,4,2023,EF,200000363358968,,,2325,1124T,2 Squares Tusor,Lead,1,21500,8600,,,,,13179,8600,Mail,Buenos Aires,1727,Saturday morning
632,25/4/2023,4,2023,EF,200000363358969,,,2325,4500,Cannon towel and wipe game,White,2,7800,15600,,,,,9580,15600,Mail,Buenos Aires,1727,Saturday morning
636,25/4/2023,4,2023,EF,200000363358970,,,2326,3110T,Case 55 * 80 tusor,Elephant,2,3300,6600,,,,,3838,6600,Mail,Buenos Aires,1727,Saturday morning
633,25/4/2023,4,2023,EF,200000363358971,,,2326,5612,Bee/lamb nest foot 2 seats,Hazelnut,1,14100,14100,,,,,8660,14100,Mail,Buenos Aires,1727,Saturday morning
637,25/4/2023,4,2023,TR,200000363358972,,,2327,5603,Bee nest ride blanket,Silver,1,2800,2800,,,,,800,2800,Mail,Buenos Aires,1727,Saturday morning
634,25/4/2023,4,2023,EF,200000363358973,,,2327,3199,FILLING Pillow case 55 * 80,Natural,2,2000,4000,,,,,2428,4000,Mail,Buenos Aires,1727,Saturday morning
638,25/4/2023,4,2023,TR,200000363358974,,,2328,3110T,Case 55 * 80 tusor,Lead,1,2000,2000,,,,,1919,2000,Mail,Buenos Aires,1727,Saturday morning
639,25/4/2023,4,2023,TR,200000363358798,,,2257,3199,FILLING Pillow case 55 * 80,Natural,1,2000,2000,,,,,1214,2000,Mail,Buenos Aires,1727,They are in the chat with the client the prints
645,27/4/2023,4,2023,MP,200000363358584,,,2234,8500,Nordic candle,Natural,0,0,0,0,0,0,0,0,"0,01",Mail,Tucumán,4000,Aesthetic delusions
646,27/4/2023,4,2023,MP,200000363358585,,,1828,8500,Nordic candle,Natural,1,"3600,5","3600,5",940,940,"654,07",0,2060,"2946,43",Particular,Buenos Aires,8109,Paid
644,27/4/2023,4,2023,MP,200000363358583,,,1827,8500,Nordic candle,Natural,1,"3600,5","3600,5",1270,1270,"654,07",0,2060,"2946,43",Particular,Santa Fe,3000,Paid
648,28/4/2023,4,2023,MP,200000363358212,,,1830,8500,Nordic candle,Natural,3,"3600,5","10801,5",680,680,"1962,21","172,22",6180,"8667,07",Particular,Entre Ríos,3100,Extra by Entre Rios taxes
649,28/4/2023,4,2023,MP,200000363358213,,,1831,8500,Nordic candle,Natural,2,"3600,5",7201,0,0,"1308,41","108,42",4120,"5784,17",Particular,Mendoza,5500,Extra by Mendoza taxes
651,28/4/2023,4,2023,MP,200000363358215,,,1833,8500,Nordic candle,Natural,2,3990,7980,1600,1600,"1417,2","143,77",4120,"6419,03",Particular,Mendoza,5500,Extra by Mendoza taxes
653,28/4/2023,4,2023,MP,200000363358587,,,1835,8500,Nordic candle,Natural,1,3990,3990,1320,1320,"708,6",0,2060,"3281,4",Particular,Buenos Aires,1870,Paid
647,28/4/2023,4,2023,MP,200000363358586,,,1829,8500,Nordic candle,Natural,1,"3600,5","3600,5",1320,1320,"654,07",0,2060,"2946,43",Particular,Caba,1425,Paid
652,28/4/2023,4,2023,MP,200000363358216,,,1834,8500,Nordic candle,Natural,4,3990,15960,1040,1040,"2834,2",0,8240,"13125,8",Particular,Corrientes,3448,Paid
650,28/4/2023,4,2023,MP,200000363358214,,,1832,8500,Nordic candle,Natural,5,"3600,5","18002,5",0,0,"3270,35","810,11",10300,"13922,04",Particular,Santa Fe,3000,Retention imposed by Santa Fe taxes
654,29/4/2023,4,2023,MP,200000363358218,,,1836,8500,Nordic candle,Natural,15,"3600,5","54007,5",0,0,"9811,05","810,11",30900,"43386,34",Particular,Entre Ríos,3100,Extra by Entre Rios taxes
655,29/4/2023,4,2023,MP,200000363358219,,,1837,8500,Nordic candle,Natural,2,3990,7980,860,860,"1417,2",0,4120,"6562,8",Particular,Buenos Aires,1875,Paid
656,30/4/2023,4,2023,MP,200000363358220,,,1838,8500,Nordic candle,Natural,1,3990,3990,1890,1890,"708,6","88,03",2060,"3193,37",Particular,Neuquén,8300,Extra by Neuquen taxes
657,30/4/2023,4,2023,MP,200000363358221,,,1839,8500,Nordic candle,Natural,2,3990,7980,1240,1240,"1417,2",0,4120,"6562,8",Particular,Buenos Aires,1648,Paid
658,30/4/2023,4,2023,MP,200000363358588,,,1840,8500,Nordic candle,Natural,1,3990,3990,2090,2090,"708,6",0,2060,"3281,4",Particular,Tucumán,4000,Paid
661,1/5/2023,5,2023,MP,200000363358590,,,1843,8500,Nordic candle,Natural,1,3990,3990,2200,2200,"708,6","92,77",2060,"3188,63",Particular,Río Negro,8138,Extra by Rio Negro taxes
660,1/5/2023,5,2023,MP,200000363358589,,,1842,8500,Nordic candle,Natural,1,3990,3990,1420,1420,"708,6",0,2060,"3281,4",Particular,Chaco,3500,Paid
659,1/5/2023,5,2023,MP,200000363358223,,,1841,8500,Nordic candle,Natural,1,3990,3990,0,0,"708,6",0,2060,"3281,4",Particular,La Pampa,6221,Paid
664,2/5/2023,5,2023,MP,200000363358226,,,1846,8500,Nordic candle,Natural,4,3990,15960,2700,2700,"2834,4","279,73",8240,"12845,87",Particular,Jujuy,4600,Extra by Jujuy taxes
668,2/5/2023,5,2023,MP,200000363358229,,,1850,8500,Nordic candle,Natural,6,3990,23940,2000,2000,"4251,6","389,49",12360,"19298,91",Particular,Jujuy,4600,Extra by Jujuy taxes
663,2/5/2023,5,2023,MP,200000363358225,,,1845,8500,Nordic candle,Natural,1,3990,3990,360,360,"708,6",0,2060,"3281,4",Particular,Buenos Aires,7174,Paid
665,2/5/2023,5,2023,MP,200000363358227,,,1847,8500,Nordic candle,Natural,2,3990,7980,750,750,"1417,2",0,4120,"6562,8",Particular,Buenos Aires,7400,Paid
666,2/5/2023,5,2023,MP,200000363358228,,,1848,8500,Nordic candle,Natural,2,3990,7980,1400,1400,"1417,2",0,4120,"6562,8",Particular,Buenos Aires,1875,Paid
667,2/5/2023,5,2023,MP,200000363358591,,,1849,8500,Nordic candle,Natural,1,3990,3990,1200,1200,"708,6",0,2060,"3281,4",Particular,Buenos Aires,7620,Paid
662,2/5/2023,5,2023,MP,200000363358224,,,1844,8500,Nordic candle,Natural,3,3990,11970,0,0,"2125,8",0,6180,"9844,2",Particular,Caba,1439,Paid
669,3/5/2023,5,2023,MP,200000363358230,,,1851,8500,Nordic candle,Natural,2,3990,7980,0,0,"1417,2",0,4120,"6562,8",Particular,Buenos Aires,1878,Paid
671,3/5/2023,5,2023,MP,200000363358232,,,1853,8500,Nordic candle,Natural,2,3990,7980,1800,1800,"1417,2",0,4120,"6562,8",Particular,Buenos Aires,8000,Paid
672,3/5/2023,5,2023,MP,200000363358592,,,1854,8500,Nordic candle,Natural,1,3990,3990,1700,1700,"708,6",0,2060,"3281,4",Particular,Buenos Aires,8000,Paid
673,3/5/2023,5,2023,MP,200000363358593,,,1855,8500,Nordic candle,Natural,1,3990,3990,1160,1160,"708,6",0,2060,"3281,4",Particular,Buenos Aires,1646,Paid
674,3/5/2023,5,2023,MP,200000363358233,,,1856,8500,Nordic candle,Natural,2,3990,7980,860,860,"1417,2",0,4120,"6562,8",Particular,Buenos Aires,1643,Paid
670,3/5/2023,5,2023,MP,200000363358231,,,1852,8500,Nordic candle,Natural,1,3990,3990,180,180,"708,6",0,2060,"3281,4",Particular,Caba,1426,Paid
675,3/5/2023,5,2023,MP,200000363358234,,,1857,8500,Nordic candle,Natural,1,3990,3990,0,0,"708,6","59,85",2060,"3221,55",Particular,Salta,4400,Paid
676,4/5/2023,5,2023,MP,200000363358237,,,1858,8500,Nordic candle,Natural,3,3990,11970,0,0,"2125,8",0,6180,"9844,2",Particular,Caba,1407,Paid
677,16/5/2023,5,2023,MP,200000363358594,,,1859,1124T,2 Squares Tusor,Silver,1,23900,23900,1500,"1154,85","1154,37",0,15024,"23090,78",Mail,Buenos Aires,1846,Paid
678,17/5/2023,5,2023,MP,200000363358595,,,1860,1124T,2 Squares Tusor,Hazelnut,1,23900,23900,2470,2470,"1154,37",0,15024,"22745,63",Particular,Caba,1427,Paid
680,23/5/2023,5,2023,EF,200000363358799,,,2258,7797358,Game towel and cannon wipe,Lead,3,5600,16800,0,0,0,0,"14513,25",16800,Mail,Cordoba,5101,Paid
679,23/5/2023,5,2023,EF,200000363358979,,,2330,1124T,2 Squares Tusor,Lead,1,24500,24500,0,0,0,0,15024,24500,Other,Tucumán,4000,They are in the chat with the client the prints
681,25/5/2023,5,2023,TR,200000363358976,,,1861,1114,1/2 Gabardina/Pique Square,Caritas,1,18000,18000,0,0,0,0,10871,18000,Withdrawal,Buenos Aires,1727,Paid
682,26/5/2023,5,2023,MP,200000363358596,,,1861,1124T,2 Squares Tusor,Natural,1,29900,29900,0,"2069,99","4335,5",0,15024,"23494,51",Particular,Buenos Aires,1836,Paid
683,26/5/2023,5,2023,MP,200000363358597,,,1862,7797358,Game towel and cannon wipe,Lead,1,6990,6990,1130,1130,"1178,6",0,"4837,75","5811,4",Particular,Buenos Aires,1629,Paid
684,27/5/2023,5,2023,MP,200000363358598,,,1863,1124T,2 Squares Tusor,Hazelnut,1,29900,29900,0,"2427,49","4335,5",0,15024,"23137,01",Particular,Buenos Aires,1870,Paid
685,28/5/2023,5,2023,MP,200000363358255,,,1864,7797358,Game towel and cannon wipe,Lead,3,6990,20970,0,0,"3535,8","314,55","14513,25","17119,65",Particular,Cordoba,5941,Extra by Cordoba taxes
686,28/5/2023,5,2023,MP,200000363358256,,,1865,7797358,Game towel and cannon wipe,Lead,2,6990,13980,0,0,"2357,2",0,"9675,5","11622,8",Particular,Buenos Aires,6660,Paid
688,30/5/2023,5,2023,EF,200000363358980,,,2330,5555,Spigue Woven Bed Foot,Lead,1,4825,4825,0,0,0,0,4347,4825,Mail,Tucumán,4000,Aesthetic delusions
690,30/5/2023,5,2023,EF,200000363358981,,,2331,5557,Manta Patagonia Plaza,Lead,1,2505,2505,0,0,0,0,2257,2505,Mail,Tucumán,4000,Aesthetic delusions
694,30/5/2023,5,2023,EF,200000363358982,,,2331,5601,GASA/CORDERITO WALK MAN,Silver,1,4060,4060,0,0,0,0,3658,4060,Mail,Tucumán,4000,Aesthetic delusions
689,30/5/2023,5,2023,EF,200000363358800,,,2258,5556,Manta Pampa Plaza,Natural,2,3659,7318,0,0,0,0,6592,7318,Mail,San Luis,5881,Extra by Entre Rios taxes
697,30/5/2023,5,2023,EF,200000363358802,,,2259,5557,Manta Patagonia Plaza,Natural,1,2505,2505,0,0,0,0,2257,2505,Mail,Río Negro,8332,Extra by Salta taxes
691,30/5/2023,5,2023,EF,200000363358983,,,2332,5566,Manta Pampa 2 Plaza,Natural,1,5872,5872,0,0,0,0,5290,5872,Mail,Tucumán,4000,It depends on payment form
687,30/5/2023,5,2023,EF,200000363358978,,,2329,5211,Manta Receiver Pique/Lorderito,Aqua and Rosa Estrella,2,2258,4516,3500,"1508,02",0,0,4068,"6507,98",Mail,Chaco,3708,Paid
693,30/5/2023,5,2023,EF,200000363358801,,,2259,5568,Polar blanket,Sand,1,5682,5682,0,0,0,0,5119,5682,Mail,Salta,4400,Paid
695,30/5/2023,5,2023,EF,200000363358984,,,2332,1318,Padded practice,Aqua and Rosa Estrella,2,4603,9206,0,0,0,0,8294,9206,Mail,Tucumán,4000,They are in the chat with the client the prints
692,30/5/2023,5,2023,EF,200000363358985,,,2333,5567,Manta Patagonia 2 Plaza,Lead,1,4037,4037,0,0,0,0,3637,4037,Mail,Tucumán,4000,They are in the chat with the client the prints
696,30/5/2023,5,2023,EF,200000363358986,,,2333,5555,Spigue Woven Bed Foot,Natural,1,4825,4825,0,0,0,0,4347,4825,Mail,Tucumán,4000,They are in the chat with the client the prints
699,1/6/2023,6,2023,MP,200000363358987,,,1867,1012T,Raya Tusor Square,Beige line,1,18600,18600,1400,"1508,02",724,1000,10834,"16767,98",Mail,Tucumán,4000,Extra by Catamarca taxes
698,1/6/2023,6,2023,MP,200000363358257,,,1866,1124T,2 Squares Tusor,Lead,1,28405,28405,0,"2069,99","4118,72",0,15024,"22216,29",Particular,Buenos Aires,1631,Paid
700,2/6/2023,6,2023,MP,200000363358599,,,1868,1124T,2 Squares Tusor,Natural,1,28405,28405,0,"2069,99","4118,72",0,15024,"22216,29",Particular,Buenos Aires,1631,Paid
701,5/6/2023,6,2023,MP,200000363358600,,,1869,1124T,2 Squares Tusor,Silver,1,24900,24900,"3059,99","3059,99","1202,67",0,15024,"23697,33",Particular,Buenos Aires,1429,Paid
702,8/6/2023,6,2023,MP,200000363358601,,,1870,1124T,2 Squares Tusor,Cigar,1,31990,31990,0,"3749,99","4638,55","1439,55",16376,"22161,91",Particular,Santa Fe,3000,Retention imposed by Santa Fe taxes
703,9/6/2023,6,2023,MP,200000363358259,,,1871,7797358,Game towel and cannon wipe,Lead,2,7990,15980,0,0,"2637,2",0,10080,"13342,8",Particular,Buenos Aires,1607,Paid
704,10/6/2023,6,2023,MP,200000363358260,,,1872,8500,Nordic candle,Natural,2,4490,8980,566,566,"1657,2",0,4796,"7322,8",Particular,Caba,1416,Paid
705,11/6/2023,6,2023,MP,200000363358261,,,1873,8500,Nordic candle,Natural,1,4490,4490,0,0,"828,6",0,2398,"3661,4",Particular,Buenos Aires,1722,Paid
706,12/6/2023,6,2023,MP,200000363358602,,,1874,1124T,2 Squares Tusor,Silver,1,31990,31990,0,"2647,49","4638,55","1439,55",16376,"23264,41",Particular,Santa Fe,2454,Retention imposed by Santa Fe taxes
707,12/6/2023,6,2023,EF,200000363358989,,,2334,1124T,2 Squares Tusor,Lead,1,23390,23390,0,0,0,0,16376,23390,Other,Tucumán,4000,They are in the chat with the client the prints
709,13/6/2023,6,2023,EF,200000363358991,,,2335,1124T,2 Squares Tusor,Lead,2,23390,46780,0,0,0,0,32752,46780,Other,Caba,1727,Extra by Entre Rios taxes
710,13/6/2023,6,2023,EF,200000363358803,,,2260,3199,FILLING Pillow case 55 * 80,Natural,4,2340,9360,0,0,0,0,6036,9360,Other,Caba,1440,Extra by Catamarca taxes
712,13/6/2023,6,2023,MP,200000363358603,,,1876,8500,Nordic candle,Natural,1,"4265,5","4265,5",1500,1500,"797,17",0,2398,"3468,33",Particular,Buenos Aires,1718,Paid
708,13/6/2023,6,2023,MP,200000363358262,,,1875,7797358,Game towel and cannon wipe,Lead,3,"7590,5","22771,5",0,0,"3788,01","1024,72",15120,"17958,77",Particular,Santa Fe,3000,Retention imposed by Santa Fe taxes
