Date,ID,Title,Ad views,Ad skips,Credits," Ad, USD "," Token, USD "," Gross, USD "," Net, USD ", Ad rate ,TOTAL EARNED
11/14/2023,475d7b94-d380-4341-8e8f-c2ef9492d65f,Fluffy Dragon Cub,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,fa9a1b79-4c63-4a90-a750-4fe4b094b8b2,Cross,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,07d5ccd6-d38a-49c8-9466-e6d827b52934,Neon Wolf,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/14/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,1,2,20, $ 0.04 , $ 0.02 , $ 0.06 , $ 0.04 , $ 0.02 ,
11/14/2023,c71fc8a7-b87f-4b27-8716-af03023d066a,Jellyfish city,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,f865524b-490e-4584-aee0-4f0b20a38714,Trippy Flower Pattern,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,7cac310b-4b73-4714-8ac3-f90dd901c7a7,Storm on the beach,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,91244ed3-f73b-408b-bb26-9f278e5b487f,Toucan,0,0,500, $ -   , $ 0.50 , $ 0.50 , $ 0.35 , $ 0.02 ,
11/14/2023,b18a600d-4b4f-41f0-a92c-2861ad0b3fda,Gorilla,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,1,1,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/14/2023,0ebf335b-62e2-4ae6-a4aa-7d5cfd8bfd88,Ozzy Zombie Sculpture ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,243f8153-c005-4de8-92bf-077665a4430e,Flower Garden at Night,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,5a3fd434-4c64-4b5a-b3ee-8e274c29ed6c,Purple Yellow Dragon,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,59b66c58-3597-44a2-b832-239eb7690c2c,Bird,7,1,10, $ 0.13 , $ 0.01 , $ 0.14 , $ 0.09 , $ 0.02 ,
11/14/2023,4a019f61-d16b-42ae-bef7-07c0b24d11dd,Axolotl ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,60e72f7d-dfa0-4698-a64d-80e7a652996e,Fire and Water,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,a5aea12f-b22d-483a-bed0-a64e41fa5bf7,Gnome,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,eec3b964-3ec1-4d89-b270-f74c464a442f,Wizard,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/14/2023,2ba923bf-976d-4a90-8d7b-0fa46eae9b60,Crochet Skeleton,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/14/2023,2286e0ad-e4ff-48d5-bd65-d9ce3fe26232,Winged Cross 1,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,a45c4a89-0043-4ec1-80f4-dd20b8fb9885,Bear in the Clouds,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/14/2023,460f242f-ee05-42b4-951f-9510dd6182e5,Alien Mermaid,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,e3203d7f-7b6d-421c-9016-0b08fbf93488,Keeper of Crystals,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/14/2023,f6ca5b02-f341-4fc3-9ed4-808c17994a87,Paintpunk,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,448b6763-496d-4cb0-a022-2f96caf05c7f,Flower Bot,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,c19e659d-86c0-463e-9823-8fe09c01e03d,Mosaic Fish,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/14/2023,a592ca4e-8083-4284-8a56-b2e7bfe272e0,Blue and Yellow Rose,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/14/2023,44689e41-a414-416a-8efb-c0ec6835ab7c,Flower and Stars,3,0,0, $ 0.04 , $ -   , $ 0.04 , $ 0.03 , $ 0.02 ,
11/14/2023,4291597d-4db1-4e5c-adfb-c7a226ff92b2,Fourth Of July,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,d1121b02-e48f-4306-a794-38075ca319e5,Alien,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,2dfcfab6-4761-41fa-9114-99d69edf5b48,Bird,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,ce6ae690-7cf1-4ac6-8426-dfb97e622b27,Rose,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,98cc706c-9713-427e-80df-5d2ef53f53d5,Rose by the Waterfall,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,41e946e2-473a-4b50-862f-049ef2fc8ec4,Smoke Flower,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,7baaa96a-8cb5-4142-89f3-86cda0bd13c9,Pig,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/15/2023,848307e1-a96f-472c-8486-574b682115a6,Pink and Blue Dragon,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,afc284aa-b620-4b0e-b053-ff778300d27a,Subaru-WRX,0,1,10, $ 0.01 , $ 0.01 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/15/2023,913060dc-9235-45ef-8828-95db00cc180e,Skull,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,cdfa74e3-4af1-48d5-95c0-59c79e936c4f,Cross,1,0,10, $ 0.01 , $ 0.01 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/15/2023,13183d98-89f6-4e5b-848e-55256b1f152e,Polar Bears,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,4,1,0, $ 0.08 , $ -   , $ 0.08 , $ 0.05 , $ 0.02 ,
11/15/2023,3a2360d5-23f6-482a-91e7-bf3f16e035b0,Robot,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,b0a67bf1-3961-42f1-a566-a179fe7b52a9,Mushrooms Jungle ,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,59b66c58-3597-44a2-b832-239eb7690c2c,Bird,1,1,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/15/2023,73b782f8-9022-428e-b2ac-05bce83934fb,Cross,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,122772a7-548c-4ad1-a9d1-0e225030bd6c,Rose,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,0998a882-60e4-49c1-823d-4732e80f1d76,Scavenger  2,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,e3a3ddfc-2a6d-4306-8117-aaef2d74fbc8,Purple Dreamcatcher,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/15/2023,f45c6bb3-cba1-445b-b44c-b7b101276a5c,Paint Splat Flower,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,44689e41-a414-416a-8efb-c0ec6835ab7c,Flower and Stars,1,1,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/15/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,2,1,0, $ 0.05 , $ -   , $ 0.05 , $ 0.03 , $ 0.02 ,
11/15/2023,791196ce-4c45-4a43-8ae3-ea3791ecf46c,Maximalism Cross ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,4c5e8bfb-487a-444e-8444-63cb3a24a712,Opal and Pink Dragon,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/15/2023,d6023e1b-8a68-475a-9528-5e9ca45d1aa7,Mushrooms,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,6bb483df-5030-4977-8e62-994a5e6abd95,Owl,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,2b003a03-a3e3-44ab-a98d-aee8880ab7bf,Hummingbirds,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,3c0de4f7-f400-4cf7-9698-193d329d3ece,Sunflower owl,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/15/2023,5e3fc170-4832-4f3d-b6d1-d7ec66562653,Village Fireworks,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/15/2023,c38a594e-2532-4387-90f8-a584de30cf85,Rainy City of Ruins,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/16/2023,0d82ca9d-4af9-4265-a78b-a52100870712,Raccoon in a Jungle,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,1,1,10, $ 0.03 , $ 0.01 , $ 0.04 , $ 0.02 , $ 0.02 ,
11/16/2023,73b782f8-9022-428e-b2ac-05bce83934fb,Cross,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/16/2023,25328f20-159b-4b38-b321-5b3bf2757163,Flowers and Bubbles,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/16/2023,22918738-f2b4-404f-b0ae-429a17df3964,Dragon,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,fa9a1b79-4c63-4a90-a750-4fe4b094b8b2,Cross,1,1,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/16/2023,d18eea8a-9a82-49c2-957f-bf0aae12f425,Wolf,1,1,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/16/2023,e0df5eac-70b5-4df3-9662-e2468cee4ba4,Willow Tree,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,ad30b773-6f6a-40c3-81de-5307c19f6e47,Mushroom psychedelic ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,44689e41-a414-416a-8efb-c0ec6835ab7c,Flower and Stars,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,cbb4f179-1678-4cbb-9f3d-66f54f2e0604,Dreamcatcher,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,b1dbdd48-c207-45ba-a87a-90b13a15d68e,Neon-Wolf,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,f79a6573-e037-46fc-8b82-228677c5286d,Money in Dress,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,3c0de4f7-f400-4cf7-9698-193d329d3ece,Sunflower owl,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,ce6ae690-7cf1-4ac6-8426-dfb97e622b27,Rose,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,6bb483df-5030-4977-8e62-994a5e6abd95,Owl,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,7cac310b-4b73-4714-8ac3-f90dd901c7a7,Storm on the beach,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,59b66c58-3597-44a2-b832-239eb7690c2c,Bird,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/16/2023,2286e0ad-e4ff-48d5-bd65-d9ce3fe26232,Winged Cross 1,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,c71fc8a7-b87f-4b27-8716-af03023d066a,Jellyfish city,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,afc284aa-b620-4b0e-b053-ff778300d27a,Subaru-WRX,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,1,2,0, $ 0.04 , $ -   , $ 0.04 , $ 0.03 , $ 0.02 ,
11/16/2023,61bd183b-bcb2-4307-a6f8-9d5f80c705ed,Mother n Child - Space,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,c38a594e-2532-4387-90f8-a584de30cf85,Rainy City of Ruins,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,8faae06f-12d3-411f-9852-0fb768bffd57,Rose lantern,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,6332c2df-c0b2-44c0-a0d0-6db0cdeaba63,Rose Owl Bot,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,6458c869-f790-4f31-8af3-b5c26255f972,Mainencoon Tiger,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,2dfcfab6-4761-41fa-9114-99d69edf5b48,Bird,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/16/2023,b8f81358-e421-4953-b064-624508fd77a8,Roses at Night,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/17/2023,540ecedb-3b7a-424b-8e88-d17c80795f4f,Cherry Blossom Trees,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/17/2023,929599e5-53e5-46ee-b03d-de25fee9d9f1,Scary Clown,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/17/2023,73b782f8-9022-428e-b2ac-05bce83934fb,Cross,2,2,0, $ 0.06 , $ -   , $ 0.06 , $ 0.04 , $ 0.02 ,
11/17/2023,3f6c0cec-b553-462d-aaa6-7d5aaf3f74b7,Dragonfly Bot,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/17/2023,da2c6eeb-0757-4b6a-9583-766de8b242c2,Watercolor Ballerina 2,0,0,50, $ -   , $ 0.05 , $ 0.05 , $ 0.03 , $ 0.02 ,
11/17/2023,600048c8-67d9-421b-9123-54abea4ff8bc,Orangutan ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/17/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,0,1,10, $ 0.01 , $ 0.01 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/17/2023,cac396cd-4e1d-449c-8ce4-b16daf1e0375,Dragon Pup,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/17/2023,59b66c58-3597-44a2-b832-239eb7690c2c,Bird,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/17/2023,44df67fe-b33a-42bb-bbb5-1b020020c52f,Colorful Mermaid,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/17/2023,4c5e8bfb-487a-444e-8444-63cb3a24a712,Opal and Pink Dragon,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/17/2023,fa9a1b79-4c63-4a90-a750-4fe4b094b8b2,Cross,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/17/2023,3c0de4f7-f400-4cf7-9698-193d329d3ece,Sunflower owl,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/17/2023,ce6ae690-7cf1-4ac6-8426-dfb97e622b27,Rose,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/17/2023,1f4b3d78-0ebd-4d13-85f3-024f082565c8,Rose,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/17/2023,2dfcfab6-4761-41fa-9114-99d69edf5b48,Bird,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/17/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,3,1,0, $ 0.06 , $ -   , $ 0.06 , $ 0.04 , $ 0.02 ,
11/17/2023,51629f35-e3db-41e7-996b-6040fc01200d,Water Garden at Night,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/17/2023,22918738-f2b4-404f-b0ae-429a17df3964,Dragon,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/17/2023,b339bab0-78f9-4f03-a0e9-e184b7a0e45d,Lotus Flower,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/18/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,3,5,10, $ 0.13 , $ 0.01 , $ 0.14 , $ 0.10 , $ 0.02 ,
11/18/2023,fa9a1b79-4c63-4a90-a750-4fe4b094b8b2,Cross,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,6ab3ae1b-ce23-450c-8270-b3912bfefaf9,Waterbender,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/18/2023,be7591ab-d8a8-4487-8982-bee45a343626,Space Tiger 2,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,a84b0bd3-a767-44cb-98db-e82bbff1e77f,Dreamcatcher,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,3d0c43bd-dec7-4f0c-9276-ea42ae60f76e,Lotus Flowers,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,0fd987d9-1e60-46b4-a131-6839d8958b67,Happy Pride Month,0,0,30, $ -   , $ 0.03 , $ 0.03 , $ 0.02 , $ 0.02 ,
11/18/2023,a19209b2-cfbc-4932-bff1-0b2a1c660e23,Watercolor Skull,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,a3f4814c-6411-4c91-8a0b-25a54b41f1c1,DNA Skull,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/18/2023,396442fe-d088-4cc6-b90c-983111b7de95,Pumpkin Pink,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,cdfa74e3-4af1-48d5-95c0-59c79e936c4f,Cross,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,73b782f8-9022-428e-b2ac-05bce83934fb,Cross,3,0,0, $ 0.05 , $ -   , $ 0.05 , $ 0.03 , $ 0.02 ,
11/18/2023,0e9e15d8-1007-4701-a0dc-3a9aea4c4cbe,Cute Tiger,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,44689e41-a414-416a-8efb-c0ec6835ab7c,Flower and Stars,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,31073d80-9771-4b05-a74f-2239e35eb1be,Pumpkin Picking,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,7cf75a4c-5dc0-4a29-a173-539066fb2d8c,Dreamy Lineart,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,c46e4b89-15f0-497a-9db5-88cd272df249,Mushrooms,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/18/2023,066cc4e2-5185-49e5-abbc-ac6bb4884e0c,Neon Owl ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/19/2023,0d96e038-b372-4930-8f31-1c6d9082e5d3,Black Dreamcatcher,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/19/2023,412059d4-d377-4c4c-9659-966f989d9b49,Colorful Parrot,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/19/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,4,1,0, $ 0.08 , $ -   , $ 0.08 , $ 0.06 , $ 0.02 ,
11/19/2023,e8fbb4b1-1d76-40ac-9e13-4c3bf975b5c8,Mushroom Patterns,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/19/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,0,2,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/19/2023,181b39b5-78cf-473b-9866-1fe37af6327c,Neon Rabbit,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/19/2023,2e5ecac8-7924-4be3-b1e9-6934bc5772a3,Sea Art,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/19/2023,d18eea8a-9a82-49c2-957f-bf0aae12f425,Wolf,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/19/2023,05610e05-29d8-45e8-bdd3-57015ffb9319,Red White Blue Paint,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/19/2023,0646a9a1-60ef-4a2e-9ef6-7541f7565352,Ozzy Zombie,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/19/2023,ad30b773-6f6a-40c3-81de-5307c19f6e47,Mushroom psychedelic ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/19/2023,be7591ab-d8a8-4487-8982-bee45a343626,Space Tiger 2,2,1,0, $ 0.05 , $ -   , $ 0.05 , $ 0.03 , $ 0.02 ,
11/19/2023,ce6ae690-7cf1-4ac6-8426-dfb97e622b27,Rose,1,1,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/19/2023,c71fc8a7-b87f-4b27-8716-af03023d066a,Jellyfish city,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/19/2023,44689e41-a414-416a-8efb-c0ec6835ab7c,Flower and Stars,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/19/2023,cdfa74e3-4af1-48d5-95c0-59c79e936c4f,Cross,3,0,10, $ 0.05 , $ 0.01 , $ 0.06 , $ 0.04 , $ 0.02 ,
11/19/2023,73b782f8-9022-428e-b2ac-05bce83934fb,Cross,0,0,20, $ -   , $ 0.02 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/19/2023,465bc861-71f8-499d-ab11-13c576031b34,Owl,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/19/2023,87133b83-5c15-4920-b707-1e1a325bd956,Mermaid,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/19/2023,4b7c1e53-57ae-4fbc-b53f-c2399667bd30,Robot Gorilla,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/20/2023,412059d4-d377-4c4c-9659-966f989d9b49,Colorful Parrot,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/20/2023,e0df5eac-70b5-4df3-9662-e2468cee4ba4,Willow Tree,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/20/2023,fe3911f5-d36b-4b2a-9784-83c85f49ffc5,WRX in a Jungle,1,0,10, $ 0.01 , $ 0.01 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/20/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/20/2023,d18eea8a-9a82-49c2-957f-bf0aae12f425,Wolf,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/20/2023,73b782f8-9022-428e-b2ac-05bce83934fb,Cross,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/20/2023,b0a67bf1-3961-42f1-a566-a179fe7b52a9,Mushrooms Jungle ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/20/2023,b7305a09-5010-4931-a9ba-66d4aac83b58,Ghost in a meadow,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/20/2023,e2386988-50cf-4212-aa24-9073e90072cb,Lighthouse in Ocean,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/20/2023,0deebaa8-bef9-4485-9d49-a74c9093681c,Skull,1,1,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/20/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,2,1,10, $ 0.05 , $ 0.01 , $ 0.06 , $ 0.04 , $ 0.02 ,
11/20/2023,cdfa74e3-4af1-48d5-95c0-59c79e936c4f,Cross,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/20/2023,c71fc8a7-b87f-4b27-8716-af03023d066a,Jellyfish city,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/20/2023,fa9a1b79-4c63-4a90-a750-4fe4b094b8b2,Cross,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/20/2023,cbb4f179-1678-4cbb-9f3d-66f54f2e0604,Dreamcatcher,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
