Shop,Supplier,Date,Invoice Number,Supply,Quantity,Unit Price,Price,Tag
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),04/04/2023,0010-00021222,PAPA BOLSA,2,2500,5000,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),04/04/2023,0010-00021222,LECHUGA MORADA,2,3600,7200,Verduleria
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),04/04/2023,0010-00021222,RUCULA CAJON,2,2000,4000,Verduleria
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),04/04/2023,0002-00021785,FAJINADOR LAVA VAJILLAS DISH WAS X 5 LTS.,4,"1660,89","8038,7076",Limpieza
CDLM 3,Hawaii S.A. (1157 - HAWAII),04/04/2023,0009-00218803,PEPSI CAN 4X6 354 BLACK,3,"1842,0888","6686,782344",Bebidas sin Alcohol
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),04/04/2023,0002-00021785,BOLSA 1.10 X 1.10 X 50 UN NEGRA 40 MIC,4,"3443,2","16665,088",Limpieza
CDLM 3,Hawaii S.A. (1157 - HAWAII),04/04/2023,0009-00218803,PDTOROS TONICA CAN 4X6 269,1,"1297,1694","1569,574974",Bebidas sin Alcohol
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),04/04/2023,0002-00021785,HIGIENICO PREMIUM 300 D/H BLANCO VIRGEN,24,800,23232,Limpieza
CDLM 6,Meda S.A (1801 - MEDA S.A),04/04/2023,0002-00054597,BIDON X 5 LTS NARANJA CLASICA,5,"1356,214","7794,839965",Bebidas sin Alcohol
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),04/04/2023,0010-00021222,ALBAHACA CAJON,1,4000,4000,Verduleria
CDLM 3,Hawaii S.A. (1157 - HAWAII),04/04/2023,0009-00218803,PDTOROS CAN 4X6 269CC,4,"1297,1714","6278,309576",Bebidas sin Alcohol
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),04/04/2023,0002-00021785,SOBRE LAVANDINA ECOMAX,32,"302,4","11708,928",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),04/04/2023,0002-00021785,DISPENSER SHAMPOO A/INOXIDABLE,1,"12111,14","14654,4794",Limpieza
CDLM 6,Oscar Celedon (0717 - FRUTAS Y VERDURAS),04/04/2023,0010-00021222,TOMATE CAJON,2,3500,7000,Verduleria
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),04/04/2023,0002-00021785,PALA NOVICA C/CABO,3,"1070,3","3885,189",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),04/04/2023,0002-00021785,DETERGENTE BIO ULTRA NEUTRO SENASA X 5 LTS,4,"2718,69","13158,4596",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),04/04/2023,0002-00021785,BOBINA PREMIUM D/H 20 CM,10,"2636,47","31901,287",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),04/04/2023,0002-00021785,ESCOBA DIX PVC SUAVE,3,"1545,6","5610,528",Limpieza
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),04/04/2023,0002-00021785,BOLSA  45 X 60 X 50 UNIDADES RESIDUO,2,"366,4","886,688",Limpieza
CDLM 2,Marpel S.A. (0468 - MARPEL),04/04/2023,0002-00024684,CAJAS PARA SANDWICH IMPRESAS KE,1000,"42,2",51062,Almacen
CDLM 2,Marpel S.A. (0468 - MARPEL),04/04/2023,0002-00024684,CAJAS ENTRADAS Y MIX IMPRESAS KE,1000,34,41140,Descartables
CDLM 2,Marpel S.A. (0468 - MARPEL),04/04/2023,0002-00024684,CAJAS GUARNICION ESPECIAL IMPRESAS KE,1000,"42,7",51667,Descartables
CDLM 2,Nueva Alquimia S.A. (0648 - ALQUIMIA),04/04/2023,0002-00021785,DESENGRASANTE P/COCINAS X 5 LTS,6,1712,"12429,12",Limpieza
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,GUACAMOLE,3,"12918,38","46893,7194",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,MEDIUM TERNERA,60,"17591,56","1277147,256",Carne
CDLM 3,Open Mall S.A. (1678 - PALMARES),04/04/2023,0005-00046883,ALQUILER LOCACION,1,603555,"730301,55",Alquiler
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,SMALL POLLO,7,"3034,13","25699,0811",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,PECHUGUITAS CRISPY,15,"6992,39","126911,8785",Carne
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/04/2023,0005-00263456,PEPSI CAN 4X6 354 NF,12,"75,6274","1098,109848",Bebidas sin Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/04/2023,0005-00263456,ECO DE LOS ANDES CG PET X12 500CC,1,"1475,6694","1785,559974",Bebidas sin Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/04/2023,0005-00263456,ECO DE LOS ANDES SG PET X 12 500 CC,2,"1475,6776","3571,139792",Bebidas sin Alcohol
CDLM 6,Marpel S.A. (0468 - MARPEL),04/04/2023,0002-00024685,CAJAS PARA SANDWICH IMPRESAS KE,500,"42,2",25531,Almacen
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,MEDALLON DE CALABAZA,8,"3430,07","33203,0776",Carne
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,CROQUETAS DE CALABAZA,14,"573,62","9717,1228",Carne
CDLM 6,Marpel S.A. (0468 - MARPEL),04/04/2023,0002-00024685,CAJAS GUARNICION ESPECIAL IMPRESAS KE,500,"42,7","25833,5",Descartables
CDLM 6,Marpel S.A. (0468 - MARPEL),04/04/2023,0002-00024685,CAJAS ENTRADAS Y MIX IMPRESAS KE,500,34,20570,Descartables
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,MIX DE TERNERA,40,"6881,41","333060,244",Empanados
CDLM 2,Fernandez Andrea Vanesa (2279 - INSUPAN),04/04/2023,0001-00000670,REBOZADOR BAS BLANCO,250,290,72500,Almacen
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),04/04/2023,0003-00025243,CHEDDAR FETA MILKAUT,4,"5205,54","25194,8136",Quesos y Fiambres
CDLM 2,Tcf S.A (1746 - EL JALISQUEÑO),04/04/2023,0002-00009586,NACHOS X K,30,1700,61710,Almacen
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),04/04/2023,0003-00416674,PEPSI CAN 4X6 354 BLACK,3,"1613,64","5857,5132",Bebidas sin Alcohol
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),04/04/2023,0003-00416674,PEPSI CAN 4X6 354,12,"1613,64","23430,0528",Bebidas sin Alcohol
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),04/04/2023,0003-00416674,7-UP NF CAN 4X6 354CC,5,"1664,57","10070,6485",Bebidas sin Alcohol
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),04/04/2023,0003-00416674,PDTOROS POM CAN 4X6 269CC,2,"1136,3","2749,846",Bebidas sin Alcohol
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),04/04/2023,0003-00416674,7 UP LIM-LIM FREE 4X6 LAT 354CC,1,"1664,57","2014,1297",Bebidas sin Alcohol
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,LOGISTICA,1,"4019,41","4863,4861",Empanados
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,MIX DE TERNERA,17,"6881,41","141550,6037",Empanados
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,PECHUGUITAS CRISPY,3,"6992,39","25382,3757",Carne
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,CROQUETAS DE CALABAZA,12,"573,62","8328,9624",Carne
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,MEDALLON DE CALABAZA,2,"3430,07","8300,7694",Carne
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,MEDIUM TERNERA,23,"17591,56","489573,1148",Carne
CDLM 6,Marpel S.A. (0468 - MARPEL),04/04/2023,0002-00024685,JUEGO 9 SEPARADORES LARGE S/I  EE,100,"58,1","7030,1",Descartables
CDLM 6,Marpel S.A. (0468 - MARPEL),04/04/2023,0002-00024685,JUEGO 9 SEPARADORES MEDIUM / IEE,100,"46,6","5638,6",Descartables
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,NUGGTS DE CERDO,20,"723,13","17499,746",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,LOGISTICA,1,"188154,65","227667,1265",Empanados
CDLM 6,Ab Logistica S.A (1800 - AB LOGISTICA),04/04/2023,0044-00065776,SALCHICHA FRIAR L 8X12 X890 GS,2,5124,"10540,068",Almacen
CDLM 3,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),04/04/2023,0002-00003652,BG-BQ H. DULCE DE LECHE X 5 LTS,1,"5488,24","6640,7704",Almacen
CDLM 3,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),04/04/2023,0002-00003652,BG-BQ H. LIMON X 5 LTS,1,"5488,24","6640,7704",Almacen
CDLM 4,Fideicomiso Nova Market (2086 - FIDEICOMISO NOVA MARKET),04/04/2023,0002-00001953,ALQUILER,1,"117685,95","142399,9995",Alquiler
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,GUACAMOLE,5,"12918,38","78156,199",Empanados
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,SMALL POLLO CRESPY,15,"4240,94","76973,061",Empanados
CDLM 2,Fernandez Andrea Vanesa (2279 - INSUPAN),04/04/2023,0001-00000670,REBOZADOR BAS COLOR,200,300,60000,Almacen
CDLM 6,Ab Logistica S.A (1800 - AB LOGISTICA),04/04/2023,0040-00122200,QUESO PROC. EN FETAS CHEDDAR MK*192,4,"5040,632","24396,65888",Lacteos
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),04/04/2023,0003-00025243,FIAMBRE PATA - MED GRAS,"33,5","1149,09","46578,36315",Lacteos
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),04/04/2023,0003-00025243,MUZZA BARRA MILKAUT,"17,75","1583,15","34002,104125",Quesos y Fiambres
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),04/04/2023,0003-00416674,ACEITE OLIVITA X12 500CC,1,"8528,93","10320,0053",Bebidas
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),04/04/2023,0003-00416674,PDTOROS TONICA CAN 4X6 269,1,"1136,3","1374,923",Bebidas sin Alcohol
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,NUGGTS DE CERDO,6,"723,13","5249,9238",Empanados
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,MEDALLON DE POLLO CRISPY,6,"794,96","5771,4096",Empanados
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,LARGE TERNERA,10,"20223,97","244710,037",Carne
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,MEDIUM POLLO,4,"15537,05","75199,322",Empanados
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,MEDALLON DE TERNERA,12,"7683,56","111565,2912",Carne
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,TRIANGULITOS DE PROVOLONE,9,"8155,08","88808,8212",Empanados
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,BASTONES DE MOZZARELLA,8,"7922,16","76686,5088",Empanados
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000703,AROS DE CEBOLLA,3,"13601,59","49373,7717",Empanados
CDLM 3,Open Mall S.A. (1678 - PALMARES),04/04/2023,0005-00047049,FONDO PROMOCION LOCACION MINIMO,1,"90533,25","109545,2325",Alquiler
CDLM 6,Marpel S.A. (0468 - MARPEL),04/04/2023,0002-00024685,CAJAS LARGE IMPRESAS KE,500,"73,8",44649,Descartables
CDLM 6,Marpel S.A. (0468 - MARPEL),04/04/2023,0002-00024685,CAJAS MEDIUM IMPRESAS KE,1000,56,67760,Descartables
CDLM 6,Marpel S.A. (0468 - MARPEL),04/04/2023,0002-00024685,"CAJAS ""ENSALADERA"" KE",500,"38,6",23353,Bazar
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/04/2023,0005-00263456,PEPSI CAN 4X6 354 BLACK,2,"1815,0454","4392,409868",Bebidas sin Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/04/2023,0005-00263456,7-UP NF CAN 4X6 LAT 473CC,3,"1764,1294","6403,789722",Bebidas sin Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/04/2023,0005-00263456,QUILMES 4X6 LAT 473CC,3,"2833,1377","10284,289851",Bebidas con Alcohol
CDLM 4,Zuppa S.R.L. (2081 - ZUPPA S.R.L.),04/04/2023,0005-00263456,7 UP LIM-LIM FREE 4X6 LAT 354,1,"1764,1239","2134,589919",Bebidas sin Alcohol
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,MEDALLON DE POLLO CRISPY,8,"794,96","7695,2128",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,MEDALLON DE POLLO,20,"6167,22","149246,724",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,SMALL TERNERA,19,"3979,96","91499,2804",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,SMALL POLLO CRESPY,32,"4240,94","164209,1968",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,SMALL POLLO CRISPY,11,"3689,04","49101,1224",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,LARGE TERNERA,38,"20223,97","929898,1406",Carne
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,MEDIUM POLLO,18,"15537,05","338396,949",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,MEDALLON DE TERNERA,29,"7683,56","269616,1204",Carne
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,TRIANGULITOS DE PROVOLONE,9,"8155,08","88808,8212",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,BASTONES DE MOZZARELLA,18,"7922,16","172544,6448",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),04/04/2023,0009-00000688,AROS DE CEBOLLA,8,"13601,59","131663,3912",Empanados
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,TOMATE *TRITURADO* BOLSA X 4 (KG) SILVIA,4,810,"3606,768",Bazar
CDLM 6,Joel S.R.L. (2398 - JOEL),05/04/2023,0006-00411344,PDTOROS TONICA CAN 4X6 269,1,"2475,0289","2994,784969",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),05/04/2023,0006-00411344,QUILMES 4X6 LAT 473,2,"3684,4545","8916,37989",Bebidas
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,FILM ROLOPAPER (PAPEL MANTECA) 28CM CAJA X 5 (MTS),5,"710,85","4085,610375",Bazar
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,FILM ROLUMINIO (PAPEL ALUMINIO( *28CM* CAJA X 7.5 (MTS),4,"711,68","3272,30464",Bazar
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,SERVILLETA 33X33 BOUQUET ECO CLUB MILANESA CAJA X 2000,3,"9118,03","30450,572988",Bazar
CDLM 6,Representaciones Comerciales Abdala Luis Jose S.A (0286 - LUIS JOSE ABDALA),05/04/2023,0004-00155564,MCCAIN GUACAMOLE 12X450G,1,"18079,99","21876,7879",Panaderia
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,BOLSA ARRANQUE AD *30X40* ROLLO X 1 (750 GR),2,"559,98","1287,39402",Descartables
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,BOBINA INDUSTRIAL L20 ECOLOGICA,4,"3076,02","13696,901856",Descartables
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,ALCOHOL 70% BIDON X 5 (LT),2,"2268,95","5051,59028",Bazar
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,ALTA ULTRA DETERGENTE (LIMON) BIDON X 5 (LT),1,"2026,29","2206,62981",Limpieza
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,GALVAN 25G PIMENTON,8,"64,215","621,6012",Almacen
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,BOLSA PAPEL KRAFT *NRO 4* X 100 (UN),3,"509,61","1701,893556",Bazar
CDLM 6,Joel S.R.L. (2398 - JOEL),05/04/2023,0006-00411344,PDTOROS  POM CAN 4X6 269,1,"2475,0289","2994,784969",Bebidas
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,LUCHETTI 1K ARROZ PARBOIL BOLSA,5,"222,248","1344,6004",Almacen
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,LEDESMA 1K AZUCAR,5,"293,785","1777,39925",Almacen
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,MILKAUT 1K DULCE DE LECHE,2,"828,231","2004,31902",Almacen
CDLM 6,Representaciones Comerciales Abdala Luis Jose S.A (0286 - LUIS JOSE ABDALA),05/04/2023,0004-00155564,M.C. FLAUTITA X 129 U,7,"6774,76","52402,7686",Almacen
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,BOLSA PAPEL KRAFT *NRO 3* X 100 (UNID),1,"378,17","420,978844",Bazar
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,PROFECIA 1K TOMATE,12,"362,463","5262,96276",Almacen
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,GALVAN 200GR AZUCAR IMPALPABLE,9,"163,909","1784,96901",Almacen
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,TERRABUSI 390G GALL SURTIDAS,8,"290,711","2814,08248",Almacen
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,DOLCA 170 G CAFE CLASIC,2,"639,305","1547,1181",Almacen
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,LA LECHERA  800G  FORT,1,"1036,876","1254,61996",Almacen
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,NESQUIK 800 CACAO,1,"640,934","775,53014",Almacen
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,VERDEFLOR 1K YERBA COMPUESTA,4,"511,504","2475,67936",Almacen
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,ARGENTITAS 306 G AGUA TRIPACK,2,"145,107","351,15894",Almacen
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,BUCKINGHAM 50GR CONDIM CURRY,6,"225,265","1635,4239",Almacen
CDLM 6,Cafe America Mayorista S.A. (2395 - CAFE AMERICA MAYORISTA),05/04/2023,0197-00002794,GRACIELA 1K HARINA,8,"140,968","1246,15712",Almacen
CDLM 6,Joel S.R.L. (2398 - JOEL),05/04/2023,0006-00411344,PEPSI CAN 4X6 354 BLACK,8,"2423,3708","23458,229344",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),05/04/2023,0006-00411344,PEPSI CAN  4X6 354NF,10,"2423,371","29322,7891",Bebidas sin Alcohol
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,TAPA ALUMINIO TF-75 P/BANDEJA R3/F75 X 100 (UNID),2,"1861,54","4144,532656",Bazar
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,TAPA ALUMINIO P/BANDEJA *R2/F50* X 100 (UNID),2,"1437,57","3200,605848",Bazar
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,LAMINA FOLEX *20X25*- PAQUETE X 1 (KG),2,"859,92","1976,95608",Bazar
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,"BOLSA DELIVERY ""MINI"" (20X30X11) X 100 (UN)",2,"435,09","1000,27191",Bazar
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,BOLSA CAMISETA AD *45X608 PAQUETE X 1 (100UNI),2,"974,26","2239,82374",Descartables
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,BANDEJA ALUMINIO RECTANGULAR F 75-680 (ML) X 100 (UNID),2,"2295,64","5111,012896",Bazar
CDLM 6,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),05/04/2023,0007-00158306,BANDEJA ALUMINIO RECTANGULAR *F50/R2* (500GR) X 100 (UNID),2,"1903,43","4237,796552",Bazar
CDLM 1,Ramiro Perez (1798 - MUNDO ANDES S.A),05/04/2023,0001-00016686,PAN HAMBURGUESA VEGANO,50,84,4200,Almacen
CDLM 2,Mayra Barrionuevo (2163 - THE BREAD STORE),05/04/2023,0005-00009971,PAN SANDWICH DOBLES,25,100,2500,Almacen
CDLM 6,Gaston Horacio Cuillieri Arenas (2482 - GASTON ARENAS),05/04/2023,0006-00001249,PAN DE HAMBUERGUESA X9,72,140,10080,Panaderia
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,PEREJIL - ATADO,10,100,1000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,CIBULLET - ATADO,15,100,1500,Verduleria
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - T-BONE - (AL VACÍO ),5,"1513,12","8359,988",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - T-BONE - (AL VACÍO ),"5,3","1513,12","8861,58728",Carne
CDLM 6,Meglioli Luis Enrique (2501 - LOGER),06/04/2023,0003-00002042,CALLIA CHARDONNAY 6X 750,6,"509,4212","3698,397912",Bebidas
CDLM 6,Meglioli Luis Enrique (2501 - LOGER),06/04/2023,0003-00002042,CALLIA MARBEC 6X750,12,"509,4212","7396,795824",Bebidas
CDLM 6,Meglioli Luis Enrique (2501 - LOGER),06/04/2023,0003-00002042,PORTILLO MALBEC 6X750,18,"598,0152","13024,771056",Bebidas
CDLM 6,Meglioli Luis Enrique (2501 - LOGER),06/04/2023,0003-00002042,SAL RESERVE CAB SAUV 6X750,6,"1411,984","10251,00384",Bebidas
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - NOVILLO - LA EMBAJADA - RINON - (AL VACÍO ),"1,3","596,36","938,07428",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),06/04/2023,1028-00010076,CARNE - CERDO - LA EMBAJADA - SOLOMILLO DE CERDO - (AL VACÍO ),"3,15","756,56","2883,62844",Carne
CDLM 2,Beatriz Silvana Videla (0627 - BEATRIZ SILVANA VIDELA),06/04/2023,0002-00009986,ROCIADORES,3,250,750,Limpieza
CDLM 2,Beatriz Silvana Videla (0627 - BEATRIZ SILVANA VIDELA),06/04/2023,0002-00009986,REJILLAS,20,80,1600,Limpieza
CDLM 3,Hawaii S.A. (1157 - HAWAII),06/04/2023,0009-00219094,7 UP LIM- LIM FREE 4X6 LAT 354,1,"1791,8553","2168,144913",Bebidas sin Alcohol
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,TOMATE  - CAJÓN,4,4300,17200,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,RUCULA  - CAJÓN,3,2000,6000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,CEBOLLA MORADA - BOLSA,2,1800,3600,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,CEBOLLON  - BOLSA,2,1800,3600,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,RUCULA  - CAJÓN,1,2000,2000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,TOMATE  - CAJÓN,4,4300,17200,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0002-06042023,ZAPALLO COREANO - BOLSA,3,1200,3600,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),06/04/2023,0001-06042023,PEREJIL - ATADO,14,100,1400,Verduleria
