Storehouse,Storage location,Product Code,Product Name,Model,Brand,Batch number,Inventory
Temp Warehouse,,P48410,"
SMD passive crystal oscillator",NX5032GA-8MHZ-STD-CSK-7,NDK,20+,45
Temp Warehouse,,P10586,IC,PC28F256G18FE,MICRON,1336,44
Temp Warehouse,,P41702,IC,AD5282BRUZ20,ADI,2110,44
Temp Warehouse,,P23517,IC,3-5176264-4,TE,1315,44
Temp Warehouse,,P43100,,STM32F103CBT6,ST,2012,42
Temp Warehouse,,12C30692-4AB9-4DDC-8D8D-8C38032C4961,IC,EL3H7-G,EVERLIG,1728,42
Temp Warehouse,,EB9E736E-2366-4BE7-BA57-86A464561602,IC,HD74LS32FPEL,RENESAS,07+,41
Temp Warehouse,,1D65FAE3-5107-4889-978C-B1108FE5D33B,IC,1051640001,Molex,15+,41
Temp Warehouse,,P01269,IC,600F0R3BT250XT,ATC,17+,41
Temp Warehouse,,P00581,IC,USBLC6-4,ST,1719+,41
Temp Warehouse,,P47907,IC,NH82580EB,INTEL,2110,40
Temp Warehouse,,P11425,IC,STM32F429IG,ST,1802,40
Temp Warehouse,,P48353,IC,MAX825REUK+T,Maxim,1921,40
Temp Warehouse,,B2F7760F-0134-46BF-A8B1-FD6C7D47F7A0,IC,HFCN-1760+,MINI,1549+,40
Temp Warehouse,,8433BE52-823D-472A-95B7-AA99A9F6A5F0,IC,S29GL256P10FFI010,spanish,1248,40
Temp Warehouse,,P02422,IC,ADR381ARTZ,AD,16+,40
Temp Warehouse,,E9F2908F-9EA9-4B68-A5DD-A339F3DAF79D,IC,M95M02-DRMN6TP,ST,1518,40
Temp Warehouse,,P32724,Chip ceramic capacitor,C4532X7T2E105K250KA,TDK,19+,40
Temp Warehouse,,P14431,IC,CDCLVC1310RHBR,TI,17+,40
Temp Warehouse,,P14432,IC,LM1117IMP-ADJ/NOPB,TI,11+,40
Temp Warehouse,,P48298,IC,KH-SMA-KWE17-G,kinghelm,20+,40
Temp Warehouse,,P07171,IC,24LC256I/SN,MIC,1640+,40
Temp Warehouse,,P43461,IC,CAT24C16WE-GT3,ON,1646,40
Temp Warehouse,,9B93412E-F6AA-4C6E-B40A-9EF24943F62D,IC,AZ23C12-7-F,DIODES,12+,40
Temp Warehouse,,P46177,IC,LPC1768FBD100,NXP,2125,39
Temp Warehouse,,A9FE51AC-D988-4BBD-ABB7-64844A0C2A44,Electronic switch chip,ADG509FBRWZ,AD,1421+,39
Temp Warehouse,,P42768,memory,MT41K128M16JT-125 IT:K,MICRON,19+,38
Temp Warehouse,,00946080-71B1-4328-8FB3-EC358C661344,IC,6N136SD,FSC,1637+,38
Temp Warehouse,,P48400,IC,BTN8982TA,Infineon,21+,37
Temp Warehouse,,P08816,IC,LSISAS2008,LSI,1211/1233,36
Temp Warehouse,,P45871,amplifier,OPA2171AIDGK,TI,20+,35
Temp Warehouse,,P47003,IC,ADR3420ARJZ,ADI,1841,34
Temp Warehouse,,C300334C-C074-43F5-AB6C-586A99EA4DBF,"
Hinge",33-030,REEL,13+,33
Temp Warehouse,,3348F1B1-E8D0-4D5E-9748-0335759305E6,IC,NCP565ST12T3G,ON,1820,33
Temp Warehouse,,P24883,small signal amplifier,ADL5385ACPZ,ADI,1227,32
Temp Warehouse,,12B5F70D-E2E4-44CB-A192-69A6516B1D9F,IC,ADA4084-4ACPZ,ADI,1425+,31
Temp Warehouse,,B130FF48-050B-4BEA-A9F9-A4A059B4216A,IC,CTM1040T,ZLG,1401+,30
Temp Warehouse,,8C502EA4-314C-4DA0-9B27-4F972A3B29EB,IC,FM31256-G,RAMTRON,1337+,30
Temp Warehouse,,D68A18D7-18C6-41DC-B0FF-BE6F4FE077A5,IC,MT41K64M16TW-107:J,MICRON,14+,30
Temp Warehouse,,5C253D77-DA7C-405B-941B-859BE0409215,IC,GALI-3+,MINI,1406+,30
Temp Warehouse,,P45447,IC,SN75LVPE4410,TI,2023,30
Temp Warehouse,,P42775,IC,DAC124S085CIMM/NOPB,TI,2113,30
Temp Warehouse,,P06843,IC,TQ2-5V,PANASONIC,2102,30
Temp Warehouse,,P44935,memory,W25Q32JVSSIQ,WINBOND,2105,30
Temp Warehouse,,P07313,IC,SKY13418-485LF,SKYWORK,18+,30
Temp Warehouse,,61DDFEBC-E403-443C-B77A-04858A350E44,IC,75869-131LF,FCI,1510+,30
Temp Warehouse,,P45335,IC,AD7768-4BSTZ,ADI,2103/2104,28
Temp Warehouse,,P29802,,MT41K128M16JT-125:K,Micron,17+,27
Temp Warehouse,,2B0A5479-84A3-41AA-960D-AC4674E0687B,IC,SN65472DEP,TI,12+,25
Temp Warehouse,,F3554744-EA51-4066-BA6C-E9FE792DE07A,IC,IDH02G65C5,INFINEON,1544+,25
Temp Warehouse,,P24680,IC,T4081NXN7TTB,NXP,2120,24
Temp Warehouse,,P48446,controller,GD32F103ZET6,GD,2120,24
Temp Warehouse,,P04902,IC,K4B2G1646F-BMK0,SAMSUNG,1728,24
Temp Warehouse,,P06208,IC,ADR392BUJZ,ADI,1046,24
Temp Warehouse,,P31690,IC,74LV08D,NEXPERIA,1835+,24
Temp Warehouse,,P14936,IC,IRG4PC50WPBF,IR,1707/1720,22
Temp Warehouse,,C5977867-AB3B-4242-936B-D76DFB1171BB,IC,FM25CL64B-GTR,CYPRESS,1625+,22
Temp Warehouse,,P48292,IC,AD608ARZ,ADI,2001,20
Temp Warehouse,,P16075,IC,EPCQ16ASI8N,ALTERA,2032,20
Temp Warehouse,,P48287,IC,LTC1844ES5-BYP#TRMPBF丝印（LTE9）,ADI,20+,20
Temp Warehouse,,P02783,IC,Si8645BB-B-IS,SILICON,1610,20
Temp Warehouse,,18505217-0378-4A7B-AACB-5C47E8C19323,IC,IR2113STRPBF,IR,1110+,20
Temp Warehouse,,P24299,IC,OPA454AIDDAR,TI,2021,20
Temp Warehouse,,P48295,IC,OPA604AU,TI,19+,20
Temp Warehouse,,P00899,IC,EMI2124MTTAG,ON,1807+,20
Temp Warehouse,,P48289,IC,OPA690IDBVT,TI,2047,20
Temp Warehouse,,P43131,IC,LMV7219M5/NOPB,TI,20+,20
Temp Warehouse,,P31931,,DS18B20,MAXI,1933,20
Temp Warehouse,,P15189,,SN74AHC1G04DRLR,TI,1640,20
Temp Warehouse,,P10269,IC,SMV1231-040LF,SKYWORKS,1612+,20
Temp Warehouse,,P48332,IC,T491D106K035AT,KEMET,2103,20
Temp Warehouse,,P15813,IC,B32022A3823M,EPCOS,1806,20
Temp Warehouse,,P29737,IC,TAJC227K010RNJ,AVX,19+,20
Temp Warehouse,,8ED2F680-EEC8-4090-BB86-6319B7D53BDF,IC,MAX9275GTN/V+,MAXIM,1646+,18
Temp Warehouse,,5439FE20-91D4-46BC-A9CA-2730C4E4FBEB,IC,DAt-31R5-SP+,MINI,1522+,18
Temp Warehouse,,P06603,Connector,DF12B(5.0)-50DP-0.5V(86）,HRS,1201+,18
Temp Warehouse,,5E8DAB0C-AAD9-4FBF-BAFC-6D3C2ABABC69,IC,TPS70302PWP,TI,16+,16
Temp Warehouse,,P48447,controller,GD32F103RET6,GD,2112,15
Temp Warehouse,,2E5D5754-F6D3-46A7-8FE6-0B928B70C31F,IC,P0584,PULSE,1445+,15
Temp Warehouse,,2EFA75DC-9F65-4390-B969-8F6DDFDB4B5E,IC,ATMEGA16-16AU,ATMEGA,1526+,15
Temp Warehouse,,P01416,IC,OPA695IDBVR,TI,1820,15
Temp Warehouse,,8522A3B3-761A-4EF2-AA6B-CF8B80326D5B,IC,"TJ20A10M3,S5Q(J",TOSHIBA,1709,15
Temp Warehouse,,B1A286E1-FF46-48CA-9C03-5C84AA1AFC26,IC,IP4284CZ10,NXP,1420+,15
Temp Warehouse,7,8B8675A0-298C-4FBB-9C04-B6AD5F17CF02,IC,ADM3101EARQZ,ADI,0926+,14
Temp Warehouse,,03D89305-53CF-43FB-A4B3-4571DF514CCA,IC,MHP-30-36-T,TE,1128+,13
Temp Warehouse,,P05406,IC,LMK00804BPW,TI,20+,13
Temp Warehouse,,P38535,IC,T2080NXE8TTB,NXP,2036,12
Temp Warehouse,,ABF29C93-2C2B-4F3A-9610-3ABD60291E81,IC,PKR2111ASI,ERICSSO,15+,12
Temp Warehouse,,P29104,I2C driver chip,LTC4300A-2IMS8,ADI,18+,12
Temp Warehouse,,P37520,IC,IRFP4568PBF,INFINEON,2119/2120,12
Temp Warehouse,,P15694,IC,AD8011AR,AD,17+,12
Temp Warehouse,,P06537,,MAX3077EESA,MAXIM,1617+,12
Temp Warehouse,,609C5615-DA3F-4B1D-93D4-29689A68B683,IC,ISO122U,TI,1310+,12
Temp Warehouse,,P14449,IC,SG8002CA-25.000000MHz-PCB,Epson,17+,11
Temp Warehouse,,P45477,IC,HMC659LC5,ADI,2106,10
Temp Warehouse,,P38704,IC,5CEFA7F27I7N,ALTERA,2001,10
Temp Warehouse,,P27541,IC,MMPF0100F0AEP,NXP,21+,10
Temp Warehouse,,P48291,IC,MRF171A,M/ACOM,1951,10
Temp Warehouse,,P24775,IC,MCIMX6Q6AVT10AD,NXP,2016,10
Temp Warehouse,,P48426,IC,LCMXO2-256HC-6SG48C,LATTICE,1913,10
Temp Warehouse,,P48286,IC,LT1175IQ-5#PBF,ADI,2025,10
Temp Warehouse,,P42707,IC,JCB20DHHD,N/A,20+,10
Temp Warehouse,,197E3C4E-5E63-471D-BC0F-1C429EA15039,IC,LTC1403AIMSE,LT,1304+,10
Temp Warehouse,,P08471,IC,MGA-43528,AVAGO,1411,10
Temp Warehouse,,FC3EFD6D-79A0-4ECB-8268-A626142DA23B,IC,BFCN-3085,MINI,1507+,10
Temp Warehouse,,BE717672-46E3-4EC3-8DF2-F7FA2285AF00,IC,B8064B2PB-8D-F,ELPIDA,1225+,10
Temp Warehouse,,3AB7C36A-11CC-4A78-B329-260C3F96F1FD,IC,ERA-4+,MINI,1423+,10
Temp Warehouse,,P48285,IC,LT1129IQ-5#PBF,ADI,2044,10
Temp Warehouse,,P36583,NOR Flash,S25FL128SAGMFV003,Cypress,1940,10
Temp Warehouse,,F58E3038-C375-4D08-A7CB-F7E1189A847C,IC,LTC3440EMS,LTC,13+,10
Temp Warehouse,,P21876,IC,M25P64-VMF6P,MICRON,1810,10
Temp Warehouse,,E5F2BA8E-9945-4483-9BD5-F2987D165A9C,IC,FS7M0880YDTU,FSC,11+,10
Temp Warehouse,,P22514,IC,RTL8723DS,REALTEK,15+,10
Temp Warehouse,,A1B65AF9-DE01-4F57-83C1-8EEF235E5AED,IC,ERA-2+,MINI,1513+,10
Temp Warehouse,,P48444,IC,MP2380DN-LF-Z,MPS,2024,10
Temp Warehouse,,P08627,IC,X5163PIZ,INTERSIL,0701+,10
Temp Warehouse,,P48308,IC,LMZ10505TZ-ADJ/NOPB,TI,20+,10
Temp Warehouse,,P11342,IC,ISO7241CDWR,TI,18+,10
Temp Warehouse,,P32691,IC,TPS79533DCQR,TI,1831,10
Temp Warehouse,,39637133-8965-4BA7-A080-23D06036E3D4,IC,IR2109STRPBF,IR,12+,10
Temp Warehouse,,P48294,IC,MAX3232IPWR,TI,21+,10
Temp Warehouse,,F1D8AEE7-6C3B-4B1C-9DEB-5903E1E69599,IC,DG408DY-T1-E3,VISHAY,1452+,10
Temp Warehouse,,P48331,IC,DHNF-08-V-T/R,Taiwan Yuanda,20+,10
Temp Warehouse,,1E3CE292-FD75-4745-8FA8-019A32135A7D,IC,SPX3819S-L,EXAR,1348+,10
Temp Warehouse,,P48351,IC,PDS4200HQ-13,Diodes,1905,10
Temp Warehouse,,7F07DFBF-0265-4EB4-A980-75C9BA4D9FCC,IC,NCP585DSN15T1G,ON,1539+,10
Temp Warehouse,,P10453,IC,PI5V330WE,PERICOM,752,10
Temp Warehouse,,1395328B-4FCE-4541-BE42-C6B87C7D9173,IC,NCP584HSN33T1G,ON,1030+,10
Temp Warehouse,,P46881,SMD IC,AD9231BCPZ-20,ADI,1950,9
Temp Warehouse,,21531FAA-085A-47D5-966E-CDCE2331F9AC,IC,KLMAG2WEMB-B031,SAM,1410+,9
Temp Warehouse,,P43708,IC,IRFP4668PBF,IR,2111,9
Temp Warehouse,,P15610,IC,AV80576LH0366M,INTEL,1105/1106,8
Temp Warehouse,,56C5214F-8A4A-4BD1-96DC-3CDF2F753856,IC,26PC15SMT,Honeywell,14+,8
Temp Warehouse,,BB1BEDF6-9ACC-4719-B2D6-3D93433D8F68,IC,AD8037AR,AD,1531+,8
Temp Warehouse,,P05412,IC,LT1963AEST-3.3#PBF,LT,1605,8
Temp Warehouse,,P22985,IC,GBU4B,ON,1849+,8
Temp Warehouse,,P43583,IC,NCV7344D10R2G,ON,19+,8
Temp Warehouse,,65C048B4-28FA-48D9-962E-C21C348D82AB,IC,HIF3BA-34PA-2.54DSA(71),Hirose,14+,8
Temp Warehouse,,EFD86071-36D9-435D-8A18-2E64906312AB,IC,TPS3808G01DRV,TI,14+,7
Temp Warehouse,,P46901,SMD IC,DM9000CEP,DAVICOM,1637,6
Temp Warehouse,,P46228,IC,BU94601KV,ROHM,1917,5
Temp Warehouse,,P06636,IC,S29GL01GS11TFIV10,SPANSION,1631,5
Temp Warehouse,,P35437,IC,ADM3251EARWZ,ADI,2101,5
Temp Warehouse,,834DF7CC-0442-4745-8F72-38FA544D8945,IC,NE8FAH-C5,NEUTRIK,1528+,5
Temp Warehouse,,165AEDEA-6E53-4583-B6C7-39D8598DD98A,IC,R1RW0416DSB-2LR,RENESA,1003,5
Temp Warehouse,,P06686,IC,ACS770LCB-100B-PFF-T,ALLEGRO,1811/1821,5
Temp Warehouse,,P48449,IC,STM32F103T8U6,ST,2115,5
Temp Warehouse,,P44787,IC,IRFI4229PBF,Infineon/ IR,2106,5
Temp Warehouse,,EE28EBB3-F9F7-46C5-BBB5-4A152C0883B1,IC,5-1634504-2,TE,15+,5
Temp Warehouse,,P46297,IC,XDPS21081XUMA1,Infineon,2032,5
Temp Warehouse,,P44865,IC,CSD17506Q5A,TI,2015,5
Temp Warehouse,,P26331,IC,TPS62262DRV,TI,16+,5
Temp Warehouse,,CB665ECE-30BE-460A-8256-5D28C9637EF0,IC,SGTL5000XNLA3R2,Freescale,12+,5
Temp Warehouse,,40330CFD-3A91-437E-BBA3-6AA31AD0D7BB,IC,BQ24074RGTR,TI,13+,5
Temp Warehouse,,P03677,IC,CC1101RGPR,TI,17+,5
Temp Warehouse,,P32691,IC,TPS79533DCQR,TI,1831,5
Temp Warehouse,,P42401,,ALC888S-VD2-GR,REALTEK,1824,4
Temp Warehouse,,P34331,,LTC3300ILXE-2,ADI,1825+,4
Temp Warehouse,,P46118,IC,ADG3304BRUZ,AD,1849,4
Temp Warehouse,,P44296,IC,ADA4622-2BRZ,AD,1820,4
Temp Warehouse,,P15168,IC,3182.25,cLittelfuse,Does not require,4
Temp Warehouse,,P45151,"
Optocoupler",ACPL-P314,AVAGO,2005,4
Temp Warehouse,,P44527,IC,DS160PR410RNQ,TI,2023,4
Temp Warehouse,,P01508,IC,AD9649BCPZ-40,Ad,1638+,3
Temp Warehouse,,P48448,controller,GD32F103VET6,GD,2113,3
Temp Warehouse,,4D5CEE32-916C-4F3F-8E4A-61A1BE1C65AE,IC,2SK2927,RENESAS,17+,3
Temp Warehouse,,P38012,,FT232BL,FTBL,2003,3
Temp Warehouse,,P34642,IC,Y14870R01000B9R,VISHAY,16+,3
Temp Warehouse,,FE1BFD80-2A4D-4A49-9536-612F86DF8194,IC,AD8319ACPZ-R7,ADI,1802+,3
Temp Warehouse,,P45666,IC,ISO7220MDR,TI,13+,3
Temp Warehouse,,P03505,,1410964-1,TE,1633,2
Temp Warehouse,,P43379,Data converter IC,AD7492ARUZ-5,ADI,1315,2
Temp Warehouse,,0955A662-6E97-48D8-A0DC-1917FAEE9C18,"
Hinge",34-030,REEL,13+,2
Temp Warehouse,,C8B3EFA3-349D-493F-B506-5CD19A9F08DE,IC,6-828582-4,TE,11+,2
Temp Warehouse,,CFB474A1-864B-4DCE-9247-6FC124E44E9A,IC,CE-1004,TDK,15+,2
Temp Warehouse,,CFB474A1-864B-4DCE-9247-6FC124E44E9A,IC,CE-1004,TDK,15+,2
Temp Warehouse,,P17238,IC,03420001H,LITTELFUSE,1626,2
Temp Warehouse,,7BF312C7-D886-40C7-8569-CBE0B73A95FF,IC,MAX6225AESA+,MAX,1432+,2
Temp Warehouse,,P30119,IC,LMH6503MAX/NOPB,TI,1802,2
Temp Warehouse,,P44446,IC,PGA113AIDGSR,TI,1944,2
Temp Warehouse,,P25344,IC,MS3476L16-26P,TE,1925,1
Temp Warehouse,,P30588,IC,XC5VSX50T-1FFG665I,XILINX,1941,1
Temp Warehouse,,F7343546-21B3-44ED-90B0-AACAB5C90E72,IC,34-080,REEL,14+,1
Temp Warehouse,,P04663,,1-6450869-4,TE,16+,1
Temp Warehouse,,1CEDF527-9410-4E2F-BCAD-4D2F89830BFA,IC,PE42521MLBA-Z,PEREGRINE,13+,1
Temp Warehouse,,P45015,IC,GD32F103VBT6,GD,2107,1
Temp Warehouse,,BDD2D510-6DC6-431C-91B6-3378AC9194CC,IC,LT8582IDKD#PBF,LT,12+,1
Temp Warehouse,,A0C2C1DC-E620-4B3D-9BC3-4CD6C6C73A11,IC,ADS5474IPFP,TI,15+,1
