MONTH,YEAR,order_id,billing_state,billing_country,referring_platform,marketing_campaign_source,product_type,product_title, Gross Sale of Products , Customer Shipping Payment , TOTAL GROSS ORDER SALES , gross_profit ,gross_profit margin
JANUARY,2021,2970145947730,Minnesota,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
JANUARY,2021,2971357249618,Illinois,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
JANUARY,2021,2971357249618,Illinois,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
JANUARY,2021,2972034203730,Texas,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
JANUARY,2021,2972034203730,Texas,United States,alphabet,google,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
JANUARY,2021,2972429746258,California,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
JANUARY,2021,2972429746258,California,United States,alphabet,google,Tabletop & Statuary,Silver Skull, $65.00 , $-   , $65.00 , $29.00 ,45%
JANUARY,2021,2972836298834,New Mexico,United States,meta,,Jewelry,Anatomical Heart Earrings, $18.00 , $-   , $18.00 , $9.00 ,50%
JANUARY,2021,2972836298834,New Mexico,United States,meta,,,, $-   , $4.00 , $4.00 , $-   ,0%
JANUARY,2021,2975342493778,New York,United States,alphabet,google,Tabletop & Statuary,Zombie Dog, $36.00 , $-   , $36.00 , $11.00 ,31%
JANUARY,2021,2975342493778,New York,United States,alphabet,google,,, $-   , $8.58 , $8.58 , $-   ,0%
JANUARY,2021,2975358582866,Ohio,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
JANUARY,2021,2975358582866,Ohio,United States,direct,,Tabletop & Statuary,Cthulhu Statue, $70.00 , $-   , $70.00 , $14.00 ,20%
JANUARY,2021,2975358582866,Ohio,United States,direct,,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
FEBRUARY,2021,2978493300818,Arkansas,United States,meta,,Pillow,Bat Pillow, $25.00 , $-   , $25.00 , $9.00 ,36%
FEBRUARY,2021,2978493300818,Arkansas,United States,meta,,Wall Art & Decor,Bat Wall Decor With Hooks, $25.00 , $-   , $25.00 , $10.00 ,40%
FEBRUARY,2021,2978493300818,Arkansas,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,2979082469458,Louisiana,United States,meta,,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
FEBRUARY,2021,2979082469458,Louisiana,United States,meta,,,, $-   , $14.80 , $14.80 , $-   ,0%
FEBRUARY,2021,2979347595346,Iowa,United States,meta,,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
FEBRUARY,2021,2979347595346,Iowa,United States,meta,,,, $-   , $14.80 , $14.80 , $-   ,0%
FEBRUARY,2021,2979593584722,Connecticut,United States,alphabet,,,, $-   , $7.00 , $7.44 , $-   ,0%
FEBRUARY,2021,2979593584722,Connecticut,United States,alphabet,,Tabletop & Statuary,Monster & Bride, $19.00 , $-   , $20.21 , $4.00 ,21%
FEBRUARY,2021,2982002163794,California,United States,alphabet,,Candle Holders,Octopus Candle Holder, $60.00 , $-   , $60.00 , $20.00 ,33%
FEBRUARY,2021,2982002163794,California,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,2983215104082,New Jersey,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,2983215104082,New Jersey,United States,alphabet,google,Tabletop & Statuary,Silver Dragon Skull, $35.00 , $-   , $35.00 , $15.43 ,44%
FEBRUARY,2021,2983215104082,New Jersey,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
FEBRUARY,2021,2983336181842,Kentucky,United States,direct,,Tabletop & Statuary,Baphomet Black Storm Ball Statue, $48.00 , $-   , $48.00 , $15.50 ,32%
FEBRUARY,2021,2983336181842,Kentucky,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,2984734097490,West Virginia,United States,direct,,Candle Holders,Gargoyle Candle Holder, $35.00 , $-   , $35.00 , $9.56 ,27%
FEBRUARY,2021,2984734097490,West Virginia,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,2984734097490,West Virginia,United States,direct,,Tabletop & Statuary,"Gargoyle Statue-9.45""", $80.00 , $-   , $80.00 , $20.00 ,25%
FEBRUARY,2021,2985443229778,Pennsylvania,United States,direct,,wallet,Poe Raven Skull Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
FEBRUARY,2021,2985443229778,Pennsylvania,United States,direct,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
FEBRUARY,2021,2985443229778,Pennsylvania,United States,direct,,,, $-   , $9.21 , $9.21 , $-   ,0%
FEBRUARY,2021,2985592291410,Georgia,United States,alphabet,,,, $-   , $7.88 , $7.88 , $-   ,0%
FEBRUARY,2021,2985592291410,Georgia,United States,alphabet,,Rug,Goat Skull Area Rug, $45.00 , $-   , $45.00 , $-   ,0%
FEBRUARY,2021,2990123614290,Ohio,United States,abandoned_cart,abandoned_cart,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,2990123614290,Ohio,United States,abandoned_cart,abandoned_cart,Tabletop & Statuary,Silver Dragon Skull, $35.00 , $-   , $31.50 , $11.93 ,38%
FEBRUARY,2021,2990123614290,Ohio,United States,abandoned_cart,abandoned_cart,Tabletop & Statuary,"Gargoyle Statue-9.45""", $40.00 , $-   , $36.00 , $6.00 ,17%
FEBRUARY,2021,2993467064402,Tennessee,United States,direct,,Tabletop & Statuary,Cthulhu Statue, $35.00 , $-   , $35.00 , $7.00 ,20%
FEBRUARY,2021,2993467064402,Tennessee,United States,direct,,,, $-   , $14.80 , $14.80 , $-   ,0%
FEBRUARY,2021,2993602494546,California,United States,alphabet,google,Tabletop & Statuary,"Gargoyle Statue-9.45""", $40.00 , $-   , $40.00 , $10.00 ,25%
FEBRUARY,2021,2993602494546,California,United States,alphabet,google,Tabletop & Statuary,Steampunk Raven on Skull, $28.00 , $-   , $28.00 , $8.00 ,29%
FEBRUARY,2021,2993602494546,California,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,2995484754002,Tennessee,United States,meta,,Door Knockers,Dragon Door Knocker, $33.00 , $-   , $33.00 , $16.74 ,51%
FEBRUARY,2021,2995484754002,Tennessee,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,2996306051154,Indiana,United States,android,abandoned_cart,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,2996306051154,Indiana,United States,android,abandoned_cart,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
FEBRUARY,2021,2996447969362,Florida,United States,android,shopify_email,Door Knockers,Baphomet Door Knocker - Red, $35.00 , $-   , $35.00 , $18.30 ,52%
FEBRUARY,2021,2996447969362,Florida,United States,android,shopify_email,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,2996747894866,Missouri,United States,direct,,Tabletop & Statuary,"See No, Hear No, Speak No Evil Zombies", $20.00 , $-   , $20.00 , $5.00 ,25%
FEBRUARY,2021,2996747894866,Missouri,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,2996788133970,New York,United States,shopify,shopify_email,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,2996788133970,New York,United States,shopify,shopify_email,Tabletop & Statuary,"Gargoyle Statue-9.45""", $40.00 , $-   , $40.00 , $10.00 ,25%
FEBRUARY,2021,2998741270610,Georgia,United States,alphabet,google,,, $-   , $9.64 , $9.64 , $-   ,0%
FEBRUARY,2021,2998741270610,Georgia,United States,alphabet,google,Curio Boxes,Steampunk Octopus Box, $35.00 , $-   , $35.00 , $15.00 ,43%
FEBRUARY,2021,3000101306450,Wisconsin,United States,back-in-stock,back-in-stock,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3000101306450,Wisconsin,United States,back-in-stock,back-in-stock,Tabletop & Statuary,Dr. Hannibal Lecter, $15.00 , $-   , $15.00 , $4.00 ,27%
FEBRUARY,2021,3000105238610,Wisconsin,United States,direct,,Tabletop & Statuary,Horror Statuary - Michael Myers, $15.00 , $-   , $15.00 , $4.00 ,27%
FEBRUARY,2021,3000105238610,Wisconsin,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3001193496658,Oregon,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,3001193496658,Oregon,United States,meta,,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
FEBRUARY,2021,3001193496658,Oregon,United States,meta,,Jewelry,Bat Earrings, $18.00 , $-   , $18.00 , $9.00 ,50%
FEBRUARY,2021,3002316980306,New York,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,3002316980306,New York,United States,alphabet,google,Door Knockers,Tree Man Door Knocker, $40.00 , $-   , $-   , $-   ,0%
FEBRUARY,2021,3002596819026,New York,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3002596819026,New York,United States,meta,,Tabletop & Statuary,Small Celtic Skull, $25.00 , $-   , $25.00 , $9.92 ,40%
FEBRUARY,2021,3002634731602,Ohio,United States,meta,,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
FEBRUARY,2021,3002634731602,Ohio,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3004090417234,Indiana,United States,alphabet,google,wallet,Poe Raven Skull Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
FEBRUARY,2021,3004090417234,Indiana,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3004483010642,Wisconsin,United States,alphabet,,Tabletop & Statuary,"Gargoyle Statue-9.45""", $40.00 , $-   , $40.00 , $10.00 ,25%
FEBRUARY,2021,3004483010642,Wisconsin,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,3004483010642,Wisconsin,United States,alphabet,,CANDLES,Walk In The Woods Soy Candle, $15.00 , $-   , $15.00 , $6.00 ,40%
FEBRUARY,2021,3005612032082,Ohio,United States,meta,,Tabletop & Statuary,Cat & Rose Coasters, $30.00 , $-   , $30.00 , $13.00 ,43%
FEBRUARY,2021,3005612032082,Ohio,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3008375390290,Arizona,United States,meta,Facebook,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
FEBRUARY,2021,3008375390290,Arizona,United States,meta,Facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3011403120722,Minnesota,United States,alphabet,google,,, $-   , $19.39 , $19.39 , $-   ,0%
FEBRUARY,2021,3011403120722,Minnesota,United States,alphabet,google,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
FEBRUARY,2021,3012873355346,North Carolina,United States,direct,,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
FEBRUARY,2021,3012873355346,North Carolina,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3015156170834,Texas,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3015156170834,Texas,United States,direct,,Tabletop & Statuary,Dragon Skull, $35.00 , $-   , $35.00 , $12.49 ,36%
FEBRUARY,2021,3016743256146,Ohio,United States,alphabet,,Pillow,Baphomet Pillow, $70.00 , $-   , $70.00 , $14.20 ,20%
FEBRUARY,2021,3016743256146,Ohio,United States,alphabet,,Towel,Black Skull Hand Towel, $30.00 , $-   , $30.00 , $8.20 ,27%
FEBRUARY,2021,3016743256146,Ohio,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,3017996992594,New Jersey,United States,abandoned_cart,abandoned_cart,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3017996992594,New Jersey,United States,abandoned_cart,abandoned_cart,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $13.50 , $4.75 ,35%
FEBRUARY,2021,3018384670802,Florida,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3018384670802,Florida,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
FEBRUARY,2021,3638212722770,Georgia,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,3638212722770,Georgia,United States,alphabet,google,Towel,Skull Hand Towel, $15.00 , $-   , $15.00 , $6.00 ,40%
FEBRUARY,2021,3638212722770,Georgia,United States,alphabet,google,Jewelry,Raven Earrings, $18.00 , $-   , $18.00 , $9.00 ,50%
FEBRUARY,2021,3638212722770,Georgia,United States,alphabet,google,Candle Holders,Colored Glass Lanterns (Assorted), $22.65 , $-   , $22.65 , $7.82 ,35%
FEBRUARY,2021,3638979756114,New York,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,3638979756114,New York,United States,meta,,Doormats,Enter If You Dare Doormat, $29.75 , $-   , $29.75 , $6.10 ,21%
FEBRUARY,2021,3638979756114,New York,United States,meta,,bathroom decor,Skull Bath Mat, $30.00 , $-   , $30.00 , $14.10 ,47%
FEBRUARY,2021,3639294918738,Illinois,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3639294918738,Illinois,United States,meta,facebook,Wall Art & Decor,Gothic Moth Plaque, $30.00 , $-   , $30.00 , $12.30 ,41%
FEBRUARY,2021,3639952703570,North Carolina,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3639952703570,North Carolina,United States,alphabet,google,Door Knockers,Tree Man Door Knocker, $20.00 , $-   , $20.00 , $8.00 ,40%
FEBRUARY,2021,3641336692818,Texas,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3641336692818,Texas,United States,direct,,Tabletop & Statuary,Zombie Pen/Pencil Holder, $15.00 , $-   , $15.00 , $4.94 ,33%
FEBRUARY,2021,3641336692818,Texas,United States,direct,,Tabletop & Statuary,Steampunk Spider, $27.00 , $-   , $27.00 , $8.00 ,30%
FEBRUARY,2021,3641616236626,Maryland,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3641616236626,Maryland,United States,direct,,Tabletop & Statuary,Hell's Desire Skull, $35.00 , $-   , $35.00 , $15.00 ,43%
FEBRUARY,2021,3643808841810,California,United States,alphabet,google,Candle Holders,PRE-ORDER - Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
FEBRUARY,2021,3643808841810,California,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
FEBRUARY,2021,3645349363794,Illinois,United States,direct,,Wall Art & Decor,Gargoyle Protection Plaque, $37.00 , $-   , $37.00 , $9.00 ,24%
FEBRUARY,2021,3645349363794,Illinois,United States,direct,,Wall Art & Decor,Bat Wall Decor With Hooks, $25.00 , $-   , $25.00 , $10.00 ,40%
FEBRUARY,2021,3645349363794,Illinois,United States,direct,,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
FEBRUARY,2021,3645349363794,Illinois,United States,direct,,Tabletop & Statuary,"Gargoyle Statue-9.45""", $40.00 , $-   , $40.00 , $10.00 ,25%
FEBRUARY,2021,3645349363794,Illinois,United States,direct,,Tabletop & Statuary,"PRE-ORDER - See, Hear, Speak No Evil Goblins", $25.00 , $-   , $25.00 , $6.40 ,26%
FEBRUARY,2021,3645349363794,Illinois,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
FEBRUARY,2021,3646568857682,Nebraska,United States,alphabet,google,Door Knockers,Wolf Door Knocker, $25.00 , $-   , $25.00 , $10.00 ,40%
FEBRUARY,2021,3646568857682,Nebraska,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3652466311250,California,United States,direct,,Wall Art & Decor,Gothic Moth Plaque, $30.00 , $-   , $30.00 , $12.30 ,41%
MARCH,2021,3652466311250,California,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3652466311250,California,United States,direct,,Tabletop & Statuary,"Gargoyle Statue-9.45""", $40.00 , $-   , $40.00 , $10.00 ,25%
MARCH,2021,3652496162898,Arizona,United States,alphabet,,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
MARCH,2021,3652496162898,Arizona,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3654272417874,Montana,United States,direct,,wallet,PRE-ORDER - Poe Raven Skull Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
MARCH,2021,3654272417874,Montana,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3655073431634,California,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3655073431634,California,United States,meta,,CANDLES,Walk In The Woods Soy Candle, $15.00 , $-   , $15.00 , $6.00 ,40%
MARCH,2021,3655073431634,California,United States,meta,,Tabletop & Statuary,Baphomet Black Storm Ball Statue, $48.00 , $-   , $48.00 , $15.50 ,32%
MARCH,2021,3655640875090,Illinois,United States,shopify,shopify_email,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3655640875090,Illinois,United States,shopify,shopify_email,Tabletop & Statuary,PRE-ORDER - Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
MARCH,2021,3657552068690,Idaho,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3657552068690,Idaho,United States,alphabet,google,Door Knockers,Tree Man Door Knocker, $20.00 , $-   , $20.00 , $8.00 ,40%
MARCH,2021,3657642442834,New Jersey,United States,direct,,Candle Holders,PRE-ORDER - Skull Tealight Holder, $30.00 , $-   , $30.00 , $12.50 ,42%
MARCH,2021,3657642442834,New Jersey,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3657642442834,New Jersey,United States,direct,,Tabletop & Statuary,Tree Skull, $32.00 , $-   , $32.00 , $10.00 ,31%
MARCH,2021,3657642442834,New Jersey,United States,direct,,Tabletop & Statuary,Dragon Skull, $35.00 , $-   , $35.00 , $12.49 ,36%
MARCH,2021,3661563068498,California,United States,android,back-in-stock,Tabletop & Statuary,Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
MARCH,2021,3661563068498,California,United States,android,back-in-stock,Wall Art & Decor,Bat Wall Decor With Hooks, $25.00 , $-   , $25.00 , $10.00 ,40%
MARCH,2021,3661563068498,California,United States,android,back-in-stock,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3661951402066,Massachusetts,United States,alphabet,google,,, $-   , $7.00 , $7.44 , $-   ,0%
MARCH,2021,3661951402066,Massachusetts,United States,alphabet,google,Door Knockers,Wolf Door Knocker, $25.00 , $-   , $26.59 , $10.00 ,40%
MARCH,2021,3662059208786,California,United States,direct,,Towel,Black Skull Hand Towel, $16.00 , $-   , $16.00 , $4.10 ,26%
MARCH,2021,3662059208786,California,United States,direct,,Wall Art & Decor,Bat Wall Decor With Hooks, $25.00 , $-   , $25.00 , $10.00 ,40%
MARCH,2021,3662059208786,California,United States,direct,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
MARCH,2021,3662059208786,California,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3662295793746,Tennessee,United States,alphabet,google,Wall Art & Decor,Bat Wall Decor With Hooks, $25.00 , $-   , $25.00 , $10.00 ,40%
MARCH,2021,3662295793746,Tennessee,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3663154020434,Connecticut,United States,meta,,Candle Holders,Skull Tealight Holder, $30.00 , $-   , $31.91 , $12.50 ,42%
MARCH,2021,3663154020434,Connecticut,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3663154020434,Connecticut,United States,meta,,Tabletop & Statuary,"Gargoyle Statue-9.45""", $40.00 , $-   , $42.54 , $10.00 ,25%
MARCH,2021,3663154020434,Connecticut,United States,meta,,wallet,Spirit Board Wallet, $30.00 , $-   , $31.91 , $9.37 ,31%
MARCH,2021,3665061904466,New York,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3665061904466,New York,United States,alphabet,google,Tabletop & Statuary,"See, Hear, Speak No Evil Goblins", $25.00 , $-   , $25.00 , $6.40 ,26%
MARCH,2021,3665146183762,Pennsylvania,United States,alphabet,google,,, $-   , $7.96 , $7.96 , $-   ,0%
MARCH,2021,3665146183762,Pennsylvania,United States,alphabet,google,wallet,White Spirit Board Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
MARCH,2021,3669596176466,Illinois,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3669596176466,Illinois,United States,meta,facebook,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
MARCH,2021,3669929656402,North Carolina,United States,direct,,Candle Holders,Skull Tealight Holder, $30.00 , $-   , $30.00 , $12.50 ,42%
MARCH,2021,3669929656402,North Carolina,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3670340173906,Texas,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3670340173906,Texas,United States,alphabet,google,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
MARCH,2021,3670368780370,Florida,United States,alphabet,google,CANDLES,Gingerbread Soy Candle, $15.00 , $-   , $15.00 , $6.00 ,40%
MARCH,2021,3670368780370,Florida,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3670368780370,Florida,United States,alphabet,google,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
MARCH,2021,3670586687570,Texas,United States,direct,,Door Knockers,Dragon Door Knocker, $33.00 , $-   , $33.00 , $16.74 ,51%
MARCH,2021,3670586687570,Texas,United States,direct,,Tabletop & Statuary,Faux Geode Black Skull, $36.00 , $-   , $36.00 , $16.00 ,44%
MARCH,2021,3670586687570,Texas,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3670645014610,Ohio,United States,alphabet,google,Tabletop & Statuary,Baphomet Black Storm Ball Statue, $48.00 , $-   , $48.00 , $15.50 ,32%
MARCH,2021,3670645014610,Ohio,United States,alphabet,google,,, $-   , $9.21 , $9.21 , $-   ,0%
MARCH,2021,3671170154578,Ohio,United States,meta,facebook,Tabletop & Statuary,"See No, Hear No, Speak No Evil Zombies", $20.00 , $-   , $20.00 , $5.00 ,25%
MARCH,2021,3671170154578,Ohio,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3672444207186,Ohio,United States,alphabet,,Tabletop & Statuary,Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
MARCH,2021,3672444207186,Ohio,United States,alphabet,,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
MARCH,2021,3672444207186,Ohio,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3673114738770,Arkansas,United States,meta,facebook,Tabletop & Statuary,Faux Geode Black Skull, $36.00 , $-   , $36.00 , $16.00 ,44%
MARCH,2021,3673114738770,Arkansas,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3674094403666,Indiana,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3674094403666,Indiana,United States,direct,,coffee mug,Zombie Before Coffee Mug, $20.00 , $-   , $20.00 , $5.28 ,26%
MARCH,2021,3674252705874,Michigan,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3674252705874,Michigan,United States,alphabet,google,Tabletop & Statuary,Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
MARCH,2021,3674252705874,Michigan,United States,alphabet,google,Doormats,Enter If You Dare Doormat, $29.75 , $-   , $29.75 , $6.10 ,21%
MARCH,2021,3674792558674,New York,United States,direct,,Tabletop & Statuary,Moon & Bat Statue, $35.00 , $-   , $35.00 , $11.50 ,33%
MARCH,2021,3674792558674,New York,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3675366522962,,,direct,,,BAR SET, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3676389867602,Florida,United States,meta,ad,Door Knockers,Dragon Door Knocker, $33.00 , $-   , $33.00 , $16.74 ,51%
MARCH,2021,3676389867602,Florida,United States,meta,ad,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3677672898642,Quebec,Canada,meta,,,, $-   , $59.01 , $59.01 , $-   ,0%
MARCH,2021,3677672898642,Quebec,Canada,meta,,Tabletop & Statuary,Cthulhu Statue, $35.00 , $-   , $35.00 , $7.00 ,20%
MARCH,2021,3677672898642,Quebec,Canada,meta,,Tabletop & Statuary,Hell's Desire Skull, $35.00 , $-   , $35.00 , $-   ,0%
MARCH,2021,3677672898642,Quebec,Canada,meta,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
MARCH,2021,3678183915602,Kansas,United States,alphabet,google,Tabletop & Statuary,"Gargoyle Statue-9.45""", $40.00 , $-   , $36.00 , $6.00 ,17%
MARCH,2021,3678183915602,Kansas,United States,alphabet,google,Wall Art & Decor,Gargoyle Protection Plaque, $37.00 , $-   , $33.30 , $5.30 ,16%
MARCH,2021,3678183915602,Kansas,United States,alphabet,google,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3678542561362,California,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3678542561362,California,United States,alphabet,google,Tabletop & Statuary,Skull Wax Burner, $22.00 , $-   , $22.00 , $6.00 ,27%
MARCH,2021,3678956060754,Texas,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3678956060754,Texas,United States,alphabet,google,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
MARCH,2021,3680259244114,North Carolina,United States,direct,,Tabletop & Statuary,Baphomet Black Storm Ball Statue, $48.00 , $-   , $-   , $-   ,0%
MARCH,2021,3680259244114,North Carolina,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3682079834194,Florida,United States,meta,facebook,Bathroom Decor,PRE-ORDER - Skull Toilet Brush Holder, $56.00 , $-   , $56.00 , $22.00 ,39%
MARCH,2021,3682079834194,Florida,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
MARCH,2021,3682212610130,California,United States,direct,,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
MARCH,2021,3682212610130,California,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3683147350098,New Mexico,United States,direct,,Tabletop & Statuary,Hell's Desire Skull, $35.00 , $-   , $35.00 , $15.00 ,43%
MARCH,2021,3683147350098,New Mexico,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
MARCH,2021,3684467343442,Florida,United States,alphabet,,,, $-   , $7.00 , $7.00 , $-   ,0%
